@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DESIGN_DENSITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute PERCENT_COMMENTS numeric
@attribute Defective {Y,N}

@data
5.0,7.0,4.0,0.4,0.25,1.0,6.98,22.1,3409.75,0.05,37.0,0.05,189.43,0.25,3.0,9.0,17.0,5.0,13.0,0.0,N
23.0,11.0,8.0,0.17,0.63,1.0,42.42,24.2,24843.45,0.34,176.0,0.04,1380.19,0.13,2.0,18.0,77.0,35.0,22.0,15.09,Y
6.0,37.0,19.0,0.23,0.11,18.0,60.94,26.48,42724.78,0.54,266.0,0.04,2373.6,0.95,18.0,46.0,116.0,46.0,21.0,10.47,N
31.0,39.0,20.0,0.32,0.2,13.0,69.45,23.14,37185.01,0.54,258.0,0.04,2065.83,0.65,19.0,49.0,119.0,54.0,21.0,32.58,N
41.0,31.0,16.0,0.21,0.38,3.0,90.21,25.16,57086.39,0.76,355.0,0.04,3171.47,0.19,15.0,51.0,161.0,64.0,20.0,25.51,N
45.0,69.0,35.0,0.29,0.11,3.0,126.88,26.71,90551.52,1.13,497.0,0.04,5030.64,0.09,34.0,90.0,221.0,91.0,22.0,26.42,Y
6.0,7.0,4.0,0.5,1.0,1.0,23.69,4.5,479.73,0.04,28.0,0.22,26.65,0.25,3.0,11.0,12.0,8.0,6.0,61.54,N
50.0,64.0,35.0,0.19,0.49,22.0,144.78,33.72,164651.23,1.63,666.0,0.03,9147.29,0.63,28.0,87.0,307.0,132.0,29.0,14.43,N
48.0,5.0,3.0,0.06,0.67,3.0,173.7,9.4,15334.09,0.54,256.0,0.11,851.89,1.0,2.0,15.0,123.0,72.0,11.0,35.44,Y
23.0,18.0,10.0,0.22,0.7,7.0,49.69,15.32,11670.05,0.25,130.0,0.07,648.34,0.7,7.0,28.0,54.0,37.0,21.0,29.82,N
8.0,5.0,3.0,0.43,0.33,1.0,17.75,9.9,1739.36,0.06,40.0,0.1,96.63,0.33,3.0,6.0,18.0,10.0,11.0,60.0,N
9.0,3.0,2.0,0.33,0.5,1.0,16.12,7.5,906.96,0.04,29.0,0.13,50.39,0.5,2.0,5.0,12.0,8.0,10.0,61.54,N
10.0,27.0,14.0,0.48,0.07,14.0,46.65,17.11,13659.38,0.27,149.0,0.06,758.85,1.0,13.0,23.0,66.0,27.0,14.0,30.56,N
19.0,59.0,30.0,0.15,0.1,1.0,239.03,36.2,313287.38,2.88,1172.0,0.03,17404.85,0.03,29.0,82.0,564.0,148.0,19.0,13.08,N
19.0,59.0,30.0,0.14,0.1,1.0,242.69,36.29,319607.72,2.94,1190.0,0.03,17755.98,0.03,29.0,82.0,573.0,150.0,19.0,12.24,N
16.0,87.0,44.0,0.17,0.32,13.0,249.73,43.13,464447.49,3.59,1405.0,0.02,25802.64,0.3,43.0,127.0,675.0,180.0,23.0,12.07,N
16.0,57.0,29.0,0.14,0.07,1.0,233.67,37.57,329746.68,2.93,1182.0,0.03,18319.26,0.03,28.0,84.0,571.0,152.0,20.0,14.34,N
12.0,17.0,9.0,0.07,0.22,1.0,154.38,37.66,218997.95,1.94,832.0,0.03,12166.55,0.11,8.0,37.0,403.0,107.0,20.0,16.97,N
1.0,9.0,5.0,0.24,0.6,5.0,24.76,24.5,14864.15,0.2,114.0,0.04,825.79,1.0,4.0,20.0,49.0,20.0,20.0,0.0,N
1.0,5.0,3.0,0.25,1.0,1.0,18.39,19.2,6779.67,0.12,70.0,0.05,376.65,0.33,2.0,10.0,32.0,15.0,18.0,0.0,N
1.0,3.0,2.0,0.25,1.0,1.0,14.6,11.59,1961.37,0.06,36.0,0.09,108.96,0.5,1.0,7.0,17.0,11.0,15.0,0.0,N
2.0,13.0,8.0,0.21,1.0,5.0,38.0,20.84,16509.21,0.26,137.0,0.05,917.18,0.63,3.0,27.0,58.0,32.0,23.0,5.13,N
5.0,15.0,8.0,0.21,1.0,1.0,39.25,24.9,24336.47,0.33,175.0,0.04,1352.03,0.13,7.0,36.0,83.0,30.0,18.0,7.14,N
3.0,19.0,10.0,0.28,0.6,1.0,54.39,16.69,15143.75,0.3,160.0,0.06,841.32,0.1,8.0,45.0,73.0,35.0,16.0,0.0,N
1.0,19.0,13.0,0.3,0.69,3.0,47.44,23.4,25974.0,0.37,185.0,0.04,1443.0,0.23,4.0,40.0,78.0,40.0,24.0,0.0,N
15.0,5.0,3.0,0.15,0.67,1.0,37.06,22.6,18935.91,0.28,150.0,0.04,1052.0,0.33,2.0,11.0,69.0,29.0,19.0,43.33,N
8.0,5.0,3.0,0.25,0.33,1.0,17.39,26.25,11982.32,0.15,96.0,0.04,665.68,0.33,2.0,6.0,42.0,12.0,15.0,8.33,Y
14.0,9.0,5.0,0.21,0.8,3.0,56.3,11.0,6811.81,0.21,118.0,0.09,378.43,0.6,4.0,15.0,54.0,27.0,11.0,12.5,N
29.0,21.0,11.0,0.27,0.27,1.0,51.67,21.46,23803.95,0.37,187.0,0.05,1322.44,0.09,10.0,33.0,88.0,41.0,20.0,40.38,N
16.0,11.0,6.0,0.3,0.33,5.0,25.18,18.0,8158.0,0.15,87.0,0.06,453.22,0.83,5.0,15.0,38.0,19.0,18.0,30.77,N
8.0,3.0,2.0,0.18,1.0,1.0,26.99,6.97,1309.86,0.06,40.0,0.14,72.77,0.5,1.0,7.0,19.0,15.0,11.0,9.09,N
27.0,15.0,8.0,0.2,0.88,1.0,61.99,27.4,46526.99,0.57,271.0,0.04,2584.83,0.13,8.0,35.0,121.0,53.0,24.0,49.28,Y
10.0,7.0,4.0,0.33,0.75,1.0,23.9,19.68,9260.7,0.16,91.0,0.05,514.48,0.25,4.0,12.0,44.0,19.0,17.0,26.67,Y
26.0,13.0,7.0,0.18,1.0,1.0,60.18,27.5,45509.93,0.55,270.0,0.04,2528.33,0.14,7.0,28.0,120.0,48.0,22.0,48.44,Y
20.0,17.0,9.0,0.36,0.22,1.0,32.02,26.93,23220.17,0.29,152.0,0.04,1290.01,0.11,8.0,23.0,71.0,29.0,22.0,45.95,N
10.0,5.0,3.0,0.23,0.67,3.0,22.96,13.5,4185.0,0.1,62.0,0.07,232.5,1.0,2.0,7.0,27.0,16.0,16.0,45.0,N
10.0,5.0,3.0,0.21,0.67,3.0,23.74,10.21,2476.96,0.08,51.0,0.1,137.61,1.0,2.0,7.0,22.0,14.0,13.0,42.86,N
20.0,17.0,9.0,0.35,0.22,1.0,33.47,24.62,20287.52,0.27,146.0,0.04,1127.08,0.11,8.0,23.0,68.0,29.0,21.0,44.74,Y
35.0,7.0,4.0,0.09,0.5,1.0,77.69,36.83,105400.45,0.95,458.0,0.03,5855.58,0.25,3.0,23.0,221.0,57.0,19.0,59.22,Y
8.0,3.0,2.0,0.14,0.5,1.0,41.25,14.67,8873.33,0.2,121.0,0.07,492.96,0.5,1.0,11.0,56.0,21.0,11.0,0.0,Y
4.0,3.0,2.0,0.29,1.0,1.0,10.34,8.1,678.47,0.03,22.0,0.12,37.69,0.5,1.0,6.0,9.0,5.0,9.0,0.0,N
6.0,5.0,3.0,0.21,0.33,1.0,18.91,10.45,2065.48,0.07,45.0,0.1,114.75,0.33,2.0,10.0,19.0,10.0,11.0,7.14,N
2.0,3.0,2.0,0.4,0.5,1.0,6.5,6.0,234.0,0.01,13.0,0.17,13.0,0.5,1.0,6.0,4.0,2.0,6.0,0.0,N
11.0,29.0,15.0,0.29,0.13,8.0,16.05,54.0,46843.61,0.29,163.0,0.02,2602.42,0.53,14.0,47.0,72.0,16.0,24.0,11.11,N
9.0,25.0,13.0,0.28,0.69,8.0,57.88,31.53,57542.56,0.61,293.0,0.03,3196.81,0.62,12.0,51.0,134.0,51.0,24.0,2.08,N
7.0,52.0,37.0,0.31,0.46,1.0,62.85,77.19,374495.12,1.62,700.0,0.01,20805.28,0.03,12.0,97.0,305.0,81.0,41.0,18.03,N
1.0,9.0,5.0,0.45,0.6,3.0,25.83,12.0,3720.0,0.1,62.0,0.08,206.67,0.6,4.0,18.0,24.0,16.0,16.0,0.0,N
1.0,15.0,8.0,0.22,0.5,1.0,23.86,46.0,50477.9,0.37,201.0,0.02,2804.33,0.13,7.0,30.0,92.0,22.0,22.0,8.1,N
1.0,15.0,8.0,0.5,0.63,3.0,29.0,17.43,8805.15,0.17,97.0,0.06,489.17,0.38,7.0,28.0,41.0,20.0,17.0,0.0,N
6.0,13.0,7.0,0.21,0.57,1.0,34.65,30.14,31475.69,0.35,187.0,0.03,1748.65,0.14,6.0,26.0,92.0,29.0,19.0,9.09,N
2.0,11.0,6.0,0.33,0.83,3.0,36.89,9.89,3605.18,0.12,70.0,0.1,200.29,0.5,5.0,22.0,29.0,22.0,15.0,5.56,N
1.0,3.0,2.0,0.17,0.5,1.0,16.65,4.67,362.64,0.03,21.0,0.21,20.15,0.5,1.0,6.0,8.0,6.0,7.0,0.0,N
1.0,13.0,7.0,0.26,0.43,1.0,18.92,19.63,7291.52,0.12,73.0,0.05,405.08,0.14,6.0,19.0,31.0,15.0,19.0,0.0,N
1.0,3.0,2.0,0.29,0.5,1.0,14.51,4.2,255.97,0.02,17.0,0.24,14.22,0.5,1.0,5.0,6.0,5.0,7.0,0.0,N
11.0,9.0,5.0,0.1,1.0,1.0,59.96,20.2,24477.25,0.4,197.0,0.05,1359.85,0.2,5.0,29.0,90.0,49.0,22.0,7.69,N
4.0,3.0,2.0,0.12,1.0,1.0,27.97,23.08,14896.06,0.22,139.0,0.04,827.56,0.5,1.0,9.0,50.0,13.0,12.0,0.0,N
1.0,5.0,3.0,0.18,0.33,1.0,21.5,7.15,1099.18,0.05,35.0,0.14,61.07,0.33,2.0,11.0,13.0,10.0,11.0,0.0,N
0.0,3.0,2.0,0.25,0.5,1.0,17.2,6.67,764.63,0.04,27.0,0.15,42.48,0.5,1.0,7.0,12.0,9.0,10.0,0.0,N
0.0,11.0,8.0,0.47,0.13,1.0,16.16,19.2,5956.4,0.1,66.0,0.05,330.91,0.13,2.0,16.0,24.0,10.0,16.0,0.0,N
1.0,3.0,2.0,0.12,0.5,1.0,19.85,16.82,5614.18,0.11,76.0,0.06,311.9,0.5,1.0,6.0,37.0,11.0,10.0,0.0,N
8.0,52.0,28.0,0.42,0.61,22.0,50.5,42.41,90808.6,0.71,335.0,0.02,5044.92,0.79,22.0,82.0,145.0,53.0,31.0,9.59,N
1.0,7.0,4.0,0.33,0.75,3.0,18.68,12.83,3076.44,0.08,51.0,0.08,170.91,0.75,3.0,18.0,22.0,12.0,14.0,0.0,N
16.0,11.0,6.0,0.1,0.83,1.0,66.95,25.45,43359.38,0.57,268.0,0.04,2408.85,0.17,6.0,41.0,123.0,58.0,24.0,13.24,N
0.0,3.0,2.0,0.25,0.5,1.0,17.2,6.67,764.63,0.04,27.0,0.15,42.48,0.5,1.0,7.0,12.0,9.0,10.0,0.0,N
19.0,9.0,5.0,0.11,1.0,1.0,71.31,24.66,43378.78,0.59,286.0,0.04,2409.93,0.2,4.0,20.0,135.0,52.0,19.0,13.46,N
20.0,15.0,8.0,0.18,0.38,1.0,56.27,20.0,22506.86,0.38,189.0,0.05,1250.38,0.13,7.0,26.0,84.0,42.0,20.0,33.93,N
13.0,5.0,3.0,0.08,0.33,1.0,49.13,19.76,19184.32,0.32,185.0,0.05,1065.8,0.33,2.0,18.0,76.0,25.0,13.0,25.0,N
3.0,3.0,2.0,0.29,0.5,1.0,8.4,7.0,411.67,0.02,17.0,0.14,22.87,0.5,1.0,6.0,8.0,4.0,7.0,0.0,N
9.0,5.0,3.0,0.2,0.67,1.0,27.81,13.36,4964.52,0.12,75.0,0.07,275.81,0.33,2.0,10.0,37.0,18.0,13.0,26.32,N
8.0,3.0,2.0,0.07,0.5,1.0,62.76,21.36,28626.92,0.45,240.0,0.05,1590.38,0.5,1.0,6.0,115.0,35.0,13.0,6.45,N
8.0,3.0,2.0,0.13,0.5,1.0,39.81,13.88,7671.65,0.18,119.0,0.07,426.2,0.5,1.0,7.0,59.0,17.0,8.0,0.0,N
6.0,3.0,2.0,0.17,0.5,1.0,26.25,13.67,4902.51,0.12,83.0,0.07,272.36,0.5,1.0,7.0,41.0,12.0,8.0,0.0,N
6.0,3.0,2.0,0.17,0.5,1.0,29.04,8.92,2312.39,0.09,59.0,0.11,128.47,0.5,1.0,7.0,29.0,13.0,8.0,7.69,N
6.0,5.0,3.0,0.14,0.33,1.0,51.47,13.89,9932.28,0.24,143.0,0.07,551.79,0.33,2.0,12.0,71.0,23.0,9.0,13.04,N
28.0,7.0,4.0,0.11,0.75,1.0,88.1,8.83,6873.97,0.26,134.0,0.11,381.89,0.25,3.0,28.0,53.0,42.0,14.0,34.62,N
25.0,29.0,15.0,0.23,0.2,8.0,95.22,32.39,99926.73,1.03,474.0,0.03,5551.48,0.53,14.0,51.0,230.0,71.0,20.0,16.88,N
21.0,19.0,10.0,0.2,0.5,3.0,59.99,23.54,33237.05,0.47,226.0,0.04,1846.5,0.3,9.0,31.0,102.0,52.0,24.0,26.23,N
32.0,37.0,19.0,0.21,0.53,13.0,103.85,30.93,99359.89,1.07,471.0,0.03,5519.99,0.68,18.0,62.0,207.0,87.0,26.0,24.11,N
15.0,3.0,2.0,0.2,1.0,1.0,21.15,4.5,428.33,0.03,25.0,0.22,23.8,0.5,1.0,8.0,9.0,7.0,7.0,25.0,N
13.0,3.0,2.0,0.06,0.5,1.0,56.88,16.48,15453.19,0.31,175.0,0.06,858.51,0.5,1.0,15.0,71.0,28.0,13.0,25.0,N
12.0,11.0,6.0,0.29,0.67,5.0,28.9,10.82,3385.09,0.1,62.0,0.09,188.06,0.83,4.0,16.0,23.0,17.0,16.0,20.83,N
13.0,11.0,6.0,0.2,0.33,1.0,56.04,22.34,27977.56,0.42,228.0,0.04,1554.31,0.17,5.0,19.0,110.0,32.0,13.0,31.58,N
16.0,13.0,7.0,0.24,0.43,6.0,36.88,23.03,19562.81,0.28,149.0,0.04,1086.82,0.86,6.0,17.0,68.0,31.0,21.0,42.5,N
16.0,13.0,7.0,0.17,0.57,1.0,59.59,22.8,30993.01,0.45,232.0,0.04,1721.83,0.14,6.0,24.0,110.0,41.0,17.0,19.61,N
33.0,33.0,17.0,0.24,0.53,5.0,93.54,34.45,111016.34,1.07,478.0,0.03,6167.57,0.29,16.0,59.0,226.0,82.0,25.0,30.85,Y
33.0,29.0,15.0,0.25,0.53,3.0,80.65,25.1,50799.32,0.67,306.0,0.04,2822.18,0.2,14.0,52.0,139.0,72.0,26.0,35.8,N
24.0,19.0,10.0,0.16,0.5,6.0,86.23,31.88,87614.7,0.92,430.0,0.03,4867.48,0.6,9.0,31.0,204.0,64.0,20.0,26.83,Y
13.0,13.0,7.0,0.22,0.43,1.0,34.49,37.44,48341.41,0.43,241.0,0.03,2685.63,0.14,6.0,22.0,117.0,25.0,16.0,30.0,N
18.0,19.0,10.0,0.31,0.5,7.0,53.13,18.65,18483.6,0.33,173.0,0.05,1026.86,0.7,9.0,24.0,79.0,36.0,17.0,29.27,N
9.0,9.0,5.0,0.23,0.8,3.0,45.13,14.93,10063.19,0.22,122.0,0.07,559.07,0.6,4.0,17.0,56.0,30.0,16.0,19.23,N
34.0,39.0,20.0,0.27,0.25,18.0,44.71,96.49,416248.39,1.44,719.0,0.01,23124.91,0.9,19.0,52.0,344.0,41.0,23.0,36.63,N
15.0,15.0,8.0,0.31,0.38,5.0,29.28,26.67,20818.63,0.26,143.0,0.04,1156.59,0.63,7.0,18.0,64.0,24.0,20.0,36.84,N
7.0,7.0,4.0,0.31,0.5,1.0,19.24,17.68,6011.75,0.11,70.0,0.06,333.99,0.25,3.0,9.0,33.0,14.0,15.0,31.25,N
7.0,5.0,3.0,0.25,0.67,1.0,17.16,15.82,4293.27,0.09,60.0,0.06,238.52,0.33,2.0,8.0,29.0,11.0,12.0,28.57,N
13.0,15.0,8.0,0.21,0.75,5.0,59.63,25.26,38050.55,0.5,252.0,0.04,2113.92,0.63,7.0,28.0,117.0,44.0,19.0,13.64,N
11.0,9.0,5.0,0.19,0.6,4.0,33.97,22.5,17197.21,0.25,140.0,0.04,955.4,0.8,4.0,17.0,65.0,26.0,18.0,24.24,N
4.0,3.0,2.0,0.29,0.5,1.0,14.14,5.25,389.71,0.02,19.0,0.19,21.65,0.5,1.0,5.0,7.0,6.0,9.0,25.0,N
17.0,13.0,7.0,0.23,0.43,6.0,43.02,27.35,32179.65,0.39,200.0,0.04,1787.76,0.86,6.0,21.0,92.0,37.0,22.0,33.33,N
10.0,9.0,5.0,0.26,0.6,5.0,36.97,15.36,8722.95,0.19,106.0,0.07,484.61,1.0,4.0,14.0,48.0,25.0,16.0,28.0,N
18.0,15.0,8.0,0.17,0.88,3.0,63.61,27.76,48997.85,0.59,289.0,0.04,2722.1,0.38,7.0,31.0,136.0,49.0,20.0,15.09,N
18.0,17.0,9.0,0.23,0.67,1.0,48.39,35.46,60838.51,0.57,301.0,0.03,3379.92,0.11,8.0,28.0,146.0,35.0,17.0,34.0,N
9.0,7.0,4.0,0.31,1.0,1.0,29.06,6.54,1242.24,0.06,42.0,0.15,69.01,0.25,3.0,12.0,17.0,13.0,10.0,47.37,N
6.0,3.0,2.0,0.13,1.0,1.0,23.73,21.92,11404.6,0.17,115.0,0.05,633.59,0.5,1.0,10.0,57.0,13.0,10.0,12.5,N
24.0,15.0,8.0,0.13,0.88,4.0,75.27,22.24,37216.01,0.56,274.0,0.04,2067.56,0.5,7.0,31.0,126.0,51.0,18.0,28.0,N
3.0,9.0,5.0,0.26,0.2,4.0,30.88,8.25,2102.02,0.08,53.0,0.12,116.78,0.8,4.0,13.0,22.0,16.0,12.0,35.71,N
9.0,9.0,5.0,0.29,0.4,5.0,24.99,11.61,3366.63,0.1,61.0,0.09,187.04,1.0,4.0,11.0,25.0,14.0,13.0,58.62,Y
3.0,5.0,3.0,0.15,0.33,1.0,45.06,12.52,7065.03,0.19,110.0,0.08,392.5,0.33,2.0,10.0,48.0,23.0,12.0,18.18,Y
4.0,13.0,7.0,0.23,0.29,6.0,62.47,19.9,24732.36,0.41,215.0,0.05,1374.02,0.86,6.0,17.0,97.0,39.0,16.0,14.71,Y
2.0,3.0,2.0,0.25,0.5,1.0,9.86,6.67,438.19,0.02,19.0,0.15,24.34,0.5,1.0,6.0,5.0,3.0,8.0,36.36,N
14.0,11.0,6.0,0.24,1.0,1.0,58.69,11.32,7525.74,0.22,119.0,0.09,418.1,0.17,5.0,18.0,55.0,34.0,14.0,48.65,N
14.0,10.0,7.0,0.23,0.29,3.0,29.63,16.28,7847.47,0.16,90.0,0.06,435.97,0.43,2.0,15.0,31.0,20.0,21.0,15.15,N
14.0,9.0,5.0,0.19,0.4,1.0,36.88,24.87,22810.72,0.31,168.0,0.04,1267.26,0.2,4.0,15.0,79.0,27.0,17.0,35.14,N
6.0,5.0,3.0,0.25,0.67,3.0,20.31,10.77,2355.5,0.07,46.0,0.09,130.86,1.0,2.0,8.0,20.0,13.0,14.0,7.69,N
9.0,7.0,4.0,0.24,0.75,3.0,29.9,16.61,8254.12,0.17,94.0,0.06,458.56,0.75,3.0,11.0,43.0,22.0,17.0,15.0,N
10.0,15.0,8.0,0.31,0.5,1.0,40.2,22.79,20877.45,0.31,171.0,0.04,1159.86,0.13,7.0,20.0,79.0,26.0,15.0,34.29,N
7.0,9.0,5.0,0.19,0.8,1.0,24.93,20.24,10207.48,0.17,100.0,0.05,567.08,0.2,4.0,17.0,43.0,17.0,16.0,22.58,N
4.0,7.0,4.0,0.25,1.0,1.0,25.4,12.79,4158.09,0.11,65.0,0.08,231.0,0.25,3.0,12.0,29.0,17.0,15.0,5.88,N
19.0,27.0,14.0,0.42,0.36,6.0,39.94,25.45,25867.91,0.34,183.0,0.04,1437.11,0.43,13.0,28.0,82.0,29.0,18.0,40.0,N
9.0,5.0,3.0,0.2,0.67,3.0,27.86,14.03,5479.69,0.13,75.0,0.07,304.43,1.0,2.0,9.0,33.0,20.0,17.0,38.1,Y
3.0,3.0,2.0,0.25,0.5,1.0,24.33,8.4,1716.73,0.07,50.0,0.12,95.37,0.5,1.0,6.0,24.0,10.0,7.0,0.0,N
6.0,3.0,2.0,0.17,0.5,1.0,26.46,9.23,2254.82,0.08,54.0,0.11,125.27,0.5,1.0,6.0,24.0,13.0,10.0,14.29,N
6.0,3.0,2.0,0.2,0.5,1.0,26.09,6.67,1159.45,0.06,39.0,0.15,64.41,0.5,1.0,6.0,16.0,12.0,10.0,28.57,N
6.0,3.0,2.0,0.2,0.5,1.0,20.54,7.7,1217.55,0.05,36.0,0.13,67.64,0.5,1.0,6.0,14.0,10.0,11.0,23.08,N
4.0,3.0,2.0,0.25,0.5,1.0,17.13,4.67,373.12,0.03,21.0,0.21,20.73,0.5,1.0,6.0,7.0,6.0,8.0,20.0,N
4.0,3.0,2.0,0.29,0.5,1.0,13.74,10.63,1550.69,0.05,35.0,0.09,86.15,0.5,1.0,7.0,17.0,8.0,10.0,0.0,N
4.0,5.0,3.0,0.33,0.33,3.0,14.31,8.57,1051.06,0.04,30.0,0.12,58.39,1.0,2.0,8.0,12.0,7.0,10.0,30.0,N
3.0,3.0,2.0,0.4,0.5,1.0,10.41,6.4,426.29,0.02,18.0,0.16,23.68,0.5,1.0,6.0,8.0,5.0,8.0,16.67,N
6.0,3.0,2.0,0.2,0.5,1.0,24.53,5.91,856.5,0.05,33.0,0.17,47.58,0.5,1.0,6.0,13.0,11.0,10.0,28.57,N
6.0,13.0,7.0,0.37,0.57,1.0,32.59,13.12,5614.09,0.14,91.0,0.08,311.89,0.14,6.0,27.0,42.0,16.0,10.0,0.0,N
3.0,3.0,2.0,0.14,0.5,1.0,22.92,11.0,2773.9,0.08,55.0,0.09,154.11,0.5,1.0,7.0,26.0,13.0,11.0,35.0,N
1.0,9.0,5.0,0.29,0.8,5.0,25.03,8.36,1748.44,0.07,44.0,0.12,97.14,1.0,4.0,12.0,18.0,14.0,13.0,15.0,N
5.0,9.0,5.0,0.25,0.8,1.0,20.51,12.8,3360.93,0.09,53.0,0.08,186.72,0.2,4.0,14.0,24.0,15.0,16.0,51.28,N
14.0,11.0,6.0,0.23,0.5,1.0,41.87,14.17,8403.03,0.2,110.0,0.07,466.83,0.17,5.0,22.0,51.0,27.0,15.0,11.54,N
6.0,3.0,2.0,0.5,1.0,1.0,12.18,3.0,109.62,0.01,11.0,0.33,6.09,0.5,1.0,5.0,4.0,4.0,6.0,57.14,N
16.0,19.0,11.0,0.28,0.82,3.0,38.45,22.91,20177.56,0.29,151.0,0.04,1120.98,0.27,7.0,28.0,63.0,33.0,24.0,33.33,N
21.0,17.0,10.0,0.26,0.3,3.0,31.44,19.3,11716.29,0.2,107.0,0.05,650.91,0.3,6.0,23.0,47.0,28.0,23.0,29.41,N
6.0,3.0,2.0,0.18,1.0,1.0,31.9,6.9,1518.54,0.07,48.0,0.14,84.36,0.5,1.0,10.0,23.0,15.0,9.0,9.09,Y
8.0,3.0,2.0,0.2,1.0,1.0,24.89,7.0,1219.6,0.06,38.0,0.14,67.76,0.5,1.0,7.0,14.0,12.0,12.0,18.18,N
12.0,11.0,6.0,0.25,0.67,5.0,34.84,19.8,13657.11,0.23,121.0,0.05,758.73,0.83,5.0,16.0,54.0,30.0,22.0,20.0,N
19.0,5.0,3.0,0.1,0.67,1.0,33.66,44.54,66768.32,0.5,278.0,0.02,3709.35,0.33,2.0,14.0,131.0,25.0,17.0,35.71,Y
18.0,11.0,6.0,0.32,1.0,5.0,28.88,30.38,26642.14,0.29,171.0,0.03,1480.12,0.83,5.0,23.0,81.0,20.0,15.0,17.39,Y
9.0,5.0,3.0,0.27,1.0,1.0,44.41,4.71,983.4,0.07,45.0,0.21,54.63,0.33,2.0,10.0,20.0,17.0,8.0,18.18,N
15.0,5.0,3.0,0.2,1.0,1.0,49.71,9.92,4895.11,0.16,94.0,0.1,271.95,0.33,2.0,10.0,43.0,26.0,12.0,65.0,N
28.0,15.0,8.0,0.2,1.0,1.0,122.69,12.57,19373.39,0.51,256.0,0.08,1076.3,0.13,7.0,32.0,111.0,53.0,12.0,48.53,Y
8.0,5.0,3.0,0.38,0.67,1.0,12.89,11.0,1559.55,0.05,34.0,0.09,86.64,0.33,2.0,8.0,14.0,7.0,11.0,45.45,N
8.0,3.0,2.0,0.17,1.0,1.0,21.48,7.79,1304.11,0.06,37.0,0.13,72.45,0.5,1.0,6.0,17.0,12.0,11.0,16.67,N
10.0,5.0,3.0,0.13,1.0,1.0,52.14,12.54,8193.61,0.22,122.0,0.08,455.2,0.33,2.0,13.0,54.0,28.0,13.0,33.33,N
5.0,1.0,1.0,0.05,1.0,1.0,69.53,16.72,19441.83,0.39,206.0,0.06,1080.1,1.0,4.0,9.0,86.0,36.0,14.0,32.14,N
4.0,3.0,2.0,0.29,1.0,1.0,15.02,5.71,490.5,0.03,21.0,0.18,27.25,0.5,1.0,5.0,8.0,7.0,10.0,62.5,N
11.0,3.0,2.0,0.14,1.0,1.0,40.92,6.47,1712.28,0.09,57.0,0.15,95.13,0.5,1.0,10.0,23.0,16.0,9.0,45.45,N
5.0,3.0,2.0,0.2,1.0,1.0,19.66,7.15,1004.96,0.05,32.0,0.14,55.83,0.5,1.0,8.0,13.0,10.0,11.0,40.0,N
5.0,3.0,2.0,0.22,1.0,1.0,19.72,4.0,315.48,0.03,22.0,0.25,17.53,0.5,1.0,8.0,8.0,6.0,6.0,46.67,N
6.0,3.0,2.0,0.17,1.0,1.0,40.52,5.75,1339.69,0.08,49.0,0.17,74.43,0.5,1.0,11.0,23.0,18.0,9.0,52.38,Y
0.0,3.0,2.0,0.5,1.0,1.0,9.51,3.0,85.59,0.01,9.0,0.33,4.75,0.5,1.0,6.0,3.0,3.0,6.0,0.0,N
12.0,7.0,4.0,0.07,0.25,1.0,98.29,21.87,47030.93,0.72,357.0,0.05,2612.83,0.25,3.0,9.0,175.0,52.0,13.0,24.36,N
6.0,5.0,3.0,0.06,0.33,1.0,47.82,55.0,144649.1,0.88,457.0,0.02,8036.06,0.33,2.0,13.0,220.0,36.0,18.0,18.33,N
6.0,5.0,3.0,0.07,0.33,1.0,51.66,44.29,101338.65,0.76,394.0,0.02,5629.92,0.33,2.0,13.0,187.0,38.0,18.0,20.37,N
19.0,7.0,4.0,0.17,0.75,1.0,34.63,21.2,15568.03,0.24,127.0,0.05,864.89,0.25,3.0,14.0,59.0,32.0,23.0,16.67,N
21.0,15.0,8.0,0.27,0.38,3.0,31.29,24.39,18610.76,0.25,132.0,0.04,1033.93,0.38,7.0,24.0,63.0,31.0,24.0,16.67,N
12.0,5.0,3.0,0.23,0.67,1.0,31.59,11.45,4145.3,0.12,68.0,0.09,230.29,0.33,2.0,12.0,28.0,22.0,18.0,47.62,N
9.0,3.0,2.0,0.25,1.0,1.0,24.81,8.5,1792.72,0.07,46.0,0.12,99.6,0.5,1.0,7.0,17.0,12.0,12.0,53.33,N
13.0,7.0,4.0,0.31,0.25,1.0,22.96,13.59,4242.8,0.1,63.0,0.07,235.71,0.25,3.0,10.0,29.0,16.0,15.0,23.08,N
