@relation SelectedFeatures
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NUMBER_OF_LINES numeric
@attribute Defective {Y,N}

@data
11.0,1.0,5.0,0.0,20.0,6.0,8.0,2.5,3.0,20.0,5.0,0.0,2.0,5.0,0.06,182.66,6.0,10.0,16.0,11.0,N
3.0,3.0,3.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,2.0,0.03,89.86,1.0,2.0,7.0,6.0,N
3.0,3.0,3.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,3.0,0.03,100.0,1.0,2.0,7.0,7.0,N
3.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,2.0,0.01,30.88,1.0,2.0,6.0,7.0,N
3.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,7.0,1.0,0.0,1.0,3.0,0.01,34.87,1.0,2.0,7.0,4.0,N
7.0,0.0,5.0,0.0,12.0,4.0,6.0,2.0,1.0,12.0,1.0,0.0,1.0,2.0,0.03,102.8,3.0,6.0,10.0,8.0,N
7.0,1.0,5.0,0.0,12.0,4.0,6.0,2.0,2.0,13.0,1.0,0.0,1.0,3.0,0.04,116.0,3.0,6.0,11.0,9.0,N
3.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,2.0,0.01,25.27,1.0,2.0,6.0,4.0,N
3.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,2.0,0.01,25.27,1.0,2.0,6.0,4.0,N
7.0,1.0,7.0,0.0,10.0,4.0,4.0,2.5,1.0,13.0,3.0,0.0,2.0,5.0,0.07,199.65,3.0,5.0,11.0,13.0,N
7.0,2.0,7.0,0.0,10.0,4.0,4.0,2.5,2.0,14.0,3.0,0.0,2.0,6.0,0.07,208.15,3.0,5.0,12.0,13.0,N
3.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,2.0,0.01,30.88,1.0,2.0,6.0,7.0,N
3.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,7.0,1.0,0.0,1.0,3.0,0.01,34.87,1.0,2.0,7.0,4.0,N
7.0,0.0,5.0,0.0,12.0,4.0,6.0,2.0,1.0,12.0,1.0,0.0,1.0,2.0,0.03,102.8,3.0,6.0,10.0,8.0,N
7.0,1.0,5.0,0.0,12.0,4.0,6.0,2.0,2.0,13.0,1.0,0.0,1.0,3.0,0.04,116.0,3.0,6.0,11.0,9.0,N
3.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,2.0,0.01,25.27,1.0,2.0,6.0,4.0,N
3.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,2.0,0.01,25.27,1.0,2.0,6.0,4.0,N
5.0,0.0,6.0,0.0,6.0,3.0,2.0,3.0,1.0,8.0,3.0,1.0,2.0,3.0,0.03,91.38,2.0,3.0,7.0,12.0,N
5.0,1.0,6.0,0.0,6.0,3.0,2.0,3.0,2.0,9.0,3.0,1.0,2.0,4.0,0.03,101.58,2.0,3.0,8.0,13.0,N
11.0,2.0,21.0,1.0,20.0,6.0,10.0,2.0,3.0,27.0,5.0,0.0,4.0,2.0,0.12,348.46,5.0,10.0,23.0,29.0,N
11.0,3.0,21.0,1.0,20.0,6.0,10.0,2.0,5.0,29.0,5.0,0.0,4.0,3.0,0.12,357.36,5.0,10.0,25.0,29.0,N
3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,3.0,0.02,70.31,1.0,2.0,6.0,6.0,N
3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,4.0,0.03,79.95,1.0,2.0,6.0,6.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,4.0,N
3.0,2.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,8.0,1.0,0.0,1.0,2.0,0.02,51.81,1.0,2.0,8.0,6.0,N
3.0,2.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,8.0,1.0,0.0,1.0,2.0,0.02,51.81,1.0,2.0,8.0,6.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,4.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,4.0,N
3.0,3.0,3.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.03,84.0,1.0,2.0,7.0,6.0,N
5.0,3.0,2.0,0.0,8.0,3.0,4.0,2.0,3.0,12.0,1.0,0.0,1.0,1.0,0.03,102.19,2.0,4.0,11.0,5.0,N
3.0,6.0,14.0,0.0,4.0,2.0,2.0,2.0,1.0,16.0,1.0,0.0,2.0,2.0,0.14,421.82,1.0,2.0,16.0,19.0,N
3.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,7.0,1.0,0.0,1.0,2.0,0.01,43.02,1.0,2.0,7.0,6.0,N
3.0,2.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,8.0,1.0,0.0,1.0,2.0,0.02,51.81,1.0,2.0,8.0,6.0,N
3.0,2.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,8.0,1.0,0.0,1.0,2.0,0.02,51.81,1.0,2.0,8.0,6.0,N
11.0,5.0,10.0,0.0,20.0,6.0,10.0,2.0,6.0,35.0,1.0,0.0,1.0,2.0,0.12,370.93,5.0,10.0,31.0,14.0,N
3.0,2.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,8.0,1.0,0.0,1.0,2.0,0.02,51.81,1.0,2.0,8.0,6.0,N
3.0,2.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,8.0,1.0,0.0,1.0,2.0,0.02,51.81,1.0,2.0,8.0,6.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,4.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,4.0,N
7.0,13.0,14.0,2.0,12.0,4.0,6.0,2.0,4.0,27.0,1.0,0.0,4.0,1.0,0.13,397.46,3.0,6.0,25.0,22.0,N
1.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.01,44.97,1.0,2.0,3.0,8.0,N
3.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,7.0,1.0,0.0,1.0,2.0,0.01,43.02,1.0,2.0,7.0,6.0,N
3.0,2.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,8.0,1.0,0.0,1.0,2.0,0.02,51.81,1.0,2.0,8.0,6.0,N
3.0,2.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,8.0,1.0,0.0,1.0,2.0,0.02,51.81,1.0,2.0,8.0,6.0,N
3.0,0.0,1.0,0.0,6.0,2.0,2.0,3.0,1.0,5.0,1.0,0.0,1.0,2.0,0.01,42.0,2.0,3.0,5.0,4.0,N
3.0,2.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,8.0,1.0,0.0,1.0,2.0,0.02,51.81,1.0,2.0,8.0,6.0,N
3.0,2.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,8.0,1.0,0.0,1.0,2.0,0.02,51.81,1.0,2.0,8.0,6.0,N
3.0,2.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,8.0,1.0,0.0,1.0,2.0,0.02,51.81,1.0,2.0,8.0,6.0,N
3.0,2.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,8.0,1.0,0.0,1.0,2.0,0.02,51.81,1.0,2.0,8.0,6.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,4.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,4.0,N
11.0,5.0,12.0,3.0,14.0,6.0,4.0,3.5,5.0,24.0,6.0,1.0,2.0,2.0,0.08,254.88,5.0,7.0,20.0,20.0,N
3.0,0.0,3.0,0.0,4.0,2.0,2.0,2.0,1.0,5.0,1.0,0.0,1.0,1.0,0.02,56.47,1.0,2.0,5.0,6.0,N
3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,3.0,0.02,70.31,1.0,2.0,6.0,7.0,N
3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,4.0,0.03,79.95,1.0,2.0,6.0,7.0,N
3.0,3.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,1.0,4.0,0.03,95.18,1.0,2.0,8.0,9.0,N
3.0,3.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,1.0,5.0,0.04,105.49,1.0,2.0,8.0,9.0,N
15.0,2.0,21.0,0.0,28.0,8.0,14.0,2.0,5.0,32.0,8.0,1.0,4.0,3.0,0.08,237.69,7.0,14.0,26.0,28.0,N
3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,2.0,0.02,60.94,1.0,2.0,6.0,5.0,N
3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,3.0,0.02,70.31,1.0,2.0,6.0,6.0,N
5.0,1.0,7.0,0.0,8.0,3.0,4.0,2.0,1.0,12.0,1.0,0.0,2.0,2.0,0.04,112.59,2.0,4.0,11.0,11.0,N
7.0,2.0,8.0,0.0,12.0,4.0,6.0,2.0,2.0,17.0,1.0,0.0,2.0,2.0,0.05,146.95,3.0,6.0,15.0,12.0,N
11.0,2.0,21.0,1.0,20.0,6.0,10.0,2.0,3.0,27.0,5.0,0.0,4.0,2.0,0.12,348.46,5.0,10.0,23.0,29.0,N
11.0,3.0,21.0,1.0,20.0,6.0,10.0,2.0,5.0,29.0,5.0,0.0,4.0,3.0,0.12,357.36,5.0,10.0,25.0,29.0,N
3.0,3.0,3.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,2.0,0.03,77.71,1.0,2.0,7.0,6.0,N
3.0,3.0,3.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,3.0,0.03,87.57,1.0,2.0,7.0,7.0,N
5.0,2.0,3.0,0.0,8.0,3.0,4.0,2.0,2.0,12.0,1.0,0.0,1.0,3.0,0.04,125.1,2.0,4.0,11.0,7.0,N
5.0,1.0,4.0,0.0,6.0,3.0,2.0,3.0,2.0,8.0,3.0,1.0,1.0,1.0,0.02,62.91,2.0,3.0,7.0,7.0,N
9.0,2.0,6.0,0.0,12.0,5.0,4.0,3.0,4.0,16.0,5.0,1.0,1.0,1.0,0.04,118.03,4.0,6.0,13.0,9.0,N
5.0,1.0,4.0,0.0,6.0,3.0,2.0,3.0,2.0,8.0,3.0,1.0,1.0,1.0,0.02,62.91,2.0,3.0,7.0,7.0,N
9.0,2.0,6.0,0.0,12.0,5.0,4.0,3.0,4.0,16.0,5.0,1.0,1.0,1.0,0.04,118.03,4.0,6.0,13.0,9.0,N
5.0,0.0,9.0,0.0,8.0,3.0,4.0,2.0,1.0,10.0,3.0,1.0,1.0,2.0,0.04,131.77,2.0,4.0,9.0,12.0,N
3.0,2.0,3.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,3.0,0.04,113.3,1.0,2.0,7.0,7.0,N
3.0,5.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,10.0,1.0,0.0,1.0,2.0,0.05,146.95,1.0,2.0,10.0,7.0,N
5.0,0.0,5.0,0.0,8.0,3.0,4.0,2.0,1.0,9.0,1.0,0.0,2.0,4.0,0.03,88.81,2.0,4.0,8.0,10.0,N
5.0,1.0,5.0,0.0,8.0,3.0,4.0,2.0,2.0,10.0,1.0,0.0,2.0,4.0,0.03,97.67,2.0,4.0,9.0,10.0,N
3.0,2.0,3.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,3.0,0.04,113.3,1.0,2.0,7.0,7.0,N
9.0,4.0,11.0,0.0,14.0,5.0,6.0,2.33,4.0,16.0,4.0,0.0,4.0,4.0,0.06,181.52,4.0,7.0,13.0,18.0,N
5.0,0.0,4.0,0.0,8.0,3.0,4.0,2.0,1.0,9.0,1.0,0.0,2.0,4.0,0.02,70.31,2.0,4.0,8.0,9.0,N
29.0,20.0,31.0,22.0,46.0,15.0,18.0,2.56,14.0,77.0,10.0,0.0,5.0,6.0,0.44,1327.35,14.0,23.0,64.0,66.0,N
5.0,0.0,5.0,0.0,8.0,3.0,4.0,2.0,1.0,10.0,1.0,0.0,2.0,5.0,0.03,97.67,2.0,4.0,9.0,11.0,N
5.0,1.0,8.0,0.0,8.0,3.0,4.0,2.0,2.0,11.0,1.0,0.0,2.0,5.0,0.04,117.21,2.0,4.0,10.0,14.0,N
5.0,1.0,4.0,0.0,8.0,3.0,4.0,2.0,2.0,10.0,1.0,0.0,2.0,4.0,0.02,70.31,2.0,4.0,9.0,9.0,N
3.0,2.0,1.0,0.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,1.0,0.01,30.0,1.0,2.0,6.0,4.0,N
7.0,4.0,5.0,1.0,12.0,4.0,6.0,2.0,4.0,16.0,1.0,0.0,1.0,2.0,0.05,156.08,3.0,6.0,14.0,9.0,N
3.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,1.0,5.0,1.0,0.0,1.0,3.0,0.02,57.36,1.0,2.0,5.0,7.0,N
11.0,4.0,15.0,2.0,20.0,6.0,10.0,2.0,4.0,31.0,5.0,0.0,4.0,2.0,0.11,325.0,5.0,10.0,27.0,25.0,N
5.0,3.0,4.0,4.0,6.0,3.0,2.0,3.0,2.0,9.0,1.0,0.0,2.0,3.0,0.04,109.39,2.0,3.0,8.0,13.0,N
9.0,1.0,11.0,0.0,14.0,5.0,6.0,2.33,1.0,16.0,3.0,0.0,3.0,5.0,0.07,208.15,4.0,7.0,13.0,18.0,N
9.0,2.0,11.0,0.0,14.0,5.0,6.0,2.33,3.0,18.0,3.0,0.0,3.0,6.0,0.08,225.14,4.0,7.0,15.0,18.0,N
9.0,0.0,11.0,0.0,14.0,5.0,6.0,2.33,1.0,15.0,3.0,0.0,3.0,5.0,0.06,172.0,4.0,7.0,12.0,18.0,N
9.0,1.0,11.0,0.0,14.0,5.0,6.0,2.33,3.0,17.0,3.0,0.0,3.0,6.0,0.07,195.99,4.0,7.0,14.0,18.0,N
9.0,1.0,11.0,0.0,14.0,5.0,6.0,2.33,1.0,17.0,3.0,0.0,3.0,5.0,0.08,254.88,4.0,7.0,14.0,20.0,N
9.0,2.0,11.0,0.0,14.0,5.0,6.0,2.33,3.0,19.0,3.0,0.0,3.0,6.0,0.09,271.87,4.0,7.0,16.0,20.0,N
9.0,1.0,11.0,0.0,14.0,5.0,6.0,2.33,1.0,17.0,3.0,0.0,3.0,5.0,0.09,276.12,4.0,7.0,14.0,18.0,N
9.0,2.0,11.0,0.0,14.0,5.0,6.0,2.33,3.0,19.0,3.0,0.0,3.0,6.0,0.1,293.11,4.0,7.0,16.0,18.0,N
3.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,1.0,0.01,31.7,1.0,2.0,6.0,5.0,N
3.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,1.0,0.01,34.87,1.0,2.0,6.0,5.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,2.0,2.0,0.02,71.7,1.0,2.0,6.0,8.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,2.0,3.0,0.03,88.81,1.0,2.0,6.0,8.0,N
3.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,2.0,0.02,50.19,1.0,2.0,6.0,4.0,N
3.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,3.0,0.02,59.21,1.0,2.0,6.0,5.0,N
3.0,3.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,2.0,2.0,0.03,81.41,1.0,2.0,7.0,9.0,N
3.0,3.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,2.0,3.0,0.03,91.38,1.0,2.0,7.0,9.0,N
11.0,5.0,10.0,0.0,20.0,6.0,10.0,2.0,6.0,35.0,1.0,0.0,1.0,1.0,0.12,370.93,5.0,10.0,31.0,13.0,N
11.0,5.0,12.0,3.0,14.0,6.0,4.0,3.5,5.0,24.0,6.0,1.0,2.0,1.0,0.08,254.88,5.0,7.0,20.0,19.0,N
35.0,15.0,57.0,10.0,54.0,19.0,24.0,2.25,8.0,84.0,8.0,0.0,5.0,4.0,0.45,1351.42,15.0,27.0,67.0,75.0,N
3.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,1.0,0.01,25.27,1.0,2.0,6.0,5.0,N
17.0,15.0,18.0,0.0,32.0,9.0,16.0,2.0,8.0,45.0,1.0,0.0,2.0,3.0,0.16,473.13,8.0,16.0,38.0,23.0,N
17.0,15.0,18.0,0.0,32.0,9.0,16.0,2.0,8.0,45.0,1.0,0.0,2.0,3.0,0.17,497.54,8.0,16.0,38.0,23.0,N
3.0,1.0,3.0,0.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,1.0,3.0,0.03,82.04,1.0,2.0,8.0,6.0,N
3.0,2.0,3.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.02,62.91,1.0,2.0,7.0,6.0,N
7.0,2.0,9.0,0.0,12.0,4.0,6.0,2.0,3.0,16.0,1.0,0.0,2.0,3.0,0.07,202.05,3.0,6.0,14.0,13.0,N
3.0,4.0,3.0,0.0,4.0,2.0,2.0,2.0,2.0,9.0,1.0,0.0,1.0,2.0,0.04,131.77,1.0,2.0,9.0,7.0,N
3.0,1.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,3.0,0.02,57.36,1.0,2.0,6.0,6.0,N
3.0,1.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,4.0,0.02,66.61,1.0,2.0,6.0,6.0,N
3.0,1.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,5.0,0.03,85.95,1.0,2.0,6.0,7.0,N
3.0,1.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,3.0,0.02,72.34,1.0,2.0,6.0,6.0,N
3.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,3.0,0.02,51.81,1.0,2.0,6.0,5.0,N
3.0,1.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,3.0,0.02,60.92,1.0,2.0,6.0,5.0,N
3.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,3.0,0.02,68.11,1.0,2.0,7.0,10.0,N
3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,4.0,0.03,77.71,1.0,2.0,7.0,12.0,N
3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,1.0,0.01,41.51,1.0,2.0,6.0,5.0,N
3.0,7.0,6.0,0.0,4.0,2.0,2.0,2.0,1.0,14.0,1.0,0.0,1.0,1.0,0.06,175.14,1.0,2.0,14.0,9.0,N
3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,1.0,0.01,41.51,1.0,2.0,6.0,5.0,N
15.0,7.0,21.0,0.0,28.0,8.0,14.0,2.0,7.0,46.0,1.0,0.0,2.0,2.0,0.18,525.0,7.0,14.0,40.0,25.0,N
9.0,4.0,12.0,0.0,16.0,5.0,8.0,2.0,2.0,24.0,1.0,0.0,1.0,2.0,0.06,179.72,4.0,8.0,21.0,15.0,N
17.0,13.0,28.0,0.0,22.0,10.0,10.0,2.2,5.0,50.0,6.0,0.0,3.0,3.0,0.19,565.54,6.0,11.0,42.0,34.0,N
17.0,13.0,28.0,0.0,22.0,10.0,10.0,2.2,5.0,50.0,6.0,0.0,3.0,3.0,0.19,565.54,6.0,11.0,42.0,34.0,N
3.0,1.0,3.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,2.0,0.03,85.95,1.0,2.0,6.0,6.0,N
5.0,2.0,7.0,0.0,8.0,3.0,4.0,2.0,3.0,12.0,1.0,0.0,1.0,0.0,0.07,212.4,2.0,4.0,11.0,10.0,N
9.0,11.0,23.0,0.0,16.0,5.0,8.0,2.0,5.0,34.0,1.0,0.0,6.0,1.0,0.18,530.0,4.0,8.0,31.0,31.0,N
3.0,0.0,5.0,0.0,4.0,2.0,2.0,2.0,1.0,5.0,1.0,0.0,2.0,0.0,0.03,77.71,1.0,2.0,5.0,9.0,N
5.0,3.0,6.0,0.0,8.0,3.0,4.0,2.0,2.0,13.0,1.0,0.0,1.0,0.0,0.04,125.34,2.0,4.0,12.0,9.0,N
5.0,4.0,5.0,0.0,8.0,3.0,4.0,2.0,1.0,14.0,1.0,0.0,1.0,0.0,0.06,176.42,2.0,4.0,13.0,8.0,N
3.0,5.0,5.0,0.0,4.0,2.0,2.0,2.0,2.0,12.0,1.0,0.0,1.0,2.0,0.05,144.95,1.0,2.0,12.0,8.0,N
5.0,3.0,5.0,0.0,8.0,3.0,4.0,2.0,1.0,13.0,1.0,0.0,1.0,0.0,0.05,151.62,2.0,4.0,12.0,8.0,N
13.0,4.0,22.0,0.0,22.0,7.0,10.0,2.2,2.0,27.0,1.0,0.0,4.0,2.0,0.19,555.0,6.0,11.0,22.0,28.0,N
7.0,4.0,17.0,0.0,12.0,4.0,6.0,2.0,2.0,18.0,1.0,0.0,3.0,1.0,0.11,343.65,3.0,6.0,16.0,22.0,N
7.0,4.0,17.0,0.0,12.0,4.0,6.0,2.0,2.0,18.0,1.0,0.0,3.0,1.0,0.13,375.64,3.0,6.0,16.0,22.0,N
5.0,2.0,4.0,0.0,8.0,3.0,4.0,2.0,1.0,13.0,1.0,0.0,1.0,2.0,0.04,118.54,2.0,4.0,12.0,7.0,N
11.0,3.0,16.0,0.0,20.0,6.0,10.0,2.0,2.0,27.0,1.0,0.0,4.0,2.0,0.1,296.13,5.0,10.0,23.0,22.0,N
3.0,2.0,6.0,0.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,2.0,2.0,0.04,120.0,1.0,2.0,8.0,10.0,N
53.0,8.0,67.0,0.0,86.0,27.0,34.0,2.53,16.0,110.0,18.0,0.0,12.0,2.0,0.57,1714.26,26.0,43.0,85.0,82.0,N
9.0,4.0,14.0,0.0,16.0,5.0,8.0,2.0,1.0,23.0,1.0,0.0,1.0,2.0,0.11,328.09,4.0,8.0,20.0,17.0,N
3.0,0.0,7.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,2.0,1.0,0.03,82.04,1.0,2.0,6.0,11.0,N
3.0,0.0,7.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,2.0,1.0,0.03,82.04,1.0,2.0,6.0,11.0,N
9.0,1.0,27.0,1.0,16.0,5.0,8.0,2.0,3.0,20.0,1.0,0.0,5.0,1.0,0.19,583.92,4.0,8.0,17.0,35.0,N
9.0,6.0,12.0,0.0,14.0,5.0,6.0,2.33,5.0,24.0,5.0,1.0,3.0,1.0,0.09,282.03,4.0,7.0,21.0,17.0,N
3.0,4.0,6.0,12.0,4.0,2.0,2.0,2.0,1.0,10.0,1.0,0.0,1.0,1.0,0.05,149.34,1.0,2.0,10.0,21.0,N
5.0,5.0,5.0,0.0,6.0,3.0,2.0,3.0,2.0,13.0,3.0,1.0,1.0,1.0,0.04,125.1,2.0,3.0,12.0,8.0,N
3.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,1.0,0.01,41.21,1.0,2.0,6.0,7.0,N
5.0,1.0,7.0,0.0,8.0,3.0,4.0,2.0,2.0,10.0,1.0,0.0,2.0,3.0,0.03,87.57,2.0,4.0,9.0,12.0,N
5.0,2.0,5.0,0.0,8.0,3.0,4.0,2.0,3.0,12.0,1.0,0.0,2.0,0.0,0.04,112.0,2.0,4.0,11.0,9.0,N
5.0,2.0,5.0,0.0,8.0,3.0,4.0,2.0,3.0,12.0,1.0,0.0,2.0,0.0,0.04,112.0,2.0,4.0,11.0,9.0,N
5.0,3.0,18.0,0.0,8.0,3.0,4.0,2.0,2.0,15.0,1.0,0.0,4.0,1.0,0.12,348.29,2.0,4.0,14.0,24.0,N
3.0,2.0,11.0,0.0,4.0,2.0,2.0,2.0,1.0,8.0,1.0,0.0,2.0,2.0,0.08,230.7,1.0,2.0,8.0,15.0,N
3.0,1.0,10.0,0.0,4.0,2.0,2.0,2.0,1.0,7.0,1.0,0.0,2.0,1.0,0.07,207.45,1.0,2.0,7.0,14.0,N
7.0,2.0,12.0,0.0,12.0,4.0,6.0,2.0,3.0,15.0,1.0,0.0,3.0,2.0,0.09,284.98,3.0,6.0,13.0,17.0,N
7.0,3.0,12.0,0.0,12.0,4.0,6.0,2.0,3.0,16.0,1.0,0.0,3.0,2.0,0.11,324.33,3.0,6.0,14.0,17.0,N
3.0,4.0,9.0,0.0,4.0,2.0,2.0,2.0,2.0,11.0,1.0,0.0,3.0,2.0,0.07,208.15,1.0,2.0,11.0,14.0,N
3.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,5.0,1.0,0.0,1.0,0.0,0.01,22.46,1.0,2.0,5.0,4.0,N
5.0,3.0,4.0,0.0,8.0,3.0,4.0,2.0,3.0,15.0,1.0,0.0,1.0,1.0,0.06,173.92,2.0,4.0,14.0,7.0,N
3.0,3.0,6.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,2.0,1.0,0.03,77.71,1.0,2.0,7.0,10.0,N
3.0,3.0,7.0,0.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,2.0,1.0,0.03,79.95,1.0,2.0,8.0,11.0,N
