@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DECISION_COUNT numeric
@attribute EDGE_COUNT numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUMBER_OF_LINES numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
3.0,7.0,0.0,0.0,8.0,4.0,2.0,10.0,0.0,7.7,0.05,0.13,153.73,3.0,4.0,8.0,0.4,10.0,10.0,6.0,N
10.0,41.0,10.0,16.0,80.0,21.0,40.0,81.0,0.0,16.92,0.81,0.06,2431.75,20.0,40.0,62.0,0.21,78.0,99.0,72.0,N
16.0,27.0,1.0,20.0,48.0,14.0,22.0,54.0,0.0,29.7,0.27,0.03,817.88,13.0,24.0,42.0,0.19,15.0,74.0,37.0,N
8.0,3.0,1.0,3.0,4.0,2.0,2.0,9.0,0.0,9.93,0.24,0.1,718.1,1.0,2.0,9.0,0.02,27.0,106.0,29.0,Y
3.0,15.0,5.0,9.0,26.0,8.0,12.0,26.0,0.0,12.13,0.2,0.08,611.0,7.0,13.0,20.0,0.21,31.0,38.0,25.0,Y
3.0,5.0,1.0,2.0,8.0,3.0,4.0,9.0,0.0,9.19,0.09,0.11,255.16,2.0,4.0,8.0,0.19,16.0,16.0,10.0,N
4.0,5.0,1.0,3.0,8.0,3.0,4.0,9.0,0.0,12.37,0.13,0.08,384.7,2.0,4.0,8.0,0.15,20.0,20.0,12.0,N
3.0,9.0,3.0,4.0,16.0,5.0,8.0,16.0,0.0,12.16,0.16,0.08,482.18,4.0,8.0,13.0,0.21,25.0,24.0,16.0,Y
3.0,5.0,1.0,2.0,8.0,3.0,4.0,9.0,0.0,9.19,0.09,0.11,255.16,2.0,4.0,8.0,0.19,16.0,16.0,10.0,N
4.0,7.0,2.0,7.0,12.0,4.0,6.0,13.0,0.0,10.88,0.12,0.09,353.92,3.0,6.0,11.0,0.15,20.0,26.0,14.0,Y
17.0,23.0,1.0,15.0,44.0,12.0,22.0,51.0,0.0,23.38,1.25,0.04,3745.93,11.0,22.0,41.0,0.12,106.0,102.0,69.0,Y
11.0,17.0,7.0,31.0,20.0,11.0,10.0,30.0,0.0,22.67,0.33,0.04,1001.71,5.0,10.0,21.0,0.13,35.0,84.0,41.0,N
1.0,5.0,2.0,1.0,8.0,3.0,4.0,11.0,0.0,7.27,0.06,0.14,166.91,2.0,4.0,10.0,0.23,11.0,13.0,10.0,N
5.0,11.0,5.0,10.0,20.0,6.0,10.0,31.0,0.0,8.26,0.47,0.12,1401.11,5.0,10.0,27.0,0.1,69.0,58.0,42.0,N
3.0,7.0,2.0,1.0,10.0,4.0,4.0,14.0,0.0,8.31,0.09,0.12,272.48,3.0,5.0,12.0,0.24,18.0,17.0,12.0,N
24.0,38.0,12.0,41.0,60.0,21.0,28.0,96.0,0.0,28.37,0.85,0.04,2547.56,16.0,30.0,77.0,0.12,75.0,175.0,109.0,Y
2.0,5.0,1.0,0.0,8.0,3.0,4.0,12.0,1.0,15.11,0.2,0.07,589.62,2.0,4.0,11.0,0.13,27.0,23.0,20.0,N
18.0,19.0,0.0,15.0,32.0,10.0,14.0,46.0,3.0,15.9,0.47,0.06,1414.44,9.0,16.0,38.0,0.12,54.0,81.0,47.0,N
9.0,5.0,0.0,0.0,8.0,3.0,4.0,9.0,0.0,7.7,0.08,0.13,249.12,2.0,4.0,8.0,0.12,15.0,25.0,15.0,Y
4.0,3.0,0.0,2.0,4.0,2.0,2.0,6.0,2.0,7.08,0.05,0.14,165.0,1.0,2.0,6.0,0.13,12.0,16.0,9.0,N
18.0,11.0,0.0,7.0,20.0,6.0,10.0,30.0,2.0,31.11,0.58,0.03,1735.61,5.0,10.0,26.0,0.09,54.0,66.0,40.0,N
11.0,7.0,0.0,0.0,12.0,4.0,6.0,12.0,1.0,13.3,0.15,0.08,457.87,3.0,6.0,10.0,0.13,20.0,32.0,20.0,N
12.0,5.0,0.0,3.0,8.0,3.0,4.0,10.0,1.0,13.09,0.15,0.08,435.58,2.0,4.0,9.0,0.08,22.0,36.0,20.0,N
8.0,13.0,0.0,2.0,16.0,7.0,4.0,21.0,0.0,22.0,0.14,0.05,426.05,6.0,8.0,16.0,0.26,10.0,27.0,16.0,N
14.0,5.0,0.0,0.0,8.0,3.0,4.0,14.0,0.0,8.11,0.12,0.12,370.0,2.0,4.0,13.0,0.08,21.0,37.0,22.0,N
9.0,5.0,0.0,1.0,8.0,3.0,4.0,10.0,1.0,11.67,0.1,0.09,301.19,2.0,4.0,9.0,0.12,15.0,26.0,15.0,N
19.0,17.0,0.0,0.0,4.0,15.0,2.0,35.0,1.0,19.67,0.32,0.05,957.56,1.0,2.0,22.0,0.2,39.0,75.0,55.0,N
14.0,5.0,1.0,9.0,8.0,3.0,4.0,15.0,0.0,8.79,0.22,0.11,667.43,2.0,4.0,14.0,0.06,33.0,52.0,28.0,N
23.0,51.0,0.0,13.0,84.0,26.0,34.0,86.0,0.0,40.21,0.9,0.02,2694.44,25.0,42.0,62.0,0.24,57.0,109.0,72.0,N
8.0,3.0,0.0,4.0,4.0,2.0,2.0,8.0,0.0,13.22,0.44,0.08,1322.61,1.0,2.0,8.0,0.04,59.0,48.0,35.0,N
15.0,5.0,1.0,8.0,8.0,3.0,4.0,17.0,0.0,28.18,0.7,0.04,2099.32,2.0,4.0,16.0,0.05,57.0,64.0,40.0,N
8.0,3.0,0.0,1.0,4.0,2.0,2.0,8.0,1.0,9.28,0.1,0.11,290.05,1.0,2.0,8.0,0.08,16.0,24.0,14.0,N
7.0,10.0,2.0,0.0,8.0,6.0,2.0,16.0,0.0,15.5,0.14,0.06,419.83,3.0,4.0,12.0,0.21,19.0,29.0,21.0,N
11.0,17.0,0.0,3.0,24.0,9.0,8.0,28.0,0.0,12.68,0.16,0.08,494.35,8.0,12.0,21.0,0.21,20.0,42.0,27.0,N
7.0,3.0,0.0,3.0,4.0,2.0,2.0,7.0,1.0,18.0,0.13,0.06,389.4,1.0,2.0,7.0,0.08,14.0,24.0,13.0,N
6.0,3.0,0.0,0.0,4.0,2.0,2.0,7.0,0.0,8.44,0.05,0.12,159.41,1.0,2.0,7.0,0.13,9.0,16.0,9.0,N
8.0,3.0,0.0,0.0,4.0,2.0,2.0,7.0,0.0,6.07,0.06,0.16,187.98,1.0,2.0,7.0,0.1,14.0,21.0,12.0,N
20.0,13.0,0.0,16.0,22.0,7.0,10.0,30.0,1.0,17.53,0.32,0.06,969.83,6.0,11.0,25.0,0.09,38.0,77.0,40.0,N
22.0,19.0,0.0,19.0,32.0,10.0,14.0,42.0,0.0,32.88,0.77,0.03,2300.66,9.0,16.0,34.0,0.11,66.0,92.0,50.0,N
7.0,5.0,0.0,1.0,8.0,3.0,4.0,10.0,1.0,11.67,0.08,0.09,230.32,2.0,4.0,9.0,0.14,12.0,21.0,12.0,N
11.0,13.0,0.0,0.0,18.0,7.0,6.0,18.0,1.0,15.84,0.17,0.06,524.62,6.0,9.0,13.0,0.2,19.0,35.0,23.0,N
8.0,3.0,0.0,1.0,4.0,2.0,2.0,7.0,1.0,8.77,0.07,0.11,213.62,1.0,2.0,7.0,0.09,13.0,23.0,13.0,N
28.0,27.0,0.0,10.0,44.0,14.0,18.0,57.0,0.0,21.88,0.5,0.05,1496.59,13.0,24.0,45.0,0.16,48.0,90.0,51.0,N
8.0,5.0,0.0,2.0,8.0,3.0,4.0,12.0,3.0,10.11,0.1,0.1,300.0,2.0,4.0,11.0,0.12,18.0,26.0,15.0,N
1.0,3.0,0.0,0.0,4.0,2.0,2.0,6.0,2.0,4.67,0.03,0.21,77.71,1.0,2.0,6.0,0.14,6.0,14.0,12.0,N
1.0,13.0,0.0,0.0,22.0,7.0,10.0,24.0,2.0,19.63,0.12,0.05,371.38,6.0,11.0,19.0,0.24,15.0,29.0,27.0,N
1.0,3.0,0.0,0.0,4.0,2.0,2.0,5.0,1.0,4.2,0.02,0.24,60.94,1.0,2.0,5.0,0.22,5.0,9.0,7.0,N
11.0,9.0,0.0,4.0,20.0,5.0,10.0,32.0,0.0,20.2,0.4,0.05,1211.5,5.0,10.0,29.0,0.08,49.0,64.0,48.0,N
4.0,3.0,0.0,0.0,4.0,2.0,2.0,9.0,1.0,23.08,0.22,0.04,645.5,1.0,2.0,9.0,0.09,13.0,22.0,17.0,N
1.0,5.0,0.0,0.0,8.0,3.0,4.0,12.0,1.0,7.15,0.05,0.14,153.73,2.0,4.0,11.0,0.16,10.0,19.0,17.0,N
0.0,3.0,0.0,0.0,4.0,2.0,2.0,7.0,1.0,6.67,0.04,0.15,114.69,1.0,2.0,7.0,0.22,9.0,9.0,8.0,N
0.0,11.0,0.0,0.0,8.0,8.0,4.0,22.0,2.0,19.2,0.1,0.05,310.23,2.0,4.0,16.0,0.44,10.0,18.0,17.0,N
1.0,3.0,0.0,0.0,4.0,2.0,2.0,6.0,4.0,16.82,0.11,0.06,333.82,1.0,2.0,6.0,0.11,11.0,19.0,17.0,N
8.0,52.0,0.0,7.0,80.0,28.0,36.0,110.0,2.0,46.25,0.79,0.02,2358.12,22.0,40.0,84.0,0.34,55.0,82.0,66.0,N
1.0,7.0,0.0,0.0,12.0,4.0,6.0,20.0,2.0,12.83,0.08,0.08,239.72,3.0,6.0,18.0,0.29,12.0,14.0,12.0,N
16.0,11.0,3.0,6.0,24.0,6.0,12.0,45.0,0.0,25.45,0.57,0.04,1703.82,6.0,12.0,41.0,0.06,58.0,107.0,62.0,N
0.0,3.0,0.0,0.0,4.0,2.0,2.0,7.0,1.0,6.67,0.04,0.15,114.69,1.0,2.0,7.0,0.22,9.0,9.0,8.0,N
32.0,12.0,16.0,73.0,12.0,8.0,6.0,52.0,0.0,22.28,0.39,0.04,1174.29,3.0,6.0,46.0,0.05,39.0,170.0,64.0,Y
7.0,13.0,0.0,6.0,24.0,7.0,12.0,32.0,0.0,13.12,0.14,0.08,427.74,6.0,12.0,27.0,0.27,16.0,26.0,21.0,N
6.0,9.0,1.0,24.0,16.0,5.0,8.0,19.0,0.0,14.34,0.1,0.07,292.57,4.0,8.0,16.0,0.11,16.0,45.0,21.0,N
0.0,3.0,0.0,0.0,4.0,2.0,2.0,6.0,1.0,3.0,0.01,0.33,28.53,1.0,2.0,6.0,0.4,3.0,5.0,4.0,N
7.0,5.0,0.0,2.0,8.0,3.0,4.0,17.0,0.0,13.2,0.17,0.08,495.42,2.0,4.0,16.0,0.09,20.0,33.0,23.0,N
0.0,3.0,0.0,0.0,4.0,2.0,2.0,6.0,1.0,8.4,0.03,0.12,102.19,1.0,2.0,6.0,0.4,5.0,5.0,4.0,N
1.0,11.0,0.0,1.0,20.0,6.0,10.0,21.0,3.0,22.73,0.12,0.04,366.61,5.0,10.0,17.0,0.35,11.0,17.0,14.0,N
0.0,3.0,0.0,0.0,4.0,2.0,2.0,7.0,1.0,10.13,0.03,0.1,85.11,1.0,2.0,7.0,0.25,4.0,8.0,7.0,N
1.0,3.0,0.0,2.0,4.0,2.0,2.0,8.0,0.0,5.0,0.03,0.2,76.15,1.0,2.0,8.0,0.18,7.0,11.0,7.0,N
0.0,9.0,0.0,0.0,16.0,5.0,8.0,20.0,1.0,23.68,0.19,0.04,581.39,4.0,8.0,17.0,0.28,19.0,18.0,17.0,N
9.0,11.0,0.0,6.0,16.0,6.0,6.0,30.0,0.0,24.0,0.29,0.04,873.2,5.0,8.0,26.0,0.11,27.0,53.0,29.0,N
2.0,7.0,0.0,0.0,8.0,4.0,4.0,15.0,0.0,12.75,0.06,0.08,181.52,2.0,4.0,13.0,0.25,8.0,16.0,13.0,N
1.0,3.0,0.0,0.0,4.0,2.0,2.0,7.0,2.0,6.43,0.03,0.16,102.19,1.0,2.0,7.0,0.25,7.0,8.0,6.0,N
1.0,7.0,0.0,0.0,12.0,4.0,6.0,15.0,4.0,20.17,0.1,0.05,310.34,3.0,6.0,13.0,0.27,12.0,15.0,13.0,N
1.0,11.0,1.0,0.0,16.0,6.0,6.0,17.0,3.0,20.19,0.15,0.05,438.86,5.0,8.0,13.0,0.26,16.0,23.0,21.0,N
1.0,15.0,0.0,1.0,22.0,8.0,10.0,27.0,1.0,18.35,0.14,0.05,428.77,6.0,11.0,21.0,0.36,17.0,22.0,19.0,N
2.0,7.0,0.0,2.0,10.0,4.0,4.0,19.0,2.0,9.9,0.12,0.1,351.03,3.0,5.0,17.0,0.19,21.0,21.0,16.0,N
1.0,5.0,0.0,1.0,6.0,3.0,2.0,8.0,0.0,5.06,0.03,0.2,98.1,2.0,3.0,7.0,0.3,8.0,10.0,7.0,N
1.0,5.0,0.0,1.0,8.0,3.0,4.0,9.0,0.0,14.57,0.05,0.07,157.17,2.0,4.0,8.0,0.25,7.0,12.0,9.0,N
1.0,9.0,0.0,1.0,14.0,5.0,6.0,19.0,1.0,10.11,0.09,0.1,280.0,4.0,7.0,16.0,0.29,18.0,17.0,14.0,N
1.0,9.0,0.0,2.0,12.0,5.0,6.0,14.0,1.0,16.0,0.08,0.06,230.32,3.0,6.0,11.0,0.36,10.0,14.0,10.0,N
1.0,9.0,0.0,2.0,12.0,5.0,6.0,14.0,1.0,16.0,0.07,0.06,208.97,3.0,6.0,11.0,0.36,9.0,14.0,10.0,N
1.0,5.0,0.0,1.0,8.0,3.0,4.0,9.0,1.0,12.75,0.05,0.08,159.91,2.0,4.0,8.0,0.23,8.0,13.0,10.0,N
1.0,5.0,0.0,1.0,8.0,3.0,4.0,12.0,1.0,10.5,0.07,0.1,200.67,2.0,4.0,11.0,0.19,11.0,16.0,13.0,N
1.0,3.0,0.0,0.0,4.0,2.0,2.0,6.0,0.0,14.0,0.05,0.07,157.17,1.0,2.0,6.0,0.4,5.0,5.0,3.0,N
2.0,7.0,0.0,0.0,10.0,4.0,4.0,13.0,1.0,14.3,0.08,0.07,230.7,3.0,5.0,11.0,0.31,10.0,13.0,10.0,N
2.0,13.0,0.0,0.0,20.0,7.0,8.0,24.0,2.0,43.5,0.11,0.02,339.29,6.0,10.0,19.0,0.44,6.0,16.0,13.0,N
2.0,9.0,0.0,0.0,14.0,5.0,6.0,18.0,1.0,21.12,0.05,0.05,155.32,4.0,7.0,15.0,0.45,4.0,11.0,8.0,N
0.0,3.0,0.0,0.0,4.0,2.0,2.0,6.0,1.0,8.67,0.03,0.12,102.8,1.0,2.0,6.0,0.29,6.0,7.0,6.0,N
1.0,11.0,0.0,0.0,18.0,6.0,8.0,21.0,4.0,20.0,0.15,0.05,454.95,5.0,9.0,17.0,0.3,18.0,20.0,18.0,N
2.0,15.0,0.0,0.0,28.0,8.0,14.0,37.0,2.0,22.41,0.24,0.04,713.07,7.0,14.0,31.0,0.18,27.0,45.0,27.0,N
4.0,5.0,0.0,0.0,8.0,3.0,4.0,10.0,0.0,11.0,0.05,0.09,144.43,2.0,4.0,9.0,0.25,8.0,12.0,7.0,N
1.0,5.0,0.0,0.0,8.0,3.0,4.0,12.0,2.0,12.83,0.08,0.08,249.12,2.0,4.0,11.0,0.2,12.0,15.0,13.0,N
3.0,15.0,0.0,0.0,28.0,8.0,14.0,36.0,0.0,20.9,0.26,0.05,791.67,7.0,14.0,30.0,0.15,30.0,55.0,21.0,N
13.0,71.0,4.0,1.0,126.0,36.0,56.0,150.0,0.0,29.92,1.18,0.03,3538.72,35.0,65.0,116.0,0.29,93.0,124.0,88.0,N
1.0,5.0,0.0,0.0,8.0,3.0,4.0,10.0,1.0,12.44,0.06,0.08,167.37,2.0,4.0,9.0,0.3,9.0,10.0,8.0,N
5.0,23.0,1.0,1.0,44.0,12.0,22.0,61.0,2.0,29.75,0.55,0.03,1644.08,11.0,22.0,51.0,0.21,44.0,58.0,51.0,N
1.0,5.0,0.0,0.0,8.0,3.0,4.0,16.0,0.0,5.63,0.07,0.18,202.12,2.0,4.0,15.0,0.2,16.0,15.0,13.0,N
2.0,13.0,0.0,3.0,22.0,7.0,10.0,28.0,1.0,19.0,0.16,0.05,477.56,6.0,11.0,23.0,0.33,19.0,21.0,20.0,N
6.0,35.0,0.0,1.0,66.0,18.0,32.0,79.0,2.0,39.28,0.66,0.03,1974.55,17.0,33.0,63.0,0.16,47.0,113.0,62.0,N
1.0,19.0,1.0,0.0,30.0,10.0,12.0,39.0,2.0,20.33,0.22,0.05,649.28,9.0,15.0,31.0,0.43,23.0,23.0,21.0,N
1.0,3.0,0.0,0.0,4.0,2.0,2.0,8.0,0.0,4.5,0.03,0.22,95.91,1.0,2.0,8.0,0.25,9.0,8.0,6.0,N
4.0,3.0,0.0,0.0,4.0,2.0,2.0,10.0,1.0,4.0,0.05,0.25,137.61,1.0,2.0,10.0,0.13,12.0,15.0,10.0,N
2.0,21.0,0.0,0.0,38.0,11.0,18.0,42.0,0.0,25.31,0.3,0.04,909.09,10.0,19.0,33.0,0.46,24.0,24.0,21.0,N
0.0,5.0,0.0,0.0,8.0,3.0,4.0,11.0,0.0,9.0,0.08,0.11,232.79,2.0,4.0,10.0,0.27,12.0,11.0,10.0,N
3.0,51.0,0.0,0.0,96.0,26.0,46.0,110.0,2.0,34.68,0.96,0.03,2893.83,25.0,48.0,86.0,0.3,65.0,86.0,82.0,N
2.0,11.0,7.0,1.0,16.0,6.0,6.0,19.0,0.0,11.31,0.16,0.09,494.94,5.0,8.0,15.0,0.21,26.0,29.0,25.0,N
17.0,51.0,35.0,159.0,56.0,33.0,24.0,127.0,0.0,72.75,2.67,0.01,8002.45,16.0,28.0,96.0,0.12,146.0,268.0,253.0,N
2.0,5.0,1.0,0.0,8.0,3.0,4.0,11.0,0.0,10.5,0.07,0.1,200.67,2.0,4.0,10.0,0.17,11.0,18.0,15.0,N
11.0,13.0,12.0,0.0,24.0,7.0,12.0,32.0,0.0,19.66,0.63,0.05,1893.56,6.0,12.0,27.0,0.1,59.0,73.0,61.0,Y
9.0,13.0,7.0,4.0,24.0,7.0,12.0,37.0,0.0,13.2,0.3,0.08,890.61,6.0,12.0,32.0,0.11,45.0,61.0,47.0,Y
1.0,13.0,9.0,0.0,24.0,5.0,12.0,32.0,0.0,14.66,0.25,0.07,736.63,6.0,12.0,27.0,0.11,35.0,46.0,45.0,N
2.0,7.0,0.0,0.0,12.0,4.0,6.0,16.0,3.0,21.53,0.16,0.05,470.0,3.0,6.0,14.0,0.24,15.0,17.0,14.0,N
1.0,3.0,0.0,0.0,4.0,2.0,2.0,7.0,3.0,6.4,0.02,0.16,70.31,1.0,2.0,7.0,0.29,5.0,7.0,5.0,N
0.0,11.0,0.0,0.0,20.0,6.0,10.0,26.0,0.0,12.02,0.13,0.08,403.55,5.0,10.0,22.0,0.26,20.0,23.0,22.0,N
0.0,3.0,0.0,0.0,4.0,2.0,2.0,6.0,1.0,3.0,0.02,0.33,49.83,1.0,2.0,6.0,0.17,4.0,12.0,11.0,N
1.0,7.0,0.0,0.0,12.0,4.0,6.0,14.0,1.0,13.3,0.07,0.08,210.91,3.0,6.0,12.0,0.25,10.0,16.0,14.0,N
0.0,3.0,0.0,0.0,4.0,2.0,2.0,6.0,0.0,6.87,0.04,0.15,108.42,1.0,2.0,6.0,0.17,8.0,12.0,11.0,N
9.0,9.0,0.0,5.0,14.0,5.0,6.0,18.0,0.0,15.0,0.08,0.07,246.12,4.0,7.0,15.0,0.14,10.0,36.0,21.0,N
0.0,3.0,0.0,0.0,4.0,2.0,2.0,8.0,2.0,8.89,0.05,0.11,144.43,1.0,2.0,8.0,0.2,9.0,10.0,9.0,N
2.0,5.0,0.0,0.0,8.0,3.0,4.0,11.0,0.0,8.17,0.04,0.12,107.31,2.0,4.0,10.0,0.23,6.0,13.0,10.0,N
1.0,7.0,0.0,0.0,12.0,4.0,6.0,24.0,3.0,14.24,0.16,0.07,493.48,3.0,6.0,22.0,0.17,21.0,23.0,21.0,N
5.0,15.0,0.0,0.0,28.0,8.0,14.0,40.0,3.0,11.24,0.21,0.09,638.78,7.0,14.0,34.0,0.2,33.0,40.0,34.0,N
1.0,7.0,0.0,0.0,12.0,4.0,6.0,24.0,3.0,9.17,0.16,0.11,493.31,3.0,6.0,22.0,0.17,27.0,23.0,21.0,N
2.0,3.0,0.0,0.0,4.0,2.0,2.0,6.0,1.0,6.13,0.02,0.16,48.43,1.0,2.0,6.0,0.29,4.0,7.0,4.0,N
0.0,3.0,0.0,0.0,4.0,2.0,2.0,5.0,1.0,12.27,0.08,0.08,254.75,1.0,2.0,5.0,0.13,11.0,15.0,14.0,N
0.0,7.0,0.0,0.0,12.0,4.0,6.0,13.0,2.0,11.15,0.1,0.09,289.51,3.0,6.0,11.0,0.22,13.0,18.0,17.0,N
1.0,3.0,1.0,0.0,4.0,2.0,2.0,8.0,0.0,5.5,0.03,0.18,95.18,1.0,2.0,8.0,0.2,7.0,10.0,8.0,N
2.0,5.0,0.0,0.0,8.0,3.0,4.0,15.0,3.0,12.69,0.1,0.08,302.61,2.0,4.0,14.0,0.15,13.0,20.0,17.0,N
0.0,5.0,1.0,0.0,8.0,3.0,4.0,21.0,0.0,13.89,0.15,0.07,450.83,2.0,4.0,20.0,0.14,19.0,21.0,20.0,N
1.0,3.0,0.0,0.0,4.0,2.0,2.0,10.0,2.0,9.0,0.06,0.11,187.3,1.0,2.0,10.0,0.17,11.0,12.0,10.0,N
3.0,13.0,0.0,2.0,24.0,7.0,12.0,32.0,1.0,15.79,0.18,0.06,549.92,6.0,12.0,27.0,0.25,19.0,28.0,22.0,N
2.0,5.0,0.0,3.0,6.0,3.0,2.0,9.0,1.0,5.6,0.02,0.18,68.11,2.0,3.0,8.0,0.33,5.0,9.0,8.0,N
1.0,13.0,0.0,0.0,20.0,7.0,8.0,21.0,1.0,21.25,0.07,0.05,219.62,6.0,10.0,16.0,0.47,6.0,15.0,13.0,N
4.0,41.0,4.0,1.0,78.0,21.0,38.0,117.0,1.0,29.05,1.01,0.03,3040.61,20.0,39.0,98.0,0.25,92.0,83.0,77.0,N
1.0,7.0,0.0,0.0,10.0,4.0,4.0,13.0,1.0,16.67,0.07,0.06,210.91,3.0,5.0,11.0,0.36,9.0,11.0,9.0,N
1.0,7.0,0.0,0.0,12.0,4.0,6.0,17.0,1.0,14.3,0.08,0.07,235.23,3.0,6.0,15.0,0.31,10.0,13.0,11.0,N
1.0,5.0,0.0,0.0,6.0,3.0,2.0,9.0,1.0,7.86,0.04,0.13,108.42,2.0,3.0,8.0,0.33,7.0,9.0,7.0,N
1.0,5.0,0.0,0.0,6.0,3.0,2.0,10.0,2.0,10.89,0.05,0.09,153.8,2.0,3.0,9.0,0.25,9.0,12.0,10.0,N
18.0,17.0,2.0,0.0,4.0,15.0,2.0,35.0,1.0,60.25,1.17,0.02,3503.2,1.0,2.0,22.0,0.11,64.0,141.0,122.0,N
5.0,7.0,2.0,0.0,10.0,4.0,4.0,11.0,0.0,14.0,0.08,0.07,244.42,3.0,5.0,9.0,0.24,12.0,17.0,11.0,N
6.0,5.0,2.0,3.0,8.0,3.0,4.0,13.0,1.0,10.58,0.08,0.09,233.83,2.0,4.0,12.0,0.12,13.0,25.0,15.0,N
10.0,5.0,2.0,2.0,8.0,3.0,4.0,13.0,0.0,23.72,0.48,0.04,1447.91,2.0,4.0,12.0,0.06,37.0,49.0,36.0,Y
13.0,5.0,2.0,8.0,8.0,3.0,4.0,10.0,0.0,15.11,0.61,0.07,1815.42,2.0,4.0,9.0,0.04,69.0,70.0,48.0,N
13.0,11.0,2.0,9.0,20.0,6.0,10.0,22.0,0.0,30.07,0.26,0.03,765.1,5.0,10.0,18.0,0.13,22.0,46.0,23.0,N
21.0,14.0,4.0,8.0,18.0,8.0,8.0,33.0,0.0,17.42,0.26,0.06,784.97,5.0,9.0,27.0,0.11,36.0,71.0,41.0,N
13.0,16.0,2.0,0.0,10.0,12.0,4.0,34.0,1.0,26.43,0.36,0.04,1080.96,3.0,5.0,24.0,0.16,35.0,74.0,60.0,Y
10.0,9.0,4.0,6.0,16.0,5.0,8.0,20.0,1.0,13.59,0.12,0.07,356.7,4.0,8.0,17.0,0.14,17.0,35.0,18.0,N
16.0,15.0,4.0,2.0,12.0,9.0,4.0,33.0,0.0,23.21,0.32,0.04,974.64,4.0,6.0,26.0,0.15,35.0,59.0,40.0,N
2.0,3.0,0.0,1.0,4.0,2.0,2.0,6.0,1.0,6.0,0.02,0.17,68.53,1.0,2.0,6.0,0.22,6.0,9.0,5.0,N
2.0,7.0,0.0,0.0,12.0,4.0,6.0,13.0,2.0,13.5,0.03,0.07,100.38,3.0,6.0,11.0,0.33,3.0,12.0,9.0,N
0.0,3.0,0.0,0.0,4.0,2.0,2.0,6.0,3.0,5.14,0.03,0.19,88.0,1.0,2.0,6.0,0.33,7.0,6.0,5.0,N
1.0,3.0,0.0,0.0,4.0,2.0,2.0,7.0,3.0,6.75,0.04,0.15,114.45,1.0,2.0,7.0,0.18,8.0,11.0,9.0,N
2.0,3.0,0.0,0.0,4.0,2.0,2.0,7.0,3.0,7.5,0.04,0.13,116.76,1.0,2.0,7.0,0.17,8.0,12.0,9.0,N
1.0,5.0,0.0,0.0,8.0,3.0,4.0,11.0,1.0,4.2,0.02,0.24,72.65,2.0,4.0,10.0,0.38,5.0,8.0,6.0,N
0.0,5.0,0.0,0.0,8.0,3.0,4.0,9.0,1.0,4.9,0.03,0.2,75.28,2.0,4.0,8.0,0.43,5.0,7.0,6.0,N
0.0,5.0,0.0,0.0,6.0,3.0,2.0,7.0,1.0,4.8,0.02,0.21,62.91,2.0,3.0,6.0,0.5,5.0,6.0,5.0,N
0.0,5.0,0.0,0.0,6.0,3.0,2.0,7.0,1.0,4.8,0.02,0.21,62.91,2.0,3.0,6.0,0.5,5.0,6.0,5.0,N
0.0,5.0,0.0,0.0,6.0,3.0,2.0,7.0,1.0,4.8,0.02,0.21,62.91,2.0,3.0,6.0,0.5,5.0,6.0,5.0,N
2.0,3.0,2.0,3.0,4.0,2.0,2.0,5.0,0.0,4.5,0.01,0.22,33.0,1.0,2.0,5.0,0.14,2.0,14.0,8.0,N
7.0,5.0,5.0,9.0,8.0,3.0,4.0,12.0,0.0,8.64,0.08,0.12,241.58,2.0,4.0,11.0,0.08,11.0,39.0,22.0,N
4.0,3.0,1.0,3.0,4.0,2.0,2.0,8.0,0.0,4.5,0.03,0.22,96.0,1.0,2.0,8.0,0.13,8.0,15.0,7.0,N
0.0,5.0,0.0,0.0,6.0,3.0,2.0,7.0,1.0,4.8,0.02,0.21,62.91,2.0,3.0,6.0,0.5,5.0,6.0,5.0,N
5.0,3.0,0.0,0.0,4.0,2.0,2.0,6.0,0.0,2.0,0.01,0.5,28.07,1.0,2.0,6.0,0.15,3.0,13.0,7.0,N
2.0,17.0,0.0,0.0,24.0,9.0,8.0,32.0,2.0,27.71,0.26,0.04,786.81,8.0,14.0,25.0,0.41,24.0,22.0,19.0,N
0.0,3.0,0.0,1.0,4.0,2.0,2.0,6.0,1.0,15.0,0.03,0.07,77.71,1.0,2.0,6.0,0.25,3.0,8.0,6.0,N
1.0,9.0,0.0,0.0,16.0,5.0,8.0,24.0,0.0,13.0,0.2,0.08,590.73,4.0,8.0,21.0,0.24,27.0,21.0,19.0,N
