@relation SelectedFeatures
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
7.0,1.0,6.0,10.0,12.0,4.0,2.0,2.0,0.5,1.0,0.0,16.0,0.0,22.84,25.89,0.25,3.0,6.0,0.1,22.0,N
7.0,1.0,7.0,10.0,12.0,4.0,2.0,2.0,0.5,1.0,0.0,15.0,0.0,22.84,25.89,0.25,3.0,6.0,0.09,22.0,N
19.0,8.0,35.0,31.0,36.0,10.0,2.0,8.0,0.8,1.0,0.0,40.0,0.0,83.37,31.3,0.1,9.0,18.0,0.07,75.0,N
11.0,5.0,18.0,28.0,20.0,6.0,2.0,4.0,0.67,1.0,0.0,44.0,2.0,71.49,34.84,0.17,5.0,10.0,0.05,62.0,N
9.0,1.0,5.0,0.0,16.0,5.0,2.0,5.0,1.0,1.0,0.0,31.0,0.0,44.36,16.56,0.2,4.0,8.0,0.11,36.0,N
11.0,4.0,11.0,21.0,20.0,6.0,2.0,3.0,0.5,1.0,0.0,22.0,2.0,25.24,19.95,0.17,5.0,10.0,0.08,33.0,N
7.0,4.0,2.0,13.0,12.0,4.0,2.0,4.0,1.0,1.0,0.0,20.0,0.0,46.13,14.44,0.25,3.0,6.0,0.09,22.0,N
3.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,25.0,1.0,48.82,16.55,0.5,1.0,2.0,0.05,27.0,N
3.0,1.0,5.0,4.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,10.0,4.0,21.05,9.8,0.5,1.0,2.0,0.08,15.0,N
3.0,1.0,5.0,4.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,10.0,4.0,21.05,9.8,0.5,1.0,2.0,0.08,15.0,N
5.0,1.0,4.0,8.0,8.0,3.0,2.0,2.0,0.67,1.0,0.0,14.0,1.0,30.91,8.62,0.33,2.0,4.0,0.09,18.0,N
11.0,4.0,4.0,16.0,18.0,6.0,2.25,5.0,0.83,3.0,0.4,27.0,4.0,53.81,14.9,0.5,5.0,9.0,0.09,31.0,N
7.0,3.0,3.0,12.0,12.0,4.0,2.0,4.0,1.0,1.0,0.0,20.0,0.0,47.35,11.12,0.25,3.0,6.0,0.08,23.0,N
13.0,4.0,4.0,18.0,20.0,7.0,2.5,5.0,0.71,5.0,0.67,28.0,4.0,55.58,14.56,0.71,6.0,10.0,0.09,32.0,N
23.0,8.0,21.0,29.0,40.0,12.0,2.22,8.0,0.67,5.0,0.36,45.0,4.0,68.78,26.32,0.42,11.0,20.0,0.08,66.0,N
3.0,0.0,2.0,2.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,11.0,2.0,10.9,12.0,0.5,1.0,2.0,0.11,13.0,N
3.0,0.0,2.0,2.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,11.0,2.0,17.29,12.0,0.5,1.0,2.0,0.11,13.0,N
15.0,4.0,14.0,22.0,28.0,8.0,2.0,6.0,0.75,4.0,0.43,27.0,6.0,35.27,13.74,0.5,7.0,14.0,0.11,41.0,N
3.0,1.0,4.0,12.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,10.0,3.0,15.6,6.67,0.5,1.0,2.0,0.06,14.0,N
3.0,0.0,3.0,3.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,9.0,3.0,13.38,8.25,0.5,1.0,2.0,0.12,12.0,N
3.0,0.0,3.0,3.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,9.0,3.0,20.27,9.17,0.5,1.0,2.0,0.12,12.0,N
19.0,8.0,6.0,57.0,30.0,10.0,2.5,7.0,0.7,10.0,1.0,98.0,1.0,125.84,27.25,1.0,9.0,15.0,0.05,104.0,N
49.0,9.0,20.0,56.0,94.0,25.0,2.04,24.0,0.96,15.0,0.58,172.0,4.0,243.12,22.99,0.6,24.0,47.0,0.07,192.0,N
5.0,3.0,2.0,11.0,8.0,3.0,2.0,3.0,1.0,1.0,0.0,28.0,1.0,44.75,18.67,0.33,2.0,4.0,0.04,30.0,Y
7.0,7.0,1.0,29.0,12.0,4.0,2.0,4.0,1.0,1.0,0.0,43.0,0.0,84.37,19.2,0.25,3.0,6.0,0.04,44.0,N
3.0,4.0,11.0,31.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,36.0,5.0,37.89,24.18,0.5,1.0,2.0,0.02,47.0,N
7.0,2.0,11.0,5.0,12.0,4.0,2.0,3.0,0.75,1.0,0.0,21.0,5.0,49.79,9.48,0.25,3.0,6.0,0.08,32.0,N
7.0,1.0,1.0,1.0,12.0,4.0,2.0,2.0,0.5,1.0,0.0,16.0,1.0,24.97,20.38,0.25,3.0,6.0,0.17,17.0,N
5.0,2.0,0.0,7.0,8.0,3.0,2.0,3.0,1.0,1.0,0.0,14.0,1.0,16.78,11.2,0.33,2.0,4.0,0.12,14.0,N
37.0,6.0,6.0,51.0,66.0,19.0,2.2,9.0,0.47,9.0,0.44,88.0,1.0,66.11,50.27,0.47,18.0,33.0,0.1,94.0,N
6.0,6.0,7.0,6.0,4.0,4.0,2.0,3.0,0.75,1.0,0.0,29.0,3.0,49.27,18.53,0.25,1.0,2.0,0.07,36.0,N
41.0,14.0,16.0,37.0,78.0,21.0,2.05,15.0,0.71,5.0,0.2,60.0,3.0,78.4,74.77,0.24,20.0,39.0,0.13,76.0,N
19.0,5.0,12.0,25.0,34.0,10.0,2.13,6.0,0.6,3.0,0.22,52.0,2.0,47.49,47.96,0.3,9.0,17.0,0.08,64.0,N
37.0,10.0,44.0,76.0,66.0,19.0,2.06,8.0,0.42,9.0,0.44,101.0,9.0,75.03,66.0,0.47,17.0,33.0,0.06,145.0,N
15.0,3.0,28.0,6.0,28.0,8.0,2.0,6.0,0.75,1.0,0.0,29.0,0.0,78.29,48.05,0.13,7.0,14.0,0.1,57.0,N
11.0,5.0,3.0,8.0,18.0,6.0,2.25,4.0,0.67,5.0,0.8,22.0,0.0,37.5,29.45,0.83,5.0,9.0,0.12,25.0,N
8.0,3.0,7.0,3.0,4.0,6.0,2.0,6.0,1.0,1.0,0.0,29.0,1.0,29.49,24.0,0.17,1.0,2.0,0.13,36.0,N
7.0,1.0,1.0,0.0,8.0,4.0,4.0,2.0,0.5,4.0,1.0,15.0,1.0,22.03,12.0,1.0,3.0,4.0,0.22,16.0,N
3.0,3.0,2.0,7.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,14.0,2.0,25.23,9.5,0.5,1.0,2.0,0.06,16.0,N
20.0,3.0,5.0,0.0,14.0,15.0,2.33,3.0,0.2,4.0,0.21,63.0,3.0,45.89,35.45,0.27,4.0,7.0,0.17,68.0,N
3.0,0.0,2.0,1.0,8.0,2.0,2.0,1.0,0.5,1.0,0.0,9.0,2.0,24.7,7.22,0.5,2.0,4.0,0.13,11.0,N
3.0,0.0,2.0,0.0,8.0,2.0,2.0,1.0,0.5,1.0,0.0,9.0,2.0,24.08,7.22,0.5,2.0,4.0,0.13,11.0,N
7.0,3.0,1.0,1.0,8.0,4.0,4.0,2.0,0.5,1.0,0.0,17.0,1.0,25.0,13.6,0.25,3.0,4.0,0.15,18.0,N
9.0,8.0,7.0,0.0,12.0,5.0,2.0,5.0,1.0,1.0,0.0,27.0,0.0,50.43,10.62,0.2,3.0,6.0,0.08,34.0,N
17.0,5.0,2.0,0.0,32.0,9.0,2.0,9.0,1.0,1.0,0.0,62.0,0.0,183.65,7.02,0.11,8.0,16.0,0.12,64.0,N
3.0,3.0,0.0,9.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,12.0,1.0,22.78,2.33,0.5,1.0,2.0,0.07,12.0,N
7.0,1.0,0.0,0.0,12.0,4.0,2.0,2.0,0.5,1.0,0.0,24.0,2.0,20.18,16.36,0.25,3.0,6.0,0.15,24.0,N
5.0,2.0,4.0,0.0,8.0,3.0,2.0,3.0,1.0,1.0,0.0,13.0,0.0,25.58,13.2,0.33,2.0,4.0,0.13,17.0,N
5.0,0.0,3.0,13.0,16.0,3.0,2.0,1.0,0.33,1.0,0.0,32.0,1.0,58.73,53.2,0.33,4.0,8.0,0.04,35.0,N
3.0,4.0,0.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,10.0,0.0,22.35,7.27,0.5,1.0,2.0,0.17,10.0,N
5.0,2.0,4.0,3.0,8.0,3.0,2.0,3.0,1.0,1.0,0.0,17.0,0.0,29.6,24.29,0.33,2.0,4.0,0.09,21.0,N
3.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,7.0,1.0,8.79,12.0,0.5,1.0,2.0,0.22,7.0,N
5.0,0.0,0.0,0.0,8.0,3.0,2.0,1.0,0.33,1.0,0.0,9.0,1.0,12.09,14.14,0.33,2.0,4.0,0.27,9.0,N
5.0,0.0,0.0,0.0,8.0,3.0,2.0,1.0,0.33,1.0,0.0,11.0,2.0,14.67,14.67,0.33,2.0,4.0,0.23,11.0,N
3.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,7.0,1.0,8.79,12.0,0.5,1.0,2.0,0.22,7.0,N
5.0,0.0,0.0,0.0,8.0,3.0,2.0,1.0,0.33,1.0,0.0,9.0,1.0,12.09,14.14,0.33,2.0,4.0,0.27,9.0,N
5.0,0.0,0.0,0.0,8.0,3.0,2.0,1.0,0.33,1.0,0.0,11.0,2.0,14.67,14.67,0.33,2.0,4.0,0.23,11.0,N
3.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,7.0,1.0,8.79,12.0,0.5,1.0,2.0,0.22,7.0,N
5.0,0.0,0.0,0.0,8.0,3.0,2.0,1.0,0.33,1.0,0.0,9.0,1.0,12.09,14.14,0.33,2.0,4.0,0.27,9.0,N
5.0,0.0,0.0,0.0,8.0,3.0,2.0,1.0,0.33,1.0,0.0,11.0,2.0,14.67,14.67,0.33,2.0,4.0,0.23,11.0,N
11.0,4.0,25.0,13.0,16.0,6.0,2.0,4.0,0.67,5.0,0.8,48.0,1.0,71.01,24.77,0.83,4.0,8.0,0.04,73.0,N
3.0,2.0,0.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,7.0,0.0,16.52,6.19,0.5,1.0,2.0,0.17,7.0,N
3.0,2.0,0.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,7.0,0.0,16.52,6.19,0.5,1.0,2.0,0.17,7.0,N
3.0,2.0,0.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,7.0,0.0,16.52,6.19,0.5,1.0,2.0,0.17,7.0,N
3.0,2.0,0.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,7.0,0.0,16.52,6.19,0.5,1.0,2.0,0.17,7.0,N
3.0,2.0,0.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,7.0,0.0,16.52,6.19,0.5,1.0,2.0,0.17,7.0,N
3.0,2.0,0.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,7.0,0.0,16.52,6.19,0.5,1.0,2.0,0.17,7.0,N
3.0,2.0,0.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,7.0,0.0,16.52,6.19,0.5,1.0,2.0,0.17,7.0,N
7.0,0.0,2.0,14.0,10.0,4.0,2.5,1.0,0.25,3.0,0.67,15.0,0.0,17.03,14.68,0.75,3.0,5.0,0.17,17.0,N
3.0,0.0,0.0,8.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,9.0,0.0,11.86,4.38,0.5,1.0,2.0,0.22,9.0,N
3.0,0.0,0.0,10.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,8.0,0.0,11.07,4.38,0.5,1.0,2.0,0.18,8.0,N
3.0,0.0,0.0,5.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,8.0,0.0,17.16,6.19,0.5,1.0,2.0,0.12,8.0,N
3.0,0.0,0.0,10.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,8.0,0.0,11.07,4.38,0.5,1.0,2.0,0.18,8.0,N
3.0,2.0,0.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,9.0,0.0,19.71,5.5,0.5,1.0,2.0,0.13,9.0,N
5.0,3.0,4.0,19.0,8.0,3.0,2.0,2.0,0.67,1.0,0.0,13.0,0.0,22.53,13.93,0.33,2.0,4.0,0.06,17.0,N
17.0,4.0,0.0,0.0,32.0,9.0,2.0,8.0,0.89,1.0,0.0,24.0,0.0,30.54,11.65,0.11,8.0,16.0,0.26,24.0,N
7.0,3.0,0.0,15.0,12.0,4.0,2.0,3.0,0.75,1.0,0.0,25.0,0.0,21.39,22.46,0.25,3.0,6.0,0.07,25.0,N
43.0,12.0,6.0,100.0,74.0,23.0,2.06,17.0,0.74,15.0,0.64,176.0,5.0,140.31,37.2,0.65,19.0,37.0,0.06,182.0,N
7.0,4.0,9.0,31.0,12.0,4.0,2.0,3.0,0.75,1.0,0.0,32.0,6.0,45.51,16.36,0.25,3.0,6.0,0.04,41.0,N
3.0,5.0,0.0,12.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,18.0,1.0,35.45,10.29,0.5,1.0,2.0,0.05,18.0,N
5.0,1.0,3.0,4.0,8.0,3.0,2.0,2.0,0.67,3.0,1.0,14.0,0.0,15.83,13.82,1.0,2.0,4.0,0.09,17.0,N
7.0,4.0,4.0,21.0,10.0,4.0,2.5,3.0,0.75,3.0,0.67,29.0,2.0,39.73,19.35,0.75,3.0,5.0,0.04,33.0,N
35.0,4.0,5.0,70.0,58.0,18.0,2.42,7.0,0.39,13.0,0.71,104.0,2.0,58.36,41.38,0.72,17.0,29.0,0.08,109.0,N
23.0,10.0,4.0,58.0,40.0,12.0,2.22,7.0,0.58,5.0,0.36,68.0,5.0,52.05,21.71,0.42,11.0,20.0,0.07,72.0,N
7.0,3.0,4.0,16.0,12.0,4.0,2.0,4.0,1.0,1.0,0.0,21.0,0.0,31.79,17.86,0.25,3.0,6.0,0.05,25.0,N
15.0,7.0,6.0,39.0,28.0,8.0,2.0,7.0,0.88,1.0,0.0,71.0,6.0,90.85,21.94,0.13,7.0,14.0,0.06,77.0,Y
3.0,2.0,1.0,19.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,22.0,1.0,37.27,15.43,0.5,1.0,2.0,0.03,23.0,Y
3.0,1.0,0.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,10.0,0.0,10.75,7.0,0.5,1.0,2.0,0.17,10.0,N
17.0,9.0,5.0,26.0,30.0,9.0,2.14,7.0,0.78,4.0,0.38,66.0,5.0,76.03,28.98,0.44,8.0,15.0,0.07,71.0,N
9.0,1.0,0.0,17.0,12.0,5.0,3.0,3.0,0.6,5.0,1.0,22.0,2.0,35.13,12.55,1.0,4.0,6.0,0.1,22.0,Y
13.0,13.0,16.0,23.0,24.0,7.0,2.0,7.0,1.0,1.0,0.0,59.0,9.0,104.75,22.14,0.14,6.0,12.0,0.05,75.0,Y
5.0,2.0,9.0,7.0,8.0,3.0,2.0,3.0,1.0,1.0,0.0,19.0,0.0,37.6,9.75,0.33,2.0,4.0,0.06,28.0,N
3.0,2.0,0.0,0.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,19.0,2.0,24.71,10.58,0.5,1.0,2.0,0.09,19.0,N
3.0,1.0,1.0,6.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,10.0,1.0,16.21,5.4,0.5,1.0,2.0,0.08,11.0,N
3.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,15.0,2.0,18.54,9.63,0.5,1.0,2.0,0.11,15.0,N
32.0,19.0,4.0,62.0,16.0,24.0,4.0,19.0,0.79,9.0,0.35,89.0,3.0,54.69,47.6,0.38,6.0,8.0,0.13,93.0,Y
3.0,3.0,4.0,15.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,10.0,3.0,16.21,10.56,0.5,1.0,2.0,0.06,14.0,N
7.0,3.0,3.0,24.0,12.0,4.0,2.0,4.0,1.0,1.0,0.0,32.0,1.0,34.91,18.57,0.25,3.0,6.0,0.05,35.0,Y
21.0,5.0,7.0,28.0,34.0,11.0,2.43,9.0,0.82,11.0,1.0,74.0,1.0,61.92,36.74,1.0,10.0,17.0,0.08,81.0,Y
11.0,5.0,1.0,16.0,20.0,6.0,2.0,6.0,1.0,1.0,0.0,44.0,3.0,46.89,18.91,0.17,5.0,10.0,0.08,45.0,N
3.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,15.0,2.0,42.88,6.87,0.5,1.0,2.0,0.13,15.0,N
35.0,10.0,9.0,73.0,62.0,18.0,2.21,10.0,0.56,9.0,0.47,107.0,1.0,51.85,64.92,0.5,17.0,31.0,0.07,116.0,Y
3.0,1.0,2.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,12.0,2.0,20.76,2.5,0.5,1.0,2.0,0.12,14.0,N
5.0,1.0,4.0,0.0,8.0,3.0,2.0,3.0,1.0,1.0,0.0,17.0,2.0,34.27,2.78,0.33,2.0,4.0,0.12,21.0,N
7.0,0.0,0.0,0.0,12.0,4.0,2.0,1.0,0.25,3.0,0.67,17.0,2.0,10.6,10.13,0.75,3.0,6.0,0.22,17.0,N
11.0,0.0,0.0,0.0,16.0,6.0,2.67,1.0,0.17,4.0,0.6,15.0,2.0,7.45,30.8,0.67,5.0,8.0,0.32,15.0,N
3.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,14.0,2.0,11.85,9.0,0.5,1.0,2.0,0.11,14.0,N
3.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,10.0,1.0,6.92,8.0,0.5,1.0,2.0,0.15,10.0,N
25.0,6.0,6.0,15.0,42.0,13.0,2.33,9.0,0.69,7.0,0.5,70.0,1.0,80.81,26.6,0.54,12.0,23.0,0.11,76.0,N
7.0,3.0,3.0,2.0,12.0,4.0,2.0,4.0,1.0,1.0,0.0,24.0,2.0,26.32,16.0,0.25,3.0,6.0,0.11,27.0,N
5.0,1.0,7.0,9.0,8.0,3.0,2.0,2.0,0.67,1.0,0.0,12.0,1.0,28.99,18.12,0.33,2.0,4.0,0.07,19.0,N
3.0,0.0,2.0,2.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,9.0,1.0,13.77,13.5,0.5,1.0,2.0,0.1,11.0,N
3.0,0.0,2.0,2.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,9.0,2.0,13.64,17.06,0.5,1.0,2.0,0.11,11.0,N
13.0,0.0,15.0,2.0,22.0,7.0,2.2,1.0,0.14,1.0,0.0,8.0,4.0,21.3,16.32,0.14,6.0,11.0,0.19,23.0,N
5.0,4.0,1.0,9.0,8.0,3.0,2.0,3.0,1.0,1.0,0.0,19.0,1.0,35.6,10.11,0.33,2.0,4.0,0.07,20.0,N
31.0,9.0,28.0,17.0,52.0,16.0,2.36,11.0,0.69,10.0,0.6,76.0,5.0,108.35,33.87,0.63,15.0,26.0,0.1,104.0,N
5.0,1.0,7.0,2.0,8.0,3.0,2.0,2.0,0.67,1.0,0.0,8.0,0.0,17.71,10.67,0.33,2.0,4.0,0.13,15.0,N
9.0,4.0,8.0,19.0,16.0,5.0,2.0,4.0,0.8,1.0,0.0,27.0,0.0,42.9,20.7,0.2,4.0,8.0,0.07,35.0,N
5.0,1.0,10.0,7.0,8.0,3.0,2.0,2.0,0.67,1.0,0.0,20.0,1.0,37.71,30.2,0.33,2.0,4.0,0.06,30.0,N
11.0,1.0,14.0,5.0,20.0,6.0,2.0,2.0,0.33,1.0,0.0,27.0,1.0,48.56,33.51,0.17,5.0,10.0,0.1,41.0,N
162.0,8.0,80.0,165.0,248.0,96.0,2.1,63.0,0.66,27.0,0.27,423.0,3.0,131.72,126.56,0.28,65.0,124.0,0.13,503.0,N
7.0,2.0,2.0,2.0,12.0,4.0,2.0,3.0,0.75,1.0,0.0,10.0,1.0,19.23,5.69,0.25,3.0,6.0,0.11,12.0,N
31.0,3.0,35.0,12.0,60.0,16.0,2.0,3.0,0.19,10.0,0.6,49.0,1.0,83.81,31.06,0.63,15.0,30.0,0.08,84.0,N
63.0,5.0,53.0,27.0,116.0,32.0,2.15,10.0,0.31,12.0,0.35,85.0,1.0,78.34,51.47,0.38,31.0,58.0,0.1,138.0,N
57.0,11.0,61.0,32.0,106.0,29.0,2.12,22.0,0.76,27.0,0.93,165.0,3.0,204.29,41.72,0.93,28.0,53.0,0.09,226.0,N
21.0,5.0,6.0,8.0,38.0,11.0,2.11,10.0,0.91,7.0,0.6,61.0,3.0,87.92,17.2,0.64,10.0,19.0,0.12,67.0,N
23.0,10.0,30.0,18.0,42.0,12.0,2.1,10.0,0.83,3.0,0.18,63.0,3.0,85.71,38.23,0.25,11.0,21.0,0.06,93.0,N
5.0,4.0,8.0,4.0,8.0,3.0,2.0,3.0,1.0,1.0,0.0,16.0,3.0,28.18,15.16,0.33,2.0,4.0,0.05,24.0,N
7.0,1.0,3.0,0.0,12.0,4.0,2.0,4.0,1.0,1.0,0.0,19.0,2.0,40.01,18.29,0.25,3.0,6.0,0.15,22.0,N
11.0,1.0,3.0,0.0,20.0,6.0,2.0,6.0,1.0,1.0,0.0,25.0,2.0,42.36,23.73,0.17,5.0,10.0,0.18,28.0,N
9.0,1.0,1.0,0.0,16.0,5.0,2.0,5.0,1.0,1.0,0.0,35.0,1.0,110.24,10.11,0.2,4.0,8.0,0.13,36.0,N
9.0,1.0,2.0,0.0,16.0,5.0,2.0,4.0,0.8,1.0,0.0,25.0,1.0,27.4,20.16,0.2,4.0,8.0,0.15,27.0,N
9.0,2.0,1.0,0.0,16.0,5.0,2.0,5.0,1.0,1.0,0.0,30.0,1.0,78.0,13.61,0.2,4.0,8.0,0.15,31.0,N
3.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,17.0,1.0,54.5,9.27,0.5,1.0,2.0,0.1,18.0,N
7.0,1.0,1.0,0.0,12.0,4.0,2.0,4.0,1.0,1.0,0.0,15.0,1.0,20.45,13.07,0.25,3.0,6.0,0.22,16.0,N
16.0,1.0,1.0,0.0,8.0,13.0,2.0,13.0,1.0,1.0,0.0,49.0,1.0,35.91,21.53,0.08,2.0,4.0,0.25,50.0,N
18.0,1.0,1.0,0.0,12.0,14.0,2.0,14.0,1.0,1.0,0.0,52.0,1.0,36.57,23.03,0.07,3.0,6.0,0.25,53.0,N
13.0,2.0,1.0,0.0,24.0,7.0,2.0,7.0,1.0,1.0,0.0,42.0,1.0,160.8,10.16,0.14,6.0,12.0,0.15,43.0,N
25.0,5.0,5.0,8.0,42.0,13.0,2.33,10.0,0.77,9.0,0.67,62.0,3.0,84.92,18.79,0.69,12.0,23.0,0.14,67.0,N
25.0,10.0,30.0,19.0,46.0,13.0,2.09,10.0,0.77,3.0,0.17,65.0,3.0,83.84,41.66,0.23,12.0,23.0,0.08,95.0,N
33.0,9.0,25.0,15.0,62.0,17.0,2.07,11.0,0.65,9.0,0.5,75.0,3.0,88.15,36.04,0.53,16.0,31.0,0.08,100.0,N
3.0,1.0,4.0,0.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,10.0,0.0,23.58,12.5,0.5,1.0,2.0,0.11,14.0,N
3.0,1.0,2.0,6.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,6.0,0.0,17.91,6.29,0.5,1.0,2.0,0.11,8.0,N
3.0,1.0,2.0,6.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,6.0,0.0,17.91,6.29,0.5,1.0,2.0,0.11,8.0,N
3.0,1.0,0.0,7.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,15.0,1.0,17.24,10.64,0.5,1.0,2.0,0.07,15.0,N
3.0,1.0,2.0,5.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,9.0,1.0,17.13,10.0,0.5,1.0,2.0,0.1,11.0,N
13.0,4.0,4.0,33.0,6.0,10.0,3.0,4.0,0.4,4.0,0.33,38.0,3.0,32.0,26.1,0.4,2.0,3.0,0.1,42.0,N
11.0,0.0,2.0,2.0,16.0,6.0,2.67,1.0,0.17,5.0,0.8,14.0,2.0,15.76,17.6,0.83,5.0,8.0,0.24,16.0,N
21.0,2.0,7.0,14.0,22.0,13.0,2.2,2.0,0.15,3.0,0.17,47.0,2.0,30.99,27.86,0.23,6.0,11.0,0.15,54.0,N
3.0,0.0,0.0,1.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,11.0,2.0,20.51,6.11,0.5,1.0,2.0,0.12,11.0,N
3.0,0.0,0.0,2.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,11.0,2.0,19.8,6.11,0.5,1.0,2.0,0.11,11.0,N
3.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,11.0,1.0,14.83,9.63,0.5,1.0,2.0,0.11,12.0,N
7.0,1.0,3.0,7.0,12.0,4.0,2.0,4.0,1.0,4.0,1.0,21.0,1.0,46.9,10.5,1.0,3.0,6.0,0.1,24.0,N
5.0,3.0,2.0,22.0,8.0,3.0,2.0,1.0,0.33,1.0,0.0,19.0,2.0,45.57,9.64,0.33,2.0,4.0,0.05,21.0,Y
7.0,1.0,1.0,5.0,12.0,4.0,2.0,4.0,1.0,4.0,1.0,23.0,1.0,46.9,10.5,1.0,3.0,6.0,0.11,24.0,N
5.0,1.0,3.0,34.0,8.0,3.0,2.0,3.0,1.0,1.0,0.0,18.0,2.0,31.39,9.47,0.33,2.0,4.0,0.04,21.0,Y
5.0,2.0,3.0,11.0,8.0,3.0,2.0,3.0,1.0,1.0,0.0,22.0,2.0,39.66,11.08,0.33,2.0,4.0,0.06,25.0,Y
5.0,2.0,2.0,19.0,8.0,3.0,2.0,3.0,1.0,1.0,0.0,20.0,1.0,31.51,10.5,0.33,2.0,4.0,0.06,22.0,Y
5.0,2.0,2.0,0.0,8.0,3.0,2.0,3.0,1.0,1.0,0.0,13.0,2.0,22.4,7.33,0.33,2.0,4.0,0.19,15.0,Y
5.0,2.0,0.0,0.0,8.0,3.0,2.0,3.0,1.0,1.0,0.0,13.0,1.0,33.1,7.26,0.33,2.0,4.0,0.21,13.0,N
5.0,2.0,0.0,0.0,8.0,3.0,2.0,3.0,1.0,1.0,0.0,21.0,1.0,34.57,10.93,0.33,2.0,4.0,0.14,21.0,N
15.0,6.0,2.0,31.0,26.0,8.0,2.17,7.0,0.88,4.0,0.43,44.0,1.0,74.36,13.06,0.5,7.0,13.0,0.09,46.0,Y
35.0,5.0,4.0,18.0,64.0,18.0,2.13,16.0,0.89,7.0,0.35,91.0,2.0,195.05,21.41,0.39,17.0,32.0,0.15,95.0,Y
5.0,2.0,0.0,0.0,8.0,3.0,2.0,3.0,1.0,1.0,0.0,21.0,1.0,36.48,10.43,0.33,2.0,4.0,0.14,21.0,N
