@relation CustomCM1
@attribute CYCLOMATIC_DENSITY numeric
@attribute BRANCH_COUNT numeric
@attribute GLOBAL_DATA_DENSITY numeric
@attribute PARAMETER_COUNT numeric
@attribute LOC_EXECUTABLE numeric
@attribute DECISION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CONDITION_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute Defective {Y,N}

@data
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.75,0.0,N
0.5,1.0,0.0,0.0,2.0,0.0,1.0,0.0,8.98,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
0.18,3.0,1.0,1.0,9.0,2.0,2.0,4.0,12.13,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,N
0.09,1.0,1.0,0.0,11.0,2.0,1.0,4.0,26.68,0.0,N
0.08,7.0,0.0,0.0,36.0,6.0,4.0,12.0,46.59,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
0.33,1.0,1.0,0.0,3.0,0.0,1.0,0.0,9.9,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.75,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,N
0.02,39.0,0.0,0.0,64.0,26.0,1.0,64.0,32.06,0.0,N
0.28,21.0,0.0,0.0,39.0,22.0,11.0,44.0,30.17,0.0,N
0.23,5.0,0.0,0.0,13.0,4.0,3.0,8.0,17.24,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.2,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
0.07,5.0,0.0,0.0,39.0,4.0,3.0,8.0,55.48,1.0,Y
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.75,0.0,N
0.25,3.0,0.0,0.0,8.0,2.0,2.0,4.0,15.07,0.0,N
0.5,1.0,0.0,0.0,2.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
0.5,1.0,0.0,0.0,2.0,0.0,1.0,0.0,7.74,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.75,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.75,0.0,N
0.15,3.0,1.0,5.0,13.0,2.0,2.0,4.0,25.37,0.0,N
0.5,1.0,0.0,0.0,2.0,0.0,1.0,0.0,7.74,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.75,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.75,0.0,N
0.03,1.0,0.0,0.0,17.0,0.0,1.0,0.0,149.67,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,N
0.14,5.0,0.0,0.0,20.0,4.0,3.0,8.0,24.4,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.55,0.0,N
0.5,1.0,1.0,0.0,2.0,0.0,1.0,0.0,7.75,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,12.18,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,8.6,0.0,N
0.5,3.0,1.0,0.0,4.0,2.0,2.0,4.0,11.99,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.8,0.0,N
0.23,5.0,1.0,0.0,13.0,4.0,3.0,8.0,13.41,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,N
0.25,1.0,1.0,0.0,4.0,0.0,1.0,0.0,12.58,0.0,N
0.36,7.0,1.0,0.0,11.0,6.0,4.0,12.0,12.35,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.86,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.75,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.75,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,N
0.08,1.0,0.0,0.0,12.0,0.0,1.0,0.0,68.52,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,7.75,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.51,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
0.16,5.0,1.0,0.0,19.0,4.0,3.0,8.0,19.07,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.2,0.0,N
0.25,3.0,1.0,0.0,8.0,2.0,2.0,6.0,23.46,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,N
0.5,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
0.5,3.0,1.0,0.0,4.0,2.0,2.0,4.0,11.52,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
0.13,1.0,1.0,0.0,8.0,0.0,1.0,0.0,31.35,0.0,N
0.01,12.0,1.0,0.0,70.0,4.0,1.0,8.0,50.46,0.0,N
0.25,1.0,0.0,0.0,4.0,0.0,1.0,0.0,28.17,0.0,N
0.2,1.0,1.0,0.0,5.0,0.0,1.0,0.0,37.57,0.0,N
0.36,7.0,1.0,0.0,11.0,6.0,4.0,12.0,12.35,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
0.5,1.0,1.0,0.0,2.0,0.0,1.0,0.0,6.2,0.0,N
0.01,52.0,1.0,0.0,146.0,42.0,1.0,88.0,102.5,0.0,Y
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.86,0.0,N
0.24,6.0,0.0,0.0,13.0,0.0,5.0,0.0,20.84,0.0,N
0.21,5.0,0.0,0.0,8.0,0.0,3.0,0.0,30.59,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
0.14,1.0,0.0,0.0,6.0,0.0,1.0,0.0,20.08,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
0.25,3.0,1.0,0.0,8.0,2.0,2.0,6.0,23.46,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
0.5,3.0,1.0,0.0,4.0,2.0,2.0,4.0,11.52,0.0,N
0.5,1.0,0.0,0.0,2.0,0.0,1.0,0.0,7.74,0.0,N
0.23,5.0,0.0,2.0,7.0,4.0,3.0,8.0,18.89,0.0,N
0.33,1.0,1.0,0.0,3.0,0.0,1.0,0.0,11.23,0.0,N
0.5,1.0,0.0,0.0,2.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
0.13,1.0,0.0,0.0,1.0,0.0,1.0,0.0,48.37,0.0,N
0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9.83,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
0.1,7.0,0.0,0.0,41.0,6.0,4.0,12.0,19.0,0.0,N
0.1,1.0,1.0,5.0,9.0,0.0,1.0,0.0,37.62,0.0,N
0.67,3.0,1.0,0.0,3.0,2.0,2.0,4.0,8.1,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.75,0.0,N
0.15,9.0,0.0,0.0,21.0,8.0,5.0,16.0,40.72,0.0,N
0.5,1.0,1.0,0.0,2.0,0.0,1.0,0.0,7.86,0.0,N
0.25,40.0,0.0,0.0,74.0,12.0,28.0,34.0,61.8,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
0.38,15.0,0.0,0.0,16.0,12.0,8.0,26.0,30.35,0.0,N
0.2,3.0,0.0,0.0,5.0,0.0,2.0,0.0,13.96,0.0,N
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,N
0.5,3.0,0.0,0.0,4.0,2.0,2.0,4.0,13.67,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
0.25,3.0,0.0,1.0,4.0,2.0,2.0,4.0,8.76,0.0,N
0.36,7.0,0.0,0.0,11.0,4.0,4.0,10.0,16.32,1.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.8,0.0,N
0.5,1.0,1.0,0.0,2.0,0.0,1.0,0.0,7.35,0.0,N
0.5,1.0,1.0,0.0,2.0,0.0,1.0,0.0,7.74,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,9.29,0.0,N
0.05,1.0,0.0,1.0,14.0,0.0,1.0,0.0,46.18,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
0.25,1.0,1.0,0.0,4.0,0.0,1.0,0.0,9.47,0.0,N
0.33,1.0,1.0,0.0,3.0,0.0,1.0,0.0,10.34,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
0.4,3.0,1.0,0.0,5.0,2.0,2.0,4.0,15.36,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
0.16,5.0,1.0,0.0,19.0,4.0,3.0,8.0,19.07,0.0,N
0.18,3.0,0.0,1.0,9.0,2.0,2.0,4.0,12.13,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.86,0.0,N
0.13,3.0,0.0,0.0,16.0,2.0,2.0,4.0,30.45,0.0,N
0.67,3.0,1.0,0.0,3.0,2.0,2.0,4.0,14.28,0.0,N
0.29,3.0,0.0,0.0,5.0,2.0,2.0,4.0,16.6,0.0,N
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,N
0.5,1.0,1.0,0.0,2.0,0.0,1.0,0.0,7.35,0.0,N
0.16,49.0,0.0,3.0,214.0,20.0,34.0,40.0,94.84,0.0,N
0.33,23.0,0.0,0.0,43.0,6.0,17.0,16.0,34.14,0.0,N
0.5,1.0,0.0,0.0,2.0,0.0,1.0,0.0,7.74,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.75,0.0,N
0.5,1.0,0.0,0.0,2.0,0.0,1.0,0.0,5.33,0.0,N
0.03,1.0,0.0,0.0,36.0,0.0,1.0,0.0,96.51,0.0,N
0.33,1.0,0.0,0.0,3.0,0.0,1.0,0.0,16.84,0.0,N
0.5,1.0,0.0,0.0,2.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
0.5,3.0,1.0,0.0,4.0,2.0,2.0,4.0,11.99,0.0,N
0.11,1.0,1.0,3.0,9.0,0.0,1.0,0.0,38.28,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
0.5,1.0,0.0,0.0,2.0,0.0,1.0,0.0,7.74,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.8,0.0,N
0.5,3.0,1.0,0.0,4.0,2.0,2.0,4.0,11.71,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.75,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
0.23,23.0,0.0,0.0,50.0,18.0,12.0,38.0,20.4,0.0,N
0.5,1.0,0.0,0.0,2.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.75,0.0,N
0.06,1.0,0.0,0.0,17.0,0.0,1.0,0.0,117.18,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.75,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,N
0.19,9.0,0.0,0.0,27.0,8.0,5.0,16.0,38.02,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
0.13,1.0,1.0,1.0,8.0,0.0,1.0,0.0,74.67,0.0,N
1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,9.51,0.0,N
0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,10.44,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,7.75,0.0,N
0.43,5.0,0.0,0.0,7.0,4.0,3.0,8.0,11.89,0.0,N
0.2,9.0,0.0,0.0,24.0,8.0,5.0,16.0,30.2,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.75,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,N
0.4,3.0,0.0,0.0,5.0,2.0,2.0,4.0,17.22,0.0,N
0.5,1.0,1.0,0.0,2.0,0.0,1.0,0.0,6.2,0.0,N
0.5,1.0,0.0,0.0,2.0,0.0,1.0,0.0,5.8,0.0,N
0.5,3.0,1.0,0.0,4.0,2.0,2.0,4.0,10.88,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
0.15,5.0,1.0,0.0,20.0,4.0,3.0,8.0,22.92,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
0.5,1.0,1.0,0.0,2.0,0.0,1.0,0.0,8.98,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.86,0.0,N
0.09,1.0,1.0,0.0,11.0,2.0,1.0,4.0,21.12,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.75,0.0,N
0.2,3.0,1.0,0.0,10.0,2.0,2.0,4.0,22.09,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.8,0.0,N
0.25,1.0,0.0,0.0,3.0,0.0,1.0,0.0,21.59,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,N
0.33,1.0,0.0,0.0,3.0,0.0,1.0,0.0,9.51,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.75,0.0,N
0.5,1.0,0.0,0.0,2.0,0.0,1.0,0.0,5.33,0.0,N
0.11,1.0,0.0,0.0,8.0,0.0,1.0,0.0,40.45,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.75,0.0,N
0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9.83,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,N
0.17,1.0,1.0,0.0,6.0,0.0,1.0,0.0,17.51,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
0.25,3.0,1.0,0.0,8.0,2.0,2.0,6.0,23.46,0.0,N
1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,9.51,0.0,N
0.5,3.0,1.0,0.0,4.0,2.0,2.0,4.0,11.52,0.0,N
0.27,7.0,0.0,0.0,14.0,6.0,4.0,12.0,31.39,0.0,N
0.11,1.0,0.0,0.0,9.0,0.0,1.0,0.0,86.0,0.0,N
0.02,1.0,0.0,0.0,5.0,0.0,1.0,0.0,142.01,0.0,N
0.5,1.0,1.0,0.0,2.0,0.0,1.0,0.0,7.75,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.55,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.2,0.0,N
0.11,1.0,0.0,0.0,9.0,0.0,1.0,0.0,16.05,0.0,N
0.11,1.0,1.0,2.0,9.0,0.0,1.0,0.0,22.08,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.86,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.55,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,N
0.01,18.0,0.0,0.0,67.0,8.0,1.0,16.0,28.6,0.0,Y
0.5,7.0,1.0,0.0,8.0,6.0,4.0,12.0,21.93,0.0,N
0.2,5.0,1.0,0.0,14.0,4.0,3.0,8.0,36.11,0.0,N
0.3,11.0,1.0,0.0,20.0,8.0,6.0,16.0,25.3,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
0.33,1.0,0.0,0.0,3.0,0.0,1.0,0.0,16.84,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,N
0.17,7.0,0.0,0.0,29.0,2.0,5.0,4.0,26.8,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.75,0.0,N
0.2,3.0,0.0,4.0,10.0,2.0,2.0,4.0,17.28,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
0.5,1.0,1.0,0.0,2.0,0.0,1.0,0.0,8.98,0.0,N
0.21,5.0,0.0,0.0,8.0,4.0,3.0,8.0,30.59,0.0,N
0.25,1.0,1.0,0.0,4.0,0.0,1.0,0.0,10.34,0.0,N
0.5,1.0,0.0,0.0,2.0,0.0,1.0,0.0,7.74,0.0,N
0.29,3.0,1.0,0.0,7.0,2.0,2.0,4.0,27.15,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.75,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
0.03,1.0,0.0,0.0,36.0,0.0,1.0,0.0,96.51,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
0.21,5.0,0.0,0.0,8.0,0.0,3.0,0.0,30.59,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,N
0.28,9.0,0.0,0.0,18.0,8.0,5.0,16.0,6.16,0.0,N
0.33,1.0,1.0,0.0,3.0,0.0,1.0,0.0,12.0,0.0,N
0.1,5.0,0.0,0.0,39.0,0.0,4.0,0.0,101.3,0.0,N
0.25,1.0,0.0,0.0,1.0,0.0,1.0,0.0,16.21,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
0.5,1.0,1.0,0.0,2.0,0.0,1.0,0.0,7.35,0.0,N
0.25,1.0,1.0,0.0,4.0,0.0,1.0,0.0,18.82,0.0,N
0.01,18.0,1.0,0.0,67.0,8.0,1.0,16.0,31.0,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.8,0.0,N
0.21,7.0,0.0,0.0,18.0,6.0,4.0,12.0,19.65,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,N
0.33,1.0,1.0,0.0,1.0,0.0,1.0,0.0,15.0,0.0,N
0.5,3.0,1.0,0.0,4.0,2.0,2.0,4.0,11.52,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
0.16,5.0,0.0,0.0,19.0,4.0,3.0,8.0,20.96,0.0,N
1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,9.51,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,9.51,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.75,0.0,N
0.22,13.0,0.0,0.0,32.0,8.0,7.0,20.0,66.91,1.0,N
0.5,1.0,0.0,0.0,2.0,0.0,1.0,0.0,5.8,0.0,N
0.5,1.0,0.0,0.0,2.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.55,0.0,N
1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,11.86,0.0,N
0.2,3.0,0.0,3.0,10.0,2.0,2.0,4.0,17.28,0.0,N
0.29,3.0,1.0,2.0,6.0,2.0,2.0,4.0,8.36,0.0,N
0.5,1.0,0.0,0.0,2.0,0.0,1.0,0.0,7.74,0.0,N
0.5,3.0,1.0,0.0,4.0,2.0,2.0,4.0,10.88,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.86,0.0,N
0.25,3.0,1.0,0.0,8.0,2.0,2.0,6.0,23.46,0.0,N
0.33,1.0,0.0,0.0,3.0,0.0,1.0,0.0,11.23,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.8,0.0,N
0.5,5.0,1.0,0.0,6.0,0.0,3.0,0.0,7.47,1.0,N
0.5,1.0,1.0,0.0,2.0,0.0,1.0,0.0,13.5,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.75,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.75,0.0,N
0.4,3.0,1.0,0.0,5.0,2.0,2.0,4.0,15.36,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
0.5,1.0,1.0,0.0,2.0,0.0,1.0,0.0,7.74,0.0,N
0.25,11.0,0.0,0.0,21.0,10.0,6.0,20.0,52.64,0.0,N
0.05,1.0,0.0,0.0,19.0,0.0,1.0,0.0,123.14,0.0,N
0.26,11.0,0.0,0.0,22.0,8.0,6.0,18.0,29.78,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
0.25,3.0,0.0,1.0,4.0,2.0,2.0,4.0,8.76,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,N
0.5,1.0,0.0,0.0,2.0,0.0,1.0,0.0,5.8,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
0.16,10.0,0.0,2.0,21.0,4.0,7.0,8.0,28.4,0.0,Y
0.17,3.0,1.0,0.0,12.0,2.0,2.0,4.0,14.73,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,16.84,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.2,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
0.33,1.0,0.0,0.0,2.0,0.0,1.0,0.0,16.84,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.74,0.0,N
0.02,3.0,1.0,0.0,44.0,2.0,1.0,4.0,68.1,0.0,N
0.25,1.0,1.0,0.0,4.0,0.0,1.0,0.0,10.24,0.0,N
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.75,0.0,N
0.16,9.0,0.0,0.0,29.0,8.0,5.0,16.0,35.48,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.33,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,N
0.5,1.0,1.0,0.0,2.0,0.0,1.0,0.0,10.57,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.51,0.0,N
0.14,1.0,1.0,0.0,6.0,0.0,1.0,0.0,24.22,0.0,N
0.5,3.0,0.0,0.0,4.0,2.0,2.0,4.0,13.67,0.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.75,0.0,N
0.04,7.0,1.0,0.0,27.0,6.0,1.0,12.0,34.35,0.0,N
0.25,1.0,0.0,0.0,4.0,0.0,1.0,0.0,21.67,0.0,N
0.3,5.0,1.0,0.0,10.0,4.0,3.0,8.0,14.31,0.0,N
0.5,1.0,0.0,0.0,2.0,0.0,1.0,0.0,5.33,0.0,N
0.5,1.0,1.0,0.0,2.0,0.0,1.0,0.0,8.98,0.0,N
0.5,1.0,0.0,0.0,2.0,0.0,1.0,0.0,7.74,0.0,N
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,N
