@relation CustomCM1
@attribute CYCLOMATIC_DENSITY numeric
@attribute BRANCH_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute LOC_EXECUTABLE numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute NODE_COUNT numeric
@attribute Defective {Y,N}

@data
0.4,3.0,13.87,4.0,0.0,2.0,2.0,17.0,16.78,5.0,N
0.2,7.0,19.14,19.0,0.67,6.0,4.0,57.0,208.39,11.0,N
0.27,15.0,55.87,24.0,0.0,14.0,8.0,159.0,816.85,23.0,N
0.22,11.0,16.21,22.0,0.6,10.0,6.0,146.0,1983.14,20.0,N
0.04,3.0,107.8,51.0,0.0,2.0,2.0,384.0,3202.65,18.0,Y
0.28,13.0,43.02,25.0,0.83,12.0,7.0,125.0,655.65,29.0,N
0.26,9.0,36.97,18.0,1.0,4.0,5.0,106.0,484.61,14.0,N
0.14,7.0,27.15,26.0,0.0,6.0,4.0,108.0,551.64,15.0,N
0.07,5.0,51.66,43.0,0.0,4.0,3.0,394.0,5629.92,13.0,N
0.43,5.0,9.57,7.0,1.0,4.0,3.0,22.0,40.72,9.0,N
0.18,15.0,56.27,37.0,0.0,14.0,8.0,189.0,1250.38,26.0,N
0.06,3.0,56.88,33.0,0.0,2.0,2.0,175.0,858.51,15.0,N
0.21,11.0,30.47,28.0,0.0,10.0,6.0,95.0,453.23,22.0,N
0.17,7.0,20.71,20.0,0.0,6.0,4.0,116.0,902.22,13.0,N
0.14,3.0,40.92,12.0,0.0,2.0,2.0,57.0,95.13,10.0,N
0.13,7.0,56.95,24.0,0.0,6.0,4.0,111.0,390.59,15.0,Y
0.4,3.0,11.86,5.0,0.0,2.0,2.0,18.0,18.16,6.0,N
0.25,3.0,16.35,8.0,0.0,2.0,2.0,47.0,120.11,7.0,N
0.25,5.0,17.16,10.0,0.0,4.0,3.0,60.0,238.52,8.0,N
0.45,95.0,47.04,103.0,0.0,94.0,48.0,1007.0,34822.1,192.0,N
0.47,33.0,30.56,34.0,0.81,26.0,17.0,196.0,2334.49,53.0,N
0.25,11.0,32.36,20.0,0.0,10.0,6.0,179.0,1787.55,25.0,N
0.14,9.0,99.95,32.0,0.0,8.0,5.0,200.0,794.31,20.0,Y
0.58,27.0,99.64,22.0,0.0,26.0,14.0,407.0,3349.84,64.0,Y
0.22,7.0,31.03,18.0,1.0,6.0,4.0,42.0,68.11,11.0,N
0.13,15.0,75.27,54.0,0.43,12.0,8.0,274.0,2067.56,31.0,N
0.5,15.0,29.0,16.0,0.29,12.0,8.0,97.0,489.17,28.0,N
0.17,5.0,21.78,16.0,0.0,4.0,3.0,158.0,1701.77,13.0,Y
0.28,9.0,29.23,18.0,0.0,8.0,5.0,57.0,142.72,16.0,N
0.26,13.0,22.13,27.0,0.33,12.0,7.0,61.0,220.49,21.0,N
0.25,5.0,18.53,10.0,0.0,4.0,3.0,46.0,140.14,9.0,N
0.33,13.0,20.0,21.0,0.83,12.0,7.0,70.0,293.47,23.0,N
0.28,9.0,15.61,18.0,0.0,8.0,5.0,77.0,466.13,19.0,N
0.18,3.0,22.15,11.0,0.0,2.0,2.0,34.0,50.41,8.0,N
0.64,13.0,7.15,11.0,0.83,10.0,7.0,51.0,351.49,20.0,N
0.1,3.0,46.11,21.0,0.0,2.0,2.0,124.0,538.63,8.0,N
0.4,7.0,26.93,8.0,1.0,6.0,4.0,31.0,34.47,12.0,N
0.13,3.0,29.69,14.0,0.0,2.0,2.0,45.0,91.24,6.0,N
0.39,39.0,71.48,51.0,0.0,38.0,20.0,153.0,608.13,47.0,N
0.17,5.0,52.67,14.0,0.0,4.0,3.0,65.0,119.11,11.0,Y
0.67,3.0,11.23,3.0,0.0,2.0,2.0,37.0,122.25,6.0,N
0.15,5.0,32.45,19.0,0.0,4.0,3.0,91.0,348.01,20.0,N
0.2,7.0,46.83,16.0,0.0,6.0,4.0,125.0,545.75,20.0,N
0.07,7.0,98.29,59.0,0.0,4.0,4.0,357.0,2612.83,9.0,N
0.18,13.0,73.73,31.0,0.5,8.0,7.0,155.0,646.74,22.0,N
0.22,16.0,48.11,33.0,0.44,6.0,10.0,133.0,700.96,25.0,N
0.1,3.0,54.15,19.0,0.0,2.0,2.0,157.0,643.48,8.0,Y
0.27,5.0,18.35,11.0,0.0,4.0,3.0,36.0,70.8,9.0,N
0.44,7.0,10.4,9.0,0.67,6.0,4.0,45.0,208.64,12.0,N
0.27,15.0,31.29,25.0,0.29,12.0,8.0,132.0,1033.93,24.0,N
0.43,5.0,13.09,7.0,0.0,4.0,3.0,52.0,247.58,11.0,N
0.25,10.0,22.38,22.0,1.0,4.0,6.0,83.0,497.29,16.0,N
0.5,3.0,12.44,4.0,0.0,2.0,2.0,28.0,56.0,6.0,N
0.33,5.0,14.31,7.0,1.0,4.0,3.0,30.0,58.39,8.0,N
0.25,5.0,21.13,12.0,1.0,2.0,3.0,53.0,155.25,9.0,N
0.23,10.0,29.63,28.0,0.33,2.0,7.0,90.0,435.97,15.0,N
0.2,12.0,48.73,29.0,0.0,8.0,7.0,116.0,503.36,22.0,N
0.24,13.0,36.88,23.0,0.83,8.0,7.0,149.0,1086.82,17.0,N
0.22,9.0,22.35,23.0,1.0,8.0,5.0,76.0,358.89,14.0,N
0.17,49.0,135.53,142.0,0.75,48.0,25.0,729.0,10605.06,112.0,N
0.5,3.0,12.44,4.0,0.0,2.0,2.0,28.0,56.0,6.0,N
0.37,39.0,70.18,54.0,0.0,38.0,20.0,162.0,706.78,48.0,N
0.3,5.0,18.38,10.0,0.0,2.0,3.0,45.0,128.69,8.0,Y
0.25,3.0,22.46,6.0,0.0,2.0,2.0,43.0,101.06,7.0,N
0.4,3.0,13.87,4.0,0.0,2.0,2.0,17.0,16.78,5.0,N
0.4,3.0,10.75,5.0,0.0,2.0,2.0,12.0,9.56,5.0,N
0.21,15.0,59.63,38.0,0.57,10.0,8.0,252.0,2113.92,28.0,N
0.3,5.0,22.75,10.0,1.0,2.0,3.0,51.0,152.93,9.0,N
0.14,3.0,22.92,13.0,0.0,2.0,2.0,55.0,154.11,7.0,N
0.33,7.0,21.91,12.0,0.0,6.0,4.0,48.0,122.82,12.0,N
0.13,11.0,56.47,40.0,0.0,10.0,6.0,180.0,950.12,20.0,N
0.18,11.0,32.61,32.0,0.0,10.0,6.0,363.0,7500.67,26.0,N
0.29,3.0,10.34,7.0,0.0,2.0,2.0,22.0,37.69,6.0,N
0.13,7.0,45.05,23.0,0.67,4.0,4.0,130.0,657.05,18.0,N
0.52,21.0,35.91,21.0,0.2,18.0,11.0,172.0,1278.41,33.0,N
0.17,3.0,19.12,11.0,0.0,2.0,2.0,31.0,38.24,6.0,N
0.18,5.0,23.84,17.0,0.0,4.0,3.0,66.0,213.38,14.0,N
0.27,5.0,21.05,11.0,0.0,4.0,3.0,33.0,58.81,8.0,Y
0.1,3.0,47.51,20.0,0.0,2.0,2.0,227.0,1729.66,5.0,N
0.22,9.0,39.88,18.0,0.5,6.0,5.0,98.0,393.91,19.0,N
0.55,11.0,14.62,10.0,0.8,6.0,6.0,45.0,152.98,14.0,N
0.17,13.0,59.59,41.0,0.0,12.0,7.0,232.0,1721.83,24.0,N
0.29,3.0,16.82,7.0,0.0,2.0,2.0,33.0,64.9,6.0,N
0.12,3.0,27.97,17.0,0.0,2.0,2.0,139.0,827.56,9.0,N
0.38,5.0,24.59,8.0,0.0,4.0,3.0,57.0,176.75,13.0,N
0.6,5.0,13.29,5.0,0.0,4.0,3.0,35.0,78.14,10.0,N
0.28,21.0,35.52,38.0,0.2,18.0,11.0,186.0,1841.07,35.0,Y
0.17,3.0,26.25,12.0,0.0,2.0,2.0,83.0,272.36,7.0,N
0.16,8.0,53.33,36.0,0.0,2.0,6.0,142.0,756.21,15.0,N
0.36,7.0,25.88,11.0,0.0,2.0,4.0,59.0,165.07,10.0,Y
0.25,19.0,84.79,33.0,0.0,16.0,10.0,210.0,1107.08,36.0,N
0.14,3.0,31.97,14.0,0.0,2.0,2.0,70.0,212.87,6.0,N
0.21,13.0,38.0,37.0,0.57,6.0,8.0,137.0,917.18,27.0,N
0.17,9.0,42.06,31.0,0.4,4.0,6.0,157.0,1097.98,16.0,Y
0.18,3.0,34.56,9.0,0.0,2.0,2.0,31.0,30.72,8.0,N
0.25,5.0,24.82,12.0,0.0,4.0,3.0,42.0,85.14,11.0,N
0.5,3.0,11.82,4.0,0.0,2.0,2.0,26.0,50.84,5.0,N
0.5,3.0,12.44,4.0,0.0,2.0,2.0,28.0,56.0,6.0,N
0.16,9.0,32.53,30.0,0.0,8.0,5.0,88.0,347.94,20.0,N
0.29,3.0,11.76,7.0,0.0,2.0,2.0,35.0,83.9,7.0,N
0.27,5.0,32.98,10.0,0.0,2.0,3.0,48.0,70.03,11.0,N
0.13,3.0,25.68,16.0,0.0,2.0,2.0,70.0,222.88,5.0,N
0.19,11.0,27.15,26.0,0.8,10.0,6.0,116.0,790.18,21.0,N
0.26,11.0,18.18,23.0,0.8,8.0,6.0,96.0,650.84,21.0,N
0.38,5.0,16.74,8.0,0.0,4.0,3.0,41.0,117.25,9.0,N
0.31,9.0,25.24,16.0,0.0,8.0,5.0,79.0,296.26,16.0,N
0.29,3.0,8.4,7.0,0.0,2.0,2.0,17.0,22.87,6.0,N
0.07,5.0,99.6,46.0,0.0,4.0,3.0,276.0,1585.48,10.0,N
0.26,19.0,33.74,38.0,0.0,12.0,11.0,136.0,1008.77,25.0,N
0.29,3.0,21.76,6.0,0.0,2.0,2.0,30.0,33.31,5.0,N
0.22,3.0,19.24,9.0,0.0,2.0,2.0,43.0,120.69,6.0,N
0.18,3.0,50.38,10.0,0.0,2.0,2.0,98.0,249.94,10.0,N
0.09,5.0,47.6,31.0,0.0,4.0,3.0,117.0,481.91,12.0,N
0.17,3.0,15.43,12.0,0.0,2.0,2.0,37.0,85.72,6.0,N
0.17,3.0,19.16,12.0,0.0,2.0,2.0,29.0,40.75,8.0,N
0.1,11.0,182.36,58.0,0.0,10.0,6.0,159.0,295.08,30.0,N
0.23,24.0,44.9,80.0,0.0,6.0,19.0,294.0,4098.02,41.0,N
0.21,10.0,38.67,28.0,0.0,4.0,6.0,175.0,1443.54,19.0,N
0.33,5.0,13.27,9.0,0.0,4.0,3.0,33.0,93.3,8.0,N
0.38,11.0,42.25,14.0,1.0,4.0,6.0,91.0,312.52,12.0,Y
0.24,9.0,21.11,19.0,0.5,6.0,5.0,90.0,492.75,14.0,N
0.08,5.0,85.25,36.0,0.0,4.0,3.0,190.0,800.4,21.0,N
0.5,7.0,10.8,8.0,0.67,4.0,4.0,27.0,60.0,10.0,N
0.33,3.0,6.0,6.0,0.0,2.0,2.0,12.0,12.0,6.0,N
0.22,7.0,48.72,17.0,0.0,6.0,4.0,313.0,3484.53,14.0,N
0.19,64.0,144.78,166.0,0.62,36.0,35.0,666.0,9147.29,87.0,N
0.17,3.0,29.04,12.0,0.0,2.0,2.0,59.0,128.47,7.0,N
0.29,3.0,18.2,6.0,0.0,2.0,2.0,30.0,47.78,6.0,N
0.4,3.0,11.2,5.0,0.0,2.0,2.0,21.0,35.0,8.0,N
0.18,5.0,21.5,17.0,0.0,4.0,3.0,35.0,61.07,11.0,N
0.09,5.0,37.82,26.0,0.0,4.0,3.0,123.0,646.25,19.0,N
0.4,7.0,8.55,10.0,0.0,6.0,4.0,48.0,260.2,14.0,N
0.27,33.0,95.6,57.0,0.5,26.0,17.0,313.0,2363.46,54.0,Y
0.13,5.0,52.14,24.0,0.0,4.0,3.0,122.0,455.2,13.0,N
0.2,3.0,20.51,10.0,0.0,2.0,2.0,24.0,23.81,8.0,N
0.21,5.0,22.19,14.0,0.0,4.0,3.0,43.0,97.31,11.0,N
0.43,33.0,51.63,34.0,0.38,24.0,17.0,214.0,1923.72,49.0,N
0.21,11.0,43.34,23.0,0.6,8.0,6.0,115.0,517.16,19.0,Y
0.13,5.0,20.45,17.0,0.0,4.0,3.0,66.0,261.39,10.0,N
0.27,9.0,27.21,22.0,0.0,4.0,6.0,101.0,628.21,14.0,N
0.44,53.0,88.96,62.0,0.69,48.0,27.0,450.0,5381.94,99.0,N
0.38,5.0,17.84,8.0,0.0,4.0,3.0,48.0,142.7,14.0,N
0.25,5.0,23.16,10.0,1.0,2.0,3.0,53.0,155.7,9.0,N
0.2,5.0,28.04,15.0,0.0,2.0,3.0,59.0,166.04,12.0,N
0.06,5.0,47.82,49.0,0.0,4.0,3.0,457.0,8036.06,13.0,N
0.2,9.0,29.73,21.0,0.5,8.0,5.0,76.0,274.64,17.0,N
0.3,5.0,9.26,10.0,1.0,4.0,3.0,28.0,75.29,8.0,N
0.44,7.0,17.8,9.0,1.0,2.0,4.0,49.0,149.05,8.0,N
0.25,5.0,18.28,12.0,1.0,2.0,3.0,41.0,101.58,8.0,N
0.27,5.0,14.12,11.0,1.0,2.0,3.0,34.0,93.04,7.0,N
0.18,9.0,41.51,25.0,0.5,8.0,5.0,90.0,315.24,25.0,N
0.2,3.0,29.95,10.0,0.0,2.0,2.0,23.0,14.98,8.0,N
0.23,11.0,41.87,23.0,0.0,10.0,6.0,110.0,466.83,22.0,N
0.3,11.0,34.83,19.0,0.0,10.0,6.0,89.0,327.01,23.0,N
0.47,91.0,99.09,96.0,0.46,66.0,47.0,679.0,13287.55,140.0,N
0.19,7.0,34.66,21.0,0.0,6.0,4.0,97.0,390.35,22.0,N
0.25,3.0,24.81,7.0,0.0,2.0,2.0,46.0,99.6,7.0,N
0.44,15.0,26.46,18.0,0.57,10.0,8.0,104.0,676.81,23.0,N
0.25,3.0,23.66,8.0,0.0,2.0,2.0,42.0,82.38,8.0,N
0.23,5.0,9.76,12.0,0.0,4.0,3.0,60.0,395.31,12.0,N
0.5,3.0,12.44,4.0,0.0,2.0,2.0,24.0,41.14,6.0,N
0.19,15.0,60.44,42.0,0.57,6.0,8.0,191.0,1300.92,38.0,N
0.16,9.0,64.9,31.0,0.0,8.0,5.0,509.0,8218.62,22.0,N
0.2,3.0,33.71,6.0,0.0,2.0,2.0,89.0,326.33,7.0,N
0.31,25.0,57.83,45.0,0.38,18.0,14.0,243.0,2254.37,43.0,N
0.14,57.0,233.67,209.0,0.0,56.0,29.0,1182.0,18319.26,84.0,N
0.28,9.0,35.29,17.0,0.0,8.0,5.0,156.0,1099.51,19.0,N
0.28,15.0,25.81,29.0,0.71,14.0,8.0,143.0,1296.2,26.0,N
0.29,21.0,78.46,30.0,0.9,8.0,11.0,165.0,683.44,25.0,Y
0.1,5.0,87.22,31.0,0.0,4.0,3.0,252.0,1467.05,21.0,N
0.38,9.0,39.26,13.0,0.0,8.0,5.0,54.0,99.36,18.0,N
0.18,3.0,21.78,11.0,0.0,2.0,2.0,30.0,41.42,6.0,N
0.18,9.0,21.3,28.0,0.5,6.0,5.0,89.0,560.61,16.0,N
0.4,3.0,19.1,5.0,0.0,2.0,2.0,27.0,35.42,5.0,N
0.15,5.0,37.06,17.0,0.0,4.0,3.0,150.0,1052.0,11.0,N
0.23,5.0,29.8,13.0,1.0,4.0,3.0,38.0,55.09,13.0,N
0.3,17.0,67.59,27.0,0.25,14.0,9.0,131.0,467.15,31.0,Y
0.2,5.0,27.86,13.0,1.0,4.0,3.0,75.0,304.43,9.0,Y
0.16,7.0,20.43,25.0,0.0,6.0,4.0,102.0,653.8,16.0,N
0.19,9.0,33.97,25.0,0.75,6.0,5.0,140.0,955.4,17.0,N
0.43,5.0,7.53,7.0,0.0,4.0,3.0,21.0,41.82,8.0,N
0.26,17.0,31.44,36.0,0.22,8.0,10.0,107.0,650.91,23.0,N
0.52,33.0,90.42,33.0,0.56,30.0,17.0,199.0,848.95,62.0,N
0.38,5.0,12.89,6.0,0.0,4.0,3.0,34.0,86.64,8.0,N
0.45,9.0,16.12,11.0,0.0,8.0,5.0,51.0,183.28,15.0,N
0.07,5.0,99.6,46.0,0.0,4.0,3.0,276.0,1585.48,10.0,N
0.3,11.0,29.43,23.0,0.5,6.0,7.0,102.0,563.72,20.0,N
0.14,7.0,50.97,24.0,0.0,6.0,4.0,99.0,318.39,15.0,Y
0.19,5.0,31.7,14.0,0.0,4.0,3.0,67.0,193.11,10.0,N
0.25,13.0,20.57,26.0,0.33,10.0,7.0,135.0,1355.71,21.0,N
0.45,9.0,15.17,11.0,0.5,8.0,5.0,77.0,479.84,18.0,N
0.13,3.0,16.95,15.0,0.0,2.0,2.0,57.0,256.39,7.0,N
0.33,19.0,43.84,30.0,0.44,18.0,10.0,171.0,1260.63,39.0,N
0.33,5.0,23.64,9.0,0.0,4.0,3.0,48.0,113.8,7.0,N
0.16,9.0,51.73,29.0,0.0,8.0,5.0,120.0,482.34,19.0,N
0.06,5.0,173.7,51.0,1.0,2.0,3.0,256.0,851.89,15.0,Y
0.47,17.0,76.91,2.0,0.0,16.0,9.0,222.0,1073.76,26.0,Y
0.35,17.0,33.47,21.0,0.0,14.0,9.0,146.0,1127.08,23.0,Y
0.5,3.0,7.91,4.0,0.0,2.0,2.0,14.0,16.48,6.0,N
0.15,59.0,239.03,206.0,0.0,58.0,30.0,1172.0,17404.85,82.0,N
0.5,3.0,12.44,4.0,0.0,2.0,2.0,24.0,41.14,6.0,N
0.07,17.0,154.38,137.0,0.0,16.0,9.0,832.0,12166.55,37.0,N
0.2,7.0,40.48,16.0,0.67,4.0,4.0,85.0,284.62,12.0,Y
0.38,11.0,19.33,16.0,0.0,10.0,6.0,74.0,303.69,20.0,N
0.46,20.0,20.28,24.0,1.0,12.0,11.0,144.0,1713.46,29.0,N
0.33,11.0,34.93,18.0,0.6,8.0,6.0,86.0,314.37,22.0,N
0.44,23.0,50.37,23.0,0.27,18.0,12.0,155.0,909.28,32.0,Y
0.33,3.0,21.28,6.0,0.0,2.0,2.0,70.0,275.82,6.0,N
0.2,3.0,21.15,9.0,0.0,2.0,2.0,25.0,23.8,8.0,N
0.47,11.0,16.16,17.0,0.0,4.0,8.0,66.0,330.91,16.0,N
0.15,21.0,84.72,69.0,0.4,16.0,11.0,329.0,3020.65,31.0,N
0.33,5.0,24.0,9.0,0.0,4.0,3.0,28.0,29.04,10.0,N
0.33,3.0,11.99,6.0,0.0,2.0,2.0,21.0,29.61,7.0,N
0.33,3.0,17.47,6.0,0.0,2.0,2.0,23.0,25.67,8.0,N
0.3,11.0,25.18,18.0,0.8,6.0,6.0,87.0,453.22,15.0,N
0.29,13.0,24.63,20.0,0.67,6.0,7.0,85.0,414.76,14.0,N
0.18,23.0,80.39,64.0,0.91,16.0,12.0,183.0,869.46,31.0,Y
0.19,25.0,76.65,68.0,0.5,20.0,13.0,284.0,2349.83,45.0,N
0.3,5.0,13.12,10.0,0.0,4.0,3.0,31.0,85.54,8.0,N
0.33,3.0,7.57,6.0,0.0,2.0,2.0,19.0,34.06,6.0,N
0.36,7.0,24.61,11.0,0.67,4.0,4.0,62.0,220.77,12.0,N
0.43,5.0,14.73,7.0,0.0,4.0,3.0,31.0,65.39,9.0,N
0.38,5.0,9.42,8.0,0.0,4.0,3.0,41.0,151.28,9.0,N
0.4,3.0,11.91,5.0,0.0,2.0,2.0,16.0,18.23,5.0,N
0.3,17.0,44.42,30.0,0.75,14.0,9.0,83.0,219.23,24.0,N
0.27,5.0,12.86,10.0,0.0,4.0,3.0,42.0,155.98,10.0,N
0.5,13.0,29.59,14.0,0.0,10.0,7.0,82.0,347.74,19.0,N
0.33,61.0,104.29,95.0,0.8,54.0,31.0,548.0,7888.93,101.0,N
0.39,13.0,42.41,16.0,0.0,10.0,7.0,124.0,562.71,17.0,N
0.24,15.0,56.82,34.0,0.0,14.0,8.0,115.0,398.97,34.0,N
0.19,11.0,67.71,27.0,0.0,10.0,6.0,178.0,765.49,27.0,N
0.25,3.0,9.86,7.0,0.0,2.0,2.0,19.0,24.34,6.0,N
0.5,7.0,14.4,8.0,0.67,6.0,4.0,36.0,80.0,12.0,N
0.22,3.0,14.1,8.0,0.0,2.0,2.0,34.0,72.86,6.0,N
0.29,15.0,54.45,22.0,0.0,12.0,8.0,195.0,1210.08,28.0,N
0.54,13.0,10.33,13.0,1.0,8.0,7.0,50.0,259.26,16.0,N
0.25,3.0,14.6,8.0,0.0,2.0,2.0,36.0,108.96,7.0,N
0.25,3.0,18.53,8.0,0.0,2.0,2.0,40.0,83.4,7.0,N
0.26,19.0,33.74,38.0,0.0,12.0,11.0,136.0,1008.77,25.0,N
0.17,33.0,99.14,93.0,1.0,26.0,17.0,395.0,3629.63,67.0,N
0.27,11.0,36.66,18.0,1.0,6.0,6.0,94.0,368.73,14.0,Y
0.25,7.0,25.4,16.0,0.0,6.0,4.0,65.0,231.0,12.0,N
0.26,71.0,79.48,99.0,0.0,70.0,36.0,1056.0,35567.99,147.0,N
0.2,3.0,20.54,10.0,0.0,2.0,2.0,36.0,67.64,6.0,N
0.31,85.0,170.88,136.0,0.4,84.0,43.0,920.0,15141.69,191.0,N
0.33,3.0,21.31,6.0,0.0,2.0,2.0,23.0,23.98,8.0,N
0.45,9.0,8.42,11.0,1.0,8.0,5.0,42.0,194.56,15.0,N
0.14,7.0,32.27,25.0,0.0,6.0,4.0,148.0,1150.54,17.0,N
0.24,13.0,28.86,29.0,0.33,12.0,7.0,122.0,703.28,25.0,N
0.23,13.0,46.55,24.0,0.33,10.0,7.0,157.0,1026.46,24.0,N
0.18,11.0,65.18,25.0,0.0,10.0,6.0,111.0,351.03,22.0,N
0.21,11.0,42.97,29.0,0.0,10.0,6.0,161.0,1067.43,25.0,N
0.33,11.0,23.33,17.0,0.0,10.0,6.0,130.0,1124.18,17.0,N
0.43,5.0,12.16,7.0,1.0,2.0,3.0,19.0,21.19,8.0,N
0.29,3.0,17.97,7.0,0.0,2.0,2.0,17.0,12.23,7.0,N
0.36,7.0,13.39,11.0,0.67,6.0,4.0,41.0,150.44,12.0,N
0.27,11.0,33.56,22.0,0.0,10.0,6.0,80.0,269.59,22.0,N
0.14,5.0,50.16,16.0,0.0,4.0,3.0,247.0,2085.02,18.0,N
0.2,3.0,33.92,9.0,0.0,2.0,2.0,62.0,165.63,10.0,N
0.23,5.0,16.82,13.0,0.0,4.0,3.0,44.0,115.38,11.0,N
0.29,7.0,28.06,13.0,1.0,4.0,4.0,61.0,173.89,9.0,N
0.47,17.0,26.08,19.0,1.0,14.0,9.0,125.0,968.0,29.0,N
0.46,31.0,33.74,28.0,0.67,26.0,16.0,198.0,2324.14,54.0,N
0.17,5.0,42.71,17.0,0.0,4.0,3.0,114.0,503.83,13.0,N
0.33,3.0,14.8,6.0,0.0,2.0,2.0,28.0,60.2,5.0,N
0.15,3.0,22.46,13.0,0.0,2.0,2.0,68.0,280.74,10.0,N
0.33,3.0,11.53,6.0,0.0,2.0,2.0,30.0,81.04,7.0,N
0.16,9.0,68.9,24.0,0.0,8.0,5.0,118.0,364.84,21.0,N
0.15,15.0,77.75,43.0,0.0,6.0,8.0,260.0,1885.54,29.0,N
0.15,8.0,55.83,39.0,0.0,2.0,6.0,186.0,1096.59,13.0,N
0.29,43.0,98.77,73.0,0.52,40.0,22.0,442.0,5205.42,98.0,N
0.23,48.0,111.77,116.0,0.46,40.0,27.0,485.0,5023.14,68.0,N
0.67,3.0,10.28,3.0,0.0,2.0,2.0,13.0,10.93,5.0,N
0.25,7.0,31.34,14.0,0.0,4.0,4.0,66.0,185.92,13.0,N
0.33,3.0,16.12,5.0,0.0,2.0,2.0,29.0,50.39,5.0,N
0.22,3.0,15.57,9.0,0.0,2.0,2.0,28.0,48.65,7.0,N
0.18,9.0,41.8,28.0,0.0,8.0,5.0,134.0,719.85,18.0,N
0.25,5.0,10.7,12.0,1.0,4.0,3.0,36.0,112.41,8.0,N
0.21,13.0,48.23,33.0,0.0,12.0,7.0,176.0,1181.67,25.0,N
0.21,9.0,52.95,20.0,0.5,6.0,5.0,86.0,231.28,16.0,Y
0.54,69.0,70.75,65.0,0.53,62.0,35.0,526.0,9631.1,108.0,N
0.13,1.0,13.96,8.0,0.0,2.0,1.0,22.0,27.92,2.0,N
0.17,5.0,26.88,18.0,0.0,4.0,3.0,63.0,189.57,11.0,N
0.2,9.0,25.18,20.0,0.0,8.0,5.0,99.0,559.62,19.0,N
0.31,7.0,29.06,10.0,0.0,6.0,4.0,42.0,69.01,12.0,N
0.31,7.0,15.39,13.0,0.67,6.0,4.0,61.0,347.69,13.0,N
0.13,3.0,57.32,16.0,0.0,2.0,2.0,113.0,330.8,7.0,N
0.11,3.0,30.71,18.0,0.0,2.0,2.0,84.0,282.03,5.0,N
0.07,5.0,99.6,46.0,0.0,4.0,3.0,276.0,1585.48,10.0,N
0.41,12.0,30.54,14.0,0.67,6.0,7.0,67.0,221.61,14.0,N
0.08,5.0,49.13,36.0,0.0,4.0,3.0,185.0,1065.8,18.0,N
0.28,19.0,54.39,36.0,0.0,14.0,10.0,160.0,841.32,45.0,N
0.17,7.0,42.56,19.0,0.67,4.0,4.0,114.0,493.3,10.0,N
0.27,5.0,21.05,11.0,0.0,4.0,3.0,33.0,58.81,8.0,Y
0.01,7.0,1535.48,397.0,0.0,6.0,4.0,1916.0,10451.01,17.0,N
0.39,31.0,42.81,41.0,0.73,26.0,16.0,218.0,2236.75,49.0,N
0.15,3.0,30.83,12.0,0.0,2.0,2.0,111.0,513.09,6.0,N
0.22,3.0,10.53,9.0,0.0,2.0,2.0,34.0,101.91,5.0,N
0.21,5.0,20.84,14.0,0.0,4.0,3.0,50.0,140.1,9.0,N
0.05,3.0,100.54,42.0,0.0,2.0,2.0,471.0,4542.68,53.0,N
0.4,3.0,12.24,5.0,0.0,2.0,2.0,30.0,59.23,5.0,N
0.3,5.0,20.0,10.0,0.0,4.0,3.0,30.0,40.0,8.0,N
0.29,17.0,27.36,31.0,0.25,10.0,9.0,154.0,1307.01,23.0,N
0.33,5.0,17.03,9.0,0.0,2.0,3.0,52.0,185.44,9.0,N
0.22,15.0,23.86,34.0,0.0,14.0,8.0,201.0,2804.33,30.0,N
0.44,15.0,25.26,18.0,0.29,12.0,8.0,131.0,1068.81,25.0,N
0.31,33.0,56.67,49.0,1.0,20.0,17.0,173.0,962.62,34.0,N
0.2,13.0,42.89,33.0,0.33,10.0,7.0,160.0,1098.32,26.0,N
0.5,3.0,11.42,4.0,0.0,2.0,2.0,20.0,28.2,6.0,N
0.22,11.0,33.95,32.0,0.29,2.0,8.0,88.0,377.73,16.0,N
0.37,13.0,32.59,19.0,0.0,12.0,7.0,91.0,311.89,27.0,N
0.22,3.0,15.92,9.0,0.0,2.0,2.0,27.0,44.23,6.0,N
0.16,50.0,106.48,122.0,0.0,44.0,27.0,863.0,20780.18,96.0,Y
0.19,11.0,25.75,27.0,0.8,10.0,6.0,116.0,822.31,21.0,N
0.4,3.0,28.99,5.0,0.0,2.0,2.0,36.0,49.4,7.0,N
0.55,11.0,8.91,11.0,0.8,6.0,6.0,47.0,248.46,15.0,N
0.24,32.0,43.01,75.0,0.22,24.0,19.0,471.0,12134.55,57.0,N
0.35,15.0,24.73,18.0,0.0,12.0,8.0,124.0,1077.28,21.0,N
0.33,7.0,23.9,11.0,0.0,6.0,4.0,91.0,514.48,12.0,Y
0.19,9.0,24.93,24.0,0.0,8.0,5.0,100.0,567.08,17.0,N
0.29,11.0,28.9,19.0,0.8,4.0,6.0,62.0,188.06,16.0,N
0.38,37.0,48.52,46.0,0.56,36.0,19.0,294.0,3536.07,71.0,N
0.15,3.0,13.69,8.0,0.0,2.0,2.0,51.0,209.88,7.0,N
0.56,9.0,13.09,7.0,0.75,6.0,5.0,54.0,253.32,11.0,N
