@relation CustomCM1
@attribute CYCLOMATIC_DENSITY numeric
@attribute BRANCH_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute LOC_EXECUTABLE numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute NODE_COUNT numeric
@attribute Defective {Y,N}

@data
0.14,3.0,18.81,14.0,0.0,2.0,2.0,73.0,303.72,7.0,N
0.33,1.0,11.62,2.0,0.0,0.0,1.0,11.0,5.81,3.0,Y
0.26,11.0,25.52,6.0,0.0,8.0,6.0,69.0,239.57,15.0,Y
0.16,4.0,22.82,18.0,0.0,0.0,3.0,63.0,218.43,9.0,N
0.07,5.0,29.0,40.0,0.0,4.0,3.0,174.0,1311.41,13.0,Y
0.17,1.0,19.93,6.0,0.0,0.0,1.0,18.0,9.97,5.0,N
0.18,15.0,33.18,36.0,0.0,14.0,8.0,161.0,1212.6,26.0,N
0.11,1.0,28.28,9.0,0.0,0.0,1.0,38.0,43.3,4.0,N
0.27,23.0,31.07,39.0,0.45,18.0,12.0,205.0,2127.97,38.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,N
0.21,33.0,39.18,58.0,0.81,22.0,17.0,320.0,4939.69,51.0,N
0.4,55.0,49.42,84.0,0.48,0.0,34.0,445.0,9652.62,89.0,N
0.45,9.0,8.96,11.0,1.0,0.0,5.0,39.0,143.9,15.0,N
0.13,3.0,23.33,15.0,0.0,2.0,2.0,35.0,46.67,6.0,Y
0.21,5.0,18.43,13.0,0.0,4.0,3.0,62.0,230.4,10.0,N
0.23,13.0,13.72,25.0,0.67,12.0,7.0,110.0,1225.0,24.0,N
0.11,1.0,13.9,9.0,0.0,0.0,1.0,34.0,77.21,2.0,N
0.23,5.0,18.07,13.0,0.0,0.0,3.0,43.0,109.65,10.0,N
0.1,1.0,19.62,10.0,0.0,0.0,1.0,41.0,76.14,3.0,N
0.12,5.0,50.5,21.0,0.0,4.0,3.0,99.0,254.47,16.0,N
0.17,1.0,25.71,6.0,0.0,0.0,1.0,30.0,31.11,4.0,N
0.22,25.0,68.34,60.0,0.0,0.0,13.0,372.0,3583.43,73.0,N
0.17,15.0,34.95,44.0,0.29,12.0,8.0,238.0,2651.53,31.0,N
0.13,3.0,12.49,15.0,0.0,2.0,2.0,100.0,571.6,7.0,N
0.29,3.0,9.34,6.0,0.0,2.0,2.0,18.0,23.06,6.0,N
0.25,3.0,17.09,8.0,0.0,2.0,2.0,20.0,19.84,5.0,N
0.3,5.0,33.36,10.0,0.0,4.0,3.0,28.0,22.7,10.0,N
0.5,1.0,5.33,2.0,0.0,0.0,1.0,4.0,0.67,3.0,N
0.11,5.0,22.15,24.0,0.0,0.0,3.0,93.0,490.46,17.0,N
0.48,35.0,35.98,46.0,0.0,24.0,22.0,252.0,3365.04,43.0,N
0.12,3.0,21.41,17.0,0.0,2.0,2.0,56.0,146.84,9.0,N
0.18,49.0,81.59,139.0,0.75,0.0,25.0,706.0,13942.04,112.0,N
0.5,1.0,7.75,2.0,0.0,0.0,1.0,6.0,1.72,3.0,N
0.21,11.0,22.29,25.0,0.0,10.0,6.0,181.0,1716.34,19.0,N
0.28,9.0,15.62,16.0,0.5,0.0,5.0,88.0,579.06,14.0,N
0.07,1.0,29.54,15.0,0.0,0.0,1.0,68.0,151.23,2.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,N
0.18,9.0,41.03,22.0,0.0,8.0,5.0,102.0,370.59,19.0,Y
0.17,1.0,8.72,6.0,0.0,0.0,1.0,11.0,7.75,4.0,N
0.22,3.0,18.21,9.0,0.0,2.0,2.0,50.0,137.66,6.0,N
0.17,35.0,40.65,79.0,0.53,30.0,18.0,399.0,7713.97,62.0,N
0.29,3.0,9.86,7.0,0.0,2.0,2.0,19.0,24.34,6.0,N
0.25,1.0,11.23,4.0,0.0,0.0,1.0,8.0,2.5,3.0,N
0.07,3.0,45.76,28.0,0.0,2.0,2.0,206.0,1333.59,6.0,N
0.4,3.0,11.52,5.0,0.0,0.0,2.0,18.0,20.08,7.0,N
0.29,3.0,15.92,7.0,0.0,0.0,2.0,24.0,34.95,7.0,N
0.5,3.0,8.65,4.0,0.0,2.0,2.0,20.0,30.75,5.0,N
0.29,24.0,60.7,74.0,0.0,0.0,22.0,209.0,1597.72,29.0,N
0.5,5.0,18.13,6.0,0.0,4.0,3.0,34.0,56.67,10.0,N
0.29,3.0,17.79,7.0,0.0,0.0,2.0,24.0,31.27,5.0,N
0.45,25.0,42.71,28.0,0.0,0.0,13.0,194.0,1106.94,50.0,N
0.17,1.0,16.78,2.0,0.0,0.0,1.0,27.0,36.84,4.0,N
0.33,3.0,10.88,5.0,0.0,2.0,2.0,17.0,18.96,6.0,N
0.06,1.0,21.63,17.0,0.0,0.0,1.0,83.0,307.65,3.0,N
0.08,1.0,7.87,12.0,0.0,0.0,1.0,67.0,211.68,2.0,N
1.0,3.0,5.33,2.0,0.0,0.0,2.0,4.0,0.67,7.0,N
0.13,1.0,12.15,8.0,0.0,0.0,1.0,47.0,188.62,3.0,N
0.07,1.0,33.1,15.0,0.0,0.0,1.0,68.0,140.05,2.0,N
0.33,11.0,26.43,18.0,0.0,10.0,6.0,102.0,447.42,24.0,N
0.11,15.0,134.45,73.0,0.0,14.0,8.0,182.0,457.48,35.0,N
0.18,5.0,27.73,8.0,0.0,4.0,3.0,118.0,570.85,11.0,Y
0.2,1.0,17.22,5.0,0.0,0.0,1.0,19.0,15.95,3.0,N
0.21,7.0,10.95,18.0,0.0,6.0,4.0,40.0,151.61,12.0,Y
0.29,3.0,12.33,7.0,0.0,2.0,2.0,24.0,35.52,6.0,N
0.5,5.0,18.13,6.0,0.0,0.0,3.0,34.0,56.67,10.0,N
0.16,7.0,32.68,25.0,0.0,0.0,4.0,177.0,1423.45,12.0,N
0.06,3.0,53.71,31.0,0.0,2.0,2.0,112.0,372.44,15.0,Y
0.47,29.0,32.32,25.0,0.57,0.0,15.0,184.0,1962.84,50.0,N
0.23,9.0,25.65,17.0,0.75,8.0,5.0,94.0,541.95,16.0,N
0.21,13.0,34.99,37.0,0.57,0.0,8.0,133.0,866.45,27.0,N
0.67,7.0,10.69,6.0,1.0,0.0,4.0,26.0,48.11,12.0,N
0.12,9.0,34.17,37.0,0.0,8.0,5.0,133.0,803.38,19.0,N
0.2,3.0,13.65,8.0,0.0,2.0,2.0,36.0,91.74,7.0,N
0.05,1.0,98.33,21.0,0.0,0.0,1.0,141.0,253.95,22.0,N
0.07,1.0,41.04,14.0,0.0,0.0,1.0,62.0,93.89,11.0,N
0.1,1.0,14.99,10.0,0.0,0.0,1.0,21.0,23.69,3.0,N
0.1,1.0,17.14,10.0,0.0,0.0,1.0,25.0,32.4,3.0,N
0.2,1.0,10.76,3.0,0.0,0.0,1.0,17.0,16.47,4.0,N
0.1,1.0,34.26,10.0,0.0,0.0,1.0,32.0,27.75,7.0,N
0.33,3.0,9.25,6.0,0.0,2.0,2.0,20.0,32.89,6.0,N
0.22,15.0,29.49,36.0,0.0,14.0,8.0,164.0,1454.41,25.0,N
0.33,3.0,11.62,6.0,0.0,2.0,2.0,11.0,5.81,5.0,N
0.29,3.0,12.33,7.0,0.0,2.0,2.0,24.0,35.52,6.0,N
0.4,3.0,6.77,5.0,0.0,0.0,2.0,17.0,30.47,5.0,N
0.43,5.0,20.26,7.0,0.0,0.0,3.0,42.0,84.09,10.0,N
0.1,1.0,31.98,10.0,0.0,0.0,1.0,37.0,44.42,5.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,N
0.19,13.0,13.97,33.0,0.0,8.0,7.0,135.0,1674.56,17.0,Y
0.4,3.0,8.81,5.0,0.0,2.0,2.0,25.0,57.11,6.0,N
0.13,5.0,28.18,23.0,0.0,4.0,3.0,140.0,745.36,12.0,N
0.3,5.0,16.55,8.0,1.0,2.0,3.0,37.0,94.02,7.0,N
0.11,3.0,27.2,18.0,0.0,2.0,2.0,61.0,151.13,7.0,N
0.23,15.0,27.83,35.0,0.5,6.0,9.0,133.0,986.61,24.0,N
0.17,27.0,42.52,72.0,0.54,18.0,14.0,451.0,9197.32,43.0,N
0.36,7.0,18.18,11.0,0.0,0.0,4.0,53.0,143.42,14.0,N
0.18,43.0,54.01,101.0,0.62,26.0,22.0,416.0,6211.42,53.0,N
0.26,11.0,21.82,23.0,1.0,0.0,6.0,115.0,826.34,19.0,N
0.09,1.0,34.52,11.0,0.0,0.0,1.0,73.0,184.97,4.0,N
0.4,7.0,20.28,10.0,0.67,0.0,4.0,68.0,298.99,11.0,N
0.3,5.0,19.9,10.0,0.0,4.0,3.0,42.0,85.62,11.0,N
0.17,5.0,27.93,18.0,0.0,4.0,3.0,120.0,647.57,12.0,N
0.39,13.0,31.61,18.0,1.0,0.0,7.0,118.0,611.85,25.0,N
0.17,13.0,22.53,39.0,0.0,12.0,7.0,122.0,1010.59,23.0,Y
0.5,5.0,18.13,6.0,0.0,0.0,3.0,34.0,56.67,10.0,N
0.11,1.0,25.65,6.0,0.0,0.0,1.0,23.0,14.72,6.0,N
0.13,3.0,60.71,15.0,0.0,0.0,2.0,88.0,200.71,8.0,N
0.31,85.0,102.58,136.0,0.4,0.0,43.0,881.0,19552.82,191.0,N
0.44,7.0,17.43,9.0,1.0,0.0,4.0,48.0,146.01,8.0,N
0.1,1.0,16.71,10.0,0.0,0.0,1.0,163.0,1057.29,2.0,N
0.42,9.0,17.51,12.0,0.0,0.0,5.0,62.0,195.19,18.0,N
0.06,5.0,95.83,43.0,0.0,4.0,3.0,222.0,963.59,8.0,N
0.15,3.0,15.26,13.0,0.0,0.0,2.0,48.0,161.78,9.0,N
0.22,9.0,19.11,23.0,0.5,0.0,5.0,88.0,582.83,16.0,N
0.25,1.0,7.74,4.0,0.0,0.0,1.0,5.0,0.97,2.0,N
0.18,3.0,23.19,7.0,0.0,2.0,2.0,48.0,106.48,6.0,N
0.5,1.0,9.83,2.0,0.0,0.0,1.0,7.0,2.18,2.0,N
0.38,5.0,11.15,6.0,0.0,4.0,3.0,33.0,104.68,9.0,Y
0.14,5.0,39.64,18.0,0.0,4.0,3.0,85.0,266.44,19.0,Y
0.5,3.0,16.07,4.0,0.0,2.0,2.0,19.0,18.08,6.0,N
0.14,15.0,28.48,41.0,0.0,14.0,8.0,205.0,2257.9,27.0,Y
0.5,1.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,2.0,N
0.21,5.0,26.68,14.0,0.0,2.0,3.0,58.0,165.34,12.0,N
0.1,1.0,21.06,10.0,0.0,0.0,1.0,44.0,81.71,3.0,N
0.28,9.0,21.77,17.0,1.0,4.0,5.0,91.0,498.75,14.0,N
0.25,5.0,26.42,12.0,0.0,4.0,3.0,39.0,67.25,11.0,N
0.33,7.0,14.9,12.0,0.0,0.0,4.0,41.0,113.09,13.0,N
0.7,13.0,13.5,9.0,0.0,12.0,7.0,64.0,216.69,26.0,N
0.15,9.0,27.03,28.0,0.75,6.0,5.0,101.0,474.09,15.0,Y
0.1,3.0,28.0,21.0,0.0,2.0,2.0,97.0,449.53,7.0,N
0.27,9.0,16.82,22.0,0.0,0.0,6.0,95.0,796.53,14.0,N
0.33,3.0,14.04,6.0,0.0,2.0,2.0,10.0,3.12,6.0,N
0.4,3.0,9.87,5.0,0.0,2.0,2.0,15.0,17.35,5.0,N
0.21,33.0,22.65,84.0,0.0,0.0,21.0,430.0,13677.0,53.0,N
0.1,1.0,33.33,7.0,0.0,0.0,1.0,45.0,54.0,9.0,Y
0.09,5.0,17.32,32.0,0.0,4.0,3.0,273.0,5154.33,10.0,Y
0.08,3.0,33.15,26.0,0.0,2.0,2.0,134.0,664.85,7.0,N
0.33,1.0,12.06,2.0,0.0,0.0,1.0,7.0,1.51,5.0,N
0.25,1.0,16.5,4.0,0.0,0.0,1.0,11.0,3.67,4.0,N
0.45,9.0,17.34,11.0,0.75,6.0,5.0,45.0,136.4,15.0,N
0.41,13.0,25.42,17.0,0.83,0.0,7.0,101.0,547.28,27.0,N
0.22,25.0,36.37,39.0,0.67,14.0,13.0,266.0,3477.28,34.0,Y
0.36,7.0,24.22,11.0,0.67,0.0,4.0,61.0,217.21,12.0,N
0.21,5.0,14.31,13.0,0.0,4.0,3.0,40.0,103.81,13.0,N
0.17,1.0,17.13,6.0,0.0,0.0,1.0,27.0,34.27,2.0,N
0.35,17.0,27.0,12.0,0.0,10.0,9.0,100.0,598.36,26.0,Y
0.14,1.0,14.02,7.0,0.0,0.0,1.0,35.0,74.07,5.0,N
0.14,3.0,16.16,14.0,0.0,0.0,2.0,48.0,132.36,7.0,N
0.17,11.0,32.04,35.0,0.4,8.0,6.0,135.0,882.43,24.0,N
0.24,7.0,17.85,17.0,0.67,0.0,4.0,46.0,138.48,13.0,N
0.15,7.0,31.79,19.0,0.0,6.0,4.0,93.0,410.14,16.0,Y
0.08,5.0,43.31,37.0,0.0,4.0,3.0,221.0,1954.27,22.0,Y
0.24,19.0,18.57,39.0,0.2,0.0,11.0,191.0,3713.61,25.0,N
0.17,5.0,31.26,15.0,0.0,4.0,3.0,95.0,386.18,12.0,N
0.4,3.0,7.92,5.0,0.0,2.0,2.0,15.0,15.85,6.0,N
0.13,1.0,5.12,8.0,0.0,0.0,1.0,30.0,133.63,2.0,N
0.25,3.0,10.38,8.0,0.0,2.0,2.0,27.0,56.54,6.0,N
0.29,11.0,18.85,21.0,0.4,6.0,6.0,74.0,431.46,17.0,N
0.16,19.0,38.85,59.0,0.56,14.0,10.0,341.0,4955.82,31.0,N
0.27,5.0,19.95,11.0,1.0,2.0,3.0,41.0,100.97,8.0,N
0.29,3.0,20.44,7.0,0.0,0.0,2.0,33.0,53.4,6.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,N
0.15,12.0,18.87,35.0,0.0,6.0,8.0,442.0,15839.12,18.0,N
0.25,1.0,8.54,4.0,0.0,0.0,1.0,12.0,10.33,3.0,N
0.19,13.0,25.36,36.0,0.0,0.0,7.0,156.0,1308.3,32.0,N
0.27,30.0,24.44,57.0,1.0,26.0,16.0,277.0,5260.97,55.0,N
1.0,3.0,7.66,2.0,0.0,0.0,2.0,35.0,148.36,6.0,N
0.18,3.0,25.36,7.0,0.0,2.0,2.0,48.0,94.3,6.0,N
0.37,13.0,28.97,19.0,0.83,12.0,7.0,115.0,598.57,26.0,N
0.33,3.0,8.3,5.0,0.0,2.0,2.0,16.0,20.5,5.0,N
0.55,21.0,21.13,20.0,0.2,0.0,11.0,138.0,1079.95,33.0,N
0.22,19.0,29.4,46.0,0.0,18.0,10.0,194.0,1533.69,33.0,N
0.09,1.0,24.44,11.0,0.0,0.0,1.0,43.0,81.08,5.0,N
0.2,3.0,18.25,10.0,0.0,2.0,2.0,38.0,82.12,9.0,N
0.25,5.0,18.7,12.0,1.0,0.0,3.0,43.0,112.39,9.0,N
0.17,3.0,46.75,12.0,0.0,0.0,2.0,183.0,1079.98,5.0,N
0.29,69.0,32.04,95.0,0.06,50.0,35.0,452.0,11166.53,90.0,N
0.18,5.0,30.55,17.0,0.0,4.0,3.0,83.0,301.68,15.0,N
0.13,1.0,21.89,8.0,0.0,0.0,1.0,23.0,19.46,6.0,N
0.07,1.0,38.33,12.0,0.0,0.0,1.0,50.0,65.39,6.0,N
0.17,3.0,29.79,12.0,0.0,0.0,2.0,56.0,132.21,11.0,N
0.1,5.0,27.85,25.0,0.0,0.0,3.0,102.0,499.69,19.0,N
0.29,3.0,13.87,7.0,0.0,0.0,2.0,28.0,52.46,6.0,N
0.07,1.0,21.37,6.0,0.0,0.0,1.0,62.0,210.04,3.0,Y
0.15,7.0,23.42,26.0,0.0,6.0,4.0,101.0,626.23,14.0,Y
0.31,9.0,19.88,16.0,0.0,8.0,5.0,99.0,619.24,19.0,N
0.1,1.0,32.9,4.0,0.0,0.0,1.0,24.0,14.1,6.0,N
0.17,1.0,15.86,6.0,0.0,0.0,1.0,15.0,10.79,3.0,N
0.1,1.0,22.5,10.0,0.0,0.0,1.0,47.0,87.29,3.0,N
0.07,3.0,30.43,20.0,0.0,2.0,2.0,110.0,499.43,9.0,Y
0.14,1.0,12.99,7.0,0.0,0.0,1.0,23.0,27.07,2.0,N
0.33,5.0,12.8,9.0,0.0,2.0,3.0,20.0,22.31,9.0,N
0.05,1.0,27.02,21.0,0.0,0.0,1.0,223.0,1909.73,2.0,N
0.4,3.0,7.62,5.0,0.0,2.0,2.0,17.0,27.09,6.0,N
0.4,7.0,14.59,10.0,1.0,0.0,4.0,52.0,204.69,15.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,N
0.14,1.0,12.14,7.0,0.0,2.0,1.0,21.0,27.63,2.0,N
0.44,7.0,11.77,7.0,0.67,4.0,4.0,35.0,124.72,9.0,N
0.16,14.0,40.61,47.0,0.29,8.0,8.0,131.0,777.45,27.0,N
0.1,1.0,20.35,10.0,0.0,0.0,1.0,42.0,80.47,2.0,N
0.47,17.0,19.68,19.0,1.0,0.0,9.0,98.0,701.69,22.0,N
0.09,7.0,41.64,20.0,0.0,6.0,4.0,141.0,651.0,16.0,Y
0.33,1.0,11.63,3.0,0.0,0.0,1.0,9.0,2.58,4.0,N
0.18,15.0,25.3,41.0,0.0,10.0,8.0,203.0,2697.36,29.0,Y
0.25,1.0,18.6,4.0,0.0,0.0,1.0,14.0,6.46,5.0,N
0.31,27.0,67.49,45.0,0.62,0.0,14.0,224.0,1650.75,51.0,N
0.27,5.0,19.34,11.0,1.0,2.0,3.0,48.0,146.24,8.0,N
0.17,1.0,15.86,6.0,0.0,0.0,1.0,15.0,10.79,3.0,N
0.2,1.0,5.8,5.0,0.0,0.0,1.0,5.0,1.29,2.0,N
0.44,7.0,26.93,7.0,1.0,6.0,4.0,31.0,34.47,12.0,N
0.33,17.0,20.73,24.0,0.5,0.0,9.0,127.0,1061.12,29.0,N
0.15,11.0,32.58,32.0,0.0,10.0,6.0,185.0,1458.87,23.0,N
0.45,9.0,19.81,10.0,0.0,6.0,5.0,43.0,106.1,13.0,N
0.2,35.0,40.85,65.0,0.82,24.0,18.0,326.0,4917.07,51.0,N
0.36,7.0,25.52,11.0,0.0,0.0,4.0,66.0,194.06,14.0,N
0.33,3.0,11.53,6.0,0.0,2.0,2.0,31.0,70.65,7.0,N
0.27,5.0,8.09,8.0,0.0,4.0,3.0,40.0,198.24,9.0,Y
0.47,13.0,29.5,13.0,0.0,10.0,7.0,117.0,644.58,17.0,N
0.16,10.0,36.73,37.0,0.0,0.0,6.0,203.0,2157.22,22.0,N
0.05,1.0,17.87,18.0,0.0,0.0,1.0,138.0,810.91,2.0,Y
0.22,3.0,15.43,9.0,0.0,0.0,2.0,51.0,191.61,9.0,N
0.5,1.0,9.83,2.0,0.0,0.0,1.0,7.0,2.18,3.0,N
0.2,19.0,24.34,44.0,0.22,14.0,10.0,211.0,2955.06,31.0,N
0.07,1.0,41.04,14.0,0.0,0.0,1.0,62.0,93.89,11.0,N
0.09,1.0,27.47,11.0,0.0,0.0,1.0,52.0,102.15,6.0,N
0.12,11.0,35.29,48.0,0.0,10.0,6.0,202.0,1914.59,19.0,N
0.19,26.0,41.54,81.0,0.47,12.0,16.0,355.0,6619.87,43.0,N
0.25,5.0,16.55,12.0,0.0,4.0,3.0,74.0,376.07,12.0,N
0.26,9.0,21.59,19.0,0.5,0.0,5.0,66.0,269.88,20.0,N
0.26,16.0,26.07,41.0,0.45,0.0,12.0,158.0,1506.55,24.0,N
0.55,11.0,7.63,10.0,0.8,8.0,6.0,50.0,351.39,15.0,N
0.57,7.0,7.73,7.0,0.67,4.0,4.0,29.0,96.67,10.0,N
0.38,5.0,18.13,8.0,0.0,0.0,3.0,34.0,56.67,10.0,N
0.22,3.0,11.16,9.0,0.0,2.0,2.0,30.0,68.37,7.0,N
0.13,1.0,36.53,8.0,0.0,0.0,1.0,39.0,38.65,6.0,N
0.33,1.0,10.8,3.0,0.0,0.0,1.0,9.0,3.75,2.0,N
0.2,3.0,15.95,10.0,0.0,2.0,2.0,46.0,142.18,6.0,N
0.2,3.0,17.77,10.0,0.0,2.0,2.0,37.0,79.96,9.0,N
0.11,3.0,33.28,10.0,0.0,2.0,2.0,69.0,183.67,8.0,Y
0.1,3.0,22.1,20.0,0.0,2.0,2.0,95.0,451.1,7.0,N
0.2,3.0,16.8,10.0,0.0,2.0,2.0,27.0,38.57,6.0,N
0.33,1.0,10.6,3.0,0.0,0.0,1.0,19.0,28.87,2.0,N
0.5,7.0,17.15,8.0,0.0,0.0,4.0,50.0,135.3,14.0,N
0.13,1.0,25.9,2.0,0.0,0.0,1.0,36.0,38.06,2.0,N
0.22,3.0,14.18,9.0,0.0,2.0,2.0,34.0,78.77,6.0,N
0.13,3.0,20.48,14.0,0.0,2.0,2.0,66.0,248.35,6.0,Y
0.27,5.0,18.35,11.0,0.0,0.0,3.0,36.0,70.8,9.0,N
0.17,13.0,46.54,52.0,0.0,0.0,9.0,175.0,1296.05,28.0,N
0.5,9.0,20.87,10.0,0.0,0.0,5.0,62.0,170.96,18.0,N
0.23,11.0,35.17,26.0,0.0,10.0,6.0,146.0,1015.63,22.0,N
0.47,17.0,29.58,19.0,0.63,0.0,9.0,144.0,1132.39,25.0,N
0.5,9.0,23.26,10.0,0.0,0.0,5.0,64.0,176.52,18.0,N
0.24,19.0,15.64,19.0,0.56,14.0,10.0,203.0,3660.15,30.0,Y
0.25,3.0,16.19,8.0,0.0,2.0,2.0,36.0,80.24,8.0,N
0.18,3.0,15.45,11.0,0.0,2.0,2.0,40.0,103.84,8.0,N
0.25,7.0,23.57,16.0,0.67,4.0,4.0,78.0,351.92,11.0,N
0.12,5.0,31.97,33.0,0.0,0.0,4.0,159.0,1209.91,14.0,N
0.19,29.0,32.25,51.0,0.64,22.0,15.0,295.0,4623.75,48.0,Y
0.11,3.0,34.0,14.0,0.0,2.0,2.0,59.0,128.58,11.0,N
0.12,3.0,22.93,17.0,0.0,2.0,2.0,47.0,109.53,8.0,N
0.38,5.0,13.24,8.0,0.0,2.0,3.0,55.0,273.66,8.0,N
0.02,1.0,215.91,54.0,0.0,0.0,1.0,486.0,2171.38,2.0,N
0.17,1.0,14.51,5.0,0.0,0.0,1.0,17.0,14.22,4.0,N
0.5,5.0,18.13,6.0,0.0,4.0,3.0,34.0,56.67,10.0,N
0.36,9.0,25.3,14.0,0.5,0.0,5.0,55.0,156.79,15.0,N
0.12,15.0,41.36,60.0,1.0,8.0,8.0,256.0,2352.89,25.0,Y
0.12,19.0,43.8,134.0,0.0,2.0,17.0,598.0,18631.74,24.0,N
0.3,5.0,12.81,10.0,0.0,0.0,3.0,35.0,85.0,11.0,N
0.19,13.0,22.98,29.0,0.67,6.0,7.0,102.0,661.68,19.0,Y
1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,N
0.5,7.0,21.13,8.0,0.0,6.0,4.0,48.0,101.21,14.0,N
0.21,7.0,30.78,15.0,0.67,4.0,4.0,81.0,311.6,12.0,N
0.2,15.0,43.12,40.0,0.5,4.0,9.0,141.0,824.25,23.0,N
0.11,7.0,65.05,33.0,0.0,8.0,4.0,129.0,438.51,28.0,N
0.32,39.0,24.94,55.0,0.63,24.0,20.0,344.0,8309.01,49.0,N
0.6,5.0,13.11,5.0,1.0,0.0,3.0,17.0,16.78,6.0,N
0.33,1.0,9.05,2.0,0.0,0.0,1.0,7.0,2.0,3.0,N
0.42,9.0,33.86,12.0,0.0,8.0,5.0,79.0,256.01,18.0,N
0.13,3.0,24.76,16.0,0.0,2.0,2.0,62.0,166.42,6.0,N
0.25,5.0,14.12,11.0,0.0,4.0,3.0,38.0,94.92,8.0,Y
0.1,1.0,20.25,10.0,0.0,0.0,1.0,46.0,58.33,2.0,N
0.25,3.0,9.09,7.0,0.0,2.0,2.0,25.0,61.11,6.0,N
0.25,1.0,11.58,3.0,0.0,0.0,1.0,11.0,4.57,2.0,Y
0.12,3.0,45.17,17.0,0.0,2.0,2.0,60.0,100.1,10.0,N
0.15,5.0,30.0,18.0,0.0,4.0,3.0,279.0,3401.73,12.0,N
0.5,5.0,17.3,6.0,0.0,0.0,3.0,21.0,16.95,10.0,N
0.42,21.0,27.51,26.0,0.3,18.0,11.0,107.0,577.93,31.0,N
0.25,1.0,15.5,4.0,0.0,0.0,1.0,21.0,17.44,3.0,N
0.17,3.0,27.68,11.0,0.0,2.0,2.0,52.0,104.68,8.0,Y
0.19,11.0,30.74,23.0,0.0,10.0,6.0,94.0,413.28,20.0,N
0.46,11.0,26.14,13.0,0.0,0.0,6.0,85.0,286.86,22.0,N
0.06,5.0,30.09,38.0,0.0,4.0,3.0,277.0,3129.67,16.0,Y
0.44,7.0,10.26,9.0,0.67,4.0,4.0,32.0,96.37,10.0,N
0.13,5.0,22.3,22.0,0.0,4.0,3.0,69.0,235.9,11.0,Y
0.18,13.0,29.27,40.0,0.0,12.0,7.0,194.0,1879.6,24.0,N
0.43,5.0,14.06,6.0,0.0,0.0,3.0,32.0,58.66,9.0,N
0.12,11.0,33.65,42.0,1.0,8.0,6.0,194.0,1759.86,19.0,N
0.42,15.0,7.53,19.0,0.71,0.0,8.0,120.0,2290.97,19.0,N
0.17,11.0,42.24,58.0,0.0,0.0,10.0,172.0,1252.09,21.0,N
0.21,25.0,27.67,52.0,0.33,20.0,13.0,245.0,3759.56,43.0,Y
0.07,3.0,32.9,27.0,0.0,2.0,2.0,133.0,659.89,7.0,N
0.5,1.0,11.86,2.0,0.0,0.0,1.0,12.0,8.07,3.0,N
0.13,11.0,66.27,31.0,0.5,4.0,7.0,335.0,3412.01,19.0,Y
0.23,5.0,35.25,13.0,0.0,2.0,3.0,93.0,352.78,15.0,N
0.21,7.0,21.96,2.0,1.0,2.0,4.0,70.0,239.14,9.0,Y
0.06,3.0,39.18,32.0,0.0,2.0,2.0,148.0,733.08,15.0,N
0.5,1.0,7.75,2.0,0.0,0.0,1.0,6.0,1.72,2.0,N
0.29,19.0,58.13,35.0,0.0,14.0,10.0,150.0,670.74,45.0,N
0.13,3.0,27.64,15.0,0.0,2.0,2.0,47.0,90.86,6.0,N
0.12,37.0,85.05,92.0,0.11,34.0,19.0,1094.0,33743.77,97.0,Y
0.16,18.0,41.18,44.0,0.0,12.0,10.0,215.0,1986.27,35.0,Y
0.2,1.0,15.86,5.0,0.0,0.0,1.0,15.0,10.79,3.0,N
0.67,3.0,8.15,3.0,0.0,0.0,2.0,9.0,5.55,5.0,N
0.25,1.0,11.63,4.0,0.0,0.0,1.0,9.0,2.58,4.0,N
0.18,7.0,18.61,22.0,0.0,6.0,4.0,96.0,562.93,14.0,N
0.2,3.0,34.4,10.0,0.0,0.0,2.0,33.0,30.58,10.0,N
0.5,1.0,7.75,2.0,0.0,0.0,1.0,6.0,1.72,3.0,N
1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,N
0.12,15.0,25.84,63.0,0.43,14.0,8.0,230.0,3348.91,30.0,N
0.33,1.0,8.72,3.0,0.0,0.0,1.0,11.0,7.75,3.0,N
0.25,1.0,9.34,4.0,0.0,0.0,1.0,18.0,23.06,2.0,N
0.26,13.0,25.34,23.0,0.83,0.0,7.0,95.0,467.0,22.0,N
0.33,1.0,9.05,2.0,0.0,0.0,1.0,7.0,2.0,2.0,N
0.1,1.0,19.88,10.0,0.0,0.0,1.0,52.0,136.35,5.0,N
0.5,1.0,5.33,2.0,0.0,0.0,1.0,4.0,0.67,2.0,N
