@relation CustomCM1
@attribute CYCLOMATIC_DENSITY numeric
@attribute BRANCH_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute LOC_EXECUTABLE numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute NODE_COUNT numeric
@attribute Defective {Y,N}

@data
0.5,7.0,23.69,5.0,0.0,6.0,4.0,28.0,26.65,11.0,N
0.31,7.0,15.39,13.0,0.67,6.0,4.0,61.0,347.69,13.0,N
0.16,5.0,31.98,15.0,1.0,2.0,3.0,77.0,266.6,9.0,Y
0.13,3.0,47.11,16.0,0.0,2.0,2.0,73.0,142.09,13.0,N
0.22,3.0,16.25,9.0,0.0,2.0,2.0,34.0,71.32,8.0,N
0.29,3.0,14.04,7.0,0.0,2.0,2.0,10.0,3.12,6.0,N
0.5,3.0,8.57,4.0,0.0,2.0,2.0,13.0,13.12,7.0,N
0.18,3.0,14.15,10.0,0.0,2.0,2.0,36.0,106.98,6.0,N
0.18,15.0,33.95,43.0,0.29,12.0,8.0,177.0,1649.46,28.0,N
0.22,3.0,28.57,9.0,0.0,2.0,2.0,30.0,28.0,5.0,N
0.64,13.0,7.15,11.0,0.83,10.0,7.0,51.0,351.49,20.0,N
0.14,5.0,39.65,21.0,0.0,4.0,3.0,126.0,594.54,14.0,N
0.4,3.0,10.99,5.0,0.0,2.0,2.0,19.0,25.0,7.0,N
0.26,9.0,27.48,17.0,0.0,8.0,5.0,66.0,207.81,19.0,N
0.22,3.0,16.96,9.0,0.0,2.0,2.0,28.0,42.92,7.0,N
0.5,5.0,15.36,6.0,0.0,4.0,3.0,21.0,20.49,8.0,N
0.33,13.0,20.0,21.0,0.83,12.0,7.0,70.0,293.47,23.0,N
0.24,11.0,43.77,18.0,0.8,6.0,6.0,93.0,310.92,15.0,N
0.18,13.0,55.34,40.0,0.33,10.0,7.0,167.0,944.31,25.0,N
0.29,3.0,17.79,7.0,0.0,2.0,2.0,24.0,31.27,5.0,N
0.31,7.0,14.3,13.0,0.0,6.0,4.0,70.0,430.34,12.0,N
0.23,13.0,21.89,27.0,0.67,12.0,7.0,125.0,1123.32,24.0,N
0.18,27.0,83.64,77.0,0.38,22.0,14.0,555.0,9409.14,45.0,N
0.14,3.0,22.43,14.0,0.0,2.0,2.0,50.0,126.7,8.0,N
0.1,3.0,49.57,20.0,0.0,2.0,2.0,249.0,2046.17,13.0,N
0.32,45.0,61.49,69.0,0.82,42.0,23.0,377.0,5132.09,91.0,N
0.2,3.0,18.6,10.0,0.0,2.0,2.0,29.0,43.67,7.0,N
0.4,7.0,6.88,10.0,0.0,6.0,4.0,41.0,226.94,13.0,N
0.19,11.0,36.33,30.0,0.0,10.0,6.0,186.0,1904.78,23.0,Y
0.1,5.0,87.22,31.0,0.0,4.0,3.0,252.0,1467.05,21.0,N
0.2,7.0,34.43,20.0,0.0,6.0,4.0,90.0,338.32,10.0,N
0.4,3.0,11.42,5.0,0.0,2.0,2.0,18.0,22.84,6.0,N
0.27,20.0,45.6,43.0,0.55,14.0,12.0,255.0,2873.1,41.0,N
0.12,11.0,49.49,49.0,0.4,8.0,6.0,254.0,2646.07,34.0,N
0.44,15.0,26.75,18.0,0.57,10.0,8.0,111.0,780.59,23.0,N
0.17,3.0,38.44,12.0,0.0,2.0,2.0,91.0,339.01,7.0,N
0.16,21.0,114.46,57.0,0.0,18.0,11.0,434.0,4508.48,31.0,Y
0.25,11.0,31.58,23.0,1.0,6.0,6.0,84.0,304.63,15.0,N
0.41,13.0,12.97,17.0,0.0,12.0,7.0,111.0,1138.33,20.0,N
0.11,5.0,75.95,27.0,0.0,4.0,3.0,123.0,325.85,14.0,N
0.45,95.0,47.04,103.0,0.0,94.0,48.0,1007.0,34822.1,192.0,N
0.21,17.0,81.27,43.0,0.75,12.0,9.0,186.0,804.58,29.0,Y
0.29,7.0,13.04,14.0,0.0,6.0,4.0,57.0,249.7,11.0,N
0.22,3.0,10.53,9.0,0.0,2.0,2.0,34.0,101.91,5.0,N
0.21,5.0,15.57,14.0,0.0,4.0,3.0,44.0,137.35,10.0,N
0.26,9.0,45.44,19.0,0.0,8.0,5.0,111.0,426.64,21.0,N
0.18,25.0,56.74,67.0,0.31,16.0,14.0,227.0,1993.3,39.0,N
0.6,5.0,4.54,5.0,0.0,4.0,3.0,19.0,56.76,10.0,N
0.24,7.0,31.88,15.0,0.0,6.0,4.0,79.0,266.96,14.0,Y
0.25,5.0,21.4,11.0,0.0,4.0,3.0,56.0,171.17,10.0,N
0.16,21.0,62.91,64.0,0.4,16.0,11.0,284.0,2780.66,30.0,N
0.33,3.0,5.18,6.0,0.0,2.0,2.0,21.0,64.76,6.0,N
0.17,9.0,43.84,29.0,1.0,8.0,5.0,146.0,842.58,16.0,Y
0.33,7.0,32.81,10.0,0.0,4.0,4.0,55.0,125.73,12.0,N
0.14,11.0,47.47,43.0,0.0,10.0,6.0,182.0,1295.77,18.0,N
0.6,5.0,13.11,5.0,1.0,2.0,3.0,17.0,16.78,6.0,N
0.21,9.0,31.59,24.0,0.0,8.0,5.0,113.0,581.27,18.0,N
0.17,24.0,65.3,83.0,0.62,12.0,14.0,295.0,3391.63,35.0,N
0.44,7.0,7.44,9.0,1.0,6.0,4.0,28.0,75.28,11.0,N
0.26,9.0,30.08,19.0,1.0,4.0,5.0,70.0,222.13,11.0,N
0.23,9.0,19.62,21.0,0.5,6.0,5.0,111.0,872.14,13.0,N
0.23,5.0,22.29,13.0,0.0,4.0,3.0,84.0,431.57,12.0,N
0.27,17.0,44.18,34.0,0.0,10.0,11.0,171.0,1261.68,21.0,N
0.47,17.0,19.04,19.0,1.0,10.0,9.0,99.0,752.29,22.0,N
0.06,5.0,102.01,50.0,0.0,4.0,3.0,440.0,4443.31,16.0,N
0.3,15.0,31.82,27.0,0.0,14.0,8.0,127.0,887.67,31.0,N
0.06,5.0,120.16,46.0,0.0,4.0,3.0,284.0,1523.81,9.0,N
0.2,5.0,33.76,14.0,0.0,4.0,3.0,79.0,256.75,14.0,N
0.18,3.0,15.77,11.0,0.0,2.0,2.0,26.0,41.41,6.0,N
0.27,41.0,42.16,99.0,0.48,24.0,28.0,687.0,29141.6,70.0,N
0.21,15.0,39.25,39.0,0.0,14.0,8.0,175.0,1352.03,36.0,N
0.21,178.0,272.58,457.0,0.38,112.0,106.0,2339.0,87305.94,257.0,Y
0.22,13.0,37.91,32.0,0.0,10.0,7.0,120.0,605.76,19.0,N
0.21,8.0,30.85,29.0,0.0,2.0,6.0,79.0,285.97,20.0,N
0.38,5.0,12.16,8.0,1.0,2.0,3.0,19.0,21.19,8.0,N
0.32,39.0,54.85,60.0,0.63,24.0,20.0,375.0,5659.76,49.0,N
0.2,5.0,26.52,15.0,1.0,2.0,3.0,59.0,194.88,9.0,N
0.19,38.0,89.79,97.0,0.2,28.0,21.0,381.0,4015.7,77.0,Y
0.3,26.0,30.87,45.0,0.46,22.0,14.0,221.0,3115.79,47.0,N
0.15,11.0,49.03,39.0,0.4,8.0,6.0,133.0,687.86,20.0,N
0.14,11.0,72.17,44.0,0.0,8.0,6.0,202.0,1077.82,21.0,N
0.06,5.0,11.89,13.0,0.0,4.0,1.0,91.0,834.75,11.0,N
0.29,3.0,8.41,7.0,0.0,2.0,2.0,23.0,47.87,7.0,N
0.14,3.0,20.76,14.0,0.0,2.0,2.0,58.0,173.7,5.0,N
0.18,24.0,70.21,93.0,0.19,10.0,17.0,409.0,5686.6,41.0,Y
0.26,11.0,18.18,23.0,0.8,8.0,6.0,96.0,650.84,21.0,N
0.51,143.0,133.5,139.0,0.19,128.0,73.0,1061.0,26735.64,286.0,N
0.48,19.0,31.94,20.0,0.67,12.0,10.0,122.0,733.18,31.0,N
0.23,9.0,38.68,22.0,1.0,6.0,5.0,100.0,417.61,12.0,Y
0.41,31.0,46.98,33.0,0.33,22.0,16.0,201.0,1818.89,44.0,N
0.29,10.0,27.09,19.0,0.6,2.0,6.0,80.0,361.52,12.0,N
0.5,3.0,7.91,4.0,0.0,2.0,2.0,14.0,16.48,6.0,N
0.43,16.0,19.57,23.0,0.0,10.0,10.0,119.0,1040.55,34.0,N
0.24,13.0,28.86,29.0,0.33,12.0,7.0,122.0,703.28,25.0,N
0.38,55.0,59.99,87.0,0.48,34.0,34.0,470.0,9479.87,91.0,N
0.15,5.0,33.27,20.0,0.0,4.0,3.0,83.0,316.78,9.0,N
0.2,16.0,40.9,58.0,0.27,4.0,12.0,183.0,1587.13,24.0,Y
0.57,7.0,14.12,7.0,1.0,6.0,4.0,32.0,72.69,10.0,N
0.13,15.0,42.11,62.0,0.43,14.0,8.0,260.0,3234.93,30.0,N
0.33,3.0,13.87,5.0,0.0,2.0,2.0,17.0,16.78,5.0,N
0.25,5.0,14.42,12.0,0.0,4.0,3.0,42.0,122.66,12.0,N
0.44,15.0,25.26,18.0,0.29,12.0,8.0,131.0,1068.81,25.0,N
0.45,9.0,16.86,10.0,0.5,8.0,5.0,63.0,274.99,14.0,N
0.2,39.0,97.32,107.0,0.19,24.0,22.0,464.0,5903.6,78.0,N
0.15,7.0,47.13,26.0,0.0,6.0,4.0,185.0,1216.8,12.0,N
0.2,3.0,38.09,10.0,0.0,2.0,2.0,54.0,89.41,7.0,N
0.16,11.0,66.64,38.0,1.0,8.0,6.0,244.0,1745.71,24.0,Y
0.19,25.0,90.99,68.0,0.5,20.0,13.0,378.0,3639.89,49.0,N
0.14,11.0,169.61,37.0,0.0,10.0,6.0,221.0,643.02,27.0,N
0.23,40.0,80.95,103.0,0.25,16.0,25.0,619.0,12588.26,58.0,Y
0.29,3.0,8.22,7.0,0.0,2.0,2.0,20.0,37.0,6.0,N
0.75,5.0,12.61,4.0,1.0,4.0,3.0,23.0,31.92,9.0,N
0.43,5.0,9.57,7.0,1.0,4.0,3.0,22.0,40.72,9.0,N
0.2,3.0,45.89,10.0,0.0,2.0,2.0,68.0,117.68,6.0,N
0.27,5.0,18.35,11.0,0.0,4.0,3.0,36.0,70.8,9.0,N
0.31,17.0,47.16,29.0,1.0,8.0,9.0,136.0,617.07,17.0,N
0.29,3.0,21.33,6.0,0.0,2.0,2.0,24.0,24.0,8.0,N
0.33,7.0,14.41,12.0,0.0,6.0,4.0,50.0,180.08,13.0,N
0.18,5.0,23.84,17.0,0.0,4.0,3.0,66.0,213.38,14.0,N
0.5,19.0,27.22,20.0,0.0,18.0,10.0,113.0,738.05,31.0,N
0.2,3.0,20.81,10.0,0.0,2.0,2.0,42.0,93.65,10.0,N
0.14,5.0,41.65,21.0,0.0,4.0,3.0,72.0,172.86,14.0,N
0.21,11.0,36.38,29.0,0.8,6.0,6.0,159.0,1164.27,26.0,N
0.16,51.0,218.7,166.0,0.0,50.0,26.0,671.0,6070.69,98.0,Y
0.24,7.0,25.55,17.0,0.0,6.0,4.0,63.0,176.59,11.0,N
0.2,5.0,19.11,14.0,0.0,4.0,3.0,45.0,117.06,10.0,N
0.22,13.0,34.46,32.0,0.83,6.0,7.0,182.0,1683.55,18.0,N
0.15,3.0,26.51,13.0,0.0,2.0,2.0,43.0,74.76,7.0,N
0.27,15.0,34.0,28.0,0.38,10.0,9.0,223.0,2925.55,33.0,N
0.29,11.0,21.74,20.0,1.0,6.0,6.0,87.0,492.2,13.0,N
0.38,21.0,26.43,29.0,0.4,14.0,11.0,161.0,1770.39,30.0,N
0.32,57.0,163.74,66.0,0.25,46.0,29.0,488.0,3894.48,69.0,Y
0.3,5.0,12.54,10.0,0.0,4.0,3.0,37.0,113.27,8.0,N
0.42,31.0,49.32,38.0,0.4,24.0,16.0,228.0,2199.73,45.0,N
0.2,5.0,36.95,15.0,0.0,4.0,3.0,48.0,78.32,12.0,N
0.6,5.0,15.88,5.0,0.0,4.0,3.0,36.0,90.18,9.0,N
0.36,15.0,42.2,22.0,0.86,4.0,8.0,144.0,878.31,18.0,N
0.21,19.0,88.97,47.0,0.89,14.0,10.0,230.0,1249.28,38.0,N
0.33,3.0,16.82,6.0,0.0,2.0,2.0,33.0,64.9,6.0,N
0.16,7.0,49.56,22.0,0.0,6.0,4.0,143.0,640.34,13.0,N
0.14,5.0,48.47,22.0,0.0,4.0,3.0,123.0,400.77,10.0,N
0.17,3.0,30.96,12.0,0.0,2.0,2.0,41.0,63.41,7.0,N
0.38,5.0,17.66,8.0,0.0,4.0,3.0,47.0,129.78,14.0,N
0.14,3.0,18.15,14.0,0.0,2.0,2.0,63.0,226.9,9.0,N
0.23,48.0,111.77,116.0,0.46,40.0,27.0,485.0,5023.14,68.0,N
0.27,13.0,19.28,21.0,0.0,12.0,7.0,120.0,1074.02,25.0,N
0.21,9.0,24.71,23.0,1.0,8.0,5.0,116.0,796.08,22.0,N
0.22,3.0,19.34,9.0,0.0,2.0,2.0,49.0,162.76,6.0,N
0.13,7.0,29.83,30.0,0.0,6.0,4.0,222.0,2668.52,14.0,N
0.23,5.0,9.76,12.0,0.0,4.0,3.0,60.0,395.31,12.0,N
0.28,9.0,27.19,18.0,0.5,4.0,5.0,97.0,537.1,13.0,N
0.5,3.0,6.17,4.0,0.0,2.0,2.0,13.0,16.79,7.0,N
0.17,23.0,160.24,68.0,0.0,22.0,12.0,536.0,4865.0,41.0,Y
0.22,9.0,27.2,23.0,0.0,8.0,5.0,76.0,272.67,17.0,N
0.06,5.0,43.78,37.0,0.0,4.0,3.0,248.0,2744.89,24.0,Y
0.32,15.0,50.38,20.0,0.0,12.0,8.0,110.0,411.72,20.0,Y
0.5,5.0,17.3,6.0,0.0,4.0,3.0,21.0,16.95,10.0,N
0.22,3.0,18.88,9.0,0.0,2.0,2.0,39.0,74.79,7.0,N
0.1,3.0,35.63,21.0,0.0,2.0,2.0,99.0,414.77,7.0,N
0.36,27.0,46.29,39.0,0.64,18.0,15.0,446.0,8969.59,50.0,N
0.1,5.0,87.22,31.0,0.0,4.0,3.0,252.0,1467.05,21.0,N
0.55,11.0,8.91,11.0,0.8,6.0,6.0,47.0,248.46,15.0,N
0.26,11.0,44.98,22.0,0.8,6.0,6.0,85.0,245.75,21.0,N
0.25,3.0,14.35,8.0,0.0,2.0,2.0,33.0,86.25,7.0,N
0.4,3.0,10.92,5.0,0.0,2.0,2.0,21.0,37.47,7.0,N
0.16,18.0,79.38,60.0,0.0,12.0,11.0,270.0,2232.46,39.0,N
0.17,11.0,41.03,45.0,0.0,4.0,8.0,176.0,1414.57,18.0,N
0.31,7.0,14.24,13.0,0.0,4.0,4.0,42.0,128.58,13.0,N
0.4,110.0,116.17,135.0,0.73,92.0,57.0,951.0,22955.9,192.0,N
0.16,11.0,38.89,37.0,0.0,10.0,6.0,97.0,419.2,17.0,N
0.3,5.0,9.15,10.0,0.0,4.0,3.0,35.0,134.22,9.0,N
0.24,39.0,53.86,80.0,0.74,30.0,20.0,325.0,4591.56,56.0,N
0.2,5.0,26.52,15.0,1.0,2.0,3.0,59.0,194.88,9.0,N
0.2,3.0,8.79,10.0,0.0,2.0,2.0,27.0,70.32,6.0,N
0.1,3.0,32.81,20.0,0.0,2.0,2.0,53.0,109.91,7.0,N
0.23,9.0,36.9,22.0,1.0,6.0,5.0,100.0,432.2,12.0,N
0.28,41.0,69.75,73.0,0.1,30.0,21.0,331.0,3584.96,57.0,N
0.15,11.0,49.03,39.0,0.4,8.0,6.0,133.0,687.86,20.0,N
0.17,11.0,63.04,35.0,0.6,8.0,6.0,305.0,3121.0,25.0,N
0.2,18.0,47.89,43.0,0.67,8.0,10.0,168.0,1213.43,30.0,N
0.14,5.0,45.57,22.0,0.0,4.0,3.0,74.0,166.89,13.0,N
0.25,5.0,19.82,12.0,0.0,4.0,3.0,64.0,281.84,10.0,N
0.17,5.0,32.47,18.0,1.0,2.0,3.0,83.0,338.34,10.0,N
0.58,13.0,39.03,12.0,0.0,12.0,7.0,84.0,255.58,24.0,N
0.18,5.0,21.5,17.0,0.0,4.0,3.0,35.0,61.07,11.0,N
0.38,5.0,11.85,8.0,1.0,4.0,3.0,28.0,68.67,9.0,N
0.17,3.0,26.92,11.0,0.0,2.0,2.0,42.0,84.13,8.0,N
0.67,7.0,14.12,6.0,1.0,6.0,4.0,32.0,72.69,10.0,N
0.29,7.0,21.63,14.0,0.0,6.0,4.0,75.0,333.84,14.0,N
0.2,15.0,46.52,54.0,0.0,4.0,11.0,214.0,1968.8,23.0,N
0.32,11.0,17.53,19.0,0.4,8.0,6.0,87.0,530.11,17.0,N
0.31,7.0,16.66,13.0,0.0,6.0,4.0,88.0,690.01,12.0,N
0.25,17.0,51.55,28.0,0.5,10.0,9.0,112.0,412.43,26.0,N
0.41,13.0,44.6,17.0,0.83,10.0,7.0,110.0,402.82,19.0,N
0.15,3.0,26.31,13.0,0.0,2.0,2.0,54.0,156.67,7.0,N
0.35,13.0,25.13,20.0,1.0,10.0,7.0,91.0,504.09,23.0,N
0.23,15.0,41.98,36.0,0.5,4.0,9.0,165.0,1256.97,26.0,N
0.15,7.0,41.62,34.0,0.0,2.0,5.0,100.0,393.01,11.0,N
0.4,3.0,10.81,5.0,0.0,2.0,2.0,24.0,53.4,7.0,N
0.4,7.0,10.84,10.0,0.67,4.0,4.0,35.0,113.28,10.0,N
0.13,51.0,109.99,218.0,0.38,24.0,33.0,1054.0,32344.76,96.0,N
0.08,5.0,61.05,34.0,0.0,4.0,3.0,254.0,1907.72,12.0,Y
0.19,5.0,20.48,16.0,0.0,4.0,3.0,61.0,223.01,11.0,N
0.24,9.0,24.27,21.0,1.0,6.0,5.0,111.0,776.69,20.0,N
0.11,3.0,30.71,18.0,0.0,2.0,2.0,84.0,282.03,5.0,N
0.22,3.0,11.82,9.0,0.0,2.0,2.0,32.0,77.04,6.0,N
0.35,11.0,15.38,17.0,1.0,6.0,6.0,74.0,466.84,16.0,N
0.36,9.0,15.86,12.0,0.0,8.0,5.0,66.0,352.54,13.0,N
0.15,3.0,26.28,12.0,0.0,2.0,2.0,75.0,222.1,7.0,N
0.23,13.0,42.78,28.0,0.5,12.0,7.0,108.0,472.49,25.0,Y
0.35,13.0,33.58,20.0,0.5,12.0,7.0,127.0,785.61,27.0,N
0.31,7.0,17.83,13.0,1.0,4.0,4.0,41.0,107.16,10.0,N
0.26,9.0,17.63,16.0,0.0,8.0,5.0,91.0,602.92,15.0,N
0.18,3.0,22.92,11.0,0.0,2.0,2.0,35.0,62.41,6.0,N
0.02,29.0,46.96,49.0,0.0,24.0,1.0,327.0,5113.08,59.0,N
0.36,51.0,67.01,72.0,0.48,34.0,26.0,425.0,6019.15,62.0,N
0.26,14.0,49.99,25.0,0.0,8.0,9.0,200.0,1512.55,17.0,N
0.63,9.0,13.02,8.0,0.0,8.0,5.0,59.0,268.03,14.0,N
0.19,11.0,44.03,27.0,0.0,10.0,6.0,147.0,850.42,19.0,N
0.2,3.0,14.49,7.0,0.0,2.0,2.0,115.0,1066.26,6.0,N
0.25,5.0,19.74,12.0,0.0,4.0,3.0,49.0,149.28,9.0,N
0.5,3.0,7.91,4.0,0.0,2.0,2.0,14.0,16.48,6.0,N
0.3,5.0,14.12,10.0,1.0,2.0,3.0,34.0,93.04,9.0,N
0.3,13.0,29.28,23.0,1.0,8.0,7.0,71.0,225.75,14.0,N
0.47,13.0,21.22,13.0,1.0,2.0,7.0,79.0,361.02,10.0,N
0.2,5.0,25.82,15.0,0.0,4.0,3.0,62.0,195.22,9.0,N
0.17,3.0,16.65,12.0,0.0,2.0,2.0,21.0,20.15,6.0,N
0.27,5.0,28.36,11.0,0.0,4.0,3.0,57.0,137.25,8.0,N
0.43,5.0,13.13,7.0,0.0,4.0,3.0,34.0,88.26,9.0,N
0.19,5.0,20.48,16.0,0.0,4.0,3.0,61.0,223.01,11.0,N
0.5,9.0,8.52,10.0,0.5,6.0,5.0,42.0,175.48,14.0,N
