@relation CustomCM1
@attribute LOC_TOTAL numeric
@attribute LOC_COMMENTS numeric
@attribute LOC_BLANK numeric
@attribute HALSTEAD_CONTENT numeric
@attribute LOC_EXECUTABLE numeric
@attribute NUM_OPERATORS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute BRANCH_COUNT numeric
@attribute HALSTEAD_EFFORT numeric
@attribute Defective {Y,N}

@data
7.0,1.0,1.0,8.0,3.0,6.0,1.0,0.01,1.0,72.0,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
14.0,2.0,2.0,21.07,7.0,19.0,1.0,0.04,1.0,666.77,Y
48.0,4.0,2.0,36.96,36.0,81.0,5.0,0.22,9.0,11974.34,N
20.0,0.0,0.0,19.5,18.0,25.0,4.0,0.05,5.0,1287.46,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
4.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
6.0,0.0,0.0,12.18,3.0,7.0,1.0,0.01,1.0,109.62,N
4.0,0.0,0.0,9.6,2.0,5.0,1.0,0.01,1.0,60.0,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
26.0,2.0,7.0,30.75,15.0,30.0,1.0,0.08,1.0,1967.76,N
2.0,0.0,0.0,9.6,0.0,5.0,2.0,0.01,3.0,60.0,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
83.0,10.0,6.0,40.27,65.0,107.0,11.0,0.31,21.0,21378.61,Y
9.0,0.0,0.0,31.28,7.0,19.0,1.0,0.04,1.0,367.69,Y
13.0,0.0,1.0,13.21,7.0,4.0,1.0,0.01,1.0,76.08,N
134.0,11.0,28.0,59.7,90.0,185.0,15.0,0.6,29.0,54519.67,Y
38.0,1.0,6.0,26.52,29.0,51.0,4.0,0.13,7.0,5576.53,N
4.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
4.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
73.0,8.0,10.0,37.59,53.0,84.0,12.0,0.25,17.0,14609.41,N
2.0,0.0,0.0,6.2,0.0,5.0,1.0,0.01,1.0,38.77,N
37.0,1.0,6.0,28.43,28.0,45.0,4.0,0.11,6.0,4184.99,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
19.0,1.0,1.0,17.3,13.0,22.0,3.0,0.05,5.0,1142.0,N
52.0,0.0,2.0,62.43,45.0,147.0,8.0,0.48,15.0,33247.47,Y
12.0,1.0,3.0,22.83,6.0,14.0,1.0,0.03,1.0,253.69,Y
22.0,2.0,2.0,19.35,14.0,31.0,3.0,0.07,5.0,2202.02,Y
24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
4.0,0.0,0.0,7.75,2.0,4.0,1.0,0.01,1.0,31.02,N
38.0,4.0,5.0,34.3,27.0,54.0,2.0,0.15,3.0,5796.41,Y
78.0,7.0,7.0,67.96,60.0,138.0,11.0,0.44,21.0,25571.05,Y
26.0,0.0,5.0,28.99,19.0,44.0,2.0,0.1,3.0,2898.93,N
34.0,0.0,2.0,26.16,27.0,59.0,5.0,0.16,9.0,9196.23,Y
4.0,0.0,0.0,7.86,2.0,5.0,1.0,0.01,1.0,49.13,N
40.0,13.0,3.0,21.02,19.0,37.0,3.0,0.09,5.0,3783.85,N
25.0,0.0,2.0,27.25,21.0,41.0,3.0,0.08,5.0,2381.95,Y
18.0,1.0,1.0,25.36,10.0,28.0,1.0,0.07,1.0,1697.34,N
4.0,0.0,0.0,6.2,2.0,5.0,1.0,0.01,1.0,38.77,N
8.0,0.0,1.0,11.71,5.0,13.0,2.0,0.03,3.0,629.47,N
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
7.0,0.0,0.0,11.23,4.0,5.0,1.0,0.01,1.0,44.92,N
26.0,1.0,0.0,30.72,20.0,42.0,4.0,0.1,7.0,2920.69,N
6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
30.0,1.0,1.0,30.96,23.0,53.0,3.0,0.12,5.0,4214.16,N
48.0,3.0,2.0,40.93,41.0,83.0,6.0,0.23,11.0,11369.91,N
9.0,0.0,1.0,14.78,6.0,26.0,2.0,0.06,3.0,2194.79,Y
2.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
1.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
17.0,0.0,0.0,26.65,14.0,25.0,2.0,0.05,3.0,959.47,N
220.0,44.0,32.0,140.96,142.0,263.0,12.0,1.01,23.0,65087.11,Y
22.0,0.0,1.0,23.49,16.0,33.0,2.0,0.07,3.0,2053.4,N
11.0,0.0,1.0,13.26,8.0,12.0,2.0,0.03,3.0,546.12,N
17.0,0.0,4.0,14.28,11.0,12.0,2.0,0.03,3.0,406.12,N
4.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
2.0,0.0,0.0,5.8,0.0,4.0,1.0,0.0,1.0,23.22,N
7.0,0.0,0.0,16.73,4.0,8.0,1.0,0.02,1.0,150.57,Y
5.0,0.0,0.0,15.11,3.0,10.0,2.0,0.02,3.0,306.0,N
151.0,3.0,24.0,72.43,120.0,273.0,18.0,0.93,34.0,107551.84,Y
23.0,0.0,1.0,25.72,20.0,47.0,5.0,0.12,9.0,5407.39,N
45.0,6.0,1.0,38.72,31.0,65.0,7.0,0.19,13.0,8659.15,N
1.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
36.0,1.0,1.0,28.74,32.0,75.0,9.0,0.16,17.0,8184.35,N
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
7.0,0.0,0.0,10.75,5.0,10.0,2.0,0.02,3.0,268.87,N
2.0,0.0,0.0,8.54,0.0,8.0,1.0,0.01,1.0,186.03,N
14.0,1.0,2.0,17.98,9.0,17.0,1.0,0.03,1.0,601.71,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
5.0,0.0,0.0,14.4,1.0,9.0,1.0,0.01,1.0,129.56,N
22.0,0.0,2.0,48.04,12.0,19.0,1.0,0.05,1.0,491.94,N
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
4.0,0.0,0.0,7.75,2.0,4.0,1.0,0.01,1.0,31.02,N
38.0,1.0,8.0,39.75,26.0,124.0,8.0,0.37,15.0,31758.83,Y
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
20.0,0.0,0.0,39.53,18.0,38.0,5.0,0.08,9.0,1423.11,Y
9.0,0.0,0.0,12.27,6.0,14.0,3.0,0.03,5.0,690.0,N
35.0,1.0,3.0,31.3,28.0,50.0,4.0,0.14,7.0,5974.42,Y
13.0,0.0,0.0,28.87,8.0,23.0,1.0,0.05,1.0,780.61,N
4.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
28.0,2.0,1.0,42.22,23.0,40.0,3.0,0.09,5.0,1744.8,N
18.0,0.0,4.0,30.84,9.0,23.0,1.0,0.06,1.0,902.22,N
27.0,0.0,5.0,45.4,15.0,43.0,2.0,0.12,3.0,2726.93,N
18.0,0.0,2.0,19.44,14.0,34.0,1.0,0.07,1.0,2057.13,N
14.0,0.0,2.0,15.06,10.0,18.0,2.0,0.04,3.0,809.7,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
16.0,1.0,1.0,24.69,9.0,21.0,1.0,0.05,1.0,844.91,N
2.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,11.23,0.0,5.0,1.0,0.01,1.0,44.92,N
93.0,6.0,16.0,68.37,69.0,144.0,7.0,0.5,13.0,32835.61,Y
13.0,0.0,1.0,16.19,10.0,15.0,3.0,0.03,5.0,373.0,N
25.0,0.0,2.0,27.25,21.0,41.0,3.0,0.08,5.0,2381.95,N
34.0,0.0,2.0,29.87,30.0,43.0,5.0,0.11,9.0,3441.39,N
165.0,22.0,23.0,50.99,112.0,240.0,13.0,0.74,25.0,95460.74,Y
15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
28.0,0.0,2.0,35.1,24.0,44.0,2.0,0.1,5.0,2578.53,N
36.0,0.0,9.0,36.26,25.0,88.0,6.0,0.27,11.0,18050.6,N
45.0,1.0,2.0,39.12,38.0,65.0,6.0,0.17,11.0,6504.61,N
23.0,0.0,2.0,10.11,14.0,35.0,5.0,0.07,9.0,4460.32,N
18.0,0.0,0.0,22.94,16.0,26.0,2.0,0.06,3.0,1196.5,N
4.0,0.0,0.0,7.49,2.0,7.0,1.0,0.01,1.0,67.38,N
179.0,24.0,22.0,98.25,131.0,208.0,13.0,0.75,25.0,51144.16,Y
24.0,1.0,1.0,37.1,16.0,36.0,3.0,0.09,5.0,1855.31,N
8.0,0.0,0.0,26.64,7.0,12.0,1.0,0.03,1.0,217.45,N
14.0,0.0,1.0,36.14,4.0,14.0,1.0,0.04,1.0,325.25,Y
27.0,0.0,3.0,55.59,22.0,46.0,3.0,0.13,5.0,2805.82,Y
31.0,1.0,4.0,68.36,21.0,61.0,2.0,0.18,3.0,4095.2,N
16.0,0.0,1.0,13.18,9.0,14.0,2.0,0.02,3.0,363.24,N
5.0,0.0,0.0,15.11,3.0,10.0,2.0,0.02,3.0,306.0,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
4.0,0.0,0.0,7.74,2.0,3.0,1.0,0.0,1.0,17.41,N
10.0,2.0,2.0,18.0,2.0,8.0,1.0,0.01,1.0,72.0,N
6.0,0.0,0.0,15.2,4.0,13.0,2.0,0.03,3.0,380.0,N
31.0,0.0,0.0,31.23,26.0,56.0,6.0,0.15,11.0,6679.22,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
79.0,2.0,11.0,79.11,61.0,116.0,7.0,0.42,13.0,20425.58,N
12.0,0.0,0.0,20.0,7.0,15.0,1.0,0.03,1.0,500.0,N
11.0,0.0,1.0,10.8,6.0,4.0,1.0,0.01,1.0,67.5,N
9.0,0.0,0.0,32.29,7.0,13.0,1.0,0.03,1.0,213.55,N
14.0,0.0,1.0,16.21,10.0,26.0,2.0,0.06,3.0,1962.54,N
8.0,2.0,0.0,6.67,4.0,7.0,1.0,0.01,1.0,135.0,N
10.0,0.0,0.0,22.21,8.0,23.0,1.0,0.04,1.0,799.54,N
27.0,0.0,3.0,34.45,22.0,72.0,8.0,0.23,15.0,14002.37,Y
9.0,0.0,0.0,10.3,7.0,9.0,2.0,0.01,3.0,164.84,N
52.0,0.0,3.0,46.71,44.0,111.0,7.0,0.31,13.0,18105.81,N
14.0,0.0,1.0,24.97,11.0,20.0,2.0,0.05,3.0,975.5,N
12.0,1.0,3.0,11.86,6.0,10.0,2.0,0.02,3.0,227.03,N
37.0,1.0,2.0,41.08,33.0,62.0,5.0,0.16,8.0,5357.94,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
4.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
26.0,0.0,2.0,19.07,22.0,46.0,5.0,0.11,9.0,5809.61,N
4.0,0.0,0.0,9.0,2.0,7.0,1.0,0.01,1.0,81.0,N
4.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
15.0,0.0,1.0,28.0,8.0,11.0,1.0,0.03,1.0,252.0,N
6.0,0.0,0.0,18.09,3.0,3.0,1.0,0.01,1.0,18.09,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
9.0,0.0,0.0,12.96,7.0,17.0,3.0,0.04,5.0,900.0,N
15.0,1.0,2.0,22.4,7.0,18.0,1.0,0.04,1.0,560.0,N
2.0,0.0,0.0,3.86,0.0,7.0,2.0,0.01,3.0,189.0,N
15.0,1.0,2.0,17.4,10.0,17.0,2.0,0.04,3.0,687.61,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,5.33,1.0,3.0,1.0,0.0,1.0,12.0,N
23.0,1.0,3.0,38.54,16.0,35.0,2.0,0.09,3.0,1834.9,N
15.0,0.0,0.0,20.46,13.0,25.0,2.0,0.06,3.0,1584.75,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
9.0,0.0,0.0,17.13,6.0,18.0,1.0,0.03,1.0,616.79,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
49.0,4.0,3.0,32.95,40.0,62.0,8.0,0.16,15.0,7088.53,N
45.0,6.0,8.0,35.95,25.0,47.0,3.0,0.13,5.0,3942.99,N
11.0,0.0,0.0,16.37,7.0,15.0,1.0,0.03,1.0,451.25,N
40.0,0.0,1.0,43.17,30.0,46.0,5.0,0.14,9.0,3933.53,N
4.0,0.0,0.0,13.5,2.0,5.0,1.0,0.01,1.0,54.0,N
19.0,0.0,2.0,24.39,15.0,33.0,3.0,0.08,5.0,2097.29,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
9.0,0.0,0.0,12.8,7.0,9.0,2.0,0.02,3.0,225.85,N
10.0,1.0,0.0,20.31,6.0,11.0,2.0,0.02,3.0,182.83,N
20.0,0.0,0.0,62.53,14.0,45.0,1.0,0.12,1.0,2180.08,N
9.0,0.0,1.0,9.9,6.0,7.0,2.0,0.01,3.0,110.0,N
4.0,0.0,0.0,5.8,2.0,4.0,1.0,0.0,1.0,23.22,N
23.0,1.0,1.0,25.17,19.0,31.0,3.0,0.08,5.0,2114.77,N
5.0,0.0,0.0,9.51,2.0,6.0,1.0,0.01,1.0,85.59,N
6.0,0.0,0.0,11.86,3.0,8.0,1.0,0.01,1.0,145.3,N
18.0,0.0,2.0,18.67,14.0,22.0,2.0,0.04,3.0,933.43,N
23.0,1.0,3.0,35.82,16.0,34.0,2.0,0.08,3.0,1791.33,N
7.0,0.0,0.0,13.29,5.0,8.0,2.0,0.01,3.0,119.59,N
28.0,0.0,2.0,33.51,24.0,55.0,5.0,0.17,9.0,7408.8,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
83.0,5.0,12.0,79.31,61.0,120.0,7.0,0.44,13.0,21710.74,N
39.0,1.0,2.0,31.49,34.0,57.0,4.0,0.14,7.0,5682.93,Y
88.0,0.0,6.0,61.44,78.0,152.0,15.0,0.48,29.0,34054.0,N
19.0,1.0,1.0,17.3,13.0,22.0,3.0,0.05,5.0,1142.0,N
24.0,1.0,3.0,32.63,16.0,34.0,2.0,0.09,3.0,2123.35,N
6.0,0.0,0.0,21.67,4.0,7.0,1.0,0.01,1.0,70.2,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
11.0,0.0,1.0,14.8,8.0,17.0,3.0,0.03,5.0,587.22,N
11.0,0.0,0.0,24.81,8.0,16.0,1.0,0.03,1.0,384.58,N
2.0,0.0,0.0,5.8,0.0,4.0,1.0,0.0,1.0,23.22,N
4.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,N
34.0,0.0,2.0,39.09,28.0,72.0,5.0,0.19,9.0,8458.55,N
2.0,0.0,0.0,7.86,0.0,5.0,1.0,0.01,1.0,49.13,N
23.0,0.0,0.0,59.23,13.0,41.0,1.0,0.11,1.0,1857.56,Y
10.0,0.0,2.0,20.16,5.0,10.0,1.0,0.02,1.0,171.53,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
9.0,0.0,0.0,8.82,7.0,12.0,2.0,0.02,3.0,392.07,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
4.0,0.0,0.0,9.51,2.0,6.0,1.0,0.01,1.0,85.59,N
82.0,10.0,8.0,60.25,62.0,125.0,7.0,0.43,13.0,28182.18,N
2.0,0.0,0.0,3.62,0.0,5.0,2.0,0.01,3.0,90.47,N
9.0,0.0,0.0,9.52,7.0,17.0,3.0,0.03,5.0,951.84,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
54.0,0.0,7.0,46.32,45.0,81.0,6.0,0.24,11.0,11604.88,N
31.0,0.0,1.0,28.31,28.0,49.0,4.0,0.12,7.0,4784.22,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
29.0,0.0,5.0,34.99,22.0,42.0,4.0,0.12,7.0,3462.31,Y
26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
5.0,0.0,0.0,9.83,3.0,4.0,1.0,0.01,1.0,39.3,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
11.0,0.0,0.0,20.0,7.0,15.0,1.0,0.03,1.0,500.0,N
143.0,19.0,21.0,77.31,98.0,208.0,17.0,0.68,33.0,54152.01,N
46.0,11.0,9.0,25.84,24.0,40.0,3.0,0.09,5.0,3126.94,N
52.0,9.0,8.0,33.74,33.0,57.0,5.0,0.14,9.0,5188.53,N
51.0,3.0,2.0,35.44,44.0,93.0,13.0,0.24,25.0,14362.87,Y
4.0,0.0,0.0,7.86,2.0,5.0,1.0,0.01,1.0,49.13,N
123.0,5.0,8.0,65.48,107.0,236.0,21.0,0.77,41.0,81676.45,N
2.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
25.0,0.0,1.0,26.23,20.0,36.0,3.0,0.08,5.0,2389.82,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
4.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
5.0,0.0,0.0,9.0,2.0,7.0,1.0,0.01,1.0,81.0,N
176.0,26.0,25.0,90.59,123.0,229.0,16.0,0.82,31.0,67213.15,Y
26.0,1.0,2.0,33.65,19.0,39.0,2.0,0.1,3.0,2605.92,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
1.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
15.0,0.0,2.0,15.99,10.0,18.0,2.0,0.04,3.0,710.71,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
60.0,0.0,1.0,166.37,57.0,89.0,2.0,0.3,3.0,4976.76,N
10.0,0.0,2.0,20.16,5.0,10.0,1.0,0.02,1.0,171.53,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,Y
53.0,0.0,4.0,44.46,44.0,116.0,7.0,0.32,13.0,20870.83,N
11.0,0.0,1.0,12.95,6.0,9.0,1.0,0.02,1.0,207.22,Y
6.0,0.0,0.0,16.84,3.0,5.0,1.0,0.01,1.0,37.9,N
100.0,2.0,9.0,85.07,86.0,223.0,7.0,0.76,12.0,61212.81,Y
59.0,3.0,4.0,39.07,48.0,114.0,6.0,0.29,11.0,18709.51,N
15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
112.0,18.0,15.0,79.12,77.0,130.0,6.0,0.44,11.0,21539.11,N
25.0,2.0,2.0,21.06,19.0,33.0,5.0,0.08,9.0,2456.25,N
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,N
12.0,2.0,2.0,15.5,6.0,12.0,1.0,0.02,1.0,337.59,N
33.0,0.0,5.0,49.72,26.0,67.0,4.0,0.18,7.0,6040.05,N
2.0,0.0,0.0,19.58,0.0,11.0,1.0,0.02,1.0,239.86,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
11.0,1.0,2.0,22.83,6.0,14.0,1.0,0.03,1.0,253.69,N
28.0,0.0,1.0,22.36,22.0,33.0,4.0,0.09,7.0,3472.18,N
17.0,1.0,2.0,23.23,12.0,27.0,2.0,0.06,3.0,1486.74,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
6.0,0.0,0.0,9.36,3.0,8.0,1.0,0.01,1.0,162.5,N
3.0,0.0,0.0,8.0,2.0,2.0,1.0,0.0,1.0,8.0,N
60.0,4.0,4.0,43.27,50.0,106.0,11.0,0.27,21.0,14608.84,N
7.0,1.0,0.0,10.8,4.0,6.0,1.0,0.01,1.0,67.5,N
35.0,0.0,2.0,74.84,31.0,88.0,2.0,0.24,3.0,7209.3,N
3.0,0.0,0.0,8.0,2.0,2.0,1.0,0.0,1.0,8.0,N
17.0,1.0,1.0,19.03,13.0,18.0,2.0,0.03,3.0,524.54,N
4.0,0.0,0.0,5.8,2.0,4.0,1.0,0.0,1.0,23.22,N
39.0,1.0,1.0,36.86,33.0,56.0,5.0,0.14,8.0,5016.67,N
12.0,0.0,0.0,19.25,10.0,22.0,2.0,0.06,3.0,1736.95,N
2.0,0.0,0.0,5.8,0.0,4.0,1.0,0.0,1.0,23.22,Y
25.0,0.0,0.0,77.55,17.0,60.0,1.0,0.17,1.0,3446.62,N
3.0,0.0,0.0,8.96,1.0,11.0,3.0,0.02,5.0,322.65,N
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
27.0,5.0,4.0,30.12,16.0,33.0,2.0,0.08,3.0,1867.83,N
48.0,1.0,3.0,41.57,39.0,70.0,7.0,0.21,13.0,9244.97,N
6.0,0.0,0.0,14.34,4.0,9.0,1.0,0.02,1.0,175.66,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
7.0,0.0,0.0,12.85,5.0,9.0,2.0,0.01,3.0,157.4,N
13.0,0.0,1.0,18.26,9.0,23.0,2.0,0.06,3.0,1842.32,N
61.0,10.0,7.0,51.09,39.0,88.0,5.0,0.27,9.0,13079.79,Y
33.0,0.0,1.0,23.08,30.0,44.0,4.0,0.11,7.0,4853.18,Y
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
32.0,0.0,0.0,48.26,30.0,59.0,4.0,0.18,7.0,6382.12,N
13.0,1.0,0.0,33.18,10.0,16.0,1.0,0.04,1.0,541.07,N
2.0,0.0,0.0,3.86,0.0,7.0,2.0,0.01,3.0,189.0,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
11.0,2.0,2.0,13.29,5.0,10.0,1.0,0.02,1.0,186.86,N
11.0,0.0,1.0,12.18,6.0,7.0,1.0,0.01,1.0,109.62,N
11.0,1.0,2.0,22.83,6.0,14.0,1.0,0.03,1.0,253.69,Y
4.0,0.0,0.0,5.8,2.0,4.0,1.0,0.0,1.0,23.22,N
2.0,0.0,0.0,19.58,0.0,11.0,1.0,0.02,1.0,239.86,N
13.0,0.0,1.0,12.22,10.0,17.0,2.0,0.03,3.0,801.83,N
15.0,0.0,1.0,28.0,8.0,11.0,1.0,0.03,1.0,252.0,N
17.0,0.0,3.0,14.45,12.0,17.0,2.0,0.03,3.0,592.07,N
6.0,0.0,0.0,9.36,3.0,8.0,1.0,0.01,1.0,162.5,N
4.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,N
2.0,0.0,0.0,12.68,0.0,6.0,1.0,0.01,1.0,79.25,N
7.0,0.0,0.0,23.07,4.0,14.0,1.0,0.03,1.0,392.63,N
18.0,1.0,2.0,40.53,11.0,32.0,1.0,0.08,1.0,1551.63,N
2.0,0.0,0.0,15.95,0.0,7.0,1.0,0.01,1.0,99.66,N
4.0,0.0,0.0,7.49,2.0,7.0,1.0,0.01,1.0,67.38,N
15.0,1.0,2.0,22.4,7.0,18.0,1.0,0.04,1.0,560.0,N
4.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,1.0,1.0,N
16.0,0.0,2.0,18.89,12.0,28.0,3.0,0.06,5.0,1888.7,N
11.0,0.0,1.0,13.26,8.0,12.0,2.0,0.03,3.0,546.12,N
7.0,0.0,0.0,14.34,4.0,9.0,1.0,0.02,1.0,175.66,N
22.0,0.0,0.0,59.23,13.0,41.0,1.0,0.11,1.0,1857.56,Y
49.0,0.0,3.0,47.63,41.0,64.0,4.0,0.19,7.0,6563.25,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
3.0,0.0,0.0,11.63,1.0,5.0,1.0,0.01,1.0,46.53,N
10.0,0.0,2.0,20.16,5.0,10.0,1.0,0.02,1.0,171.53,N
19.0,0.0,2.0,17.74,15.0,21.0,3.0,0.04,4.0,905.08,Y
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
5.0,0.0,0.0,5.33,3.0,3.0,1.0,0.0,1.0,12.0,N
7.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
7.0,0.0,0.0,21.25,5.0,9.0,1.0,0.02,1.0,122.4,N
4.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
8.0,0.0,0.0,14.1,5.0,11.0,2.0,0.02,3.0,388.55,Y
40.0,0.0,10.0,33.91,28.0,72.0,5.0,0.22,9.0,13396.54,Y
17.0,0.0,4.0,24.8,11.0,21.0,3.0,0.04,5.0,620.0,Y
2.0,0.0,0.0,5.33,1.0,3.0,1.0,0.0,1.0,12.0,N
4.0,0.0,0.0,6.67,1.0,2.0,1.0,0.0,1.0,15.0,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
12.0,0.0,0.0,20.0,7.0,15.0,1.0,0.03,1.0,500.0,N
58.0,2.0,2.0,49.62,50.0,124.0,9.0,0.34,17.0,21261.63,Y
9.0,0.0,0.0,16.32,6.0,13.0,1.0,0.03,1.0,355.35,N
24.0,0.0,0.0,36.6,19.0,39.0,4.0,0.1,7.0,2512.57,N
