@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
2.0,0.0,0.0,2.0,2.0,1.0,12.0,14.45,6.4,592.07,0.16,32.89,8.0,17.0,5.0,8.0,16.0,N
2.0,0.0,0.0,2.0,2.0,1.0,12.0,14.45,6.4,592.07,0.16,32.89,8.0,17.0,5.0,8.0,16.0,N
3.0,0.0,0.0,2.0,2.0,1.0,13.0,16.56,6.67,736.09,0.15,40.89,10.0,19.0,6.0,8.0,18.0,N
0.0,0.0,0.0,1.0,1.0,1.0,4.0,11.23,2.0,44.92,0.5,2.5,3.0,5.0,3.0,4.0,7.0,N
2.0,0.0,0.0,1.0,1.0,1.0,4.0,13.5,2.0,54.0,0.5,3.0,4.0,5.0,4.0,4.0,8.0,N
2.0,0.0,0.0,2.0,2.0,1.0,10.0,15.06,7.33,809.7,0.14,44.98,11.0,18.0,6.0,8.0,14.0,N
2.0,0.0,0.0,2.0,2.0,1.0,12.0,14.45,6.4,592.07,0.16,32.89,8.0,17.0,5.0,8.0,16.0,N
2.0,0.0,0.0,2.0,2.0,1.0,12.0,14.45,6.4,592.07,0.16,32.89,8.0,17.0,5.0,8.0,16.0,N
3.0,0.0,0.0,2.0,2.0,1.0,12.0,15.23,6.0,548.26,0.17,30.46,9.0,15.0,6.0,8.0,17.0,N
3.0,0.0,0.0,2.0,2.0,1.0,12.0,14.45,6.4,592.07,0.16,32.89,8.0,17.0,5.0,8.0,17.0,N
3.0,0.0,0.0,2.0,2.0,1.0,12.0,14.45,6.4,592.07,0.16,32.89,8.0,17.0,5.0,8.0,17.0,N
0.0,0.0,0.0,1.0,1.0,1.0,4.0,11.23,2.0,44.92,0.5,2.5,3.0,5.0,3.0,4.0,7.0,N
3.0,0.0,0.0,2.0,2.0,1.0,12.0,15.23,6.0,548.26,0.17,30.46,9.0,15.0,6.0,8.0,17.0,N
1.0,0.0,2.0,1.0,1.0,1.0,4.0,12.4,3.75,174.4,0.27,9.69,5.0,9.0,4.0,6.0,9.0,N
4.0,0.0,0.0,2.0,2.0,1.0,8.0,11.35,6.0,408.69,0.17,22.7,6.0,13.0,4.0,8.0,14.0,N
2.0,0.0,0.0,2.0,2.0,1.0,12.0,14.45,6.4,592.07,0.16,32.89,8.0,17.0,5.0,8.0,16.0,N
3.0,0.0,0.0,2.0,2.0,1.0,12.0,14.45,6.4,592.07,0.16,32.89,8.0,17.0,5.0,8.0,17.0,N
3.0,0.0,0.0,2.0,2.0,1.0,12.0,15.23,6.0,548.26,0.17,30.46,9.0,15.0,6.0,8.0,17.0,N
4.0,0.0,0.0,2.0,2.0,1.0,11.0,14.28,5.33,406.12,0.19,22.56,8.0,12.0,6.0,8.0,17.0,N
3.0,0.0,0.0,2.0,2.0,1.0,12.0,14.45,6.4,592.07,0.16,32.89,8.0,17.0,5.0,8.0,17.0,N
4.0,0.0,0.0,2.0,2.0,1.0,11.0,14.28,5.33,406.12,0.19,22.56,8.0,12.0,6.0,8.0,17.0,N
2.0,0.0,0.0,2.0,2.0,1.0,12.0,14.45,6.4,592.07,0.16,32.89,8.0,17.0,5.0,8.0,16.0,N
3.0,0.0,0.0,2.0,2.0,1.0,12.0,14.45,6.4,592.07,0.16,32.89,8.0,17.0,5.0,8.0,17.0,N
3.0,0.0,0.0,2.0,2.0,1.0,12.0,14.45,6.4,592.07,0.16,32.89,8.0,17.0,5.0,8.0,17.0,Y
3.0,0.0,0.0,2.0,2.0,1.0,12.0,14.45,6.4,592.07,0.16,32.89,8.0,17.0,5.0,8.0,17.0,N
3.0,0.0,2.0,9.0,9.0,5.0,42.0,35.23,18.28,11773.96,0.05,654.11,39.0,91.0,16.0,15.0,49.0,N
0.0,0.0,0.0,2.0,2.0,1.0,7.0,21.02,6.22,813.86,0.16,45.21,14.0,18.0,9.0,8.0,13.0,N
2.0,0.0,2.0,3.0,3.0,1.0,38.0,37.74,16.0,9661.93,0.06,536.77,40.0,87.0,15.0,12.0,44.0,Y
1.0,0.0,0.0,1.0,1.0,1.0,8.0,28.0,3.0,252.0,0.33,14.0,10.0,11.0,10.0,6.0,14.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.86,2.5,49.13,0.4,2.73,2.0,5.0,2.0,5.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.8,2.0,23.22,0.5,1.29,1.0,4.0,1.0,4.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.8,2.0,23.22,0.5,1.29,1.0,4.0,1.0,4.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.74,1.5,17.41,0.67,0.97,2.0,3.0,2.0,3.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.44,4.5,90.0,0.22,5.0,3.0,7.0,1.0,3.0,6.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.74,1.5,17.41,0.67,0.97,2.0,3.0,2.0,3.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.74,1.5,17.41,0.67,0.97,2.0,3.0,2.0,3.0,2.0,N
10.0,0.0,0.0,15.0,15.0,9.0,72.0,53.35,25.26,34029.33,0.04,1890.52,89.0,141.0,37.0,21.0,84.0,Y
10.0,1.0,0.0,16.0,16.0,9.0,82.0,54.5,27.64,41638.64,0.04,2313.26,98.0,156.0,39.0,22.0,95.0,Y
9.0,0.0,11.0,14.0,13.0,8.0,110.0,70.65,28.71,58255.33,0.03,3236.41,134.0,197.0,49.0,21.0,132.0,Y
4.0,0.0,3.0,3.0,3.0,1.0,43.0,54.62,14.09,10838.4,0.07,602.13,54.0,96.0,23.0,12.0,56.0,Y
3.0,0.0,2.0,3.0,3.0,1.0,46.0,48.4,21.0,21346.25,0.05,1185.9,70.0,121.0,25.0,15.0,58.0,Y
1.0,0.0,0.0,4.0,1.0,1.0,22.0,22.36,12.46,3472.18,0.08,192.9,27.0,33.0,13.0,12.0,28.0,N
1.0,0.0,0.0,4.0,1.0,1.0,22.0,22.36,12.46,3472.18,0.08,192.9,27.0,33.0,13.0,12.0,28.0,N
1.0,0.0,2.0,3.0,3.0,1.0,18.0,24.4,9.9,2391.62,0.1,132.87,18.0,37.0,10.0,11.0,23.0,N
6.0,0.0,4.0,7.0,6.0,1.0,66.0,67.19,17.71,21062.86,0.06,1170.16,86.0,127.0,34.0,14.0,78.0,Y
0.0,0.0,0.0,1.0,1.0,1.0,0.0,12.06,1.5,27.14,0.67,1.51,3.0,4.0,3.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,12.06,1.5,27.14,0.67,1.51,3.0,4.0,3.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,N
2.0,0.0,0.0,2.0,1.0,1.0,31.0,74.84,9.81,7209.3,0.1,400.52,53.0,88.0,27.0,10.0,35.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,12.06,1.5,27.14,0.67,1.51,3.0,4.0,3.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,12.06,1.5,27.14,0.67,1.51,3.0,4.0,3.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,8.15,3.5,99.85,0.29,5.55,2.0,7.0,2.0,7.0,4.0,N
4.0,0.0,7.0,3.0,3.0,1.0,33.0,40.66,11.76,5624.8,0.09,312.49,38.0,56.0,21.0,13.0,47.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,9.6,2.5,60.0,0.4,3.33,3.0,5.0,3.0,5.0,4.0,N
1.0,0.0,1.0,5.0,5.0,3.0,37.0,45.68,10.74,5266.05,0.09,292.56,34.0,65.0,19.0,12.0,41.0,N
1.0,0.0,1.0,5.0,5.0,3.0,37.0,56.16,12.15,8293.01,0.08,460.72,43.0,89.0,23.0,13.0,41.0,N
2.0,0.0,0.0,5.0,5.0,3.0,49.0,81.84,12.0,11784.37,0.08,654.69,56.0,118.0,35.0,15.0,53.0,N
1.0,0.0,0.0,4.0,4.0,3.0,12.0,13.14,16.63,3632.76,0.06,201.82,19.0,30.0,8.0,14.0,15.0,N
1.0,0.0,0.0,2.0,2.0,1.0,10.0,16.21,11.0,1962.54,0.09,109.03,16.0,26.0,8.0,11.0,14.0,N
3.0,0.0,0.0,9.0,9.0,1.0,74.0,68.06,15.76,16898.58,0.06,938.81,65.0,126.0,33.0,16.0,82.0,N
0.0,0.0,1.0,5.0,5.0,3.0,38.0,45.65,11.05,5574.06,0.09,309.67,34.0,66.0,20.0,13.0,41.0,N
4.0,0.0,4.0,6.0,5.0,1.0,50.0,49.98,16.37,13409.92,0.06,745.0,63.0,93.0,25.0,13.0,60.0,N
2.0,0.0,2.0,1.0,1.0,1.0,6.0,15.5,4.67,337.59,0.21,18.75,7.0,12.0,6.0,8.0,12.0,N
1.0,0.0,0.0,3.0,3.0,1.0,8.0,14.8,6.3,587.22,0.16,32.61,9.0,17.0,5.0,7.0,11.0,N
4.0,0.0,1.0,7.0,7.0,1.0,58.0,57.43,16.46,15553.76,0.06,864.1,64.0,101.0,35.0,18.0,68.0,N
5.0,0.0,5.0,8.0,8.0,3.0,63.0,46.62,29.1,39470.86,0.03,2192.83,89.0,161.0,26.0,17.0,75.0,Y
5.0,0.0,7.0,9.0,8.0,1.0,82.0,69.72,22.29,34646.7,0.04,1924.82,107.0,167.0,36.0,15.0,96.0,Y
3.0,0.0,1.0,1.0,1.0,1.0,6.0,22.83,3.33,253.69,0.3,14.09,8.0,14.0,6.0,5.0,12.0,Y
2.0,0.0,1.0,1.0,1.0,1.0,6.0,22.83,3.33,253.69,0.3,14.09,8.0,14.0,6.0,5.0,11.0,N
2.0,0.0,1.0,1.0,1.0,1.0,6.0,22.83,3.33,253.69,0.3,14.09,8.0,14.0,6.0,5.0,11.0,Y
4.0,0.0,4.0,11.0,11.0,5.0,50.0,43.27,18.38,14608.84,0.05,811.6,49.0,106.0,20.0,15.0,60.0,N
0.0,0.0,0.0,4.0,4.0,1.0,19.0,36.6,8.29,2512.57,0.12,139.59,29.0,39.0,14.0,8.0,24.0,N
2.0,0.0,3.0,13.0,13.0,8.0,44.0,35.44,20.13,14362.87,0.05,797.94,45.0,93.0,19.0,17.0,51.0,N
0.0,0.0,0.0,2.0,2.0,1.0,7.0,21.02,6.22,813.86,0.16,45.21,14.0,18.0,9.0,8.0,12.0,N
1.0,0.0,0.0,1.0,1.0,1.0,7.0,24.74,3.0,222.69,0.33,12.37,9.0,10.0,9.0,6.0,13.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.86,2.5,49.13,0.4,2.73,2.0,5.0,2.0,5.0,4.0,N
1.0,0.0,0.0,2.0,2.0,1.0,11.0,23.83,5.6,747.25,0.18,41.51,14.0,18.0,10.0,8.0,16.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.86,2.5,49.13,0.4,2.73,2.0,5.0,2.0,5.0,4.0,N
0.0,0.0,0.0,2.0,2.0,1.0,7.0,21.02,6.22,813.86,0.16,45.21,14.0,18.0,9.0,8.0,12.0,N
2.0,0.0,3.0,13.0,13.0,8.0,44.0,35.44,20.13,14362.87,0.05,797.94,45.0,93.0,19.0,17.0,51.0,N
1.0,0.0,0.0,1.0,1.0,1.0,7.0,24.74,3.0,222.69,0.33,12.37,9.0,10.0,9.0,6.0,13.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.86,2.5,49.13,0.4,2.73,2.0,5.0,2.0,5.0,4.0,N
2.0,0.0,0.0,3.0,3.0,3.0,20.0,50.66,4.38,969.74,0.23,53.87,20.0,29.0,16.0,7.0,24.0,N
2.0,0.0,1.0,18.0,18.0,11.0,49.0,58.14,13.44,10502.26,0.07,583.46,56.0,94.0,25.0,12.0,54.0,N
1.0,0.0,0.0,2.0,2.0,1.0,10.0,17.59,6.87,831.38,0.15,46.19,11.0,18.0,8.0,10.0,13.0,N
0.0,0.0,0.0,1.0,1.0,1.0,3.0,16.73,3.0,150.57,0.33,8.36,6.0,8.0,6.0,6.0,7.0,N
1.0,0.0,0.0,1.0,1.0,1.0,4.0,16.73,3.0,150.57,0.33,8.36,6.0,8.0,6.0,6.0,8.0,N
0.0,0.0,0.0,4.0,4.0,1.0,20.0,30.85,11.73,4246.69,0.09,235.93,32.0,45.0,15.0,11.0,25.0,N
0.0,0.0,0.0,1.0,1.0,1.0,3.0,16.73,3.0,150.57,0.33,8.36,6.0,8.0,6.0,6.0,7.0,N
4.0,0.0,0.0,7.0,7.0,3.0,44.0,44.46,21.67,20870.83,0.05,1159.49,65.0,116.0,24.0,16.0,53.0,N
5.0,0.0,4.0,12.0,12.0,5.0,53.0,46.66,19.09,17006.5,0.05,944.81,56.0,115.0,22.0,15.0,64.0,N
4.0,0.0,0.0,1.0,1.0,1.0,9.0,30.84,5.41,902.22,0.18,50.12,17.0,23.0,11.0,7.0,18.0,N
2.0,0.0,0.0,4.0,4.0,1.0,55.0,63.49,18.98,22882.74,0.05,1271.26,81.0,136.0,32.0,15.0,61.0,Y
0.0,0.0,0.0,1.0,1.0,1.0,2.0,9.51,3.0,85.59,0.33,4.75,3.0,6.0,3.0,6.0,5.0,N
1.0,0.0,0.0,1.0,1.0,1.0,4.0,16.73,3.0,150.57,0.33,8.36,6.0,8.0,6.0,6.0,8.0,Y
0.0,0.0,0.0,2.0,2.0,1.0,7.0,21.02,6.22,813.86,0.16,45.21,14.0,18.0,9.0,8.0,13.0,N
3.0,0.0,10.0,18.0,18.0,5.0,53.0,68.88,15.48,16513.25,0.06,917.4,60.0,132.0,31.0,16.0,68.0,Y
1.0,0.0,0.0,1.0,1.0,1.0,8.0,28.0,3.0,252.0,0.33,14.0,10.0,11.0,10.0,6.0,15.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.86,2.5,49.13,0.4,2.73,2.0,5.0,2.0,5.0,4.0,N
0.0,0.0,0.0,2.0,2.0,1.0,19.0,30.44,6.54,1301.39,0.15,72.3,17.0,27.0,13.0,10.0,23.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.74,1.5,17.41,0.67,0.97,2.0,3.0,2.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.74,1.5,17.41,0.67,0.97,2.0,3.0,2.0,3.0,4.0,N
2.0,0.0,3.0,6.0,6.0,3.0,41.0,40.93,16.67,11369.91,0.06,631.66,50.0,83.0,21.0,14.0,48.0,N
6.0,0.0,7.0,10.0,10.0,1.0,54.0,42.36,25.0,26476.59,0.04,1470.92,75.0,124.0,24.0,16.0,69.0,Y
3.0,0.0,0.0,3.0,3.0,3.0,19.0,47.56,6.56,2048.33,0.15,113.8,30.0,39.0,16.0,7.0,24.0,N
1.0,0.0,0.0,1.0,1.0,1.0,12.0,89.39,2.5,558.7,0.4,31.04,22.0,25.0,22.0,5.0,15.0,N
1.0,0.0,1.0,5.0,5.0,3.0,33.0,36.86,11.67,5016.67,0.09,278.7,30.0,56.0,18.0,14.0,39.0,Y
1.0,0.0,1.0,5.0,5.0,3.0,33.0,36.86,11.67,5016.67,0.09,278.7,30.0,56.0,18.0,14.0,39.0,N
0.0,0.0,0.0,5.0,5.0,1.0,47.0,60.05,9.65,5594.49,0.1,310.8,37.0,76.0,23.0,12.0,53.0,Y
1.0,0.0,0.0,5.0,5.0,1.0,46.0,55.44,9.82,5344.61,0.1,296.92,36.0,71.0,22.0,12.0,52.0,Y
0.0,0.0,0.0,5.0,5.0,1.0,48.0,60.03,10.08,6102.99,0.1,339.06,44.0,74.0,24.0,11.0,55.0,Y
0.0,0.0,0.0,8.0,7.0,1.0,57.0,51.9,15.52,12497.82,0.06,694.32,50.0,95.0,29.0,18.0,63.0,N
3.0,0.0,1.0,2.0,2.0,1.0,16.0,38.54,6.9,1834.9,0.14,101.94,23.0,35.0,15.0,9.0,23.0,N
3.0,0.0,1.0,1.0,1.0,1.0,9.0,29.28,6.0,1054.16,0.17,58.56,16.0,24.0,12.0,9.0,17.0,N
2.0,0.0,1.0,3.0,3.0,1.0,28.0,43.11,8.82,3356.39,0.11,186.47,30.0,50.0,17.0,10.0,34.0,N
2.0,0.0,1.0,2.0,2.0,1.0,19.0,33.65,8.8,2605.92,0.11,144.77,24.0,39.0,15.0,11.0,26.0,N
2.0,0.0,1.0,2.0,2.0,1.0,16.0,35.82,7.07,1791.33,0.14,99.52,22.0,34.0,14.0,9.0,22.0,N
2.0,0.0,1.0,3.0,3.0,1.0,25.0,39.13,9.71,3686.11,0.1,204.78,30.0,49.0,17.0,11.0,31.0,N
3.0,0.0,1.0,2.0,2.0,1.0,16.0,35.82,7.07,1791.33,0.14,99.52,22.0,34.0,14.0,9.0,23.0,N
3.0,0.0,1.0,2.0,2.0,1.0,16.0,32.63,8.07,2123.35,0.12,117.96,22.0,34.0,15.0,11.0,24.0,N
2.0,0.0,1.0,1.0,1.0,1.0,9.0,29.28,6.0,1054.16,0.17,58.56,16.0,24.0,12.0,9.0,16.0,N
3.0,0.0,1.0,2.0,2.0,1.0,16.0,38.54,6.9,1834.9,0.14,101.94,23.0,35.0,15.0,9.0,23.0,N
2.0,0.0,1.0,1.0,1.0,1.0,9.0,29.28,6.0,1054.16,0.17,58.56,16.0,24.0,12.0,9.0,16.0,N
2.0,0.0,1.0,1.0,1.0,1.0,9.0,29.28,6.0,1054.16,0.17,58.56,16.0,24.0,12.0,9.0,16.0,N
2.0,0.0,1.0,1.0,1.0,1.0,9.0,29.28,6.0,1054.16,0.17,58.56,16.0,24.0,12.0,9.0,16.0,N
3.0,0.0,1.0,1.0,1.0,1.0,13.0,45.35,6.5,1916.22,0.15,106.46,26.0,36.0,18.0,9.0,23.0,N
3.0,0.0,1.0,2.0,2.0,1.0,16.0,38.54,6.9,1834.9,0.14,101.94,23.0,35.0,15.0,9.0,23.0,N
2.0,0.0,1.0,1.0,1.0,1.0,9.0,29.28,6.0,1054.16,0.17,58.56,16.0,24.0,12.0,9.0,16.0,N
3.0,0.0,1.0,2.0,2.0,1.0,16.0,35.82,7.07,1791.33,0.14,99.52,22.0,34.0,14.0,9.0,23.0,N
2.0,0.0,1.0,1.0,1.0,1.0,9.0,29.28,6.0,1054.16,0.17,58.56,16.0,24.0,12.0,9.0,16.0,N
2.0,0.0,1.0,1.0,1.0,1.0,11.0,40.53,6.19,1551.63,0.16,86.2,22.0,32.0,16.0,9.0,18.0,N
2.0,0.0,1.0,1.0,1.0,1.0,11.0,40.53,6.19,1551.63,0.16,86.2,22.0,32.0,16.0,9.0,18.0,N
3.0,0.0,1.0,2.0,2.0,1.0,20.0,38.84,7.2,2013.72,0.14,111.87,24.0,37.0,15.0,9.0,27.0,N
3.0,0.0,1.0,1.0,1.0,1.0,10.0,28.94,6.38,1176.04,0.16,65.34,17.0,25.0,12.0,9.0,18.0,N
2.0,0.0,1.0,1.0,1.0,1.0,11.0,40.53,6.19,1551.63,0.16,86.2,22.0,32.0,16.0,9.0,18.0,N
9.0,0.0,7.0,25.0,22.0,7.0,108.0,60.45,38.21,88254.54,0.03,4903.03,131.0,265.0,36.0,21.0,127.0,N
2.0,0.0,2.0,5.0,4.0,5.0,19.0,21.06,10.8,2456.25,0.09,136.46,18.0,33.0,10.0,12.0,25.0,N
6.0,0.0,0.0,4.0,4.0,1.0,39.0,40.82,13.93,7924.63,0.07,440.26,38.0,83.0,15.0,11.0,48.0,N
2.0,0.0,2.0,2.0,2.0,1.0,24.0,26.4,12.5,4124.97,0.08,229.17,30.0,44.0,12.0,10.0,30.0,Y
0.0,0.0,0.0,2.0,1.0,1.0,4.0,11.95,4.2,210.8,0.24,11.71,6.0,8.0,5.0,7.0,6.0,N
1.0,0.0,0.0,2.0,2.0,1.0,57.0,166.37,5.47,4976.76,0.18,276.49,67.0,89.0,49.0,8.0,60.0,N
3.0,0.0,0.0,3.0,3.0,1.0,22.0,55.59,7.1,2805.82,0.14,155.88,31.0,46.0,24.0,11.0,27.0,Y
3.0,0.0,0.0,2.0,2.0,1.0,15.0,23.6,6.3,936.67,0.16,52.04,14.0,21.0,10.0,9.0,22.0,N
3.0,0.0,0.0,2.0,2.0,1.0,15.0,23.6,6.3,936.67,0.16,52.04,14.0,21.0,10.0,9.0,22.0,N
3.0,0.0,0.0,2.0,2.0,1.0,13.0,20.85,6.0,750.59,0.17,41.7,12.0,18.0,9.0,9.0,20.0,N
2.0,0.0,0.0,7.0,6.0,1.0,43.0,43.58,12.05,6323.86,0.08,351.33,53.0,52.0,22.0,10.0,47.0,Y
3.0,0.0,0.0,7.0,6.0,1.0,44.0,45.58,12.17,6755.1,0.08,375.28,56.0,54.0,23.0,10.0,49.0,Y
4.0,0.0,3.0,3.0,3.0,1.0,12.0,20.92,11.55,2790.22,0.09,155.01,21.0,34.0,10.0,11.0,21.0,N
0.0,0.0,0.0,1.0,1.0,1.0,4.0,16.73,3.0,150.57,0.33,8.36,6.0,8.0,6.0,6.0,7.0,Y
0.0,0.0,0.0,6.0,6.0,5.0,26.0,31.23,14.63,6679.22,0.07,371.07,39.0,56.0,16.0,12.0,31.0,N
3.0,0.0,0.0,7.0,7.0,3.0,44.0,46.71,19.69,18105.81,0.05,1005.88,63.0,111.0,24.0,15.0,52.0,N
0.0,0.0,0.0,1.0,1.0,1.0,3.0,12.18,3.0,109.62,0.33,6.09,4.0,7.0,4.0,6.0,6.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,9.51,3.0,85.59,0.33,4.75,3.0,6.0,3.0,6.0,5.0,N
0.0,0.0,0.0,1.0,1.0,1.0,3.0,16.73,3.0,150.57,0.33,8.36,6.0,8.0,6.0,6.0,7.0,N
4.0,0.0,0.0,1.0,1.0,1.0,10.0,33.17,5.25,914.37,0.19,50.8,18.0,23.0,12.0,7.0,18.0,N
1.0,0.0,0.0,4.0,4.0,1.0,52.0,58.78,18.5,20116.66,0.05,1117.59,74.0,124.0,30.0,15.0,57.0,Y
5.0,0.0,4.0,12.0,12.0,5.0,55.0,45.08,20.45,18860.59,0.05,1047.81,60.0,117.0,22.0,15.0,66.0,Y
0.0,0.0,0.0,2.0,2.0,1.0,7.0,21.02,6.22,813.86,0.16,45.21,14.0,18.0,9.0,8.0,13.0,N
2.0,0.0,3.0,13.0,13.0,8.0,44.0,35.44,20.13,14362.87,0.05,797.94,45.0,93.0,19.0,17.0,51.0,N
1.0,0.0,0.0,1.0,1.0,1.0,8.0,28.0,3.0,252.0,0.33,14.0,10.0,11.0,10.0,6.0,15.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.86,2.5,49.13,0.4,2.73,2.0,5.0,2.0,5.0,4.0,N
0.0,0.0,0.0,2.0,2.0,1.0,6.0,21.02,6.22,813.86,0.16,45.21,14.0,18.0,9.0,8.0,12.0,N
2.0,0.0,3.0,13.0,13.0,8.0,44.0,35.44,20.13,14362.87,0.05,797.94,45.0,93.0,19.0,17.0,51.0,Y
1.0,0.0,0.0,1.0,1.0,1.0,8.0,28.0,3.0,252.0,0.33,14.0,10.0,11.0,10.0,6.0,15.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.86,2.5,49.13,0.4,2.73,2.0,5.0,2.0,5.0,4.0,N
6.0,0.0,8.0,18.0,18.0,10.0,124.0,83.5,27.6,63607.25,0.04,3533.74,138.0,238.0,50.0,20.0,140.0,Y
0.0,0.0,0.0,2.0,2.0,1.0,7.0,21.02,6.22,813.86,0.16,45.21,14.0,18.0,9.0,8.0,13.0,N
2.0,0.0,3.0,13.0,13.0,8.0,44.0,35.44,20.13,14362.87,0.05,797.94,45.0,93.0,19.0,17.0,51.0,N
1.0,0.0,0.0,1.0,1.0,1.0,8.0,28.0,3.0,252.0,0.33,14.0,10.0,11.0,10.0,6.0,15.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.86,2.5,49.13,0.4,2.73,2.0,5.0,2.0,5.0,4.0,N
6.0,0.0,7.0,12.0,12.0,7.0,97.0,63.6,25.9,42656.7,0.04,2369.82,101.0,179.0,39.0,20.0,112.0,N
2.0,0.0,2.0,1.0,1.0,1.0,7.0,21.07,5.63,666.77,0.18,37.04,10.0,19.0,8.0,9.0,14.0,Y
4.0,0.0,0.0,4.0,4.0,1.0,27.0,50.04,12.04,7254.53,0.08,403.03,43.0,71.0,25.0,14.0,33.0,N
5.0,0.0,0.0,4.0,4.0,1.0,26.0,49.72,11.02,6040.05,0.09,335.56,39.0,67.0,23.0,13.0,33.0,N
2.0,0.0,0.0,4.0,4.0,3.0,33.0,46.32,13.62,8591.51,0.07,477.31,44.0,80.0,21.0,13.0,38.0,N
