@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute GLOBAL_DATA_COMPLEXITY numeric
@attribute GLOBAL_DATA_DENSITY numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute Defective {Y,N}

@data
29.0,60.0,11.0,2.0,40.0,0.21,36.0,37.0,0.93,144.0,1.0,0.0,186.0,0.0,40.0,1.0,63.0,350063.96,0.02,19448.0,5556.57,0.03,36.0,0.14,434.0,100.0,36.0,276.0,23.77,N
10.0,37.0,3.0,3.0,19.0,0.54,12.0,1.0,0.05,52.0,17.0,0.89,32.0,0.0,4.0,0.21,38.18,36464.5,0.03,2025.81,955.02,0.89,42.0,0.29,96.0,22.0,21.0,65.0,39.62,N
26.0,76.0,13.0,9.0,45.0,0.29,42.0,20.0,0.44,151.0,24.0,0.52,144.0,0.0,22.0,0.49,70.67,288408.33,0.01,16022.68,4081.0,0.53,53.0,0.21,332.0,76.0,41.0,216.0,23.4,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.5,12.0,0.67,0.67,8.0,1.0,0.0,0.25,3.0,1.0,3.0,4.0,0.0,N
1.0,9.0,0.0,2.0,8.0,0.28,0.0,1.0,0.13,18.0,1.0,0.0,27.0,0.0,1.0,0.13,9.88,3329.22,0.1,184.96,336.89,0.13,0.0,0.24,44.0,17.0,14.0,33.0,10.0,N
0.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,0.5,6.0,1.0,0.0,2.0,0.0,1.0,0.5,6.3,479.73,0.16,26.65,76.15,0.5,2.0,0.4,13.0,5.0,9.0,5.0,33.33,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.5,12.0,0.67,0.67,8.0,1.0,0.0,0.25,3.0,1.0,3.0,4.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.5,12.0,0.67,0.67,8.0,1.0,0.0,0.25,3.0,1.0,3.0,4.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.5,12.0,0.67,0.67,8.0,1.0,0.0,0.25,3.0,1.0,3.0,4.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.5,12.0,0.67,0.67,8.0,1.0,0.0,0.25,3.0,1.0,3.0,4.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.5,12.0,0.67,0.67,8.0,1.0,0.0,0.25,3.0,1.0,3.0,4.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.5,12.0,0.67,0.67,8.0,1.0,0.0,0.25,3.0,1.0,3.0,4.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.5,12.0,0.67,0.67,8.0,1.0,0.0,0.25,3.0,1.0,3.0,4.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.5,12.0,0.67,0.67,8.0,1.0,0.0,0.25,3.0,1.0,3.0,4.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.5,12.0,0.67,0.67,8.0,1.0,0.0,0.25,3.0,1.0,3.0,4.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.61,1.0,0.0,0.25,5.0,0.0,5.0,4.0,0.0,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.61,1.0,0.0,1.0,5.0,0.0,5.0,1.0,0.0,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.61,1.0,0.0,1.0,5.0,0.0,5.0,1.0,0.0,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33,1.0,0.0,1.0,3.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.51,1.0,0.0,0.25,6.0,0.0,6.0,4.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.61,1.0,0.0,0.2,5.0,0.0,5.0,5.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.51,1.0,0.0,0.25,6.0,0.0,6.0,4.0,0.0,N
1.0,11.0,0.0,1.0,6.0,0.27,10.0,1.0,0.17,20.0,1.0,0.0,21.0,0.0,5.0,0.83,22.5,7014.99,0.04,389.72,311.78,0.17,10.0,0.19,41.0,9.0,15.0,31.0,19.23,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.5,12.0,0.67,0.67,8.0,1.0,0.0,0.14,3.0,1.0,3.0,7.0,60.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.5,12.0,0.67,0.67,8.0,1.0,0.0,0.25,3.0,1.0,3.0,4.0,0.0,N
2.0,3.0,0.0,1.0,2.0,0.29,2.0,1.0,0.5,5.0,1.0,0.0,6.0,0.0,2.0,1.0,4.9,281.06,0.2,15.61,57.36,0.5,2.0,0.18,9.0,5.0,7.0,11.0,14.29,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.5,12.0,0.67,0.67,8.0,1.0,0.0,0.2,3.0,1.0,3.0,5.0,33.33,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.5,12.0,0.67,0.67,8.0,1.0,0.0,0.25,3.0,1.0,3.0,4.0,0.0,N
0.0,1.0,2.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,27.86,0.5,1.55,13.93,1.0,0.0,0.25,5.0,1.0,4.0,4.0,0.0,N
0.0,1.0,2.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,2.5,67.5,0.4,3.75,27.0,1.0,0.0,0.17,6.0,3.0,5.0,6.0,33.33,N
0.0,1.0,2.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,36.19,0.5,2.0,18.09,1.0,0.0,0.2,5.0,2.0,4.0,5.0,0.0,N
0.0,1.0,2.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,67.38,0.33,3.74,22.46,1.0,0.0,0.25,7.0,1.0,6.0,4.0,0.0,N
0.0,1.0,2.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,81.0,0.33,4.5,27.0,1.0,0.0,0.25,7.0,2.0,6.0,4.0,0.0,N
0.0,1.0,2.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,81.0,0.33,4.5,27.0,1.0,0.0,0.25,7.0,2.0,6.0,4.0,0.0,N
0.0,1.0,2.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,67.38,0.33,3.74,22.46,1.0,0.0,0.25,7.0,1.0,6.0,4.0,0.0,N
0.0,1.0,2.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,2.5,67.5,0.4,3.75,27.0,1.0,0.0,0.2,6.0,3.0,5.0,5.0,0.0,N
0.0,1.0,2.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,81.0,0.33,4.5,27.0,1.0,0.0,0.25,7.0,2.0,6.0,4.0,0.0,N
0.0,1.0,2.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,36.19,0.5,2.0,18.09,1.0,0.0,0.25,5.0,2.0,4.0,4.0,0.0,N
0.0,1.0,2.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,36.19,0.5,2.0,18.09,1.0,0.0,0.25,5.0,2.0,4.0,4.0,0.0,N
0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,188.72,0.33,10.48,62.91,1.0,0.0,0.14,10.0,7.0,6.0,7.0,0.0,N
0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,188.72,0.33,10.48,62.91,1.0,0.0,0.17,10.0,7.0,6.0,6.0,0.0,N
0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,246.13,0.33,13.67,82.04,1.0,0.0,0.17,12.0,9.0,6.0,6.0,0.0,N
0.0,1.0,1.0,0.0,1.0,0.33,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,3.0,276.0,0.33,15.33,92.0,1.0,0.0,0.14,13.0,10.0,6.0,7.0,0.0,N
0.0,1.0,1.0,0.0,1.0,0.33,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,3.0,276.0,0.33,15.33,92.0,1.0,0.0,0.14,13.0,10.0,6.0,7.0,0.0,N
0.0,1.0,1.0,0.0,1.0,0.33,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,3.0,276.0,0.33,15.33,92.0,1.0,0.0,0.13,13.0,10.0,6.0,8.0,0.0,N
0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,246.13,0.33,13.67,82.04,1.0,0.0,0.17,12.0,9.0,6.0,6.0,0.0,N
0.0,1.0,1.0,0.0,1.0,0.33,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,3.0,246.13,0.33,13.67,82.04,1.0,0.0,0.13,12.0,9.0,6.0,8.0,0.0,N
0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,188.72,0.33,10.48,62.91,1.0,0.0,0.2,10.0,7.0,6.0,5.0,0.0,N
0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,188.72,0.33,10.48,62.91,1.0,0.0,0.2,10.0,7.0,6.0,5.0,0.0,N
0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,188.72,0.33,10.48,62.91,1.0,0.0,0.17,10.0,7.0,6.0,6.0,0.0,N
0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,161.32,0.33,8.96,53.77,1.0,0.0,0.17,9.0,6.0,6.0,6.0,0.0,N
0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,161.32,0.33,8.96,53.77,1.0,0.0,0.13,9.0,6.0,6.0,8.0,0.0,N
0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,134.92,0.33,7.5,44.97,1.0,0.0,0.25,8.0,5.0,6.0,4.0,0.0,N
0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,134.92,0.33,7.5,44.97,1.0,0.0,0.2,8.0,5.0,6.0,5.0,0.0,N
0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,134.92,0.33,7.5,44.97,1.0,0.0,0.25,8.0,5.0,6.0,4.0,0.0,N
0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,134.92,0.33,7.5,44.97,1.0,0.0,0.25,8.0,5.0,6.0,4.0,0.0,N
0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,134.92,0.33,7.5,44.97,1.0,0.0,0.14,8.0,5.0,6.0,7.0,0.0,N
0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,161.32,0.33,8.96,53.77,1.0,0.0,0.2,9.0,6.0,6.0,5.0,0.0,N
0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,161.32,0.33,8.96,53.77,1.0,0.0,0.2,9.0,6.0,6.0,5.0,0.0,N
0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,188.72,0.33,10.48,62.91,1.0,0.0,0.13,10.0,7.0,6.0,8.0,0.0,N
0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,188.72,0.33,10.48,62.91,1.0,0.0,0.13,10.0,7.0,6.0,8.0,0.0,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33,0.0,0.0,0.0,3.0,0.0,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33,1.0,0.0,1.0,3.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.5,12.0,0.67,0.67,8.0,1.0,0.0,0.25,3.0,1.0,3.0,4.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.5,12.0,0.67,0.67,8.0,1.0,0.0,0.25,3.0,1.0,3.0,4.0,0.0,N
0.0,1.0,0.0,9.0,1.0,0.09,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08,0.0,1.0,0.0,12.0,81.82,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33,0.0,0.0,0.0,3.0,0.0,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33,0.0,0.0,0.0,3.0,0.0,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33,1.0,0.0,1.0,3.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,2.4,106.51,0.42,5.92,44.38,1.0,0.0,0.17,8.0,5.0,4.0,6.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.5,12.0,0.67,0.67,8.0,1.0,0.0,0.25,3.0,1.0,3.0,4.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.2,0.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.75,4.75,1.33,0.26,6.34,1.0,0.0,0.17,1.0,2.0,1.0,6.0,0.0,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33,0.0,0.0,0.0,3.0,0.0,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33,1.0,0.0,1.0,3.0,0.0,N
0.0,1.0,1.0,0.0,1.0,0.33,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,2.5,67.5,0.4,3.75,27.0,1.0,0.0,0.2,6.0,3.0,5.0,5.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.5,12.0,0.67,0.67,8.0,1.0,0.0,0.25,3.0,1.0,3.0,4.0,0.0,N
0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.5,38.77,0.4,2.15,15.51,1.0,0.0,0.25,5.0,1.0,5.0,4.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.5,2.38,2.0,0.13,4.75,1.0,0.0,0.2,1.0,2.0,1.0,5.0,0.0,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33,1.0,0.0,1.0,3.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.5,12.0,0.67,0.67,8.0,1.0,0.0,0.25,3.0,1.0,3.0,4.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.5,12.0,0.67,0.67,8.0,1.0,0.0,0.25,3.0,1.0,3.0,4.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.25,4.0,0.0,4.0,4.0,0.0,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33,1.0,0.0,1.0,3.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.61,1.0,0.0,0.2,5.0,0.0,5.0,5.0,0.0,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33,1.0,0.0,1.0,3.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.5,12.0,0.67,0.67,8.0,1.0,0.0,0.25,3.0,1.0,3.0,4.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.5,12.0,0.67,0.67,8.0,1.0,0.0,0.25,3.0,1.0,3.0,4.0,0.0,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33,1.0,0.0,1.0,3.0,0.0,N
2.0,1.0,1.0,0.0,1.0,0.17,0.0,1.0,1.0,2.0,1.0,0.0,6.0,0.0,1.0,1.0,7.5,938.23,0.13,52.12,125.1,1.0,0.0,0.08,18.0,8.0,10.0,12.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.5,12.0,0.67,0.67,8.0,1.0,0.0,0.25,3.0,1.0,3.0,4.0,0.0,N
0.0,1.0,2.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,3.5,127.89,0.29,7.11,36.54,1.0,0.0,0.17,8.0,3.0,7.0,6.0,0.0,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.5,12.0,0.67,0.67,8.0,1.0,0.0,0.25,3.0,1.0,3.0,4.0,0.0,N
0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,72.0,0.33,4.0,24.0,1.0,0.0,0.25,6.0,2.0,6.0,4.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.61,1.0,0.0,0.25,5.0,0.0,5.0,4.0,0.0,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.51,1.0,0.0,0.25,6.0,0.0,6.0,4.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,31.02,0.5,1.72,15.51,1.0,0.0,0.25,4.0,2.0,4.0,4.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.5,17.41,0.67,0.97,11.61,1.0,0.0,0.25,3.0,2.0,3.0,4.0,0.0,N
0.0,1.0,0.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,1.0,0.0,4.0,66.67,N
2.0,3.0,0.0,1.0,2.0,0.25,2.0,1.0,0.5,5.0,1.0,0.0,7.0,0.0,2.0,1.0,4.9,298.63,0.2,16.59,60.94,0.5,2.0,0.17,10.0,5.0,7.0,12.0,12.5,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,N
2.0,3.0,1.0,1.0,2.0,0.29,2.0,2.0,1.0,5.0,1.0,0.0,6.0,0.0,2.0,1.0,6.3,431.75,0.16,23.99,68.53,0.5,2.0,0.18,11.0,5.0,9.0,11.0,14.29,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.61,1.0,0.0,0.25,5.0,0.0,5.0,4.0,0.0,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.51,1.0,0.0,0.25,6.0,0.0,6.0,4.0,0.0,N
0.0,1.0,0.0,0.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.13,0.0,2.0,0.0,8.0,42.86,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,N
3.0,3.0,0.0,2.0,2.0,0.29,2.0,1.0,0.5,5.0,1.0,0.0,5.0,0.0,2.0,1.0,4.5,209.28,0.22,11.63,46.51,0.5,2.0,0.15,8.0,4.0,6.0,13.0,37.5,N
3.0,3.0,0.0,1.0,2.0,0.29,2.0,1.0,0.5,5.0,1.0,0.0,6.0,0.0,1.0,0.5,3.6,174.36,0.28,9.69,48.43,0.5,2.0,0.17,8.0,5.0,6.0,12.0,14.29,N
