@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
18.0,5.0,1.0,4.0,17.0,0.08,2.0,1.0,0.33,0.0,2.0,27.07,22353.19,0.04,1241.84,0.33,2.0,15.0,14.0,75.0,39.62,36.0,N
36.0,21.0,1.0,18.0,43.0,0.16,2.11,3.0,0.27,0.0,0.0,87.82,122506.36,0.01,6805.91,0.09,10.0,11.0,21.0,150.0,54.46,69.0,Y
9.0,17.0,1.0,5.0,6.0,0.15,2.14,2.0,0.22,0.38,0.0,38.32,53395.15,0.03,2966.4,0.44,8.0,31.0,24.0,76.0,16.92,59.0,Y
3.0,3.0,1.0,0.0,1.0,0.25,2.0,2.0,1.0,0.0,0.0,7.22,1062.83,0.14,59.05,0.5,1.0,9.0,13.0,14.0,11.11,8.0,N
3.0,7.0,1.0,3.0,0.0,0.4,4.0,2.0,0.5,1.0,0.0,9.17,1545.09,0.11,85.84,1.0,3.0,9.0,11.0,15.0,30.0,10.0,Y
7.0,11.0,1.0,17.0,7.0,0.26,2.25,2.0,0.33,0.0,1.0,13.0,4312.2,0.08,239.57,0.17,5.0,14.0,14.0,39.0,80.0,23.0,Y
4.0,3.0,1.0,2.0,0.0,0.15,2.0,1.0,0.5,0.0,1.0,7.14,1440.99,0.14,80.05,0.5,1.0,14.0,10.0,19.0,15.38,13.0,N
2.0,3.0,1.0,1.0,0.0,0.33,2.0,2.0,1.0,0.0,0.0,4.5,334.04,0.22,18.56,0.5,1.0,6.0,9.0,10.0,16.67,6.0,Y
3.0,3.0,1.0,1.0,0.0,0.25,2.0,2.0,1.0,0.0,0.0,4.57,357.2,0.22,19.84,0.5,1.0,7.0,8.0,13.0,12.5,8.0,Y
3.0,3.0,1.0,1.0,0.0,0.25,2.0,2.0,1.0,0.0,1.0,6.19,682.86,0.16,37.94,0.5,1.0,8.0,9.0,13.0,12.5,8.0,Y
3.0,5.0,2.0,0.0,0.0,0.33,3.0,3.0,1.0,1.0,1.0,9.33,1434.82,0.11,79.71,1.0,2.0,9.0,12.0,14.0,0.0,9.0,N
3.0,5.0,1.0,2.0,1.0,0.33,3.0,2.0,0.67,1.0,0.0,7.33,1204.38,0.14,66.91,1.0,2.0,9.0,11.0,15.0,30.0,9.0,Y
4.0,7.0,2.0,0.0,2.0,0.27,2.0,3.0,0.75,0.0,0.0,10.5,2418.38,0.1,134.35,0.25,3.0,13.0,13.0,23.0,11.76,15.0,N
4.0,3.0,1.0,0.0,0.0,0.25,2.0,2.0,1.0,0.0,1.0,4.57,339.34,0.22,18.85,0.5,1.0,7.0,8.0,14.0,0.0,8.0,N
3.0,1.0,1.0,0.0,0.0,0.25,0.0,1.0,1.0,0.0,0.0,2.0,44.92,0.5,2.5,1.0,0.0,3.0,4.0,9.0,0.0,4.0,N
3.0,5.0,1.0,1.0,0.0,0.27,2.0,2.0,0.67,0.0,0.0,4.44,454.16,0.23,25.23,0.33,2.0,9.0,8.0,16.0,9.09,11.0,Y
3.0,3.0,1.0,0.0,0.0,0.25,2.0,2.0,1.0,0.0,0.0,4.57,357.2,0.22,19.84,0.5,1.0,7.0,8.0,13.0,0.0,8.0,N
4.0,5.0,2.0,0.0,0.0,0.21,2.0,3.0,1.0,0.0,0.0,9.69,2250.48,0.1,125.03,0.33,2.0,13.0,12.0,20.0,0.0,14.0,N
3.0,5.0,1.0,4.0,0.0,0.27,2.0,2.0,0.67,0.0,1.0,5.0,521.24,0.2,28.96,0.33,2.0,9.0,9.0,16.0,36.36,11.0,Y
4.0,5.0,2.0,0.0,0.0,0.21,2.0,3.0,1.0,0.0,0.0,9.69,2250.48,0.1,125.03,0.33,2.0,13.0,12.0,20.0,0.0,14.0,N
4.0,3.0,1.0,1.0,0.0,0.17,2.0,1.0,0.5,0.0,1.0,8.25,1492.78,0.12,82.93,0.5,1.0,12.0,11.0,18.0,8.33,12.0,N
3.0,3.0,2.0,0.0,0.0,0.25,2.0,2.0,1.0,0.0,1.0,6.0,725.57,0.17,40.31,0.5,1.0,9.0,9.0,13.0,0.0,8.0,N
3.0,3.0,2.0,0.0,0.0,0.25,2.0,2.0,1.0,0.0,0.0,5.63,597.79,0.18,33.21,0.5,1.0,8.0,9.0,13.0,0.0,8.0,N
3.0,3.0,1.0,0.0,0.0,0.13,2.0,1.0,0.5,0.0,0.0,7.69,1635.44,0.13,90.86,0.5,1.0,13.0,10.0,20.0,0.0,15.0,N
3.0,3.0,1.0,0.0,0.0,0.25,2.0,2.0,1.0,0.0,1.0,4.57,339.34,0.22,18.85,0.5,1.0,7.0,8.0,13.0,0.0,8.0,N
3.0,9.0,1.0,0.0,0.0,0.45,5.0,2.0,0.4,1.0,1.0,10.11,1938.86,0.1,107.71,1.0,4.0,9.0,13.0,16.0,0.0,11.0,N
4.0,3.0,1.0,1.0,0.0,0.17,2.0,1.0,0.5,0.0,2.0,6.54,1094.35,0.15,60.8,0.5,1.0,13.0,10.0,18.0,8.33,12.0,N
3.0,1.0,1.0,0.0,0.0,0.33,0.0,1.0,1.0,0.0,0.0,2.0,36.19,0.5,2.0,1.0,0.0,2.0,4.0,8.0,0.0,3.0,N
4.0,5.0,3.0,1.0,2.0,0.19,2.0,3.0,1.0,0.0,0.0,10.4,2599.82,0.1,144.43,0.33,2.0,15.0,13.0,24.0,16.67,16.0,Y
3.0,5.0,3.0,0.0,1.0,0.25,2.0,3.0,1.0,0.0,0.0,6.77,1210.43,0.15,67.25,0.33,2.0,13.0,11.0,18.0,7.69,12.0,N
3.0,5.0,1.0,1.0,0.0,0.25,2.0,2.0,0.67,0.0,1.0,11.05,1949.43,0.09,108.3,0.33,2.0,10.0,13.0,17.0,8.33,12.0,Y
19.0,39.0,5.0,6.0,21.0,0.2,2.0,2.0,0.1,0.0,1.0,91.11,243939.5,0.01,13552.19,0.05,19.0,27.0,24.0,144.0,21.95,102.0,Y
4.0,1.0,0.0,0.0,7.0,0.33,0.0,1.0,1.0,0.0,1.0,3.0,99.0,0.33,5.5,1.0,0.0,2.0,6.0,16.0,70.0,3.0,N
23.0,9.0,4.0,5.0,11.0,0.12,2.0,5.0,1.0,0.0,1.0,39.09,47217.09,0.03,2623.17,0.2,4.0,22.0,20.0,77.0,30.77,41.0,Y
25.0,7.0,7.0,5.0,13.0,0.11,2.0,3.0,0.75,0.0,1.0,29.64,28803.52,0.03,1600.2,0.25,3.0,25.0,19.0,76.0,36.73,36.0,N
19.0,29.0,3.0,20.0,20.0,0.15,2.08,7.0,0.47,0.14,1.0,98.43,232360.35,0.01,12908.91,0.2,14.0,21.0,26.0,143.0,32.79,102.0,Y
4.0,7.0,0.0,1.0,3.0,0.21,2.0,1.0,0.25,0.0,0.0,15.79,2728.99,0.06,151.61,0.25,3.0,7.0,13.0,28.0,18.18,19.0,Y
8.0,3.0,3.0,4.0,4.0,0.13,2.0,1.0,0.5,0.0,1.0,11.76,4154.21,0.09,230.79,0.5,1.0,17.0,16.0,29.0,42.11,15.0,N
18.0,9.0,1.0,2.0,7.0,0.1,2.0,1.0,0.2,0.0,1.0,35.76,39329.66,0.03,2184.98,0.2,4.0,17.0,16.0,78.0,15.52,51.0,Y
10.0,7.0,1.0,1.0,2.0,0.19,2.0,2.0,0.4,0.0,1.0,12.27,4193.22,0.08,232.96,0.2,1.0,15.0,16.0,41.0,10.34,27.0,Y
2.0,1.0,1.0,0.0,0.0,0.25,0.0,1.0,1.0,0.0,1.0,4.5,313.92,0.22,17.44,1.0,0.0,4.0,6.0,8.0,0.0,4.0,N
14.0,25.0,9.0,11.0,16.0,0.21,2.2,6.0,0.46,0.33,0.0,49.46,67672.14,0.02,3759.56,0.38,12.0,23.0,25.0,95.0,34.18,63.0,Y
20.0,9.0,1.0,9.0,14.0,0.11,2.33,1.0,0.2,0.5,1.0,29.0,30595.0,0.03,1699.72,0.6,4.0,16.0,16.0,81.0,38.98,45.0,Y
7.0,3.0,2.0,3.0,2.0,0.17,2.0,2.0,1.0,0.0,1.0,9.82,1820.94,0.1,101.16,0.5,1.0,11.0,12.0,23.0,35.71,12.0,Y
5.0,5.0,1.0,1.0,0.0,0.21,2.0,1.0,0.33,0.0,1.0,14.67,4089.46,0.07,227.19,0.33,2.0,12.0,16.0,21.0,7.14,14.0,Y
5.0,7.0,1.0,21.0,1.0,0.1,2.0,1.0,0.25,0.0,1.0,15.53,10260.06,0.06,570.0,0.25,3.0,17.0,12.0,49.0,52.38,41.0,Y
3.0,1.0,0.0,0.0,0.0,0.33,0.0,1.0,1.0,0.0,1.0,3.0,81.0,0.33,4.5,1.0,0.0,2.0,6.0,8.0,0.0,3.0,N
7.0,13.0,5.0,9.0,9.0,0.22,2.0,6.0,0.86,0.0,0.0,16.03,8555.65,0.06,475.31,0.14,6.0,15.0,13.0,50.0,43.9,32.0,Y
6.0,17.0,2.0,4.0,5.0,0.27,2.6,3.0,0.33,0.0,0.0,30.46,18713.14,0.03,1039.61,0.11,8.0,13.0,18.0,46.0,23.68,33.0,Y
6.0,17.0,1.0,1.0,6.0,0.31,3.67,2.0,0.22,0.75,0.0,33.0,14676.46,0.03,815.36,0.78,8.0,8.0,16.0,43.0,20.0,29.0,Y
4.0,3.0,1.0,1.0,0.0,0.2,2.0,1.0,0.5,0.0,0.0,15.0,3411.47,0.07,189.53,0.5,1.0,7.0,15.0,16.0,10.0,10.0,Y
5.0,7.0,0.0,0.0,6.0,0.31,2.5,1.0,0.25,1.0,1.0,10.5,1588.31,0.1,88.24,1.0,3.0,8.0,12.0,26.0,31.58,13.0,N
2.0,3.0,0.0,1.0,0.0,0.25,2.0,1.0,0.5,0.0,2.0,11.0,1100.0,0.09,61.11,0.5,1.0,5.0,11.0,12.0,12.5,8.0,N
2.0,5.0,1.0,14.0,4.0,0.17,2.0,1.0,0.33,0.0,0.0,13.2,2112.0,0.08,117.33,0.33,2.0,5.0,11.0,26.0,81.82,18.0,Y
3.0,9.0,1.0,0.0,2.0,0.5,3.0,3.0,0.6,0.5,0.0,18.0,3953.09,0.06,219.62,0.6,6.0,7.0,14.0,17.0,16.67,10.0,N
2.0,1.0,0.0,3.0,0.0,0.17,0.0,1.0,1.0,0.0,0.0,6.0,632.92,0.17,35.16,1.0,0.0,6.0,9.0,10.0,50.0,6.0,Y
4.0,3.0,1.0,0.0,0.0,0.13,2.0,1.0,0.5,0.0,0.0,19.38,5897.84,0.05,327.66,0.5,1.0,8.0,10.0,21.0,0.0,15.0,N
8.0,5.0,1.0,0.0,3.0,0.16,2.0,2.0,0.67,0.0,0.0,20.68,7775.68,0.05,431.98,0.33,2.0,11.0,13.0,32.0,13.64,19.0,N
54.0,15.0,5.0,12.0,27.0,0.07,2.0,3.0,0.38,0.0,0.0,36.96,147695.29,0.03,8205.29,0.13,7.0,51.0,13.0,200.0,27.08,117.0,Y
8.0,1.0,4.0,0.0,4.0,0.17,0.0,1.0,1.0,0.0,0.0,2.0,90.0,0.5,5.0,1.0,0.0,4.0,4.0,20.0,40.0,6.0,N
3.0,3.0,0.0,2.0,0.0,0.25,2.0,1.0,0.5,0.0,0.0,9.9,1017.71,0.1,56.54,0.5,1.0,5.0,9.0,13.0,25.0,8.0,Y
15.0,3.0,1.0,6.0,8.0,0.05,2.0,2.0,1.0,0.0,0.0,29.66,31674.07,0.03,1759.67,0.5,1.0,22.0,15.0,62.0,31.11,37.0,N
26.0,5.0,1.0,10.0,7.0,0.06,2.0,1.0,0.33,0.0,0.0,43.27,56334.14,0.02,3129.67,0.33,2.0,15.0,11.0,83.0,30.91,48.0,Y
14.0,5.0,0.0,10.0,5.0,0.12,2.0,1.0,0.33,0.0,0.0,16.0,8854.91,0.06,491.94,0.33,2.0,13.0,8.0,47.0,48.39,26.0,Y
50.0,9.0,1.0,37.0,18.0,0.03,2.0,1.0,0.2,0.0,0.0,61.45,501990.12,0.02,27888.34,0.2,4.0,79.0,19.0,262.0,26.19,192.0,Y
8.0,3.0,0.0,0.0,3.0,0.11,2.0,1.0,0.5,0.0,0.0,8.08,3883.41,0.12,215.74,0.5,1.0,26.0,10.0,32.0,13.64,19.0,Y
14.0,5.0,0.0,3.0,2.0,0.04,2.0,1.0,0.33,0.0,0.0,37.34,62299.43,0.03,3461.08,0.33,2.0,19.0,11.0,85.0,7.25,67.0,Y
23.0,5.0,1.0,24.0,19.0,0.04,2.0,2.0,0.67,0.0,0.0,38.6,111439.21,0.03,6191.07,0.33,2.0,45.0,18.0,123.0,43.88,79.0,Y
8.0,3.0,7.0,0.0,8.0,0.15,2.0,2.0,1.0,0.0,0.0,3.85,519.3,0.26,28.85,0.5,1.0,10.0,7.0,31.0,38.1,13.0,Y
8.0,1.0,0.0,4.0,1.0,0.05,0.0,1.0,1.0,0.0,0.0,28.58,14596.38,0.03,810.91,1.0,0.0,6.0,7.0,33.0,21.74,22.0,Y
1.0,1.0,0.0,6.0,0.0,0.03,0.0,1.0,1.0,0.0,0.0,12.21,19761.56,0.08,1097.86,1.0,0.0,38.0,8.0,43.0,15.0,40.0,N
2.0,1.0,0.0,0.0,2.0,0.02,0.0,1.0,1.0,0.0,0.0,13.45,39084.89,0.07,2171.38,1.0,0.0,55.0,8.0,60.0,3.57,54.0,N
3.0,1.0,0.0,1.0,1.0,0.04,0.0,1.0,1.0,0.0,0.0,13.11,8997.69,0.08,499.87,1.0,0.0,18.0,8.0,30.0,8.0,24.0,Y
1.0,1.0,0.0,6.0,1.0,0.13,0.0,1.0,1.0,0.0,0.0,5.14,685.11,0.19,38.06,1.0,0.0,7.0,6.0,12.0,77.78,8.0,N
2.0,1.0,0.0,13.0,0.0,0.06,0.0,1.0,1.0,0.0,0.0,10.0,6105.34,0.1,339.19,1.0,0.0,20.0,8.0,22.0,72.22,18.0,N
15.0,1.0,7.0,0.0,6.0,0.11,0.0,1.0,1.0,0.0,0.0,3.0,328.18,0.33,18.23,1.0,0.0,9.0,6.0,32.0,40.0,9.0,N
16.0,3.0,5.0,0.0,7.0,0.13,2.0,1.0,0.5,0.0,0.0,9.47,3221.11,0.11,178.95,0.5,1.0,18.0,11.0,40.0,31.82,15.0,N
6.0,3.0,1.0,0.0,2.0,0.22,2.0,1.0,0.5,0.0,0.0,9.63,1267.48,0.1,70.42,0.5,1.0,8.0,11.0,19.0,18.18,9.0,N
6.0,5.0,3.0,0.0,0.0,0.19,2.0,3.0,1.0,0.0,0.0,7.71,2098.48,0.13,116.58,0.33,2.0,14.0,8.0,24.0,0.0,16.0,N
13.0,5.0,5.0,1.0,6.0,0.19,2.0,2.0,0.67,0.0,0.0,10.73,3787.08,0.09,210.39,0.33,2.0,20.0,13.0,37.0,31.82,16.0,N
2.0,1.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.0,0.0,4.5,371.04,0.22,20.61,1.0,0.0,6.0,6.0,9.0,0.0,5.0,N
5.0,3.0,4.0,0.0,0.0,0.15,2.0,2.0,1.0,0.0,0.0,5.54,1143.35,0.18,63.52,0.5,1.0,13.0,8.0,20.0,0.0,13.0,N
8.0,11.0,5.0,0.0,5.0,0.17,2.25,4.0,0.67,0.4,0.0,22.26,15883.78,0.04,882.43,0.5,5.0,23.0,16.0,50.0,12.5,35.0,N
6.0,1.0,3.0,0.0,0.0,0.07,0.0,1.0,1.0,0.0,2.0,9.82,2418.71,0.1,134.37,1.0,0.0,11.0,9.0,23.0,0.0,14.0,N
9.0,11.0,5.0,0.0,5.0,0.16,2.25,3.0,0.5,0.4,0.0,23.38,17851.06,0.04,991.73,0.5,5.0,26.0,19.0,53.0,11.9,37.0,N
19.0,11.0,1.0,9.0,17.0,0.15,2.0,1.0,0.17,0.0,0.0,28.39,26259.72,0.04,1458.87,0.17,5.0,18.0,14.0,79.0,44.83,41.0,N
41.0,1.0,0.0,9.0,10.0,0.01,0.0,1.0,1.0,0.0,0.0,16.94,107059.51,0.06,5947.75,1.0,0.0,108.0,10.0,158.0,16.52,105.0,N
14.0,1.0,10.0,3.0,7.0,0.07,0.0,1.0,1.0,0.0,0.0,4.16,1034.06,0.24,57.45,1.0,0.0,16.0,7.0,37.0,47.62,14.0,Y
20.0,3.0,6.0,1.0,10.0,0.07,2.0,2.0,1.0,0.0,0.0,12.67,7899.91,0.08,438.88,0.5,1.0,27.0,12.0,61.0,28.21,29.0,Y
17.0,11.0,1.0,6.0,10.0,0.14,2.0,3.0,0.5,0.0,0.0,17.7,16202.08,0.06,900.12,0.17,5.0,25.0,15.0,72.0,30.19,43.0,Y
14.0,5.0,1.0,2.0,2.0,0.02,2.0,2.0,0.67,0.0,0.0,50.69,518878.57,0.02,28826.59,0.33,2.0,106.0,18.0,216.0,2.0,198.0,Y
10.0,1.0,5.0,0.0,6.0,0.07,0.0,1.0,1.0,0.0,0.0,5.41,1127.78,0.18,62.65,1.0,0.0,11.0,7.0,32.0,30.0,14.0,N
7.0,3.0,0.0,7.0,4.0,0.17,2.0,1.0,0.5,0.0,3.0,10.29,1660.33,0.1,92.24,0.5,1.0,7.0,12.0,27.0,68.75,12.0,Y
4.0,3.0,1.0,1.0,1.0,0.22,2.0,2.0,1.0,0.0,0.0,10.08,1154.03,0.1,64.11,0.5,1.0,6.0,11.0,16.0,20.0,9.0,N
21.0,13.0,8.0,7.0,11.0,0.21,2.2,5.0,0.71,0.0,0.0,26.4,24294.51,0.04,1349.7,0.14,6.0,20.0,16.0,67.0,40.91,33.0,Y
9.0,11.0,2.0,0.0,3.0,0.29,2.2,1.0,0.17,0.0,0.0,23.25,8313.66,0.04,461.87,0.17,6.0,10.0,15.0,35.0,12.5,21.0,N
17.0,11.0,5.0,2.0,8.0,0.25,2.0,4.0,0.67,0.0,7.0,13.83,7233.63,0.07,401.87,0.17,5.0,23.0,12.0,57.0,31.25,24.0,N
4.0,3.0,1.0,1.0,1.0,0.2,2.0,2.0,1.0,0.0,0.0,8.0,716.99,0.13,39.83,0.5,1.0,4.0,8.0,17.0,18.18,10.0,Y
27.0,15.0,4.0,10.0,13.0,0.12,2.0,6.0,0.75,0.0,5.0,44.48,69108.13,0.02,3839.34,0.13,7.0,25.0,16.0,112.0,29.11,66.0,Y
22.0,3.0,5.0,1.0,19.0,0.08,2.0,2.0,1.0,0.0,0.0,17.27,7283.26,0.06,404.63,0.5,1.0,11.0,10.0,67.0,46.51,24.0,N
11.0,9.0,1.0,0.0,7.0,0.31,2.0,1.0,0.2,0.0,5.0,23.68,11146.31,0.04,619.24,0.2,4.0,14.0,13.0,40.0,30.43,16.0,N
6.0,3.0,1.0,1.0,4.0,0.15,2.0,2.0,1.0,0.0,0.0,9.63,1676.34,0.1,93.13,0.5,1.0,8.0,11.0,25.0,29.41,13.0,Y
34.0,5.0,5.0,4.0,19.0,0.05,2.0,3.0,1.0,0.0,0.0,83.31,321184.78,0.01,17843.6,0.33,2.0,29.0,16.0,117.0,28.4,62.0,N
2.0,1.0,0.0,0.0,0.0,0.5,2.0,1.0,1.0,0.0,2.0,5.63,395.48,0.18,21.97,1.0,1.0,4.0,9.0,7.0,0.0,2.0,N
11.0,7.0,3.0,1.0,8.0,0.17,2.0,2.0,0.5,0.0,0.0,23.0,12637.26,0.04,702.07,0.25,3.0,17.0,17.0,45.0,28.13,24.0,Y
6.0,3.0,4.0,8.0,5.0,0.07,2.0,2.0,1.0,0.0,0.0,38.52,56592.42,0.03,3144.02,0.5,1.0,22.0,15.0,41.0,39.39,28.0,Y
27.0,37.0,9.0,68.0,28.0,0.12,2.06,5.0,0.26,0.11,0.0,84.51,607387.78,0.01,33743.77,0.16,18.0,71.0,24.0,217.0,51.06,160.0,Y
3.0,11.0,1.0,2.0,5.0,0.21,2.0,4.0,0.67,0.0,0.0,37.24,42015.91,0.03,2334.22,0.17,5.0,21.0,17.0,38.0,21.21,28.0,N
16.0,3.0,14.0,12.0,12.0,0.1,2.0,2.0,1.0,0.0,0.0,6.72,2590.56,0.15,143.92,0.5,1.0,25.0,12.0,51.0,72.73,21.0,Y
38.0,7.0,15.0,19.0,34.0,0.09,2.0,2.0,0.5,0.0,0.0,11.59,10705.07,0.09,594.73,0.25,3.0,44.0,15.0,117.0,68.83,43.0,Y
17.0,11.0,3.0,13.0,6.0,0.17,2.67,4.0,0.67,0.8,1.0,21.38,11200.69,0.05,622.26,0.83,5.0,16.0,18.0,61.0,45.24,36.0,Y
9.0,7.0,5.0,5.0,4.0,0.22,2.0,3.0,0.75,0.0,0.0,13.46,4289.42,0.07,238.3,0.25,3.0,14.0,13.0,33.0,40.91,18.0,Y
9.0,11.0,3.0,16.0,7.0,0.13,2.0,2.0,0.33,0.0,1.0,24.17,19526.57,0.04,1084.81,0.17,5.0,24.0,20.0,65.0,42.59,47.0,Y
24.0,31.0,8.0,52.0,21.0,0.15,2.36,10.0,0.63,0.53,1.0,43.48,85224.2,0.02,4734.68,0.56,15.0,32.0,23.0,151.0,58.4,104.0,Y
15.0,19.0,2.0,22.0,18.0,0.24,2.29,3.0,0.3,0.56,1.0,64.91,65882.72,0.02,3660.15,0.6,9.0,11.0,21.0,76.0,67.8,41.0,Y
8.0,6.0,1.0,2.0,0.0,0.25,0.0,1.0,0.2,0.0,2.0,9.21,2266.4,0.11,125.91,0.2,0.0,12.0,13.0,30.0,10.0,20.0,Y
23.0,21.0,2.0,13.0,15.0,0.14,2.0,8.0,0.73,0.0,0.0,36.47,59060.03,0.03,3281.11,0.09,10.0,19.0,14.0,119.0,29.79,79.0,Y
7.0,5.0,0.0,0.0,2.0,0.21,0.0,1.0,0.25,0.0,2.0,9.78,2155.2,0.1,119.73,0.25,0.0,9.0,11.0,30.0,9.52,19.0,N
7.0,9.0,1.0,6.0,2.0,0.15,2.33,3.0,0.6,0.75,2.0,17.77,8533.56,0.06,474.09,0.8,4.0,13.0,14.0,46.0,22.22,34.0,Y
16.0,11.0,10.0,9.0,9.0,0.15,2.0,6.0,1.0,0.0,0.0,16.0,10008.97,0.06,556.05,0.17,5.0,20.0,16.0,67.0,36.73,40.0,Y
12.0,23.0,2.0,13.0,11.0,0.22,2.22,2.0,0.17,0.18,0.0,22.95,31869.45,0.04,1770.53,0.25,11.0,30.0,17.0,79.0,36.92,54.0,Y
21.0,15.0,3.0,14.0,14.0,0.17,2.0,4.0,0.5,0.0,0.0,22.34,33751.49,0.04,1875.08,0.13,7.0,35.0,17.0,84.0,45.9,47.0,Y
4.0,5.0,0.0,2.0,2.0,0.15,2.0,1.0,0.33,0.0,0.0,12.14,3027.64,0.08,168.2,0.33,2.0,7.0,10.0,28.0,18.18,20.0,Y
14.0,9.0,1.0,6.0,12.0,0.13,2.0,2.0,0.4,0.0,0.0,44.55,33544.41,0.02,1863.58,0.2,4.0,11.0,20.0,66.0,36.0,38.0,Y
10.0,13.0,1.0,3.0,7.0,0.19,2.5,2.0,0.29,0.0,0.0,46.44,30142.12,0.02,1674.56,0.14,6.0,9.0,19.0,55.0,23.26,36.0,Y
2.0,1.0,0.0,0.0,0.0,0.17,0.0,1.0,1.0,0.0,0.0,4.0,358.77,0.25,19.93,1.0,0.0,5.0,5.0,10.0,0.0,6.0,N
18.0,15.0,5.0,7.0,11.0,0.14,2.17,4.0,0.5,0.0,0.0,46.75,61762.26,0.02,3431.24,0.13,7.0,20.0,22.0,89.0,26.09,58.0,Y
17.0,3.0,0.0,1.0,4.0,0.05,2.0,1.0,0.5,0.0,0.0,32.5,36155.52,0.03,2008.64,0.5,1.0,16.0,13.0,65.0,10.87,42.0,N
3.0,9.0,0.0,2.0,0.0,0.5,5.0,1.0,0.2,1.0,0.0,8.94,1442.7,0.11,80.15,1.0,4.0,8.0,11.0,15.0,20.0,10.0,Y
18.0,15.0,12.0,10.0,9.0,0.11,2.17,4.0,0.5,0.29,0.0,36.88,78609.33,0.03,4367.19,0.38,7.0,41.0,21.0,99.0,24.05,70.0,Y
18.0,9.0,2.0,5.0,8.0,0.17,2.0,2.0,0.4,0.0,0.0,21.25,9053.79,0.05,502.99,0.2,4.0,14.0,17.0,58.0,34.21,30.0,Y
9.0,1.0,4.0,0.0,4.0,0.13,0.0,1.0,1.0,0.0,0.0,4.36,695.61,0.23,38.65,1.0,0.0,11.0,6.0,23.0,33.33,8.0,N
15.0,7.0,5.0,8.0,6.0,0.15,2.0,2.0,0.5,0.0,0.0,15.24,7382.54,0.07,410.14,0.25,3.0,21.0,16.0,50.0,42.42,27.0,Y
3.0,3.0,0.0,3.0,1.0,0.17,2.0,1.0,0.5,0.0,0.0,7.0,677.56,0.14,37.64,0.5,1.0,5.0,7.0,19.0,30.77,12.0,Y
11.0,7.0,1.0,3.0,6.0,0.18,2.5,2.0,0.5,0.67,0.0,18.91,6024.01,0.05,334.67,0.75,3.0,11.0,16.0,42.0,32.14,22.0,Y
3.0,3.0,0.0,0.0,0.0,0.15,2.0,1.0,0.5,0.0,0.0,8.8,976.92,0.11,54.27,0.5,1.0,5.0,8.0,19.0,0.0,13.0,N
3.0,1.0,0.0,1.0,0.0,0.25,0.0,1.0,1.0,0.0,0.0,2.67,82.35,0.38,4.57,1.0,0.0,3.0,4.0,10.0,25.0,4.0,Y
3.0,1.0,0.0,1.0,0.0,0.25,0.0,1.0,1.0,0.0,0.0,2.0,66.0,0.5,3.67,1.0,0.0,4.0,4.0,10.0,25.0,4.0,Y
2.0,1.0,0.0,1.0,0.0,0.25,0.0,1.0,1.0,0.0,0.0,2.67,82.35,0.38,4.57,1.0,0.0,3.0,4.0,9.0,25.0,4.0,Y
3.0,3.0,0.0,0.0,0.0,0.15,2.0,1.0,0.5,0.0,0.0,8.8,976.92,0.11,54.27,0.5,1.0,5.0,8.0,19.0,0.0,13.0,N
8.0,5.0,2.0,3.0,5.0,0.07,2.0,2.0,0.67,0.0,0.0,28.53,23605.34,0.04,1311.41,0.33,2.0,16.0,11.0,59.0,16.67,43.0,Y
1.0,1.0,6.0,0.0,0.0,0.13,0.0,1.0,1.0,0.0,0.0,2.0,139.52,0.5,7.75,1.0,0.0,6.0,4.0,11.0,0.0,8.0,N
11.0,7.0,0.0,15.0,8.0,0.16,2.0,1.0,0.25,0.0,0.0,25.31,16365.59,0.04,909.2,0.25,3.0,13.0,14.0,46.0,69.7,25.0,Y
2.0,3.0,0.0,0.0,0.0,0.29,2.0,1.0,0.5,0.0,0.0,7.2,639.44,0.14,35.52,0.5,1.0,5.0,8.0,11.0,0.0,7.0,N
5.0,1.0,0.0,0.0,0.0,0.17,0.0,1.0,1.0,0.0,0.0,6.6,936.12,0.15,52.01,1.0,0.0,5.0,6.0,13.0,0.0,6.0,N
3.0,3.0,0.0,0.0,0.0,0.29,2.0,1.0,0.5,0.0,0.0,7.2,639.44,0.14,35.52,0.5,1.0,5.0,8.0,12.0,0.0,7.0,N
3.0,3.0,0.0,0.0,0.0,0.29,2.0,1.0,0.5,0.0,0.0,7.2,639.44,0.14,35.52,0.5,1.0,5.0,8.0,12.0,0.0,7.0,N
