@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute LOC_TOTAL numeric
@attribute label {Y,N}

@data
8.0,15.0,0.0,5.0,8.0,4.0,46.0,41.47,19.33,15501.67,0.05,861.2,801.81,88.0,27.0,18.0,61.0,Y
9.0,7.0,2.0,19.0,4.0,3.0,20.0,24.16,13.13,4161.52,0.08,231.2,317.07,36.0,16.0,15.0,52.0,Y
23.0,38.0,0.0,0.0,23.0,1.0,93.0,37.84,49.41,92381.11,0.02,5132.28,1869.62,194.0,34.0,28.0,118.0,Y
5.0,7.0,0.0,0.0,5.0,1.0,28.0,32.36,27.83,25064.62,0.04,1392.48,900.76,102.0,23.0,20.0,35.0,Y
2.0,5.0,0.0,0.0,3.0,1.0,10.0,13.35,8.57,980.99,0.12,54.5,114.45,16.0,7.0,10.0,14.0,Y
18.0,9.0,0.0,13.0,6.0,1.0,74.0,100.36,24.9,62224.93,0.04,3456.94,2498.99,218.0,70.0,21.0,107.0,Y
27.0,37.0,0.0,12.0,20.0,5.0,118.0,60.2,39.58,94330.35,0.03,5240.57,2383.08,233.0,48.0,25.0,159.0,Y
21.0,13.0,0.0,13.0,8.0,1.0,79.0,87.0,30.14,79057.67,0.03,4392.09,2622.67,232.0,66.0,23.0,115.0,Y
18.0,8.0,0.0,21.0,5.0,1.0,53.0,46.36,25.94,31194.86,0.04,1733.05,1202.52,124.0,34.0,21.0,94.0,Y
17.0,11.0,0.0,11.0,7.0,1.0,77.0,101.98,26.1,69470.06,0.04,3859.45,2661.69,235.0,70.0,21.0,107.0,Y
25.0,27.0,0.0,12.0,15.0,1.0,100.0,56.53,33.27,62586.87,0.03,3477.05,1881.03,187.0,44.0,24.0,139.0,Y
12.0,1.0,0.0,13.0,1.0,1.0,35.0,81.57,11.03,9932.94,0.09,551.83,900.14,82.0,43.0,13.0,62.0,Y
11.0,1.0,0.0,13.0,1.0,1.0,36.0,83.84,10.78,9749.87,0.09,541.66,904.1,82.0,44.0,13.0,62.0,Y
24.0,41.0,0.0,17.0,22.0,12.0,109.0,50.59,51.02,131696.35,0.02,7316.46,2581.16,253.0,45.0,28.0,152.0,Y
8.0,145.0,0.0,2.0,73.0,1.0,348.0,112.18,96.45,1043473.09,0.01,57970.73,10819.09,910.0,76.0,20.0,360.0,Y
14.0,3.0,0.0,13.0,2.0,1.0,49.0,95.28,15.14,21845.09,0.07,1213.62,1442.73,130.0,53.0,15.0,78.0,Y
9.0,7.0,0.0,11.0,4.0,1.0,37.0,39.58,14.69,8539.23,0.07,474.4,581.39,63.0,24.0,15.0,59.0,Y
14.0,3.0,0.0,13.0,2.0,1.0,45.0,86.3,16.14,22518.93,0.06,1251.05,1394.03,124.0,52.0,16.0,74.0,Y
37.0,17.0,0.0,13.0,10.0,1.0,177.0,108.74,50.07,272666.01,0.02,15148.11,5445.25,473.0,81.0,24.0,229.0,Y
25.0,31.0,0.0,22.0,17.0,1.0,122.0,49.89,56.45,159008.98,0.02,8833.83,2816.58,274.0,44.0,27.0,171.0,Y
1.0,4.0,0.0,0.0,3.0,1.0,14.0,20.02,7.5,1125.88,0.13,62.55,150.12,21.0,9.0,9.0,17.0,N
7.0,5.0,0.0,8.0,3.0,1.0,39.0,62.29,35.36,77889.85,0.03,4327.21,2202.7,247.0,36.0,19.0,56.0,Y
0.0,1.0,0.0,0.0,1.0,1.0,2.0,11.23,2.0,44.92,0.5,2.5,22.46,5.0,3.0,4.0,4.0,Y
8.0,8.0,0.0,1.0,6.0,1.0,34.0,39.94,19.64,15409.74,0.05,856.1,784.5,89.0,28.0,22.0,45.0,Y
2.0,15.0,3.0,0.0,9.0,4.0,38.0,42.07,20.71,18036.96,0.05,1002.05,871.1,86.0,34.0,22.0,45.0,Y
11.0,7.0,0.0,3.0,4.0,3.0,28.0,38.46,16.12,9999.38,0.06,555.52,620.12,72.0,24.0,18.0,44.0,Y
5.0,11.0,0.0,3.0,6.0,1.0,24.0,40.79,15.94,10361.04,0.06,575.61,650.1,72.0,24.0,15.0,34.0,Y
5.0,7.0,0.0,5.0,4.0,1.0,23.0,41.56,11.48,5475.4,0.09,304.19,477.02,49.0,23.0,12.0,35.0,Y
2.0,5.0,0.0,4.0,3.0,3.0,14.0,24.12,13.5,4395.57,0.07,244.2,325.6,40.0,16.0,18.0,22.0,Y
2.0,9.0,0.0,0.0,5.0,3.0,23.0,32.29,11.85,4536.56,0.08,252.03,382.74,47.0,17.0,13.0,27.0,Y
5.0,7.0,0.0,0.0,4.0,4.0,16.0,28.67,9.63,2655.9,0.1,147.55,275.94,40.0,12.0,11.0,23.0,Y
1.0,1.0,0.0,0.0,1.0,1.0,2.0,7.74,1.5,17.41,0.67,0.97,11.61,3.0,2.0,3.0,5.0,Y
9.0,29.0,1.0,20.0,15.0,10.0,61.0,27.84,40.0,44548.96,0.03,2474.94,1113.72,124.0,22.0,22.0,93.0,N
4.0,9.0,0.0,0.0,5.0,3.0,16.0,22.31,10.23,2335.02,0.1,129.72,228.23,29.0,13.0,14.0,22.0,Y
0.0,7.0,0.0,0.0,4.0,3.0,15.0,31.65,3.33,351.62,0.3,19.53,105.49,17.0,9.0,6.0,17.0,Y
7.0,11.0,2.0,7.0,6.0,4.0,26.0,28.02,28.5,22761.51,0.04,1264.53,798.65,86.0,24.0,24.0,44.0,Y
4.0,3.0,0.0,0.0,2.0,1.0,12.0,20.04,13.85,3841.41,0.07,213.41,277.43,36.0,13.0,18.0,18.0,Y
5.0,13.0,0.0,3.0,7.0,3.0,21.0,26.02,17.42,7893.62,0.06,438.53,453.22,54.0,18.0,19.0,31.0,Y
26.0,79.0,1.0,46.0,40.0,9.0,144.0,77.88,44.61,155000.02,0.02,8611.11,3474.4,338.0,58.0,25.0,219.0,Y
11.0,17.0,0.0,4.0,9.0,5.0,30.0,30.72,23.38,16784.72,0.04,932.48,718.06,79.0,24.0,22.0,47.0,Y
6.0,15.0,0.0,0.0,8.0,7.0,19.0,18.99,18.42,6441.68,0.05,357.87,349.77,46.0,12.0,17.0,27.0,Y
6.0,11.0,0.0,0.0,6.0,1.0,28.0,26.74,17.26,7969.29,0.06,442.74,461.64,49.0,19.0,16.0,37.0,Y
34.0,85.0,1.0,60.0,43.0,12.0,159.0,109.78,35.31,136868.43,0.03,7603.8,3876.34,355.0,81.0,26.0,256.0,Y
11.0,1.0,108.0,9.0,1.0,1.0,41.0,172.57,15.27,40253.16,0.07,2236.29,2635.62,211.0,77.0,12.0,171.0,Y
0.0,1.0,0.0,0.0,1.0,1.0,2.0,9.83,2.0,39.3,0.5,2.18,19.65,4.0,3.0,4.0,4.0,Y
9.0,10.0,0.0,0.0,6.0,1.0,27.0,22.51,12.1,3295.12,0.08,183.06,272.32,40.0,10.0,11.0,38.0,Y
3.0,3.0,0.0,0.0,2.0,1.0,7.0,14.69,4.67,319.82,0.21,17.77,68.53,11.0,6.0,8.0,12.0,N
5.0,245.0,0.0,1.0,123.0,122.0,97.0,159.53,38.08,231389.88,0.03,12854.99,6075.7,605.0,71.0,16.0,105.0,Y
1.0,3.0,0.0,0.0,2.0,1.0,12.0,17.86,15.0,4019.39,0.07,223.3,267.96,42.0,8.0,12.0,15.0,Y
1.0,11.0,0.0,0.0,6.0,3.0,22.0,22.06,14.73,4788.33,0.07,266.02,325.0,39.0,15.0,17.0,25.0,Y
10.0,35.0,0.0,21.0,18.0,17.0,39.0,52.21,27.27,38830.33,0.04,2157.24,1423.78,151.0,33.0,18.0,70.0,Y
5.0,5.0,0.0,11.0,3.0,1.0,30.0,43.45,7.6,2506.43,0.13,139.25,330.0,37.0,21.0,11.0,46.0,Y
3.0,1.0,1.0,1.0,1.0,1.0,12.0,39.47,4.47,788.91,0.22,43.83,176.47,19.0,17.0,8.0,17.0,Y
2.0,5.0,0.0,0.0,3.0,1.0,10.0,16.68,8.0,1067.5,0.13,59.31,133.44,16.0,9.0,9.0,14.0,Y
5.0,13.0,0.0,6.0,7.0,3.0,35.0,33.7,16.0,8628.34,0.06,479.35,539.27,70.0,18.0,16.0,48.0,Y
3.0,3.0,5.0,1.0,2.0,1.0,5.0,12.16,12.5,1900.0,0.08,105.56,152.0,23.0,6.0,10.0,16.0,Y
5.0,47.0,0.0,16.0,24.0,18.0,74.0,49.31,29.36,42515.95,0.03,2362.0,1447.91,152.0,33.0,19.0,97.0,Y
4.0,7.0,0.0,5.0,4.0,1.0,16.0,29.2,6.68,1302.6,0.15,72.37,195.04,25.0,14.0,11.0,27.0,Y
2.0,1.0,0.0,0.0,1.0,1.0,6.0,17.32,8.57,1272.53,0.12,70.7,148.46,23.0,7.0,8.0,10.0,Y
5.0,5.0,0.0,5.0,3.0,1.0,20.0,64.48,5.76,2139.18,0.17,118.84,371.38,41.0,25.0,9.0,32.0,Y
4.0,5.0,0.0,0.0,3.0,1.0,18.0,31.25,12.0,4499.68,0.08,249.98,374.97,46.0,16.0,12.0,24.0,Y
3.0,1.0,0.0,0.0,1.0,1.0,9.0,14.78,11.0,1788.9,0.09,99.38,162.63,25.0,7.0,11.0,14.0,Y
11.0,31.0,3.0,5.0,16.0,4.0,72.0,51.61,37.5,72577.11,0.03,4032.06,1935.39,227.0,34.0,25.0,93.0,Y
8.0,27.0,1.0,11.0,14.0,4.0,60.0,42.93,31.94,43810.43,0.03,2433.91,1371.46,168.0,27.0,23.0,82.0,Y
4.0,11.0,0.0,0.0,6.0,3.0,17.0,10.42,24.75,6381.91,0.04,354.55,257.85,48.0,4.0,11.0,23.0,Y
1.0,1.0,0.0,0.0,1.0,1.0,2.0,9.6,2.5,60.0,0.4,3.33,24.0,5.0,3.0,5.0,5.0,Y
2.0,5.0,0.0,0.0,3.0,3.0,7.0,13.03,8.0,833.99,0.13,46.33,104.25,17.0,6.0,12.0,12.0,Y
14.0,265.0,8.0,12.0,133.0,133.0,286.0,98.69,102.66,1040194.98,0.01,57788.61,10132.07,1121.0,55.0,23.0,324.0,Y
2.0,3.0,0.0,4.0,2.0,1.0,17.0,40.18,8.44,2860.33,0.12,158.91,339.0,43.0,16.0,9.0,25.0,Y
11.0,43.0,2.0,8.0,22.0,14.0,87.0,51.91,47.37,116471.96,0.02,6470.66,2458.94,249.0,45.0,29.0,110.0,Y
8.0,23.0,0.0,2.0,12.0,1.0,58.0,45.07,27.48,34042.87,0.04,1891.27,1238.67,126.0,30.0,17.0,70.0,Y
0.0,1.0,0.0,0.0,1.0,1.0,2.0,7.75,2.0,31.02,0.5,1.72,15.51,4.0,2.0,4.0,4.0,Y
7.0,17.0,0.0,7.0,9.0,5.0,43.0,50.3,18.29,16823.91,0.05,934.66,919.95,92.0,33.0,17.0,59.0,Y
5.0,9.0,0.0,3.0,5.0,1.0,25.0,27.07,12.69,4357.93,0.08,242.11,343.48,41.0,16.0,14.0,35.0,Y
18.0,49.0,2.0,31.0,25.0,15.0,109.0,53.12,47.54,120068.6,0.02,6670.48,2525.45,246.0,46.0,27.0,162.0,Y
6.0,11.0,0.0,10.0,6.0,1.0,31.0,30.14,14.0,5907.9,0.07,328.22,421.99,44.0,18.0,12.0,47.0,Y
1.0,9.0,0.0,0.0,5.0,4.0,7.0,12.8,7.5,720.0,0.13,40.0,96.0,15.0,6.0,10.0,10.0,Y
20.0,37.0,0.0,25.0,19.0,1.0,110.0,76.73,45.44,158448.41,0.02,8802.69,3486.71,299.0,62.0,23.0,157.0,Y
22.0,57.0,0.0,25.0,29.0,11.0,157.0,92.7,51.68,247537.69,0.02,13752.09,4790.28,394.0,80.0,26.0,206.0,Y
7.0,1.0,0.0,1.0,1.0,1.0,11.0,54.59,3.17,547.44,0.32,30.41,172.88,21.0,15.0,5.0,21.0,Y
15.0,23.0,11.0,31.0,12.0,7.0,130.0,169.21,28.55,137880.87,0.04,7660.05,4830.22,349.0,132.0,24.0,187.0,Y
6.0,11.0,0.0,0.0,6.0,6.0,25.0,25.48,28.42,20580.08,0.04,1143.34,724.11,79.0,19.0,18.0,33.0,Y
0.0,1.0,0.0,0.0,1.0,1.0,4.0,16.21,2.25,82.12,0.44,4.56,36.5,7.0,4.0,3.0,6.0,Y
4.0,5.0,0.0,2.0,3.0,1.0,10.0,39.43,5.0,985.77,0.2,54.76,197.15,23.0,16.0,8.0,18.0,Y
9.0,55.0,0.0,2.0,28.0,5.0,186.0,79.15,64.2,326177.53,0.02,18120.97,5080.91,441.0,61.0,22.0,199.0,Y
5.0,9.0,0.0,0.0,5.0,3.0,22.0,23.04,20.5,9681.15,0.05,537.84,472.25,62.0,12.0,12.0,29.0,Y
2.0,11.0,2.0,1.0,6.0,3.0,18.0,34.89,13.74,6583.65,0.07,365.76,479.27,63.0,19.0,18.0,25.0,Y
10.0,43.0,0.0,14.0,22.0,15.0,61.0,40.53,38.72,60767.15,0.03,3375.95,1569.45,156.0,32.0,21.0,88.0,Y
1.0,17.0,0.0,1.0,9.0,1.0,24.0,32.18,17.06,9370.47,0.06,520.58,549.19,61.0,24.0,21.0,28.0,Y
1.0,9.0,0.0,0.0,5.0,4.0,9.0,17.84,6.67,792.95,0.15,44.05,118.94,16.0,9.0,10.0,12.0,Y
26.0,31.0,0.0,2.0,16.0,7.0,135.0,89.2,52.32,244180.95,0.02,13565.61,4667.07,377.0,75.0,24.0,165.0,Y
17.0,25.0,0.0,1.0,13.0,1.0,61.0,46.22,24.89,28631.38,0.04,1590.63,1150.37,128.0,27.0,16.0,83.0,Y
2.0,9.0,0.0,4.0,5.0,3.0,20.0,16.5,18.9,5892.59,0.05,327.37,311.78,41.0,10.0,14.0,28.0,N
9.0,5.0,0.0,5.0,3.0,1.0,28.0,38.33,20.13,15525.34,0.05,862.52,771.45,78.0,24.0,14.0,44.0,N
2.0,5.0,0.0,0.0,3.0,3.0,10.0,23.04,11.5,3047.18,0.09,169.29,264.97,31.0,15.0,15.0,14.0,Y
19.0,29.0,0.0,22.0,15.0,6.0,109.0,70.04,34.96,85585.28,0.03,4754.74,2448.26,218.0,59.0,25.0,152.0,Y
0.0,5.0,0.0,0.0,3.0,1.0,7.0,13.95,7.0,683.71,0.14,37.98,97.67,18.0,5.0,10.0,9.0,Y
5.0,31.0,0.0,5.0,16.0,16.0,38.0,23.49,30.5,21847.02,0.03,1213.72,716.3,88.0,14.0,14.0,50.0,Y
0.0,9.0,0.0,0.0,5.0,1.0,9.0,10.31,16.0,2638.53,0.06,146.59,164.91,30.0,4.0,8.0,11.0,Y
9.0,13.0,0.0,0.0,7.0,7.0,51.0,54.56,25.24,34761.37,0.04,1931.19,1377.1,146.0,33.0,17.0,62.0,Y
6.0,11.0,0.0,0.0,6.0,6.0,24.0,25.57,18.95,9179.61,0.05,509.98,484.48,53.0,19.0,18.0,32.0,Y
8.0,17.0,0.0,3.0,9.0,5.0,35.0,44.35,15.02,10000.37,0.07,555.58,665.98,69.0,31.0,19.0,48.0,Y
9.0,7.0,1.0,4.0,4.0,1.0,31.0,50.57,8.48,3635.25,0.12,201.96,428.77,46.0,23.0,10.0,47.0,Y
3.0,19.0,0.0,6.0,10.0,1.0,28.0,19.4,43.43,36584.83,0.02,2032.49,842.41,103.0,14.0,19.0,39.0,Y
7.0,23.0,0.0,7.0,12.0,5.0,30.0,25.94,26.5,18218.18,0.04,1012.12,687.48,78.0,19.0,19.0,46.0,Y
13.0,15.0,0.0,3.0,8.0,7.0,51.0,47.98,22.68,24683.0,0.04,1371.28,1088.29,114.0,36.0,23.0,69.0,Y
5.0,7.0,0.0,0.0,4.0,3.0,30.0,29.14,18.16,9607.27,0.06,533.74,529.1,58.0,19.0,15.0,37.0,Y
6.0,7.0,0.0,0.0,4.0,3.0,37.0,32.81,25.46,21266.56,0.04,1181.48,835.29,86.0,25.0,19.0,45.0,Y
1.0,1.0,0.0,0.0,1.0,1.0,3.0,13.95,2.5,87.17,0.4,4.84,34.87,7.0,4.0,5.0,7.0,N
6.0,9.0,0.0,0.0,5.0,1.0,31.0,33.87,15.94,8610.0,0.06,478.33,540.0,67.0,18.0,14.0,39.0,Y
7.0,15.0,0.0,3.0,8.0,6.0,38.0,35.39,22.65,18164.09,0.04,1009.12,801.81,84.0,26.0,19.0,50.0,Y
5.0,3.0,0.0,0.0,2.0,1.0,34.0,75.08,12.58,11873.65,0.08,659.65,944.17,91.0,33.0,10.0,41.0,Y
11.0,19.0,0.0,23.0,10.0,8.0,55.0,50.63,29.05,42729.29,0.03,2373.85,1470.82,145.0,39.0,22.0,91.0,Y
2.0,1.0,0.0,0.0,1.0,1.0,4.0,24.22,2.29,126.52,0.44,7.03,55.35,8.0,7.0,4.0,8.0,Y
2.0,1.0,0.0,0.0,1.0,1.0,4.0,24.22,2.29,126.52,0.44,7.03,55.35,8.0,7.0,4.0,8.0,Y
2.0,1.0,0.0,0.0,1.0,1.0,4.0,24.22,2.29,126.52,0.44,7.03,55.35,8.0,7.0,4.0,8.0,Y
3.0,7.0,0.0,0.0,4.0,3.0,14.0,18.62,11.82,2600.92,0.08,144.5,220.08,28.0,11.0,13.0,19.0,Y
4.0,11.0,0.0,0.0,6.0,4.0,24.0,45.18,14.34,9296.0,0.07,516.44,648.04,66.0,29.0,16.0,31.0,Y
1.0,9.0,1.0,24.0,5.0,1.0,29.0,62.74,11.2,7870.37,0.09,437.24,702.71,81.0,25.0,10.0,57.0,Y
7.0,11.0,0.0,0.0,6.0,1.0,49.0,84.07,12.66,13465.69,0.08,748.09,1063.96,97.0,48.0,15.0,56.0,Y
1.0,5.0,0.0,0.0,3.0,1.0,15.0,22.79,9.0,1846.2,0.11,102.57,205.13,28.0,11.0,11.0,18.0,Y
0.0,3.0,0.0,0.0,2.0,1.0,2.0,15.63,4.0,250.04,0.25,13.89,62.51,9.0,7.0,8.0,4.0,N
0.0,3.0,0.0,0.0,2.0,1.0,2.0,15.63,4.0,250.04,0.25,13.89,62.51,9.0,7.0,8.0,4.0,N
1.0,3.0,0.0,0.0,2.0,1.0,3.0,19.58,3.5,239.86,0.29,13.33,68.53,11.0,7.0,7.0,6.0,Y
2.0,7.0,0.0,0.0,4.0,1.0,25.0,36.19,15.0,8142.63,0.07,452.37,542.84,63.0,21.0,15.0,29.0,Y
0.0,1.0,0.0,0.0,1.0,1.0,7.0,28.47,3.61,371.22,0.28,20.62,102.8,14.0,9.0,5.0,9.0,Y
4.0,11.0,0.0,0.0,6.0,4.0,21.0,21.98,14.29,4486.3,0.07,249.24,314.04,39.0,14.0,16.0,27.0,Y
4.0,13.0,0.0,0.0,7.0,4.0,35.0,65.26,15.62,15920.32,0.06,884.46,1019.29,92.0,42.0,16.0,41.0,Y
0.0,1.0,0.0,0.0,1.0,1.0,2.0,17.43,2.0,69.74,0.5,3.87,34.87,6.0,5.0,4.0,4.0,N
3.0,5.0,4.0,11.0,3.0,1.0,22.0,19.65,12.6,3119.61,0.08,173.31,247.59,36.0,10.0,14.0,42.0,Y
4.0,3.0,2.0,1.0,2.0,1.0,13.0,15.79,10.89,1871.75,0.09,103.99,171.9,24.0,9.0,14.0,23.0,Y
4.0,3.0,2.0,1.0,2.0,1.0,13.0,15.79,10.89,1871.75,0.09,103.99,171.9,24.0,9.0,14.0,23.0,Y
3.0,1.0,0.0,0.0,1.0,1.0,7.0,20.0,7.22,1043.09,0.14,57.95,144.43,21.0,9.0,10.0,14.0,Y
6.0,7.0,0.0,0.0,5.0,1.0,23.0,26.35,12.94,4409.88,0.08,244.99,340.86,44.0,16.0,18.0,31.0,Y
8.0,9.0,0.0,6.0,6.0,4.0,29.0,28.2,14.78,6158.73,0.07,342.15,416.76,52.0,18.0,19.0,45.0,Y
3.0,11.0,0.0,0.0,6.0,4.0,21.0,32.28,13.75,6103.72,0.07,339.1,443.91,55.0,18.0,15.0,26.0,Y
10.0,23.0,0.0,33.0,12.0,9.0,50.0,50.49,28.43,40808.22,0.04,2267.12,1435.36,155.0,36.0,23.0,95.0,Y
5.0,5.0,0.0,0.0,3.0,1.0,12.0,24.76,10.0,2475.88,0.1,137.55,247.59,34.0,12.0,12.0,19.0,Y
2.0,3.0,0.0,0.0,2.0,1.0,4.0,12.55,4.0,200.76,0.25,11.15,50.19,10.0,4.0,8.0,8.0,Y
14.0,25.0,0.0,0.0,13.0,7.0,60.0,31.44,47.0,69442.26,0.02,3857.9,1477.49,180.0,21.0,21.0,76.0,Y
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,N
3.0,13.0,1.0,2.0,7.0,5.0,13.0,20.49,25.11,12918.33,0.04,717.69,514.53,65.0,14.0,19.0,21.0,N
2.0,9.0,0.0,10.0,5.0,3.0,10.0,21.76,18.21,7218.97,0.05,401.05,396.34,50.0,14.0,17.0,24.0,N
3.0,13.0,1.0,2.0,7.0,5.0,13.0,20.49,25.11,12918.33,0.04,717.69,514.53,65.0,14.0,19.0,21.0,N
2.0,11.0,0.0,0.0,6.0,3.0,13.0,20.03,20.4,8335.36,0.05,463.08,408.6,47.0,15.0,18.0,17.0,N
2.0,11.0,0.0,0.0,6.0,3.0,13.0,20.03,20.4,8335.36,0.05,463.08,408.6,47.0,15.0,18.0,17.0,N
3.0,9.0,0.0,3.0,5.0,4.0,11.0,19.39,20.25,7949.16,0.05,441.62,392.55,53.0,12.0,18.0,19.0,N
3.0,11.0,0.0,0.0,6.0,5.0,14.0,24.38,15.5,5856.37,0.06,325.35,377.83,46.0,15.0,15.0,19.0,N
3.0,17.0,0.0,0.0,9.0,1.0,22.0,22.06,30.0,19852.51,0.03,1102.92,661.75,68.0,18.0,18.0,27.0,N
3.0,13.0,0.0,0.0,7.0,1.0,19.0,20.73,26.47,14527.94,0.04,807.11,548.83,57.0,17.0,18.0,24.0,N
3.0,13.0,0.0,0.0,7.0,1.0,20.0,22.1,25.5,14369.81,0.04,798.32,563.52,58.0,18.0,18.0,25.0,N
5.0,17.0,1.0,0.0,9.0,1.0,33.0,25.84,18.35,8702.47,0.05,483.47,474.17,55.0,17.0,16.0,41.0,N
7.0,5.0,0.0,6.0,3.0,1.0,26.0,49.94,10.0,4993.95,0.1,277.44,499.4,53.0,23.0,10.0,41.0,Y
7.0,5.0,0.0,6.0,3.0,1.0,26.0,49.94,10.0,4993.95,0.1,277.44,499.4,53.0,23.0,10.0,41.0,Y
0.0,3.0,0.0,0.0,2.0,1.0,5.0,10.97,6.25,428.33,0.16,23.8,68.53,13.0,4.0,10.0,7.0,N
1.0,5.0,0.0,0.0,3.0,1.0,6.0,13.73,7.14,700.71,0.14,38.93,98.1,14.0,7.0,10.0,9.0,N
1.0,7.0,0.0,0.0,4.0,1.0,8.0,17.48,7.78,1057.26,0.13,58.74,135.93,18.0,9.0,10.0,11.0,N
1.0,5.0,0.0,0.0,3.0,1.0,14.0,22.89,8.25,1558.17,0.12,86.57,188.87,28.0,10.0,11.0,17.0,N
10.0,29.0,4.0,0.0,15.0,15.0,52.0,22.97,41.37,39298.33,0.02,2183.24,950.0,117.0,15.0,17.0,68.0,N
3.0,11.0,1.0,7.0,6.0,1.0,19.0,26.78,12.07,3903.08,0.08,216.84,323.33,42.0,14.0,13.0,32.0,N
0.0,1.0,0.0,0.0,1.0,1.0,5.0,36.49,4.0,583.79,0.25,32.43,145.95,19.0,12.0,6.0,7.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,8.0,3.0,1.0,3.0,4.0,N
0.0,1.0,0.0,0.0,1.0,1.0,5.0,36.49,4.0,583.79,0.25,32.43,145.95,19.0,12.0,6.0,7.0,N
1.0,11.0,0.0,0.0,6.0,5.0,9.0,30.07,22.5,15224.23,0.04,845.79,676.63,93.0,16.0,18.0,12.0,N
0.0,1.0,0.0,0.0,1.0,1.0,3.0,14.99,3.0,134.92,0.33,7.5,44.97,8.0,5.0,6.0,5.0,N
0.0,3.0,0.0,0.0,2.0,1.0,5.0,11.84,5.63,374.67,0.18,20.81,66.61,13.0,4.0,9.0,7.0,N
0.0,3.0,0.0,0.0,2.0,1.0,5.0,11.84,5.63,374.67,0.18,20.81,66.61,13.0,4.0,9.0,7.0,N
1.0,25.0,0.0,1.0,13.0,13.0,33.0,46.61,12.8,7635.77,0.08,424.21,596.54,60.0,30.0,16.0,37.0,N
1.0,13.0,0.0,0.0,7.0,1.0,22.0,31.69,14.17,6360.14,0.07,353.34,448.95,55.0,18.0,15.0,25.0,N
1.0,3.0,0.0,0.0,2.0,1.0,5.0,11.84,5.63,374.67,0.18,20.81,66.61,13.0,4.0,9.0,8.0,N
1.0,3.0,0.0,0.0,2.0,1.0,5.0,11.84,5.63,374.67,0.18,20.81,66.61,13.0,4.0,9.0,8.0,N
1.0,3.0,0.0,0.0,2.0,1.0,5.0,11.84,5.63,374.67,0.18,20.81,66.61,13.0,4.0,9.0,8.0,N
0.0,3.0,0.0,0.0,2.0,1.0,5.0,11.84,5.63,374.67,0.18,20.81,66.61,13.0,4.0,9.0,7.0,N
1.0,5.0,0.0,0.0,3.0,3.0,6.0,14.01,6.42,577.01,0.16,32.06,89.92,15.0,6.0,11.0,9.0,N
4.0,9.0,1.0,5.0,5.0,1.0,17.0,21.52,24.89,13337.48,0.04,740.97,535.76,57.0,19.0,22.0,29.0,Y
7.0,9.0,1.0,8.0,5.0,1.0,27.0,45.36,15.0,10206.14,0.07,567.01,680.41,75.0,26.0,15.0,45.0,Y
0.0,1.0,0.0,0.0,1.0,1.0,3.0,13.32,5.0,333.04,0.2,18.5,66.61,15.0,3.0,10.0,5.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,13.54,4.5,274.25,0.22,15.24,60.94,14.0,3.0,9.0,4.0,N
1.0,5.0,0.0,0.0,3.0,3.0,13.0,15.56,6.43,642.86,0.16,35.71,100.0,15.0,7.0,9.0,14.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,12.75,4.5,258.12,0.22,14.34,57.36,13.0,3.0,9.0,4.0,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,N
3.0,3.0,0.0,0.0,2.0,1.0,12.0,24.95,10.61,2807.71,0.09,155.98,264.7,30.0,14.0,11.0,15.0,N
0.0,3.0,0.0,0.0,2.0,1.0,9.0,24.11,4.38,461.5,0.23,25.64,105.49,17.0,8.0,7.0,11.0,N
0.0,3.0,0.0,0.0,2.0,1.0,5.0,10.75,5.0,268.87,0.2,14.94,53.77,10.0,4.0,8.0,7.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,8.0,3.0,1.0,3.0,4.0,N
0.0,1.0,0.0,0.0,1.0,1.0,6.0,38.84,4.75,876.27,0.21,48.68,184.48,23.0,14.0,7.0,8.0,N
1.0,9.0,1.0,0.0,5.0,5.0,21.0,26.98,11.5,3567.63,0.09,198.2,310.23,43.0,13.0,13.0,25.0,N
8.0,5.0,1.0,2.0,3.0,1.0,24.0,25.59,24.11,14873.23,0.04,826.29,616.96,82.0,14.0,15.0,37.0,N
