@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_DENSITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute Defective {Y,N}

@data
3.0,2.0,0.0,0.0,4.0,0.5,4.0,1.0,6.0,0.0,7.7,0.13,153.73,1.0,8.0,0.4,10.0,11.0,10.0,0.0,N
10.0,1.0,10.0,16.0,2.0,0.29,1.0,0.0,62.0,0.0,16.92,0.06,2431.75,0.05,62.0,0.21,78.0,16.0,99.0,29.55,N
16.0,0.0,1.0,20.0,2.18,0.07,5.0,0.31,36.0,0.0,29.7,0.03,817.88,0.36,42.0,0.19,15.0,11.0,74.0,36.84,N
8.0,5.0,1.0,3.0,2.0,1.0,1.0,0.0,28.0,0.0,9.93,0.1,718.1,0.5,9.0,0.02,27.0,8.0,106.0,12.5,Y
3.0,2.0,5.0,9.0,2.17,0.5,1.0,0.0,20.0,0.0,12.13,0.08,611.0,0.13,20.0,0.21,31.0,16.0,38.0,41.18,Y
3.0,1.0,1.0,2.0,2.0,0.67,1.0,0.0,9.0,0.0,9.19,0.11,255.16,0.33,8.0,0.19,16.0,14.0,16.0,25.0,N
4.0,1.0,1.0,3.0,2.0,0.67,1.0,0.0,11.0,0.0,12.37,0.08,384.7,0.33,8.0,0.15,20.0,15.0,20.0,26.67,N
3.0,1.0,3.0,4.0,2.0,0.4,1.0,0.0,13.0,0.0,12.16,0.08,482.18,0.2,13.0,0.21,25.0,16.0,24.0,35.0,Y
3.0,1.0,1.0,2.0,2.0,0.67,1.0,0.0,9.0,0.0,9.19,0.11,255.16,0.33,8.0,0.19,16.0,14.0,16.0,25.0,N
4.0,1.0,2.0,7.0,2.0,0.5,1.0,0.0,12.0,0.0,10.88,0.09,353.92,0.25,11.0,0.15,20.0,15.0,26.0,42.86,Y
17.0,2.0,1.0,15.0,2.0,0.08,1.0,0.0,68.0,0.0,23.38,0.04,3745.93,0.08,41.0,0.12,106.0,21.0,102.0,19.05,Y
11.0,1.0,7.0,31.0,2.0,0.36,1.0,0.0,34.0,0.0,22.67,0.04,1001.71,0.09,21.0,0.13,35.0,23.0,84.0,52.78,N
1.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,8.0,0.0,7.27,0.14,166.91,0.33,10.0,0.23,11.0,10.0,13.0,27.27,N
5.0,7.0,5.0,10.0,2.0,1.0,1.0,0.0,37.0,0.0,8.26,0.12,1401.11,0.17,27.0,0.1,69.0,12.0,58.0,28.85,N
3.0,3.0,2.0,1.0,2.5,0.5,1.0,0.0,10.0,0.0,8.31,0.12,272.48,0.25,12.0,0.24,18.0,13.0,17.0,23.08,N
24.0,21.0,12.0,41.0,2.14,0.86,5.0,0.2,97.0,0.0,28.37,0.04,2547.56,0.24,77.0,0.12,75.0,28.0,175.0,35.33,Y
2.0,2.0,1.0,0.0,2.0,0.67,1.0,0.0,19.0,1.0,15.11,0.07,589.62,0.33,11.0,0.13,27.0,17.0,23.0,5.0,N
18.0,7.0,0.0,15.0,2.29,0.7,9.0,0.89,47.0,3.0,15.9,0.06,1414.44,0.9,38.0,0.12,54.0,17.0,81.0,24.19,N
9.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,15.0,0.0,7.7,0.13,249.12,0.33,8.0,0.12,15.0,11.0,25.0,0.0,Y
4.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,9.0,2.0,7.08,0.14,165.0,0.5,6.0,0.13,12.0,10.0,16.0,18.18,N
18.0,8.0,0.0,7.0,2.0,1.0,3.0,0.4,40.0,2.0,31.11,0.03,1735.61,0.5,26.0,0.09,54.0,28.0,66.0,14.89,N
11.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,20.0,1.0,13.3,0.08,457.87,0.25,10.0,0.13,20.0,14.0,32.0,0.0,N
12.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,20.0,1.0,13.09,0.08,435.58,0.33,9.0,0.08,22.0,16.0,36.0,13.04,N
8.0,1.0,0.0,2.0,4.0,0.43,7.0,1.0,16.0,0.0,22.0,0.05,426.05,1.0,16.0,0.26,10.0,11.0,27.0,11.11,N
14.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,22.0,0.0,8.11,0.12,370.0,0.33,13.0,0.08,21.0,11.0,37.0,0.0,N
9.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,15.0,1.0,11.67,0.09,301.19,0.33,9.0,0.12,15.0,14.0,26.0,6.25,N
19.0,13.0,0.0,0.0,2.0,0.93,1.0,0.0,55.0,1.0,19.67,0.05,957.56,0.07,22.0,0.2,39.0,26.0,75.0,0.0,N
14.0,7.0,1.0,9.0,2.0,0.67,1.0,0.0,27.0,0.0,8.79,0.11,667.43,0.33,14.0,0.06,33.0,10.0,52.0,27.03,N
23.0,0.0,0.0,13.0,2.47,0.04,13.0,0.48,72.0,0.0,40.21,0.02,2694.44,0.5,62.0,0.24,57.0,24.0,109.0,15.29,N
8.0,2.0,0.0,4.0,2.0,0.5,1.0,0.0,35.0,0.0,13.22,0.08,1322.61,0.5,8.0,0.04,59.0,15.0,48.0,10.26,N
15.0,2.0,1.0,8.0,2.0,0.67,1.0,0.0,39.0,0.0,28.18,0.04,2099.32,0.33,16.0,0.05,57.0,21.0,64.0,18.75,N
8.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,14.0,1.0,9.28,0.11,290.05,0.5,8.0,0.08,16.0,11.0,24.0,6.67,N
7.0,4.0,2.0,0.0,4.0,0.67,4.0,0.6,19.0,0.0,15.5,0.06,419.83,0.67,12.0,0.21,19.0,19.0,29.0,9.52,N
11.0,4.0,0.0,3.0,3.0,0.56,9.0,1.0,27.0,0.0,12.68,0.08,494.35,1.0,21.0,0.21,20.0,13.0,42.0,10.0,N
7.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,13.0,1.0,18.0,0.06,389.4,0.5,7.0,0.08,14.0,14.0,24.0,18.75,N
6.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,9.0,0.0,8.44,0.12,159.41,0.5,7.0,0.13,9.0,8.0,16.0,0.0,N
8.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,6.07,0.16,187.98,0.5,7.0,0.1,14.0,10.0,21.0,0.0,N
20.0,7.0,0.0,16.0,2.2,0.86,3.0,0.33,40.0,1.0,17.53,0.06,969.83,0.43,25.0,0.09,38.0,18.0,77.0,28.57,N
22.0,9.0,0.0,19.0,2.29,0.7,5.0,0.44,50.0,0.0,32.88,0.03,2300.66,0.5,34.0,0.11,66.0,28.0,92.0,27.54,N
7.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,12.0,1.0,11.67,0.09,230.32,0.33,9.0,0.14,12.0,14.0,21.0,7.69,N
11.0,1.0,0.0,0.0,3.0,0.57,7.0,1.0,23.0,1.0,15.84,0.06,524.62,1.0,13.0,0.2,19.0,14.0,35.0,0.0,N
8.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,13.0,1.0,8.77,0.11,213.62,0.5,7.0,0.09,13.0,12.0,23.0,7.14,N
28.0,12.0,0.0,10.0,2.44,0.79,9.0,0.62,51.0,0.0,21.88,0.05,1496.59,0.64,45.0,0.16,48.0,21.0,90.0,16.39,N
8.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,15.0,3.0,10.11,0.1,300.0,0.33,11.0,0.12,18.0,14.0,26.0,11.76,N
1.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,12.0,2.0,4.67,0.21,77.71,0.5,6.0,0.14,6.0,7.0,14.0,0.0,N
1.0,2.0,0.0,0.0,2.2,0.43,1.0,0.0,27.0,2.0,19.63,0.05,371.38,0.14,19.0,0.24,15.0,19.0,29.0,0.0,N
1.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,7.0,1.0,4.2,0.24,60.94,0.5,5.0,0.22,5.0,7.0,9.0,0.0,N
11.0,12.0,0.0,4.0,2.0,1.0,1.0,0.0,48.0,0.0,20.2,0.05,1211.5,0.2,29.0,0.08,49.0,22.0,64.0,7.69,N
4.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,17.0,1.0,23.08,0.04,645.5,0.5,9.0,0.09,13.0,12.0,22.0,0.0,N
1.0,0.0,0.0,0.0,2.0,0.33,1.0,0.0,17.0,1.0,7.15,0.14,153.73,0.33,11.0,0.16,10.0,11.0,19.0,0.0,N
0.0,1.0,0.0,0.0,2.0,0.5,1.0,0.0,8.0,1.0,6.67,0.15,114.69,0.5,7.0,0.22,9.0,10.0,9.0,0.0,N
0.0,1.0,0.0,0.0,2.0,0.13,1.0,0.0,17.0,2.0,19.2,0.05,310.23,0.13,16.0,0.44,10.0,16.0,18.0,0.0,N
1.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,17.0,4.0,16.82,0.06,333.82,0.5,6.0,0.11,11.0,10.0,19.0,0.0,N
8.0,13.0,0.0,7.0,2.22,0.61,22.0,0.78,66.0,2.0,46.25,0.02,2358.12,0.79,84.0,0.34,55.0,32.0,82.0,9.59,N
1.0,4.0,0.0,0.0,2.0,0.75,3.0,0.67,12.0,2.0,12.83,0.08,239.72,0.75,18.0,0.29,12.0,14.0,14.0,0.0,N
16.0,13.0,3.0,6.0,2.0,0.83,1.0,0.0,59.0,0.0,25.45,0.04,1703.82,0.17,41.0,0.06,58.0,24.0,107.0,13.24,N
0.0,1.0,0.0,0.0,2.0,0.5,1.0,0.0,8.0,1.0,6.67,0.15,114.69,0.5,7.0,0.22,9.0,10.0,9.0,0.0,N
32.0,15.0,16.0,73.0,2.0,1.0,1.0,0.0,48.0,0.0,22.28,0.04,1174.29,0.13,46.0,0.05,39.0,22.0,170.0,64.95,Y
7.0,3.0,0.0,6.0,2.0,0.57,1.0,0.0,21.0,0.0,13.12,0.08,427.74,0.14,27.0,0.27,16.0,10.0,26.0,22.22,N
6.0,2.0,1.0,24.0,2.0,0.8,1.0,0.0,20.0,0.0,14.34,0.07,292.57,0.2,16.0,0.11,16.0,17.0,45.0,55.56,N
0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,1.0,3.0,0.33,28.53,0.5,6.0,0.4,3.0,6.0,5.0,0.0,N
7.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,23.0,0.0,13.2,0.08,495.42,0.33,16.0,0.09,20.0,11.0,33.0,8.0,N
0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,1.0,8.4,0.12,102.19,0.5,6.0,0.4,5.0,12.0,5.0,0.0,N
1.0,1.0,0.0,1.0,2.0,0.33,4.0,0.6,14.0,3.0,22.73,0.04,366.61,0.67,17.0,0.35,11.0,20.0,17.0,6.67,N
0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,7.0,1.0,10.13,0.1,85.11,0.5,7.0,0.25,4.0,9.0,8.0,0.0,N
1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,7.0,0.0,5.0,0.2,76.15,0.5,8.0,0.18,7.0,7.0,11.0,22.22,N
0.0,5.0,0.0,0.0,2.0,0.8,1.0,0.0,17.0,1.0,23.68,0.04,581.39,0.2,17.0,0.28,19.0,20.0,18.0,0.0,N
9.0,2.0,0.0,6.0,2.67,0.33,5.0,0.8,29.0,0.0,24.0,0.04,873.2,0.83,26.0,0.11,27.0,18.0,53.0,17.14,N
2.0,2.0,0.0,0.0,2.0,0.75,1.0,0.0,13.0,0.0,12.75,0.08,181.52,0.25,13.0,0.25,8.0,12.0,16.0,0.0,N
1.0,2.0,0.0,0.0,2.0,0.5,1.0,0.0,6.0,2.0,6.43,0.16,102.19,0.5,7.0,0.25,7.0,10.0,8.0,0.0,N
1.0,1.0,0.0,0.0,2.0,0.5,3.0,0.67,13.0,4.0,20.17,0.05,310.34,0.75,13.0,0.27,12.0,22.0,15.0,0.0,N
1.0,1.0,1.0,0.0,2.67,0.33,6.0,1.0,20.0,3.0,20.19,0.05,438.86,1.0,13.0,0.26,16.0,17.0,23.0,4.76,N
1.0,4.0,0.0,1.0,2.2,1.0,8.0,1.0,19.0,1.0,18.35,0.05,428.77,1.0,21.0,0.36,17.0,16.0,22.0,5.0,N
2.0,6.0,0.0,2.0,2.5,0.75,3.0,0.67,16.0,2.0,9.9,0.1,351.03,0.75,17.0,0.19,21.0,13.0,21.0,11.11,N
1.0,2.0,0.0,1.0,3.0,1.0,3.0,1.0,7.0,0.0,5.06,0.2,98.1,1.0,7.0,0.3,8.0,9.0,10.0,12.5,N
1.0,1.0,0.0,1.0,2.0,0.67,1.0,0.0,9.0,0.0,14.57,0.07,157.17,0.33,8.0,0.25,7.0,12.0,12.0,10.0,N
1.0,3.0,0.0,1.0,2.33,0.6,3.0,0.5,14.0,1.0,10.11,0.1,280.0,0.6,16.0,0.29,18.0,14.0,17.0,6.67,N
1.0,1.0,0.0,2.0,2.0,1.0,5.0,1.0,10.0,1.0,16.0,0.06,230.32,1.0,11.0,0.36,10.0,16.0,14.0,16.67,N
1.0,1.0,0.0,2.0,2.0,1.0,5.0,1.0,10.0,1.0,16.0,0.06,208.97,1.0,11.0,0.36,9.0,16.0,14.0,16.67,N
1.0,1.0,0.0,1.0,2.0,0.67,1.0,0.0,10.0,1.0,12.75,0.08,159.91,0.33,8.0,0.23,8.0,12.0,13.0,9.09,N
1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,13.0,1.0,10.5,0.1,200.67,0.33,11.0,0.19,11.0,11.0,16.0,7.14,N
1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,14.0,0.07,157.17,0.5,6.0,0.4,5.0,14.0,5.0,0.0,N
2.0,2.0,0.0,0.0,2.5,0.5,1.0,0.0,10.0,1.0,14.3,0.07,230.7,0.25,11.0,0.31,10.0,13.0,13.0,0.0,N
2.0,2.0,0.0,0.0,2.5,0.71,6.0,0.83,13.0,2.0,43.5,0.02,339.29,0.86,19.0,0.44,6.0,18.0,16.0,0.0,N
2.0,1.0,0.0,0.0,2.33,0.8,4.0,0.75,8.0,1.0,21.12,0.05,155.32,0.8,15.0,0.45,4.0,13.0,11.0,0.0,N
0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,6.0,1.0,8.67,0.12,102.8,0.5,6.0,0.29,6.0,8.0,7.0,0.0,N
1.0,2.0,0.0,0.0,2.25,0.33,6.0,1.0,18.0,4.0,20.0,0.05,454.95,1.0,17.0,0.3,18.0,18.0,20.0,0.0,N
2.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,27.0,2.0,22.41,0.04,713.07,0.13,31.0,0.18,27.0,22.0,45.0,0.0,N
4.0,1.0,0.0,0.0,2.0,0.67,1.0,0.0,7.0,0.0,11.0,0.09,144.43,0.33,9.0,0.25,8.0,11.0,12.0,0.0,N
1.0,2.0,0.0,0.0,2.0,1.0,3.0,1.0,13.0,2.0,12.83,0.08,249.12,1.0,11.0,0.2,12.0,14.0,15.0,0.0,N
3.0,8.0,0.0,0.0,2.0,0.75,5.0,0.57,21.0,0.0,20.9,0.05,791.67,0.63,30.0,0.15,30.0,19.0,55.0,0.0,N
13.0,16.0,4.0,1.0,2.25,0.67,15.0,0.4,84.0,0.0,29.92,0.03,3538.72,0.42,116.0,0.29,93.0,23.0,124.0,5.62,N
1.0,1.0,0.0,0.0,2.0,0.33,1.0,0.0,8.0,1.0,12.44,0.08,167.37,0.33,9.0,0.3,9.0,14.0,10.0,0.0,N
5.0,9.0,1.0,1.0,2.0,0.75,10.0,0.82,50.0,2.0,29.75,0.03,1644.08,0.83,51.0,0.21,44.0,22.0,58.0,3.85,N
1.0,5.0,0.0,0.0,2.0,1.0,3.0,1.0,13.0,0.0,5.63,0.18,202.12,1.0,15.0,0.2,16.0,10.0,15.0,0.0,N
2.0,5.0,0.0,3.0,2.2,0.57,7.0,1.0,20.0,1.0,19.0,0.05,477.56,1.0,23.0,0.33,19.0,19.0,21.0,13.04,N
6.0,8.0,0.0,1.0,2.06,0.61,12.0,0.65,62.0,2.0,39.28,0.03,1974.55,0.67,63.0,0.16,47.0,26.0,113.0,1.59,N
1.0,7.0,1.0,0.0,2.5,0.5,7.0,0.67,20.0,2.0,20.33,0.05,649.28,0.7,31.0,0.43,23.0,17.0,23.0,4.76,N
1.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,6.0,0.0,4.5,0.22,95.91,0.5,8.0,0.25,9.0,9.0,8.0,0.0,N
4.0,5.0,0.0,0.0,2.0,1.0,1.0,0.0,10.0,1.0,4.0,0.25,137.61,0.5,10.0,0.13,12.0,6.0,15.0,0.0,N
2.0,3.0,0.0,0.0,2.11,0.27,3.0,0.2,21.0,0.0,25.31,0.04,909.09,0.27,33.0,0.46,24.0,15.0,24.0,0.0,N
0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,10.0,0.0,9.0,0.11,232.79,0.33,10.0,0.27,12.0,9.0,11.0,0.0,N
3.0,9.0,0.0,0.0,2.09,0.62,22.0,0.84,82.0,2.0,34.68,0.03,2893.83,0.85,86.0,0.3,65.0,23.0,86.0,0.0,N
2.0,1.0,7.0,1.0,2.67,0.5,5.0,0.8,18.0,0.0,11.31,0.09,494.94,0.83,15.0,0.21,26.0,14.0,29.0,30.77,N
17.0,6.0,35.0,159.0,2.33,0.82,13.0,0.38,218.0,0.0,72.75,0.01,8002.45,0.39,96.0,0.12,146.0,47.0,268.0,47.09,N
2.0,1.0,1.0,0.0,2.0,0.67,1.0,0.0,14.0,0.0,10.5,0.1,200.67,0.33,10.0,0.17,11.0,11.0,18.0,6.67,N
11.0,4.0,12.0,0.0,2.0,0.57,1.0,0.0,49.0,0.0,19.66,0.05,1893.56,0.14,27.0,0.1,59.0,16.0,73.0,19.67,Y
9.0,6.0,7.0,4.0,2.0,0.86,1.0,0.0,40.0,0.0,13.2,0.08,890.61,0.14,32.0,0.11,45.0,18.0,61.0,21.57,Y
1.0,2.0,9.0,0.0,2.0,0.6,1.0,0.0,36.0,0.0,14.66,0.07,736.63,0.2,27.0,0.11,35.0,19.0,46.0,20.0,N
2.0,0.0,0.0,0.0,2.0,0.25,1.0,0.0,14.0,3.0,21.53,0.05,470.0,0.25,14.0,0.24,15.0,17.0,17.0,0.0,N
1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,5.0,3.0,6.4,0.16,70.31,0.5,7.0,0.29,5.0,8.0,7.0,0.0,N
0.0,3.0,0.0,0.0,2.0,0.67,1.0,0.0,22.0,0.0,12.02,0.08,403.55,0.17,22.0,0.26,20.0,13.0,23.0,0.0,N
0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,11.0,1.0,3.0,0.33,49.83,0.5,6.0,0.17,4.0,6.0,12.0,0.0,N
1.0,0.0,0.0,0.0,2.0,0.25,3.0,0.67,14.0,1.0,13.3,0.08,210.91,0.75,12.0,0.25,10.0,14.0,16.0,0.0,N
0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,11.0,0.0,6.87,0.15,108.42,0.5,6.0,0.17,8.0,10.0,12.0,0.0,N
9.0,3.0,0.0,5.0,2.33,0.8,3.0,0.5,21.0,0.0,15.0,0.07,246.12,0.6,15.0,0.14,10.0,15.0,36.0,19.23,N
0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,9.0,2.0,8.89,0.11,144.43,0.5,8.0,0.2,9.0,10.0,10.0,0.0,N
2.0,0.0,0.0,0.0,2.0,0.33,1.0,0.0,10.0,0.0,8.17,0.12,107.31,0.33,10.0,0.23,6.0,7.0,13.0,0.0,N
1.0,4.0,0.0,0.0,2.0,0.5,1.0,0.0,21.0,3.0,14.24,0.07,493.48,0.25,22.0,0.17,21.0,13.0,23.0,0.0,N
5.0,3.0,0.0,0.0,2.0,0.5,1.0,0.0,34.0,3.0,11.24,0.09,638.78,0.13,34.0,0.2,33.0,14.0,40.0,0.0,N
1.0,4.0,0.0,0.0,2.0,0.5,1.0,0.0,21.0,3.0,9.17,0.11,493.31,0.25,22.0,0.17,27.0,11.0,23.0,0.0,N
2.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,4.0,1.0,6.13,0.16,48.43,0.5,6.0,0.29,4.0,7.0,7.0,0.0,N
0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,14.0,1.0,12.27,0.08,254.75,0.5,5.0,0.13,11.0,10.0,15.0,0.0,N
0.0,2.0,0.0,0.0,2.0,0.75,1.0,0.0,17.0,2.0,11.15,0.09,289.51,0.25,11.0,0.22,13.0,10.0,18.0,0.0,N
1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,7.0,0.0,5.5,0.18,95.18,0.5,8.0,0.2,7.0,7.0,10.0,12.5,N
2.0,5.0,0.0,0.0,2.0,1.0,1.0,0.0,17.0,3.0,12.69,0.08,302.61,0.33,14.0,0.15,13.0,11.0,20.0,0.0,N
0.0,6.0,1.0,0.0,2.0,0.67,1.0,0.0,19.0,0.0,13.89,0.07,450.83,0.33,20.0,0.14,19.0,12.0,21.0,5.0,N
1.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,10.0,2.0,9.0,0.11,187.3,0.5,10.0,0.17,11.0,11.0,12.0,0.0,N
3.0,9.0,0.0,2.0,2.0,1.0,4.0,0.5,22.0,1.0,15.79,0.06,549.92,0.57,27.0,0.25,19.0,12.0,28.0,8.33,N
2.0,1.0,0.0,3.0,3.0,0.67,3.0,1.0,8.0,1.0,5.6,0.18,68.11,1.0,8.0,0.33,5.0,7.0,9.0,27.27,N
1.0,0.0,0.0,0.0,2.5,0.14,7.0,1.0,13.0,1.0,21.25,0.05,219.62,1.0,16.0,0.47,6.0,15.0,15.0,0.0,N
4.0,22.0,4.0,1.0,2.05,0.95,11.0,0.5,73.0,1.0,29.05,0.03,3040.61,0.52,98.0,0.25,92.0,27.0,83.0,6.41,N
1.0,1.0,0.0,0.0,2.5,0.5,3.0,0.67,9.0,1.0,16.67,0.06,210.91,0.75,11.0,0.36,9.0,15.0,11.0,0.0,N
1.0,2.0,0.0,0.0,2.0,0.75,4.0,1.0,11.0,1.0,14.3,0.07,235.23,1.0,15.0,0.31,10.0,13.0,13.0,0.0,N
1.0,1.0,0.0,0.0,3.0,0.67,3.0,1.0,7.0,1.0,7.86,0.13,108.42,1.0,8.0,0.33,7.0,11.0,9.0,0.0,N
1.0,2.0,0.0,0.0,3.0,0.67,3.0,1.0,10.0,2.0,10.89,0.09,153.8,1.0,9.0,0.25,9.0,14.0,12.0,0.0,N
18.0,1.0,2.0,0.0,2.0,0.13,1.0,0.0,120.0,1.0,60.25,0.02,3503.2,0.07,22.0,0.11,64.0,32.0,141.0,1.64,N
5.0,1.0,2.0,0.0,2.5,0.5,1.0,0.0,9.0,0.0,14.0,0.07,244.42,0.25,9.0,0.24,12.0,14.0,17.0,18.18,N
6.0,1.0,2.0,3.0,2.0,0.67,1.0,0.0,13.0,1.0,10.58,0.09,233.83,0.33,12.0,0.12,13.0,11.0,25.0,27.78,N
10.0,4.0,2.0,2.0,2.0,0.33,1.0,0.0,34.0,0.0,23.72,0.04,1447.91,0.33,12.0,0.06,37.0,15.0,49.0,10.53,Y
13.0,1.0,2.0,8.0,2.0,0.33,1.0,0.0,46.0,0.0,15.11,0.07,1815.42,0.33,9.0,0.04,69.0,15.0,70.0,17.86,N
13.0,0.0,2.0,9.0,2.0,0.17,1.0,0.0,21.0,0.0,30.07,0.03,765.1,0.17,18.0,0.13,22.0,21.0,46.0,34.38,N
21.0,9.0,4.0,8.0,2.25,0.5,3.0,0.29,37.0,0.0,17.42,0.06,784.97,0.38,27.0,0.11,36.0,22.0,71.0,24.49,N
13.0,3.0,2.0,0.0,2.5,0.58,4.0,0.27,58.0,1.0,26.43,0.04,1080.96,0.33,24.0,0.16,35.0,25.0,74.0,3.33,Y
10.0,3.0,4.0,6.0,2.0,0.4,3.0,0.5,14.0,1.0,13.59,0.07,356.7,0.6,17.0,0.14,17.0,14.0,35.0,41.67,N
16.0,9.0,4.0,2.0,3.0,0.78,5.0,0.5,36.0,0.0,23.21,0.04,974.64,0.56,26.0,0.15,35.0,25.0,59.0,14.29,N
2.0,0.0,0.0,1.0,2.0,0.5,1.0,0.0,5.0,1.0,6.0,0.17,68.53,0.5,6.0,0.22,6.0,8.0,9.0,16.67,N
2.0,0.0,0.0,0.0,2.0,0.25,4.0,1.0,9.0,2.0,13.5,0.07,100.38,1.0,11.0,0.33,3.0,9.0,12.0,0.0,N
0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,5.0,3.0,5.14,0.19,88.0,0.5,6.0,0.33,7.0,9.0,6.0,0.0,N
1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,9.0,3.0,6.75,0.15,114.45,0.5,7.0,0.18,8.0,9.0,11.0,0.0,N
2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,9.0,3.0,7.5,0.13,116.76,0.5,7.0,0.17,8.0,10.0,12.0,0.0,N
1.0,2.0,0.0,0.0,2.0,0.67,1.0,0.0,6.0,1.0,4.2,0.24,72.65,0.33,10.0,0.38,5.0,6.0,8.0,0.0,N
0.0,0.0,0.0,0.0,2.0,0.33,1.0,0.0,6.0,1.0,4.9,0.2,75.28,0.33,8.0,0.43,5.0,7.0,7.0,0.0,N
0.0,0.0,0.0,0.0,3.0,0.33,3.0,1.0,5.0,1.0,4.8,0.21,62.91,1.0,6.0,0.5,5.0,8.0,6.0,0.0,N
0.0,0.0,0.0,0.0,3.0,0.33,3.0,1.0,5.0,1.0,4.8,0.21,62.91,1.0,6.0,0.5,5.0,8.0,6.0,0.0,N
0.0,0.0,0.0,0.0,3.0,0.33,3.0,1.0,5.0,1.0,4.8,0.21,62.91,1.0,6.0,0.5,5.0,8.0,6.0,0.0,N
2.0,0.0,2.0,3.0,2.0,0.5,1.0,0.0,6.0,0.0,4.5,0.22,33.0,0.5,5.0,0.14,2.0,6.0,14.0,45.45,N
7.0,1.0,5.0,9.0,2.0,0.67,1.0,0.0,17.0,0.0,8.64,0.12,241.58,0.33,11.0,0.08,11.0,10.0,39.0,45.16,N
4.0,4.0,1.0,3.0,2.0,1.0,1.0,0.0,6.0,0.0,4.5,0.22,96.0,0.5,8.0,0.13,8.0,8.0,15.0,40.0,N
0.0,0.0,0.0,0.0,3.0,0.33,3.0,1.0,5.0,1.0,4.8,0.21,62.91,1.0,6.0,0.5,5.0,8.0,6.0,0.0,N
5.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,7.0,0.0,2.0,0.5,28.07,0.5,6.0,0.15,3.0,4.0,13.0,0.0,N
2.0,2.0,0.0,0.0,3.0,0.44,6.0,0.63,19.0,2.0,27.71,0.04,786.81,0.67,25.0,0.41,24.0,19.0,22.0,0.0,N
0.0,0.0,0.0,1.0,2.0,0.5,1.0,0.0,6.0,1.0,15.0,0.07,77.71,0.5,6.0,0.25,3.0,10.0,8.0,14.29,N
1.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,19.0,0.0,13.0,0.08,590.73,0.2,21.0,0.24,27.0,13.0,21.0,0.0,N
