@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
6.0,2.0,0.0,2.05,19.0,0.83,19.0,0.82,63.43,34.98,0.74,0.03,4312.38,0.83,43.0,0.29,202.0,55.0,26.0,78.0,2.82,71.0,N
3.0,0.0,0.0,2.0,4.0,0.57,4.0,0.5,29.43,18.57,0.18,0.05,563.72,0.57,6.0,0.26,59.0,22.0,19.0,27.0,0.0,23.0,N
10.0,2.0,1.0,2.0,22.0,0.88,19.0,0.75,135.53,37.53,1.7,0.03,10605.06,0.76,48.0,0.16,410.0,102.0,24.0,156.0,2.07,144.0,N
3.0,1.0,3.0,2.0,1.0,0.25,1.0,0.0,28.72,9.38,0.09,0.11,140.21,0.25,6.0,0.18,31.0,16.0,12.0,22.0,22.22,15.0,N
7.0,4.0,6.0,2.0,2.0,0.67,1.0,0.0,48.79,19.21,0.31,0.05,1000.31,0.33,4.0,0.08,87.0,38.0,20.0,37.0,34.48,23.0,N
5.0,6.0,6.0,2.23,7.0,0.41,9.0,0.5,95.6,21.1,0.67,0.05,2363.46,0.53,29.0,0.23,162.0,68.0,19.0,75.0,17.39,63.0,Y
3.0,0.0,0.0,2.0,1.0,0.33,1.0,0.0,9.15,16.25,0.05,0.06,134.22,0.33,4.0,0.21,20.0,6.0,13.0,14.0,0.0,10.0,N
14.0,2.0,16.0,2.0,3.0,0.5,1.0,0.0,41.91,27.61,0.39,0.04,1774.94,0.17,10.0,0.08,111.0,32.0,19.0,73.0,31.03,42.0,N
53.0,12.0,22.0,2.11,8.0,0.73,4.0,0.3,132.29,22.53,0.99,0.04,3732.18,0.36,19.0,0.07,240.0,86.0,19.0,161.0,31.78,85.0,Y
14.0,3.0,19.0,2.0,4.0,0.67,5.0,0.8,25.75,23.98,0.21,0.04,822.31,0.83,10.0,0.09,63.0,21.0,19.0,65.0,44.0,31.0,N
19.0,4.0,21.0,2.0,4.0,0.67,5.0,0.8,25.75,23.98,0.21,0.04,822.31,0.83,10.0,0.08,63.0,21.0,19.0,72.0,48.08,31.0,N
24.0,18.0,38.0,2.38,10.0,0.53,9.0,0.44,182.27,15.56,0.95,0.06,2451.22,0.47,31.0,0.1,224.0,94.0,15.0,184.0,35.22,121.0,N
19.0,5.0,19.0,2.0,4.0,0.67,5.0,0.8,27.15,22.89,0.21,0.04,790.18,0.83,10.0,0.09,63.0,22.0,19.0,70.0,48.0,31.0,N
5.0,0.0,0.0,2.5,1.0,0.25,1.0,0.0,6.98,22.1,0.05,0.05,189.43,0.25,5.0,0.25,20.0,5.0,13.0,16.0,0.0,10.0,N
23.0,1.0,7.0,2.0,5.0,0.63,1.0,0.0,42.42,24.2,0.34,0.04,1380.19,0.13,4.0,0.1,99.0,35.0,22.0,77.0,15.09,46.0,Y
6.0,5.0,4.0,2.5,2.0,0.11,18.0,0.94,60.94,26.48,0.54,0.04,2373.6,0.95,30.0,0.2,150.0,46.0,21.0,93.0,10.47,82.0,N
31.0,3.0,26.0,2.58,4.0,0.2,13.0,0.63,69.45,23.14,0.54,0.04,2065.83,0.65,35.0,0.17,139.0,54.0,21.0,121.0,32.58,63.0,N
41.0,3.0,22.0,2.25,6.0,0.38,3.0,0.13,90.21,25.16,0.76,0.04,3171.47,0.19,27.0,0.11,194.0,64.0,20.0,140.0,25.51,76.0,N
45.0,4.0,38.0,2.36,4.0,0.11,3.0,0.06,126.88,26.71,1.13,0.04,5030.64,0.09,59.0,0.17,276.0,91.0,22.0,205.0,26.42,121.0,Y
6.0,3.0,5.0,2.0,4.0,1.0,1.0,0.0,23.69,4.5,0.04,0.22,26.65,0.25,6.0,0.2,16.0,8.0,6.0,20.0,61.54,8.0,N
50.0,15.0,13.0,2.56,17.0,0.49,22.0,0.62,144.78,33.72,1.63,0.03,9147.29,0.63,46.0,0.14,359.0,132.0,29.0,245.0,14.43,181.0,N
48.0,2.0,26.0,3.0,2.0,0.67,3.0,1.0,173.7,9.4,0.54,0.11,851.89,1.0,3.0,0.02,133.0,72.0,11.0,128.0,35.44,53.0,Y
23.0,6.0,11.0,2.75,7.0,0.7,7.0,0.67,49.69,15.32,0.25,0.07,648.34,0.7,11.0,0.12,76.0,37.0,21.0,81.0,29.82,46.0,N
8.0,1.0,8.0,4.0,1.0,0.33,1.0,0.0,17.75,9.9,0.06,0.1,96.63,0.33,4.0,0.13,22.0,10.0,11.0,24.0,60.0,7.0,N
9.0,1.0,7.0,3.0,1.0,0.5,1.0,0.0,16.12,7.5,0.04,0.13,50.39,0.5,3.0,0.09,17.0,8.0,10.0,23.0,61.54,6.0,N
10.0,4.0,7.0,4.25,1.0,0.07,14.0,1.0,46.65,17.11,0.27,0.06,758.85,1.0,17.0,0.25,83.0,27.0,14.0,56.0,30.56,29.0,N
19.0,0.0,31.0,2.0,3.0,0.1,1.0,0.0,239.03,36.2,2.88,0.03,17404.85,0.03,58.0,0.12,608.0,148.0,19.0,257.0,13.08,206.0,N
19.0,0.0,29.0,2.0,3.0,0.1,1.0,0.0,242.69,36.29,2.94,0.03,17755.98,0.03,58.0,0.12,617.0,150.0,19.0,257.0,12.24,208.0,N
16.0,0.0,35.0,2.26,14.0,0.32,13.0,0.28,249.73,43.13,3.59,0.02,25802.64,0.3,77.0,0.14,730.0,180.0,23.0,307.0,12.07,255.0,N
16.0,0.0,35.0,2.0,2.0,0.07,1.0,0.0,233.67,37.57,2.93,0.03,18319.26,0.03,56.0,0.11,611.0,152.0,20.0,261.0,14.34,209.0,N
12.0,0.0,28.0,2.0,2.0,0.22,1.0,0.0,154.38,37.66,1.94,0.03,12166.55,0.11,16.0,0.05,429.0,107.0,20.0,178.0,16.97,137.0,N
1.0,0.0,0.0,2.33,3.0,0.6,5.0,1.0,24.76,24.5,0.2,0.04,825.79,1.0,7.0,0.22,65.0,20.0,20.0,23.0,0.0,21.0,N
1.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,18.39,19.2,0.12,0.05,376.65,0.33,4.0,0.21,38.0,15.0,18.0,14.0,0.0,12.0,N
1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,14.6,11.59,0.06,0.09,108.96,0.5,2.0,0.2,19.0,11.0,15.0,10.0,0.0,8.0,N
2.0,2.0,0.0,2.0,8.0,1.0,5.0,0.57,38.0,20.84,0.26,0.05,917.18,0.63,6.0,0.19,79.0,32.0,23.0,42.0,5.13,39.0,N
5.0,0.0,3.0,2.0,8.0,1.0,1.0,0.0,39.25,24.9,0.33,0.04,1352.03,0.13,14.0,0.17,92.0,30.0,18.0,48.0,7.14,39.0,N
3.0,0.0,0.0,2.14,6.0,0.6,1.0,0.0,54.39,16.69,0.3,0.06,841.32,0.1,15.0,0.25,87.0,35.0,16.0,40.0,0.0,36.0,N
1.0,0.0,0.0,2.0,9.0,0.69,3.0,0.17,47.44,23.4,0.37,0.04,1443.0,0.23,8.0,0.29,107.0,40.0,24.0,45.0,0.0,43.0,N
15.0,3.0,10.0,2.0,2.0,0.67,1.0,0.0,37.06,22.6,0.28,0.04,1052.0,0.33,4.0,0.07,81.0,29.0,19.0,46.0,43.33,20.0,N
8.0,1.0,0.0,3.0,1.0,0.33,1.0,0.0,17.39,26.25,0.15,0.04,665.68,0.33,3.0,0.14,54.0,12.0,15.0,21.0,8.33,12.0,Y
14.0,3.0,0.0,2.33,4.0,0.8,3.0,0.5,56.3,11.0,0.21,0.09,378.43,0.6,7.0,0.13,64.0,27.0,11.0,39.0,12.5,24.0,N
29.0,10.0,11.0,2.11,3.0,0.27,1.0,0.0,51.67,21.46,0.37,0.05,1322.44,0.09,19.0,0.13,99.0,41.0,20.0,82.0,40.38,41.0,N
16.0,2.0,6.0,2.67,2.0,0.33,5.0,0.8,25.18,18.0,0.15,0.06,453.22,0.83,8.0,0.14,49.0,19.0,18.0,43.0,30.77,20.0,N
8.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,26.99,6.97,0.06,0.14,72.77,0.5,2.0,0.1,21.0,15.0,11.0,20.0,9.09,11.0,N
27.0,5.0,29.0,2.33,7.0,0.88,1.0,0.0,61.99,27.4,0.57,0.04,2584.83,0.13,14.0,0.08,150.0,53.0,24.0,97.0,49.28,40.0,Y
10.0,1.0,3.0,2.33,3.0,0.75,1.0,0.0,23.9,19.68,0.16,0.05,514.48,0.25,7.0,0.15,47.0,19.0,17.0,26.0,26.67,12.0,Y
26.0,5.0,26.0,2.4,7.0,1.0,1.0,0.0,60.18,27.5,0.55,0.04,2528.33,0.14,12.0,0.08,150.0,48.0,22.0,91.0,48.44,38.0,Y
20.0,5.0,12.0,2.14,2.0,0.22,1.0,0.0,32.02,26.93,0.29,0.04,1290.01,0.11,15.0,0.16,81.0,29.0,22.0,58.0,45.95,25.0,N
10.0,2.0,7.0,3.0,2.0,0.67,3.0,1.0,22.96,13.5,0.1,0.07,232.5,1.0,3.0,0.1,35.0,16.0,16.0,31.0,45.0,13.0,N
10.0,2.0,7.0,3.0,2.0,0.67,3.0,1.0,23.74,10.21,0.08,0.1,137.61,1.0,3.0,0.09,29.0,14.0,13.0,32.0,42.86,14.0,N
20.0,5.0,12.0,2.14,2.0,0.22,1.0,0.0,33.47,24.62,0.27,0.04,1127.08,0.11,15.0,0.15,78.0,29.0,21.0,59.0,44.74,26.0,Y
35.0,4.0,57.0,2.0,2.0,0.5,1.0,0.0,77.69,36.83,0.95,0.03,5855.58,0.25,6.0,0.03,237.0,57.0,19.0,139.0,59.22,46.0,Y
8.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,41.25,14.67,0.2,0.07,492.96,0.5,2.0,0.09,65.0,21.0,11.0,23.0,0.0,14.0,Y
4.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,10.34,8.1,0.03,0.12,37.69,0.5,2.0,0.17,13.0,5.0,9.0,12.0,0.0,7.0,N
6.0,1.0,0.0,2.0,1.0,0.33,1.0,0.0,18.91,10.45,0.07,0.1,114.75,0.33,4.0,0.14,26.0,10.0,11.0,21.0,7.14,14.0,N
2.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,6.5,6.0,0.01,0.17,13.0,0.5,2.0,0.25,9.0,2.0,6.0,8.0,0.0,5.0,N
11.0,4.0,2.0,2.08,2.0,0.13,8.0,0.5,16.05,54.0,0.29,0.02,2602.42,0.53,27.0,0.23,91.0,16.0,24.0,66.0,11.11,52.0,N
9.0,0.0,1.0,2.0,9.0,0.69,8.0,0.58,57.88,31.53,0.61,0.03,3196.81,0.62,24.0,0.19,159.0,51.0,24.0,70.0,2.08,47.0,N
7.0,20.0,2.0,2.0,17.0,0.46,1.0,0.0,62.85,77.19,1.62,0.01,20805.28,0.03,24.0,0.28,395.0,81.0,41.0,130.0,18.03,120.0,N
1.0,0.0,0.0,2.33,3.0,0.6,3.0,0.5,25.83,12.0,0.1,0.08,206.67,0.6,7.0,0.38,38.0,16.0,16.0,13.0,0.0,11.0,N
1.0,3.0,0.0,2.0,4.0,0.5,1.0,0.0,23.86,46.0,0.37,0.02,2804.33,0.13,14.0,0.21,109.0,22.0,22.0,39.0,8.1,37.0,N
1.0,0.0,0.0,2.17,5.0,0.63,3.0,0.29,29.0,17.43,0.17,0.06,489.17,0.38,13.0,0.44,56.0,20.0,17.0,18.0,0.0,16.0,N
6.0,3.0,0.0,2.0,4.0,0.57,1.0,0.0,34.65,30.14,0.35,0.03,1748.65,0.14,12.0,0.18,95.0,29.0,19.0,40.0,9.09,33.0,N
2.0,1.0,0.0,2.0,5.0,0.83,3.0,0.4,36.89,9.89,0.12,0.1,200.29,0.5,10.0,0.29,41.0,22.0,15.0,21.0,5.56,18.0,N
1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,16.65,4.67,0.03,0.21,20.15,0.5,2.0,0.14,13.0,6.0,7.0,14.0,0.0,12.0,N
1.0,0.0,0.0,2.2,3.0,0.43,1.0,0.0,18.92,19.63,0.12,0.05,405.08,0.14,11.0,0.24,42.0,15.0,19.0,29.0,0.0,27.0,N
1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,14.51,4.2,0.02,0.24,14.22,0.5,2.0,0.22,11.0,5.0,7.0,9.0,0.0,7.0,N
11.0,0.0,4.0,2.0,5.0,1.0,1.0,0.0,59.96,20.2,0.4,0.05,1359.85,0.2,10.0,0.08,107.0,49.0,22.0,64.0,7.69,48.0,N
4.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,27.97,23.08,0.22,0.04,827.56,0.5,2.0,0.09,89.0,13.0,12.0,22.0,0.0,17.0,N
1.0,0.0,0.0,2.0,1.0,0.33,1.0,0.0,21.5,7.15,0.05,0.14,61.07,0.33,4.0,0.16,22.0,10.0,11.0,19.0,0.0,17.0,N
0.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,17.2,6.67,0.04,0.15,42.48,0.5,2.0,0.22,15.0,9.0,10.0,9.0,0.0,8.0,N
0.0,0.0,0.0,2.0,1.0,0.13,1.0,0.0,16.16,19.2,0.1,0.05,330.91,0.13,4.0,0.44,42.0,10.0,16.0,18.0,0.0,17.0,N
1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,19.85,16.82,0.11,0.06,311.9,0.5,2.0,0.11,39.0,11.0,10.0,19.0,0.0,17.0,N
8.0,0.0,7.0,2.22,17.0,0.61,22.0,0.78,50.5,42.41,0.71,0.02,5044.92,0.79,40.0,0.34,190.0,53.0,31.0,82.0,9.59,66.0,N
1.0,0.0,0.0,2.0,3.0,0.75,3.0,0.67,18.68,12.83,0.08,0.08,170.91,0.75,6.0,0.29,29.0,12.0,14.0,14.0,0.0,12.0,N
16.0,3.0,6.0,2.0,5.0,0.83,1.0,0.0,66.95,25.45,0.57,0.04,2408.85,0.17,12.0,0.06,145.0,58.0,24.0,107.0,13.24,62.0,N
0.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,17.2,6.67,0.04,0.15,42.48,0.5,2.0,0.22,15.0,9.0,10.0,9.0,0.0,8.0,N
19.0,2.0,5.0,2.0,5.0,1.0,1.0,0.0,71.31,24.66,0.59,0.04,2409.93,0.2,8.0,0.07,151.0,52.0,19.0,72.0,13.46,47.0,N
20.0,8.0,11.0,2.0,3.0,0.38,1.0,0.0,56.27,20.0,0.38,0.05,1250.38,0.13,14.0,0.1,105.0,42.0,20.0,77.0,33.93,45.0,N
13.0,0.0,12.0,2.0,1.0,0.33,1.0,0.0,49.13,19.76,0.32,0.05,1065.8,0.33,4.0,0.05,109.0,25.0,13.0,62.0,25.0,36.0,N
3.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,8.4,7.0,0.02,0.14,22.87,0.5,2.0,0.18,9.0,4.0,7.0,11.0,0.0,7.0,N
9.0,1.0,4.0,2.0,2.0,0.67,1.0,0.0,27.81,13.36,0.12,0.07,275.81,0.33,4.0,0.1,38.0,18.0,13.0,29.0,26.32,15.0,N
8.0,0.0,2.0,2.0,1.0,0.5,1.0,0.0,62.76,21.36,0.45,0.05,1590.38,0.5,2.0,0.05,125.0,35.0,13.0,40.0,6.45,29.0,N
8.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,39.81,13.88,0.18,0.07,426.2,0.5,2.0,0.08,60.0,17.0,8.0,25.0,0.0,16.0,N
6.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,26.25,13.67,0.12,0.07,272.36,0.5,2.0,0.11,42.0,12.0,8.0,19.0,0.0,12.0,N
6.0,0.0,1.0,2.0,1.0,0.5,1.0,0.0,29.04,8.92,0.09,0.11,128.47,0.5,2.0,0.1,30.0,13.0,8.0,20.0,7.69,12.0,N
6.0,1.0,2.0,2.0,1.0,0.33,1.0,0.0,51.47,13.89,0.24,0.07,551.79,0.33,4.0,0.1,72.0,23.0,9.0,30.0,13.04,21.0,N
28.0,3.0,15.0,2.0,3.0,0.75,1.0,0.0,88.1,8.83,0.26,0.11,381.89,0.25,6.0,0.05,81.0,42.0,14.0,81.0,34.62,37.0,N
25.0,2.0,11.0,2.27,3.0,0.2,8.0,0.5,95.22,32.39,1.03,0.03,5551.48,0.53,25.0,0.15,244.0,71.0,20.0,103.0,16.88,66.0,N
21.0,6.0,10.0,2.29,5.0,0.5,3.0,0.22,59.99,23.54,0.47,0.04,1846.5,0.3,16.0,0.12,124.0,52.0,24.0,83.0,26.23,51.0,N
32.0,6.0,21.0,2.64,10.0,0.53,13.0,0.67,103.85,30.93,1.07,0.03,5519.99,0.68,29.0,0.13,264.0,87.0,26.0,145.0,24.11,91.0,N
15.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,21.15,4.5,0.03,0.22,23.8,0.5,2.0,0.07,16.0,7.0,7.0,28.0,25.0,10.0,N
13.0,0.0,11.0,2.0,1.0,0.5,1.0,0.0,56.88,16.48,0.31,0.06,858.51,0.5,2.0,0.03,104.0,28.0,13.0,58.0,25.0,33.0,N
12.0,2.0,3.0,3.0,4.0,0.67,5.0,0.8,28.9,10.82,0.1,0.09,188.06,0.83,6.0,0.09,39.0,17.0,16.0,64.0,20.83,21.0,N
13.0,4.0,8.0,2.0,2.0,0.33,1.0,0.0,56.04,22.34,0.42,0.04,1554.31,0.17,10.0,0.12,118.0,32.0,13.0,52.0,31.58,30.0,N
16.0,6.0,11.0,2.5,3.0,0.43,6.0,0.83,36.88,23.03,0.28,0.04,1086.82,0.86,10.0,0.12,81.0,31.0,21.0,57.0,42.5,29.0,N
16.0,0.0,10.0,2.0,4.0,0.57,1.0,0.0,59.59,22.8,0.45,0.04,1721.83,0.14,12.0,0.1,122.0,41.0,17.0,68.0,19.61,41.0,N
33.0,6.0,23.0,2.23,9.0,0.53,5.0,0.25,93.54,34.45,1.07,0.03,6167.57,0.29,29.0,0.13,252.0,82.0,25.0,128.0,30.85,71.0,Y
33.0,9.0,20.0,2.17,8.0,0.53,3.0,0.14,80.65,25.1,0.67,0.04,2822.18,0.2,26.0,0.13,167.0,72.0,26.0,115.0,35.8,61.0,N
24.0,2.0,20.0,2.29,5.0,0.5,6.0,0.56,86.23,31.88,0.92,0.03,4867.48,0.6,16.0,0.09,226.0,64.0,20.0,107.0,26.83,62.0,Y
13.0,4.0,8.0,2.0,3.0,0.43,1.0,0.0,34.49,37.44,0.43,0.03,2685.63,0.14,12.0,0.13,124.0,25.0,16.0,54.0,30.0,32.0,N
18.0,3.0,9.0,2.5,5.0,0.5,7.0,0.67,53.13,18.65,0.33,0.05,1026.86,0.7,15.0,0.17,94.0,36.0,17.0,60.0,29.27,32.0,N
9.0,1.0,4.0,2.33,4.0,0.8,3.0,0.5,45.13,14.93,0.22,0.07,559.07,0.6,7.0,0.14,66.0,30.0,16.0,36.0,19.23,22.0,N
34.0,10.0,27.0,2.73,5.0,0.25,18.0,0.89,44.71,96.49,1.44,0.01,23124.91,0.9,30.0,0.15,375.0,41.0,23.0,136.0,36.63,74.0,N
15.0,2.0,12.0,2.75,3.0,0.38,5.0,0.57,29.28,26.67,0.26,0.04,1156.59,0.63,11.0,0.15,79.0,24.0,20.0,54.0,36.84,26.0,N
7.0,2.0,3.0,2.5,2.0,0.5,1.0,0.0,19.24,17.68,0.11,0.06,333.99,0.25,5.0,0.17,37.0,14.0,15.0,24.0,31.25,13.0,N
7.0,2.0,2.0,2.0,2.0,0.67,1.0,0.0,17.16,15.82,0.09,0.06,238.52,0.33,4.0,0.14,31.0,11.0,12.0,22.0,28.57,12.0,N
13.0,1.0,5.0,2.4,6.0,0.75,5.0,0.57,59.63,25.26,0.5,0.04,2113.92,0.63,12.0,0.14,135.0,44.0,19.0,58.0,13.64,39.0,N
11.0,2.0,6.0,2.33,3.0,0.6,4.0,0.75,33.97,22.5,0.25,0.04,955.4,0.8,7.0,0.11,75.0,26.0,18.0,45.0,24.24,27.0,N
4.0,1.0,1.0,2.0,1.0,0.5,1.0,0.0,14.14,5.25,0.02,0.19,21.65,0.5,2.0,0.15,12.0,6.0,9.0,13.0,25.0,7.0,N
17.0,5.0,8.0,2.2,3.0,0.43,6.0,0.83,43.02,27.35,0.39,0.04,1787.76,0.86,11.0,0.12,108.0,37.0,22.0,57.0,33.33,31.0,N
10.0,1.0,6.0,3.0,3.0,0.6,5.0,1.0,36.97,15.36,0.19,0.07,484.61,1.0,6.0,0.14,58.0,25.0,16.0,36.0,28.0,19.0,N
18.0,2.0,6.0,2.17,7.0,0.88,3.0,0.29,63.61,27.76,0.59,0.04,2722.1,0.38,13.0,0.11,153.0,49.0,20.0,72.0,15.09,47.0,N
18.0,6.0,11.0,2.0,6.0,0.67,1.0,0.0,48.39,35.46,0.57,0.03,3379.92,0.11,16.0,0.13,155.0,35.0,17.0,69.0,34.0,39.0,N
9.0,3.0,6.0,2.0,4.0,1.0,1.0,0.0,29.06,6.54,0.06,0.15,69.01,0.25,6.0,0.14,25.0,13.0,10.0,29.0,47.37,13.0,N
6.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,23.73,21.92,0.17,0.05,633.59,0.5,2.0,0.09,58.0,13.0,10.0,23.0,12.5,15.0,N
24.0,7.0,14.0,2.17,7.0,0.88,4.0,0.43,75.27,22.24,0.56,0.04,2067.56,0.5,13.0,0.08,148.0,51.0,18.0,100.0,28.0,61.0,N
3.0,1.0,9.0,2.33,1.0,0.2,4.0,0.75,30.88,8.25,0.08,0.12,116.78,0.8,7.0,0.16,31.0,16.0,12.0,32.0,35.71,19.0,N
9.0,5.0,12.0,5.0,2.0,0.4,5.0,1.0,24.99,11.61,0.1,0.09,187.04,1.0,5.0,0.21,36.0,14.0,13.0,24.0,58.62,17.0,Y
3.0,2.0,2.0,2.0,1.0,0.33,1.0,0.0,45.06,12.52,0.19,0.08,392.5,0.33,4.0,0.12,62.0,23.0,12.0,26.0,18.18,20.0,Y
4.0,1.0,4.0,4.0,2.0,0.29,6.0,0.83,62.47,19.9,0.41,0.05,1374.02,0.86,10.0,0.18,118.0,39.0,16.0,39.0,14.71,30.0,Y
2.0,1.0,3.0,2.0,1.0,0.5,1.0,0.0,9.86,6.67,0.02,0.15,24.34,0.5,2.0,0.14,14.0,3.0,8.0,14.0,36.36,8.0,N
14.0,6.0,12.0,2.0,6.0,1.0,1.0,0.0,58.69,11.32,0.22,0.09,418.1,0.17,10.0,0.12,64.0,34.0,14.0,52.0,48.65,25.0,N
14.0,2.0,3.0,3.0,2.0,0.29,3.0,0.33,29.63,16.28,0.16,0.06,435.97,0.43,3.0,0.15,59.0,20.0,21.0,48.0,15.15,30.0,N
14.0,2.0,11.0,2.0,2.0,0.4,1.0,0.0,36.88,24.87,0.31,0.04,1267.26,0.2,8.0,0.1,89.0,27.0,17.0,52.0,35.14,26.0,N
6.0,0.0,1.0,3.0,2.0,0.67,3.0,1.0,20.31,10.77,0.07,0.09,130.86,1.0,3.0,0.15,26.0,13.0,14.0,20.0,7.69,12.0,N
9.0,0.0,3.0,2.5,3.0,0.75,3.0,0.67,29.9,16.61,0.17,0.06,458.56,0.75,5.0,0.13,51.0,22.0,17.0,30.0,15.0,17.0,N
10.0,3.0,9.0,2.4,4.0,0.5,1.0,0.0,40.2,22.79,0.31,0.04,1159.86,0.13,12.0,0.17,92.0,26.0,15.0,46.0,34.29,26.0,N
7.0,3.0,4.0,2.0,4.0,0.8,1.0,0.0,24.93,20.24,0.17,0.05,567.08,0.2,8.0,0.13,57.0,17.0,16.0,39.0,22.58,27.0,N
4.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,25.4,12.79,0.11,0.08,231.0,0.25,6.0,0.18,36.0,17.0,15.0,22.0,5.88,16.0,N
19.0,3.0,17.0,2.86,5.0,0.36,6.0,0.38,39.94,25.45,0.34,0.04,1437.11,0.43,20.0,0.2,101.0,29.0,18.0,70.0,40.0,33.0,N
9.0,2.0,6.0,2.0,2.0,0.67,3.0,1.0,27.86,14.03,0.13,0.07,304.43,1.0,4.0,0.1,42.0,20.0,17.0,31.0,38.1,15.0,Y
3.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,24.33,8.4,0.07,0.12,95.37,0.5,2.0,0.17,26.0,10.0,7.0,12.0,0.0,8.0,N
6.0,0.0,2.0,2.0,1.0,0.5,1.0,0.0,26.46,9.23,0.08,0.11,125.27,0.5,2.0,0.1,30.0,13.0,10.0,21.0,14.29,12.0,N
6.0,0.0,4.0,2.0,1.0,0.5,1.0,0.0,26.09,6.67,0.06,0.15,64.41,0.5,2.0,0.1,23.0,12.0,10.0,21.0,28.57,10.0,N
6.0,0.0,3.0,2.0,1.0,0.5,1.0,0.0,20.54,7.7,0.05,0.13,67.64,0.5,2.0,0.1,22.0,10.0,11.0,20.0,23.08,10.0,N
4.0,0.0,2.0,2.0,1.0,0.5,1.0,0.0,17.13,4.67,0.03,0.21,20.73,0.5,2.0,0.13,14.0,6.0,8.0,15.0,20.0,8.0,N
4.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,13.74,10.63,0.05,0.09,86.15,0.5,2.0,0.17,18.0,8.0,10.0,12.0,0.0,7.0,N
4.0,2.0,1.0,2.0,1.0,0.33,3.0,1.0,14.31,8.57,0.04,0.12,58.39,1.0,4.0,0.2,18.0,7.0,10.0,15.0,30.0,9.0,N
3.0,0.0,1.0,2.0,1.0,0.5,1.0,0.0,10.41,6.4,0.02,0.16,23.68,0.5,2.0,0.2,10.0,5.0,8.0,10.0,16.67,5.0,N
6.0,0.0,4.0,2.0,1.0,0.5,1.0,0.0,24.53,5.91,0.05,0.17,47.58,0.5,2.0,0.1,20.0,11.0,10.0,21.0,28.57,10.0,N
6.0,0.0,0.0,2.0,4.0,0.57,1.0,0.0,32.59,13.12,0.14,0.08,311.89,0.14,12.0,0.27,49.0,16.0,10.0,26.0,0.0,19.0,N
3.0,1.0,6.0,2.0,1.0,0.5,1.0,0.0,22.92,11.0,0.08,0.09,154.11,0.5,2.0,0.08,29.0,13.0,11.0,24.0,35.0,14.0,N
1.0,0.0,3.0,2.33,4.0,0.8,5.0,1.0,25.03,8.36,0.07,0.12,97.14,1.0,7.0,0.23,26.0,14.0,13.0,22.0,15.0,17.0,N
5.0,1.0,19.0,2.0,4.0,0.8,1.0,0.0,20.51,12.8,0.09,0.08,186.72,0.2,8.0,0.11,29.0,15.0,16.0,45.0,51.28,20.0,N
14.0,3.0,0.0,2.0,3.0,0.5,1.0,0.0,41.87,14.17,0.2,0.07,466.83,0.17,10.0,0.15,59.0,27.0,15.0,41.0,11.54,26.0,N
6.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,12.18,3.0,0.01,0.33,6.09,0.5,2.0,0.14,7.0,4.0,6.0,14.0,57.14,4.0,N
16.0,5.0,12.0,2.4,9.0,0.82,3.0,0.2,38.45,22.91,0.29,0.04,1120.98,0.27,12.0,0.16,88.0,33.0,24.0,68.0,33.33,39.0,N
