@relation SelectedFeatures
@attribute CALL_PAIRS numeric
@attribute LOC_COMMENTS numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_DENSITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,11.24,179.89,9.99,1.0,0.13,8.0,83.33,2.0,N
1.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,12.29,150.57,8.36,0.5,0.33,7.0,50.0,2.0,N
2.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,14.8,181.32,10.07,0.5,0.33,7.0,50.0,2.0,N
2.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,14.8,181.32,10.07,0.5,0.33,7.0,50.0,2.0,N
0.0,0.0,2.0,3.0,0.5,1.0,1.0,2.0,7.0,252.0,14.0,0.5,0.5,6.0,50.0,2.0,N
2.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,14.8,181.32,10.07,0.5,0.33,7.0,50.0,2.0,N
2.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,14.8,181.32,10.07,0.5,0.33,7.0,50.0,2.0,N
2.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,14.8,181.32,10.07,0.5,0.33,7.0,50.0,2.0,N
2.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,14.8,181.32,10.07,0.5,0.33,7.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
5.0,3.0,4.0,3.5,0.83,6.0,2.0,2.0,15.45,4205.45,233.64,1.0,0.3,11.0,88.24,14.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,1.0,9.68,329.42,18.3,0.5,0.33,7.0,75.0,4.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,10.99,449.97,25.0,0.5,0.29,8.0,66.67,3.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,4.0,13.33,479.73,26.65,0.5,0.29,8.0,66.67,3.0,N
3.0,0.0,2.0,2.0,1.0,1.0,1.0,4.0,15.86,571.1,31.73,0.5,0.22,7.0,80.0,5.0,N
3.0,0.0,2.0,2.0,1.0,1.0,1.0,5.0,18.55,599.95,33.33,0.5,0.22,7.0,80.0,5.0,N
2.0,0.0,14.0,2.0,0.63,8.0,4.0,3.0,9.14,6179.83,343.32,1.0,0.29,13.0,84.0,25.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.71,426.61,23.7,0.5,0.4,8.0,66.67,3.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,10.99,449.97,25.0,0.5,0.33,8.0,66.67,3.0,N
1.0,0.0,4.0,2.0,0.33,1.0,2.0,2.0,12.87,985.14,54.73,0.33,0.27,10.0,77.78,9.0,N
2.0,0.0,6.0,2.0,0.5,1.0,2.0,2.0,14.14,1526.6,84.81,0.25,0.33,11.0,80.0,10.0,N
2.0,1.0,10.0,2.0,0.5,5.0,4.0,2.0,13.94,8711.43,483.97,0.83,0.21,15.0,84.62,25.0,N
3.0,1.0,10.0,2.0,0.83,5.0,4.0,3.0,17.18,7433.12,412.95,0.83,0.21,13.0,84.62,25.0,N
3.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,10.79,559.51,31.08,0.5,0.33,8.0,75.0,4.0,N
3.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,13.14,583.79,32.43,0.5,0.29,8.0,75.0,4.0,N
2.0,0.0,4.0,2.0,0.67,1.0,1.0,3.0,8.94,1751.37,97.3,0.33,0.43,12.0,75.0,4.0,N
1.0,0.0,2.0,3.0,0.67,3.0,1.0,1.0,7.99,495.4,27.52,1.0,0.43,9.0,80.0,5.0,N
2.0,0.0,4.0,3.0,0.8,5.0,1.0,1.0,7.87,1770.42,98.36,1.0,0.56,10.0,85.71,7.0,N
1.0,0.0,2.0,3.0,0.67,3.0,1.0,1.0,7.99,495.4,27.52,1.0,0.43,9.0,80.0,5.0,N
2.0,0.0,4.0,3.0,0.8,5.0,1.0,1.0,7.87,1770.42,98.36,1.0,0.56,10.0,85.71,7.0,N
0.0,0.0,4.0,2.0,0.33,3.0,1.0,2.0,17.11,1014.63,56.37,1.0,0.25,11.0,90.0,10.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,10.79,1189.65,66.09,0.5,0.29,9.0,75.0,4.0,N
5.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,17.18,1257.2,69.84,0.5,0.29,11.0,80.0,5.0,N
0.0,0.0,4.0,2.0,0.33,1.0,2.0,4.0,9.87,799.29,44.41,0.33,0.3,9.0,71.43,7.0,N
1.0,0.0,4.0,2.0,0.67,1.0,2.0,4.0,8.88,1074.39,59.69,0.33,0.3,11.0,71.43,7.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,10.79,1189.65,66.09,0.5,0.29,9.0,75.0,4.0,N
4.0,0.0,6.0,2.33,0.8,4.0,4.0,4.0,17.47,1885.8,104.77,0.8,0.28,11.0,73.33,15.0,N
0.0,0.0,4.0,2.0,0.33,1.0,2.0,4.0,8.93,553.68,30.76,0.33,0.33,9.0,66.67,6.0,N
20.0,22.0,18.0,2.56,0.93,10.0,5.0,6.0,39.5,44598.88,2477.72,0.67,0.23,21.0,91.38,36.0,N
0.0,0.0,4.0,2.0,0.33,1.0,2.0,5.0,10.85,879.05,48.84,0.33,0.27,10.0,71.43,7.0,N
1.0,0.0,4.0,2.0,0.67,1.0,2.0,5.0,11.72,1172.07,65.11,0.33,0.21,10.0,80.0,10.0,N
1.0,0.0,4.0,2.0,0.67,1.0,2.0,4.0,8.93,553.68,30.76,0.33,0.33,9.0,66.67,6.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,9.0,100.0,5.56,0.5,0.5,5.0,50.0,2.0,N
4.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,14.41,1690.87,93.94,0.25,0.44,13.0,85.71,6.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,3.0,7.65,430.2,23.9,0.5,0.29,9.0,66.67,3.0,N
4.0,2.0,10.0,2.0,0.67,5.0,4.0,2.0,18.72,5641.07,313.39,0.83,0.24,18.0,80.95,19.0,N
3.0,4.0,2.0,3.0,0.67,1.0,2.0,3.0,12.15,984.54,54.7,0.33,0.23,9.0,80.0,6.0,N
1.0,0.0,6.0,2.33,0.2,3.0,3.0,5.0,11.3,3833.4,212.97,0.6,0.28,13.0,78.57,14.0,N
2.0,0.0,6.0,2.33,0.6,3.0,3.0,6.0,13.82,3666.57,203.7,0.6,0.28,12.0,78.57,14.0,N
0.0,0.0,6.0,2.33,0.2,3.0,3.0,5.0,11.17,2648.8,147.16,0.6,0.28,11.0,78.57,14.0,N
1.0,0.0,6.0,2.33,0.6,3.0,3.0,6.0,12.25,3135.78,174.21,0.6,0.28,12.0,78.57,14.0,N
1.0,0.0,6.0,2.33,0.2,3.0,3.0,5.0,11.2,5798.42,322.13,0.6,0.25,13.0,78.57,14.0,N
2.0,0.0,6.0,2.33,0.6,3.0,3.0,6.0,13.79,5359.67,297.76,0.6,0.25,12.0,78.57,14.0,N
1.0,0.0,6.0,2.33,0.2,3.0,3.0,5.0,11.59,6580.75,365.6,0.6,0.28,13.0,78.57,14.0,N
2.0,0.0,6.0,2.33,0.6,3.0,3.0,6.0,14.25,6029.63,334.98,0.6,0.28,12.0,78.57,14.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,1.0,7.92,126.8,7.04,0.5,0.4,6.0,50.0,2.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,6.97,174.35,9.69,0.5,0.4,6.0,50.0,2.0,N
2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,8.96,573.59,31.87,0.5,0.25,8.0,66.67,6.0,N
2.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,11.1,710.48,39.47,0.5,0.25,8.0,66.67,6.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.36,301.14,16.73,0.5,0.5,8.0,50.0,2.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,10.57,331.56,18.42,0.5,0.4,8.0,50.0,2.0,N
3.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,11.31,586.15,32.56,0.5,0.22,8.0,66.67,6.0,N
3.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,13.71,609.18,33.84,0.5,0.22,8.0,66.67,6.0,N
5.0,0.0,10.0,2.0,1.0,1.0,1.0,1.0,11.99,11475.71,637.54,0.17,0.46,15.0,90.91,11.0,N
5.0,3.0,4.0,3.5,0.83,6.0,2.0,1.0,15.45,4205.45,233.64,1.0,0.32,11.0,88.24,14.0,N
15.0,10.0,24.0,2.25,0.42,8.0,5.0,4.0,31.63,57745.67,3208.09,0.42,0.25,31.0,93.06,62.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,1.0,12.63,50.53,2.81,0.5,0.4,4.0,66.67,3.0,N
15.0,0.0,16.0,2.0,0.89,1.0,2.0,3.0,27.87,8030.83,446.16,0.11,0.39,15.0,90.0,20.0,N
15.0,0.0,16.0,2.0,0.89,1.0,2.0,3.0,29.48,8396.0,466.44,0.11,0.39,15.0,90.0,20.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,15.95,421.94,23.44,0.5,0.33,8.0,75.0,4.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,13.11,301.96,16.78,0.5,0.33,8.0,75.0,4.0,N
2.0,0.0,6.0,2.0,0.75,1.0,2.0,3.0,11.84,3447.42,191.52,0.25,0.31,13.0,81.82,11.0,N
4.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,18.43,942.15,52.34,0.5,0.29,11.0,75.0,4.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,9.56,344.16,19.12,0.5,0.33,8.0,66.67,3.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,4.0,9.87,449.6,24.98,0.5,0.33,9.0,66.67,3.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,5.0,12.28,601.66,33.43,0.5,0.29,10.0,66.67,3.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,9.65,542.55,30.14,0.5,0.33,10.0,66.67,3.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,9.21,291.41,16.19,0.5,0.4,9.0,50.0,2.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,9.75,380.74,21.15,0.5,0.4,10.0,66.67,3.0,N
2.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,10.81,429.12,23.84,0.5,0.2,7.0,85.71,3.0,N
2.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,13.32,453.3,25.18,0.5,0.17,7.0,87.5,4.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,10.38,166.05,9.23,0.5,0.4,8.0,66.67,3.0,N
7.0,0.0,2.0,2.0,0.5,1.0,1.0,1.0,25.76,1190.93,66.16,0.5,0.22,8.0,85.71,7.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,10.38,166.05,9.23,0.5,0.4,8.0,66.67,3.0,N
7.0,0.0,14.0,2.0,0.88,1.0,2.0,2.0,32.65,8441.45,468.97,0.13,0.32,13.0,91.3,23.0,N
4.0,0.0,8.0,2.0,0.4,1.0,1.0,2.0,18.67,1729.78,96.1,0.2,0.33,7.0,92.31,13.0,N
13.0,0.0,10.0,2.2,0.5,6.0,3.0,3.0,27.69,11551.11,641.73,0.6,0.29,19.0,90.32,31.0,N
13.0,0.0,10.0,2.2,0.5,6.0,3.0,3.0,27.69,11551.11,641.73,0.6,0.29,19.0,90.32,31.0,N
1.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,8.6,859.52,47.75,0.5,0.33,10.0,75.0,4.0,N
2.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,25.4,1776.41,98.69,0.33,0.3,8.0,87.5,8.0,N
11.0,0.0,8.0,2.0,1.0,1.0,6.0,1.0,21.63,12985.0,721.39,0.2,0.16,16.0,79.31,29.0,N
0.0,0.0,2.0,2.0,0.5,1.0,2.0,0.0,14.8,407.97,22.67,0.5,0.22,7.0,71.43,7.0,N
3.0,0.0,4.0,2.0,0.67,1.0,1.0,0.0,10.38,1512.98,84.05,0.33,0.33,13.0,85.71,7.0,N
4.0,0.0,4.0,2.0,0.33,1.0,1.0,0.0,15.08,2064.1,114.67,0.33,0.38,13.0,83.33,6.0,N
5.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,14.87,1413.23,78.51,0.5,0.25,13.0,83.33,6.0,N
3.0,0.0,4.0,2.0,0.33,1.0,1.0,0.0,13.12,1752.06,97.34,0.33,0.38,13.0,83.33,6.0,N
4.0,0.0,10.0,2.2,0.29,1.0,4.0,2.0,21.29,14467.0,803.72,0.14,0.25,17.0,84.62,26.0,N
4.0,0.0,6.0,2.0,0.5,1.0,3.0,1.0,24.02,4916.77,273.15,0.25,0.18,12.0,85.0,20.0,N
4.0,0.0,6.0,2.0,0.5,1.0,3.0,1.0,21.14,6674.76,370.82,0.25,0.18,14.0,85.0,20.0,N
2.0,0.0,4.0,2.0,0.33,1.0,1.0,2.0,10.78,1303.9,72.44,0.33,0.43,11.0,80.0,5.0,N
3.0,0.0,10.0,2.0,0.33,1.0,4.0,2.0,14.48,6057.16,336.51,0.17,0.27,15.0,80.0,20.0,N
2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,10.29,1400.0,77.78,0.5,0.2,10.0,75.0,8.0,N
8.0,0.0,34.0,2.53,0.59,18.0,12.0,2.0,27.43,107141.35,5952.3,0.67,0.33,22.0,84.81,79.0,N
4.0,0.0,8.0,2.0,0.2,1.0,1.0,2.0,15.91,6766.8,375.93,0.2,0.29,15.0,93.33,15.0,N
0.0,0.0,2.0,2.0,0.5,1.0,2.0,1.0,15.95,421.94,23.44,0.5,0.18,8.0,77.78,9.0,N
0.0,0.0,2.0,2.0,0.5,1.0,2.0,1.0,15.95,421.94,23.44,0.5,0.18,8.0,77.78,9.0,N
1.0,1.0,8.0,2.0,0.6,1.0,5.0,1.0,16.21,21021.12,1167.84,0.2,0.14,18.0,84.85,32.0,N
6.0,0.0,6.0,2.33,1.0,5.0,3.0,1.0,17.23,4614.98,256.39,1.0,0.29,15.0,80.0,15.0,N
4.0,12.0,2.0,2.0,0.5,1.0,1.0,1.0,14.0,1592.95,88.5,0.5,0.1,12.0,94.74,7.0,N
5.0,0.0,2.0,3.0,0.67,3.0,1.0,1.0,8.75,1788.9,99.38,1.0,0.38,13.0,83.33,6.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,1.0,10.99,154.53,8.59,0.5,0.29,5.0,80.0,5.0,N
1.0,0.0,4.0,2.0,0.67,1.0,2.0,3.0,19.46,394.06,21.89,0.33,0.25,7.0,77.78,9.0,N
2.0,0.0,4.0,2.0,1.0,1.0,2.0,0.0,7.83,1601.6,88.98,0.33,0.33,11.0,71.43,7.0,N
2.0,0.0,4.0,2.0,1.0,1.0,2.0,0.0,7.83,1601.6,88.98,0.33,0.33,11.0,71.43,7.0,N
3.0,0.0,4.0,2.0,0.67,1.0,4.0,1.0,25.33,4788.98,266.05,0.33,0.13,11.0,81.82,22.0,N
2.0,0.0,2.0,2.0,0.5,1.0,2.0,2.0,24.99,2129.55,118.31,0.5,0.13,10.0,84.62,13.0,N
1.0,0.0,2.0,2.0,0.5,1.0,2.0,1.0,19.76,2178.25,121.01,0.5,0.14,10.0,83.33,12.0,N
2.0,0.0,6.0,2.0,0.75,1.0,3.0,2.0,10.48,7748.01,430.45,0.25,0.24,15.0,80.0,15.0,N
3.0,0.0,6.0,2.0,0.75,1.0,3.0,2.0,13.08,8043.39,446.86,0.25,0.24,16.0,80.0,15.0,N
4.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,18.73,2312.76,128.49,0.5,0.14,10.0,75.0,12.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,5.99,84.22,4.68,0.5,0.5,5.0,50.0,2.0,N
3.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,10.03,3014.58,167.48,0.33,0.43,16.0,80.0,5.0,N
3.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,16.65,362.64,20.15,0.5,0.2,7.0,75.0,8.0,N
3.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,19.99,319.82,17.77,0.5,0.18,7.0,77.78,9.0,N
3.0,1.0,6.0,2.0,0.75,1.0,2.0,1.0,11.84,8245.95,458.11,0.25,0.22,19.0,87.5,15.0,N
8.0,5.0,10.0,2.0,0.83,1.0,4.0,1.0,20.14,9834.5,546.36,0.17,0.19,17.0,86.21,24.0,N
2.0,1.0,2.0,2.0,0.5,1.0,3.0,2.0,11.06,1372.69,76.26,0.5,0.17,12.0,70.0,9.0,N
4.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,13.21,3863.67,214.65,0.33,0.2,18.0,75.0,11.0,N
5.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,14.42,4256.92,236.5,0.33,0.2,18.0,75.0,11.0,N
4.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,13.36,4301.69,238.98,0.33,0.2,17.0,76.92,12.0,N
2.0,0.0,2.0,3.0,1.0,3.0,1.0,2.0,15.9,532.29,29.57,1.0,0.38,9.0,80.0,5.0,N
2.0,0.0,2.0,3.0,1.0,3.0,2.0,2.0,16.59,555.43,30.86,1.0,0.3,9.0,71.43,7.0,N
4.0,1.0,8.0,2.0,0.8,1.0,2.0,1.0,13.97,16494.55,916.36,0.2,0.24,21.0,89.47,18.0,N
4.0,1.0,6.0,2.0,1.0,1.0,3.0,4.0,18.47,5338.7,296.59,0.25,0.25,17.0,76.92,12.0,N
4.0,1.0,12.0,2.0,1.0,1.0,2.0,6.0,20.11,20434.13,1135.23,0.14,0.32,20.0,88.89,17.0,N
4.0,1.0,6.0,2.0,1.0,1.0,3.0,5.0,18.18,5255.28,291.96,0.25,0.24,17.0,76.92,12.0,N
5.0,1.0,6.0,2.0,1.0,1.0,3.0,1.0,14.36,8656.64,480.92,0.25,0.25,17.0,78.57,13.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,14.83,181.62,10.09,0.5,0.4,7.0,66.67,3.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,1.0,13.95,87.17,4.84,0.5,0.4,5.0,66.67,3.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,14.83,181.62,10.09,0.5,0.4,7.0,66.67,3.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,5.99,84.22,4.68,0.5,0.5,5.0,50.0,2.0,N
4.0,0.0,6.0,2.0,1.0,1.0,1.0,1.0,12.38,4951.76,275.1,0.25,0.44,15.0,85.71,7.0,N
4.0,0.0,6.0,2.0,1.0,1.0,2.0,0.0,14.11,3246.47,180.36,0.25,0.33,13.0,80.0,10.0,N
2.0,0.0,4.0,2.0,0.67,3.0,1.0,1.0,9.79,902.51,50.14,1.0,0.5,12.0,75.0,4.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,13.66,240.91,13.38,0.5,0.29,7.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,13.66,240.91,13.38,0.5,0.29,7.0,80.0,5.0,N
3.0,1.0,6.0,2.0,0.75,1.0,2.0,1.0,11.91,8971.59,498.42,0.25,0.21,19.0,88.24,16.0,N
3.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,13.75,3521.25,195.63,0.33,0.33,16.0,85.71,7.0,N
2.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,13.02,732.54,40.7,0.5,0.22,9.0,71.43,7.0,N
7.0,5.0,10.0,2.0,0.83,1.0,4.0,1.0,17.24,10090.27,560.57,0.17,0.19,17.0,86.21,24.0,N
3.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,8.83,4728.77,262.71,0.33,0.21,18.0,75.0,11.0,N
3.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,10.22,4353.75,241.87,0.33,0.2,17.0,76.92,12.0,N
0.0,0.0,2.0,3.0,0.5,1.0,1.0,1.0,8.54,186.03,10.33,0.5,0.5,7.0,50.0,2.0,N
0.0,0.0,2.0,3.0,0.5,1.0,1.0,1.0,9.08,258.3,14.35,0.5,0.5,8.0,50.0,2.0,N
0.0,0.0,2.0,3.0,0.5,1.0,1.0,1.0,8.54,186.03,10.33,0.5,0.5,7.0,50.0,2.0,N
0.0,0.0,2.0,3.0,0.5,1.0,1.0,1.0,9.08,258.3,14.35,0.5,0.5,8.0,50.0,2.0,N
0.0,0.0,2.0,3.0,0.5,1.0,1.0,1.0,9.97,217.03,12.06,0.5,0.5,7.0,50.0,2.0,N
1.0,8.0,2.0,2.0,1.0,1.0,2.0,2.0,9.73,788.12,43.78,0.5,0.13,9.0,84.62,5.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,11.24,179.89,9.99,1.0,0.25,8.0,50.0,2.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,6.18,154.4,8.58,0.5,0.29,5.0,80.0,5.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,5.05,126.33,7.02,0.5,0.5,5.0,50.0,2.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,5.05,126.33,7.02,0.5,0.5,5.0,50.0,2.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,6.18,154.4,8.58,0.5,0.29,5.0,80.0,5.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,3.95,980.75,54.49,0.5,0.5,9.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.2,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,11.24,179.89,9.99,1.0,0.13,8.0,83.33,2.0,N
0.0,0.0,2.0,3.0,0.5,1.0,1.0,2.0,7.0,252.0,14.0,0.5,0.5,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
2.0,0.0,6.0,2.0,0.75,1.0,3.0,2.0,10.48,7748.01,430.45,0.25,0.24,15.0,80.0,15.0,N
3.0,0.0,6.0,2.0,0.75,1.0,3.0,2.0,13.08,8043.39,446.86,0.25,0.24,16.0,80.0,15.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
3.0,0.0,2.0,3.0,1.0,3.0,1.0,2.0,15.9,532.29,29.57,1.0,0.43,9.0,80.0,5.0,N
3.0,0.0,2.0,3.0,1.0,3.0,1.0,3.0,17.44,551.81,30.66,1.0,0.38,9.0,80.0,5.0,N
4.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,13.46,1172.67,65.15,0.33,0.5,8.0,75.0,4.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.55,58.95,3.28,1.0,0.25,6.0,50.0,2.0,N
9.0,2.0,6.0,2.0,0.88,5.0,2.0,1.0,27.79,3570.0,198.33,0.63,0.33,17.0,90.91,20.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,5.99,84.22,4.68,0.5,0.5,5.0,50.0,2.0,N
3.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,10.03,3014.58,167.48,0.33,0.43,16.0,80.0,5.0,N
3.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,16.65,362.64,20.15,0.5,0.2,7.0,75.0,8.0,N
3.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,19.99,319.82,17.77,0.5,0.18,7.0,77.78,9.0,N
3.0,1.0,6.0,2.0,0.75,1.0,2.0,1.0,11.84,8245.95,458.11,0.25,0.22,19.0,87.5,15.0,N
8.0,5.0,10.0,2.0,0.83,1.0,4.0,1.0,20.14,9834.5,546.36,0.17,0.19,17.0,86.21,24.0,N
2.0,1.0,2.0,2.0,0.5,1.0,3.0,2.0,11.06,1372.69,76.26,0.5,0.17,12.0,70.0,9.0,N
4.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,13.21,3863.67,214.65,0.33,0.2,18.0,75.0,11.0,N
5.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,14.42,4256.92,236.5,0.33,0.2,18.0,75.0,11.0,N
