@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute GLOBAL_DATA_COMPLEXITY numeric
@attribute GLOBAL_DATA_DENSITY numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LEVEL numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
0.0,3.0,0.11,2.0,1.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.13,0.15,0.0,1.0,7.0,10.0,5.56,18.0,N
0.0,3.0,0.11,2.0,1.0,0.0,1.0,0.0,17.0,0.0,2.0,1.0,0.13,0.15,0.0,1.0,7.0,10.0,5.56,18.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.02,0.13,1.0,0.0,2.0,8.0,0.0,2.0,N
0.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.02,0.11,1.0,0.0,4.0,9.0,0.0,2.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
6.0,11.0,0.03,10.0,1.0,1.0,1.0,0.0,40.0,0.0,0.0,0.0,0.35,0.06,1.0,5.0,34.0,20.0,16.67,40.0,N
6.0,11.0,0.03,10.0,1.0,1.0,1.0,0.0,40.0,0.0,1.0,1.0,0.34,0.06,1.0,5.0,32.0,20.0,16.67,40.0,N
7.0,17.0,0.25,16.0,8.0,0.0,1.0,0.0,36.0,0.0,7.0,0.0,0.27,0.05,0.0,8.0,34.0,20.0,16.28,36.0,N
7.0,17.0,0.25,16.0,8.0,0.0,1.0,0.0,36.0,0.0,0.0,0.0,0.27,0.05,0.0,8.0,34.0,20.0,16.28,36.0,N
5.0,11.0,0.04,10.0,1.0,1.0,1.0,0.0,25.0,0.0,1.0,1.0,0.14,0.08,1.0,5.0,23.0,11.0,16.67,25.0,N
5.0,11.0,0.04,10.0,1.0,1.0,1.0,0.0,25.0,0.0,0.0,0.0,0.14,0.08,1.0,5.0,23.0,11.0,16.67,25.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
1.0,3.0,0.22,2.0,1.0,0.0,1.0,0.0,9.0,0.0,2.0,1.0,0.05,0.21,0.0,1.0,6.0,7.0,18.18,9.0,N
1.0,3.0,0.22,2.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.05,0.21,0.0,1.0,6.0,7.0,18.18,9.0,N
0.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.02,0.13,1.0,0.0,2.0,8.0,0.0,2.0,N
0.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.02,0.11,1.0,0.0,4.0,9.0,0.0,2.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,2.0,4.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.01,0.4,1.0,0.0,2.0,5.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,N
3.0,5.0,0.06,4.0,1.0,1.0,1.0,0.0,17.0,0.0,0.0,0.0,0.08,0.12,1.0,2.0,13.0,11.0,15.0,17.0,N
3.0,5.0,0.06,4.0,1.0,1.0,1.0,0.0,17.0,0.0,1.0,1.0,0.08,0.12,1.0,2.0,13.0,11.0,15.0,17.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,7.0,0.67,6.0,3.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.02,0.22,0.0,3.0,10.0,5.0,0.0,6.0,N
0.0,7.0,0.67,6.0,3.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.02,0.22,0.0,3.0,10.0,5.0,0.0,6.0,N
0.0,1.0,0.25,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.01,0.44,1.0,0.0,2.0,3.0,0.0,4.0,N
0.0,1.0,0.25,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.01,0.44,1.0,0.0,2.0,3.0,0.0,4.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,2.0,3.0,0.0,0.0,N
6.0,15.0,0.29,10.0,4.0,0.0,4.0,0.0,16.0,1.0,7.0,0.0,0.14,0.05,0.0,7.0,20.0,19.0,44.83,28.0,N
6.0,15.0,0.29,10.0,4.0,0.0,4.0,0.0,16.0,1.0,0.0,0.0,0.15,0.04,0.0,7.0,20.0,20.0,44.83,28.0,N
2.0,3.0,0.4,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.02,0.13,0.0,1.0,6.0,6.0,40.0,5.0,N
2.0,3.0,0.4,2.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,0.02,0.13,0.0,1.0,6.0,6.0,40.0,5.0,N
7.0,5.0,0.2,4.0,1.0,0.0,1.0,0.0,12.0,3.0,0.0,0.0,0.07,0.07,0.0,2.0,10.0,14.0,33.33,15.0,N
7.0,5.0,0.2,4.0,1.0,0.0,1.0,0.0,12.0,3.0,3.0,1.0,0.07,0.07,0.0,2.0,10.0,14.0,33.33,15.0,N
6.0,5.0,0.19,4.0,2.0,0.0,1.0,0.0,8.0,2.0,0.0,0.0,0.11,0.07,0.0,2.0,12.0,10.0,52.94,16.0,N
6.0,5.0,0.19,4.0,2.0,0.0,1.0,0.0,8.0,2.0,3.0,1.0,0.11,0.07,0.0,2.0,12.0,10.0,52.94,16.0,N
6.0,5.0,0.18,4.0,1.0,0.0,1.0,0.0,12.0,2.0,0.0,0.0,0.06,0.07,0.0,2.0,9.0,11.0,29.41,17.0,N
6.0,5.0,0.18,4.0,1.0,0.0,1.0,0.0,12.0,2.0,2.0,0.0,0.06,0.08,0.0,2.0,9.0,11.0,29.41,17.0,N
2.0,3.0,0.18,2.0,1.0,0.0,1.0,0.0,9.0,1.0,2.0,1.0,0.04,0.09,0.0,1.0,6.0,12.0,18.18,11.0,N
2.0,3.0,0.18,2.0,1.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.04,0.09,0.0,1.0,6.0,12.0,18.18,11.0,N
2.0,3.0,0.18,2.0,1.0,0.0,1.0,0.0,9.0,1.0,2.0,1.0,0.04,0.09,0.0,1.0,6.0,12.0,18.18,11.0,N
2.0,3.0,0.18,2.0,1.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.04,0.09,0.0,1.0,6.0,12.0,18.18,11.0,N
2.0,3.0,0.18,2.0,1.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.04,0.09,0.0,1.0,6.0,12.0,18.18,11.0,N
2.0,3.0,0.18,2.0,1.0,0.0,1.0,0.0,9.0,1.0,2.0,1.0,0.04,0.09,0.0,1.0,6.0,12.0,18.18,11.0,N
2.0,3.0,0.18,2.0,1.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.04,0.09,0.0,1.0,6.0,12.0,18.18,11.0,N
2.0,3.0,0.18,2.0,1.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.04,0.09,0.0,1.0,6.0,12.0,18.18,11.0,N
2.0,3.0,0.18,2.0,1.0,0.0,1.0,0.0,9.0,1.0,2.0,1.0,0.04,0.09,0.0,1.0,6.0,12.0,18.18,11.0,N
2.0,3.0,0.18,2.0,1.0,0.0,1.0,0.0,9.0,1.0,2.0,1.0,0.04,0.09,0.0,1.0,6.0,12.0,18.18,11.0,N
2.0,3.0,0.18,2.0,1.0,0.0,1.0,0.0,9.0,1.0,2.0,1.0,0.04,0.09,0.0,1.0,6.0,12.0,18.18,11.0,N
2.0,3.0,0.18,2.0,1.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.04,0.09,0.0,1.0,6.0,12.0,18.18,11.0,N
2.0,3.0,0.18,2.0,1.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.04,0.09,0.0,1.0,6.0,12.0,18.18,11.0,N
2.0,3.0,0.18,2.0,1.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.04,0.09,0.0,1.0,6.0,12.0,18.18,11.0,N
2.0,3.0,0.18,2.0,1.0,0.0,1.0,0.0,9.0,1.0,2.0,1.0,0.04,0.09,0.0,1.0,6.0,12.0,18.18,11.0,N
2.0,3.0,0.18,2.0,1.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.04,0.09,0.0,1.0,6.0,12.0,18.18,11.0,N
2.0,3.0,0.18,2.0,1.0,0.0,1.0,0.0,9.0,1.0,2.0,1.0,0.04,0.09,0.0,1.0,6.0,12.0,18.18,11.0,N
2.0,3.0,0.18,2.0,1.0,0.0,1.0,0.0,9.0,1.0,2.0,1.0,0.04,0.09,0.0,1.0,6.0,12.0,18.18,11.0,N
2.0,3.0,0.18,2.0,1.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.04,0.09,0.0,1.0,6.0,12.0,18.18,11.0,N
2.0,3.0,0.18,2.0,1.0,0.0,1.0,0.0,9.0,1.0,2.0,1.0,0.04,0.09,0.0,1.0,6.0,12.0,18.18,11.0,N
2.0,23.0,0.33,6.0,15.0,0.0,7.0,0.0,43.0,0.0,12.0,0.0,0.34,0.03,0.0,5.0,29.0,30.0,25.86,52.0,N
2.0,23.0,0.33,6.0,15.0,0.0,7.0,0.0,43.0,0.0,12.0,0.0,0.34,0.03,0.0,5.0,29.0,30.0,25.86,52.0,N
2.0,23.0,0.33,6.0,15.0,0.0,7.0,0.0,43.0,0.0,0.0,0.0,0.34,0.03,0.0,5.0,29.0,30.0,25.86,52.0,N
2.0,23.0,0.33,6.0,15.0,0.0,7.0,0.0,43.0,0.0,12.0,0.0,0.34,0.03,0.0,5.0,29.0,30.0,25.86,52.0,N
2.0,23.0,0.33,6.0,15.0,0.0,7.0,0.0,43.0,0.0,12.0,0.0,0.34,0.03,0.0,5.0,29.0,30.0,25.86,52.0,N
2.0,23.0,0.33,6.0,15.0,0.0,7.0,0.0,43.0,0.0,0.0,0.0,0.34,0.03,0.0,5.0,29.0,30.0,25.86,52.0,N
2.0,23.0,0.33,6.0,15.0,0.0,7.0,0.0,43.0,0.0,12.0,0.0,0.34,0.03,0.0,5.0,29.0,30.0,25.86,52.0,N
2.0,23.0,0.33,6.0,15.0,0.0,7.0,0.0,43.0,0.0,0.0,0.0,0.34,0.03,0.0,5.0,29.0,30.0,25.86,52.0,N
2.0,23.0,0.33,6.0,15.0,0.0,7.0,0.0,43.0,0.0,12.0,0.0,0.34,0.03,0.0,5.0,29.0,30.0,25.86,52.0,N
2.0,23.0,0.33,6.0,15.0,0.0,7.0,0.0,43.0,0.0,0.0,0.0,0.34,0.03,0.0,5.0,29.0,30.0,25.86,52.0,N
2.0,23.0,0.33,6.0,15.0,0.0,7.0,0.0,43.0,0.0,12.0,0.0,0.34,0.03,0.0,5.0,29.0,30.0,25.86,52.0,N
2.0,23.0,0.33,6.0,15.0,0.0,7.0,0.0,43.0,0.0,0.0,0.0,0.34,0.03,0.0,5.0,29.0,30.0,25.86,52.0,N
2.0,23.0,0.33,6.0,15.0,0.0,7.0,0.0,43.0,0.0,0.0,0.0,0.34,0.03,0.0,5.0,29.0,30.0,25.86,52.0,N
2.0,23.0,0.33,6.0,15.0,0.0,7.0,0.0,43.0,0.0,0.0,0.0,0.34,0.03,0.0,5.0,29.0,30.0,25.86,52.0,N
2.0,23.0,0.33,6.0,15.0,0.0,7.0,0.0,43.0,0.0,0.0,0.0,0.34,0.03,0.0,5.0,29.0,30.0,25.86,52.0,N
2.0,23.0,0.33,6.0,15.0,0.0,7.0,0.0,43.0,0.0,0.0,0.0,0.34,0.03,0.0,5.0,29.0,30.0,25.86,52.0,N
2.0,23.0,0.33,6.0,15.0,0.0,7.0,0.0,43.0,0.0,12.0,0.0,0.34,0.03,0.0,5.0,29.0,30.0,25.86,52.0,N
2.0,23.0,0.33,6.0,15.0,0.0,7.0,0.0,43.0,0.0,0.0,0.0,0.34,0.03,0.0,5.0,29.0,30.0,25.86,52.0,N
2.0,23.0,0.33,6.0,15.0,0.0,7.0,0.0,43.0,0.0,12.0,0.0,0.34,0.03,0.0,5.0,29.0,30.0,25.86,52.0,N
2.0,23.0,0.33,6.0,15.0,0.0,7.0,0.0,43.0,0.0,12.0,0.0,0.34,0.03,0.0,5.0,29.0,30.0,25.86,52.0,N
14.0,1.0,0.03,0.0,1.0,1.0,1.0,0.0,36.0,0.0,0.0,0.0,0.33,0.1,1.0,0.0,7.0,8.0,14.29,38.0,N
14.0,1.0,0.03,0.0,1.0,1.0,1.0,0.0,36.0,0.0,0.0,0.0,0.33,0.1,1.0,0.0,7.0,8.0,14.29,38.0,N
14.0,1.0,0.03,0.0,1.0,1.0,1.0,0.0,36.0,0.0,0.0,0.0,0.33,0.1,1.0,0.0,7.0,8.0,14.29,38.0,N
14.0,1.0,0.03,0.0,1.0,1.0,1.0,0.0,36.0,0.0,0.0,0.0,0.33,0.1,1.0,0.0,7.0,8.0,14.29,38.0,N
14.0,1.0,0.03,0.0,1.0,1.0,1.0,0.0,36.0,0.0,0.0,0.0,0.33,0.1,1.0,0.0,7.0,8.0,14.29,38.0,N
14.0,1.0,0.03,0.0,1.0,1.0,1.0,0.0,36.0,0.0,0.0,0.0,0.33,0.1,1.0,0.0,7.0,8.0,14.29,38.0,N
14.0,1.0,0.03,0.0,1.0,1.0,1.0,0.0,36.0,0.0,0.0,0.0,0.33,0.1,1.0,0.0,7.0,8.0,14.29,38.0,N
14.0,1.0,0.03,0.0,1.0,1.0,1.0,0.0,36.0,0.0,0.0,0.0,0.33,0.1,1.0,0.0,7.0,8.0,14.29,38.0,N
14.0,1.0,0.03,0.0,1.0,1.0,1.0,0.0,36.0,0.0,0.0,0.0,0.33,0.1,1.0,0.0,7.0,8.0,14.29,38.0,N
14.0,1.0,0.03,0.0,1.0,1.0,1.0,0.0,36.0,0.0,0.0,0.0,0.33,0.1,1.0,0.0,7.0,8.0,14.29,38.0,N
14.0,1.0,0.03,0.0,1.0,1.0,1.0,0.0,36.0,0.0,0.0,0.0,0.33,0.1,1.0,0.0,7.0,8.0,14.29,38.0,N
14.0,1.0,0.03,0.0,1.0,1.0,1.0,0.0,36.0,0.0,0.0,0.0,0.33,0.1,1.0,0.0,7.0,8.0,14.29,38.0,N
14.0,1.0,0.03,0.0,1.0,1.0,1.0,0.0,36.0,0.0,0.0,0.0,0.33,0.1,1.0,0.0,7.0,8.0,14.29,38.0,N
14.0,1.0,0.03,0.0,1.0,1.0,1.0,0.0,36.0,0.0,0.0,0.0,0.33,0.1,1.0,0.0,7.0,8.0,14.29,38.0,N
14.0,1.0,0.03,0.0,1.0,1.0,1.0,0.0,36.0,0.0,0.0,0.0,0.33,0.1,1.0,0.0,7.0,8.0,14.29,38.0,N
14.0,1.0,0.03,0.0,1.0,1.0,1.0,0.0,36.0,0.0,0.0,0.0,0.33,0.1,1.0,0.0,7.0,8.0,14.29,38.0,N
14.0,1.0,0.03,0.0,1.0,1.0,1.0,0.0,36.0,0.0,0.0,0.0,0.33,0.1,1.0,0.0,7.0,8.0,14.29,38.0,N
14.0,1.0,0.03,0.0,1.0,1.0,1.0,0.0,36.0,0.0,0.0,0.0,0.33,0.1,1.0,0.0,7.0,8.0,14.29,38.0,N
14.0,1.0,0.03,0.0,1.0,1.0,1.0,0.0,36.0,0.0,0.0,0.0,0.33,0.1,1.0,0.0,7.0,8.0,14.29,38.0,N
14.0,1.0,0.03,0.0,1.0,1.0,1.0,0.0,36.0,0.0,0.0,0.0,0.33,0.1,1.0,0.0,7.0,8.0,14.29,38.0,N
1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.02,0.17,1.0,0.0,5.0,8.0,60.0,5.0,N
1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.02,0.17,1.0,0.0,5.0,8.0,60.0,5.0,N
1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.02,0.17,1.0,0.0,5.0,8.0,60.0,5.0,N
1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.02,0.17,1.0,0.0,5.0,8.0,60.0,5.0,N
1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.02,0.17,1.0,0.0,5.0,8.0,60.0,5.0,N
1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.02,0.17,1.0,0.0,5.0,8.0,60.0,5.0,N
1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.02,0.17,1.0,0.0,5.0,8.0,60.0,5.0,N
1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.02,0.17,1.0,0.0,5.0,8.0,60.0,5.0,N
1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.02,0.17,1.0,0.0,5.0,8.0,60.0,5.0,N
1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.02,0.17,1.0,0.0,5.0,8.0,60.0,5.0,N
1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.02,0.17,1.0,0.0,5.0,8.0,60.0,5.0,N
1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.02,0.17,1.0,0.0,5.0,8.0,60.0,5.0,N
1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.02,0.17,1.0,0.0,5.0,8.0,60.0,5.0,N
1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.02,0.17,1.0,0.0,5.0,8.0,60.0,5.0,N
1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.02,0.17,1.0,0.0,5.0,8.0,60.0,5.0,N
1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.02,0.17,1.0,0.0,5.0,8.0,60.0,5.0,N
1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.02,0.17,1.0,0.0,5.0,8.0,60.0,5.0,N
1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.02,0.17,1.0,0.0,5.0,8.0,60.0,5.0,N
1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.02,0.17,1.0,0.0,5.0,8.0,60.0,5.0,N
