@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NODE_COUNT numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.8,0.0,5.0,11.61,2.0,1.0,4.0,1.0,4.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.8,0.0,5.0,11.61,2.0,1.0,4.0,1.0,4.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.86,0.01,7.0,19.65,2.0,2.0,5.0,2.0,5.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.86,0.01,7.0,19.65,2.0,2.0,5.0,2.0,5.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.75,2.0,0.0,3.0,0.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.75,2.0,0.0,3.0,0.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.75,0.0,3.0,4.75,2.0,1.0,2.0,1.0,2.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.75,0.0,3.0,4.75,2.0,1.0,2.0,1.0,2.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
1.0,13.0,2.0,0.0,0.0,0.54,25.0,0.0,13.0,23.89,0.08,55.0,229.35,20.0,24.0,31.0,10.0,8.0,16.0,13.0,N
1.0,13.0,2.0,0.0,0.0,0.54,25.0,0.0,13.0,23.89,0.08,55.0,229.35,20.0,24.0,31.0,10.0,8.0,16.0,13.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.75,2.0,0.0,3.0,0.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.75,2.0,0.0,3.0,0.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,N
3.0,1.0,0.0,8.0,4.0,0.03,1.0,0.0,27.0,112.99,0.33,175.0,992.67,2.0,82.0,93.0,42.0,9.0,44.0,35.0,N
3.0,1.0,0.0,8.0,4.0,0.03,1.0,0.0,27.0,112.99,0.33,175.0,992.67,2.0,82.0,93.0,42.0,9.0,44.0,35.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,2.0,7.35,0.02,17.0,58.81,2.0,6.0,11.0,3.0,8.0,4.0,2.0,N
0.0,1.0,1.0,0.0,0.0,0.5,3.0,0.0,2.0,7.81,0.02,19.0,70.31,4.0,8.0,11.0,4.0,9.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.86,0.01,7.0,19.65,2.0,2.0,5.0,2.0,5.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.86,0.01,7.0,19.65,2.0,2.0,5.0,2.0,5.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.75,2.0,0.0,3.0,0.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.75,2.0,0.0,3.0,0.0,3.0,1.0,0.0,N
0.0,5.0,0.0,0.0,0.0,1.0,7.0,1.0,3.0,8.96,0.02,15.0,53.77,6.0,6.0,9.0,4.0,8.0,5.0,3.0,N
0.0,5.0,0.0,0.0,0.0,1.0,7.0,1.0,3.0,8.96,0.02,15.0,53.77,6.0,6.0,9.0,4.0,8.0,5.0,3.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.75,2.0,0.0,3.0,0.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,3.0,1.0,0.0,1.0,0.67,5.0,0.0,3.0,8.1,0.01,9.0,27.0,5.0,4.0,5.0,3.0,5.0,6.0,3.0,N
0.0,3.0,1.0,0.0,1.0,0.67,5.0,0.0,3.0,8.1,0.01,9.0,27.0,5.0,4.0,5.0,3.0,5.0,6.0,3.0,N
4.0,1.0,1.0,1.0,3.0,0.07,4.0,0.0,13.0,51.96,0.11,70.0,320.95,5.0,30.0,40.0,17.0,7.0,23.0,14.0,N
4.0,1.0,1.0,1.0,3.0,0.07,4.0,0.0,13.0,51.96,0.11,70.0,320.95,5.0,30.0,40.0,17.0,7.0,23.0,14.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,2.0,7.35,0.02,17.0,58.81,2.0,6.0,11.0,3.0,8.0,4.0,2.0,N
0.0,1.0,1.0,0.0,0.0,0.5,3.0,0.0,2.0,7.81,0.02,19.0,70.31,4.0,8.0,11.0,4.0,9.0,4.0,2.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.8,0.0,5.0,11.61,2.0,1.0,4.0,1.0,4.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
1.0,3.0,4.0,0.0,0.0,0.29,9.0,0.0,7.0,16.76,0.05,31.0,136.16,9.0,10.0,21.0,8.0,13.0,10.0,7.0,N
1.0,3.0,4.0,0.0,0.0,0.29,9.0,0.0,7.0,16.76,0.05,31.0,136.16,9.0,10.0,21.0,8.0,13.0,10.0,7.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.86,0.01,7.0,19.65,2.0,2.0,5.0,2.0,5.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.75,2.0,0.0,3.0,0.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.75,0.0,3.0,4.75,2.0,1.0,2.0,1.0,2.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.74,0.0,5.0,11.61,2.0,2.0,3.0,2.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.33,0.0,4.0,8.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0,N
0.0,1.0,0.0,1.0,0.0,0.25,1.0,0.0,3.0,16.21,0.01,13.0,36.5,2.0,6.0,7.0,4.0,3.0,6.0,4.0,N
0.0,1.0,0.0,1.0,0.0,0.25,1.0,0.0,3.0,16.21,0.01,13.0,36.5,2.0,6.0,7.0,4.0,3.0,6.0,4.0,N
