@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
3.0,0.0,4.0,0.25,2.0,2.0,8.0,0.03,20.0,78.14,0.5,1.0,2.0,0.15,8.0,12.0,7.0,13.0,0.0,8.0,N
4.0,0.0,8.0,0.21,4.0,2.0,14.0,0.08,50.0,232.19,0.33,2.0,4.0,0.15,21.0,29.0,13.0,20.0,0.0,14.0,N
3.0,4.0,8.0,0.27,4.0,2.0,7.0,0.03,25.0,104.25,0.33,2.0,4.0,0.19,10.0,15.0,9.0,16.0,36.36,11.0,Y
4.0,0.0,8.0,0.21,4.0,2.0,14.0,0.08,50.0,232.19,0.33,2.0,4.0,0.15,21.0,29.0,13.0,20.0,0.0,14.0,N
4.0,1.0,4.0,0.17,2.0,2.0,11.0,0.06,40.0,180.94,0.5,1.0,2.0,0.11,18.0,22.0,12.0,18.0,8.33,12.0,N
3.0,0.0,4.0,0.25,2.0,2.0,8.0,0.04,29.0,120.93,0.5,1.0,2.0,0.15,12.0,17.0,9.0,13.0,0.0,8.0,N
3.0,0.0,4.0,0.25,2.0,2.0,8.0,0.04,26.0,106.27,0.5,1.0,2.0,0.15,10.0,16.0,8.0,13.0,0.0,8.0,N
3.0,0.0,4.0,0.13,2.0,2.0,15.0,0.07,47.0,212.61,0.5,1.0,2.0,0.1,20.0,27.0,13.0,20.0,0.0,15.0,N
3.0,0.0,4.0,0.25,2.0,2.0,8.0,0.02,19.0,74.23,0.5,1.0,2.0,0.15,8.0,11.0,7.0,13.0,0.0,8.0,N
3.0,0.0,10.0,0.45,2.0,5.0,11.0,0.06,43.0,191.76,1.0,4.0,7.0,0.31,14.0,29.0,9.0,16.0,0.0,11.0,N
4.0,1.0,4.0,0.17,2.0,2.0,11.0,0.06,37.0,167.37,0.5,1.0,2.0,0.11,17.0,20.0,13.0,18.0,8.33,12.0,N
3.0,0.0,0.0,0.33,0.0,0.0,3.0,0.01,7.0,18.09,1.0,0.0,0.0,0.13,2.0,5.0,2.0,8.0,0.0,3.0,N
4.0,1.0,8.0,0.19,4.0,2.0,15.0,0.08,52.0,249.98,0.33,2.0,4.0,0.13,24.0,28.0,15.0,24.0,16.67,16.0,Y
3.0,0.0,8.0,0.25,4.0,2.0,12.0,0.06,39.0,178.81,0.33,2.0,4.0,0.17,16.0,23.0,13.0,18.0,7.69,12.0,N
3.0,1.0,8.0,0.25,4.0,2.0,11.0,0.06,39.0,176.42,0.33,2.0,4.0,0.18,17.0,22.0,10.0,17.0,8.33,12.0,Y
19.0,6.0,76.0,0.2,38.0,2.0,96.0,0.89,472.0,2677.38,0.05,19.0,38.0,0.14,205.0,267.0,27.0,144.0,21.95,102.0,Y
4.0,0.0,0.0,0.33,0.0,0.0,3.0,0.01,11.0,33.0,1.0,0.0,0.0,0.06,2.0,9.0,2.0,16.0,70.0,3.0,N
23.0,5.0,16.0,0.12,8.0,2.0,36.0,0.4,224.0,1207.88,0.2,4.0,8.0,0.06,86.0,138.0,22.0,77.0,30.77,41.0,Y
25.0,5.0,12.0,0.11,6.0,2.0,31.0,0.32,178.0,971.78,0.25,3.0,6.0,0.05,78.0,100.0,25.0,76.0,36.73,36.0,N
19.0,20.0,54.0,0.15,26.0,2.08,82.0,0.79,425.0,2360.7,0.2,14.0,27.0,0.1,159.0,266.0,21.0,143.0,32.79,102.0,Y
4.0,1.0,12.0,0.21,6.0,2.0,18.0,0.06,40.0,172.88,0.25,3.0,6.0,0.14,17.0,23.0,7.0,28.0,18.18,19.0,Y
8.0,4.0,4.0,0.13,2.0,2.0,11.0,0.12,70.0,353.11,0.5,1.0,2.0,0.07,25.0,45.0,17.0,29.0,42.11,15.0,N
18.0,2.0,16.0,0.1,8.0,2.0,49.0,0.37,218.0,1099.68,0.2,4.0,8.0,0.06,76.0,142.0,17.0,78.0,15.52,51.0,Y
10.0,1.0,4.0,0.19,2.0,2.0,26.0,0.11,69.0,341.84,0.2,1.0,2.0,0.12,23.0,46.0,15.0,41.0,10.34,27.0,Y
2.0,0.0,0.0,0.25,0.0,0.0,4.0,0.02,21.0,69.76,1.0,0.0,0.0,0.13,6.0,15.0,4.0,8.0,0.0,4.0,N
14.0,11.0,44.0,0.21,20.0,2.2,52.0,0.46,245.0,1368.32,0.38,12.0,22.0,0.14,91.0,154.0,23.0,95.0,34.18,63.0,Y
20.0,9.0,14.0,0.11,6.0,2.33,36.0,0.35,211.0,1055.0,0.6,4.0,7.0,0.06,58.0,153.0,16.0,81.0,38.98,45.0,Y
7.0,3.0,4.0,0.17,2.0,2.0,9.0,0.06,41.0,185.47,0.5,1.0,2.0,0.09,18.0,23.0,11.0,23.0,35.71,12.0,Y
5.0,1.0,8.0,0.21,4.0,2.0,13.0,0.09,58.0,278.83,0.33,2.0,4.0,0.14,22.0,36.0,12.0,21.0,7.14,14.0,Y
5.0,21.0,12.0,0.1,6.0,2.0,20.0,0.22,136.0,660.69,0.25,3.0,6.0,0.08,44.0,92.0,17.0,49.0,52.38,41.0,Y
3.0,0.0,0.0,0.33,0.0,0.0,3.0,0.01,9.0,27.0,1.0,0.0,0.0,0.13,2.0,7.0,2.0,8.0,0.0,3.0,N
7.0,9.0,24.0,0.22,12.0,2.0,23.0,0.18,111.0,533.62,0.14,6.0,12.0,0.14,37.0,74.0,15.0,50.0,43.9,32.0,Y
6.0,4.0,26.0,0.27,10.0,2.6,29.0,0.2,124.0,614.32,0.11,8.0,13.0,0.2,44.0,80.0,13.0,46.0,23.68,33.0,Y
6.0,1.0,22.0,0.31,6.0,3.67,28.0,0.15,97.0,444.74,0.78,8.0,11.0,0.21,33.0,64.0,8.0,43.0,20.0,29.0,Y
4.0,1.0,4.0,0.2,2.0,2.0,9.0,0.08,51.0,227.43,0.5,1.0,2.0,0.13,14.0,37.0,7.0,16.0,10.0,10.0,Y
5.0,0.0,10.0,0.31,4.0,2.5,13.0,0.05,35.0,151.27,1.0,3.0,5.0,0.15,14.0,21.0,8.0,26.0,31.58,13.0,N
2.0,1.0,4.0,0.25,2.0,2.0,7.0,0.03,25.0,100.0,0.5,1.0,2.0,0.17,10.0,15.0,5.0,12.0,12.5,8.0,N
2.0,14.0,8.0,0.17,4.0,2.0,4.0,0.05,40.0,160.0,0.33,2.0,4.0,0.12,12.0,28.0,5.0,26.0,81.82,18.0,Y
3.0,0.0,18.0,0.5,6.0,3.0,10.0,0.07,50.0,219.62,0.6,6.0,9.0,0.29,18.0,32.0,7.0,17.0,16.67,10.0,N
2.0,3.0,0.0,0.17,0.0,0.0,3.0,0.04,27.0,105.49,1.0,0.0,0.0,0.1,8.0,19.0,6.0,10.0,50.0,6.0,Y
4.0,0.0,4.0,0.13,2.0,2.0,15.0,0.1,73.0,304.4,0.5,1.0,2.0,0.1,31.0,42.0,8.0,21.0,0.0,15.0,N
8.0,0.0,8.0,0.16,4.0,2.0,19.0,0.13,82.0,375.97,0.33,2.0,4.0,0.09,35.0,47.0,11.0,32.0,13.64,19.0,N
54.0,12.0,28.0,0.07,14.0,2.0,105.0,1.33,666.0,3996.0,0.13,7.0,14.0,0.04,290.0,376.0,51.0,200.0,27.08,117.0,Y
8.0,0.0,0.0,0.17,0.0,0.0,6.0,0.02,15.0,45.0,1.0,0.0,0.0,0.05,4.0,11.0,4.0,20.0,40.0,6.0,N
3.0,2.0,4.0,0.25,2.0,2.0,6.0,0.03,27.0,102.8,0.5,1.0,2.0,0.15,11.0,16.0,5.0,13.0,25.0,8.0,Y
15.0,6.0,4.0,0.05,2.0,2.0,31.0,0.36,205.0,1067.94,0.5,1.0,2.0,0.03,87.0,118.0,22.0,62.0,31.11,37.0,N
26.0,10.0,8.0,0.06,4.0,2.0,38.0,0.43,277.0,1302.02,0.33,2.0,4.0,0.04,118.0,159.0,15.0,83.0,30.91,48.0,Y
14.0,10.0,8.0,0.12,4.0,2.0,16.0,0.18,126.0,553.43,0.33,2.0,4.0,0.06,52.0,74.0,13.0,47.0,48.39,26.0,Y
50.0,37.0,16.0,0.03,8.0,2.0,155.0,2.72,1235.0,8169.17,0.2,4.0,8.0,0.02,511.0,724.0,79.0,262.0,26.19,192.0,Y
8.0,0.0,4.0,0.11,2.0,2.0,19.0,0.16,93.0,480.8,0.5,1.0,2.0,0.06,42.0,51.0,26.0,32.0,13.64,19.0,Y
14.0,3.0,8.0,0.04,4.0,2.0,64.0,0.56,340.0,1668.34,0.33,2.0,4.0,0.04,129.0,211.0,19.0,85.0,7.25,67.0,Y
23.0,24.0,8.0,0.04,4.0,2.0,55.0,0.96,483.0,2887.03,0.33,2.0,4.0,0.02,193.0,290.0,45.0,123.0,43.88,79.0,Y
8.0,0.0,4.0,0.15,2.0,2.0,13.0,0.04,33.0,134.89,0.5,1.0,2.0,0.06,11.0,22.0,10.0,31.0,38.1,13.0,Y
8.0,4.0,0.0,0.05,0.0,0.0,18.0,0.17,138.0,510.66,1.0,0.0,0.0,0.03,49.0,89.0,6.0,33.0,21.74,22.0,Y
1.0,6.0,0.0,0.03,0.0,0.0,34.0,0.54,293.0,1618.4,1.0,0.0,0.0,0.02,116.0,177.0,38.0,43.0,15.0,40.0,N
2.0,0.0,0.0,0.02,0.0,0.0,54.0,0.97,486.0,2904.96,1.0,0.0,0.0,0.02,185.0,301.0,55.0,60.0,3.57,54.0,N
3.0,1.0,0.0,0.04,0.0,0.0,23.0,0.23,146.0,686.26,1.0,0.0,0.0,0.03,59.0,87.0,18.0,30.0,8.0,24.0,Y
1.0,6.0,0.0,0.13,0.0,0.0,2.0,0.04,36.0,133.22,1.0,0.0,0.0,0.08,12.0,24.0,7.0,12.0,77.78,8.0,N
2.0,13.0,0.0,0.06,0.0,0.0,5.0,0.2,127.0,610.53,1.0,0.0,0.0,0.05,50.0,77.0,20.0,22.0,72.22,18.0,N
15.0,0.0,0.0,0.11,0.0,0.0,9.0,0.04,28.0,109.39,1.0,0.0,0.0,0.03,9.0,19.0,9.0,32.0,40.0,9.0,N
16.0,0.0,4.0,0.13,2.0,2.0,15.0,0.11,70.0,340.06,0.5,1.0,2.0,0.05,31.0,39.0,18.0,40.0,31.82,15.0,N
6.0,0.0,4.0,0.22,2.0,2.0,9.0,0.04,31.0,131.69,0.5,1.0,2.0,0.11,14.0,17.0,8.0,19.0,18.18,9.0,N
6.0,0.0,8.0,0.19,4.0,2.0,16.0,0.09,61.0,272.03,0.33,2.0,4.0,0.13,27.0,34.0,14.0,24.0,0.0,16.0,N
13.0,1.0,8.0,0.19,4.0,2.0,15.0,0.12,70.0,353.11,0.33,2.0,4.0,0.08,33.0,37.0,20.0,37.0,31.82,16.0,N
2.0,0.0,0.0,0.2,0.0,0.0,5.0,0.03,23.0,82.45,1.0,0.0,0.0,0.11,9.0,14.0,6.0,9.0,0.0,5.0,N
5.0,0.0,4.0,0.15,2.0,2.0,13.0,0.07,47.0,206.44,0.5,1.0,2.0,0.1,18.0,29.0,13.0,20.0,0.0,13.0,N
8.0,0.0,18.0,0.17,8.0,2.25,35.0,0.24,135.0,713.53,0.5,5.0,9.0,0.12,64.0,71.0,23.0,50.0,12.5,35.0,N
6.0,0.0,0.0,0.07,0.0,0.0,14.0,0.08,57.0,246.35,1.0,0.0,0.0,0.04,24.0,33.0,11.0,23.0,0.0,14.0,N
9.0,0.0,18.0,0.16,8.0,2.25,37.0,0.25,139.0,763.37,0.5,5.0,9.0,0.11,64.0,75.0,26.0,53.0,11.9,37.0,N
19.0,9.0,20.0,0.15,10.0,2.0,32.0,0.31,185.0,925.0,0.17,5.0,10.0,0.08,73.0,112.0,18.0,79.0,44.83,41.0,N
41.0,9.0,0.0,0.01,0.0,0.0,96.0,2.11,918.0,6318.27,1.0,0.0,0.0,0.01,366.0,552.0,108.0,158.0,16.52,105.0,N
14.0,3.0,0.0,0.07,0.0,0.0,11.0,0.08,55.0,248.8,1.0,0.0,0.0,0.03,19.0,36.0,16.0,37.0,47.62,14.0,Y
20.0,1.0,4.0,0.07,2.0,2.0,28.0,0.21,118.0,623.68,0.5,1.0,2.0,0.03,57.0,61.0,27.0,61.0,28.21,29.0,Y
17.0,6.0,20.0,0.14,10.0,2.0,37.0,0.31,172.0,915.37,0.17,5.0,10.0,0.08,59.0,113.0,25.0,72.0,30.19,43.0,Y
14.0,2.0,8.0,0.02,4.0,2.0,196.0,3.41,1472.0,10236.58,0.33,2.0,4.0,0.01,597.0,875.0,106.0,216.0,2.0,198.0,Y
10.0,0.0,0.0,0.07,0.0,0.0,14.0,0.07,50.0,208.5,1.0,0.0,0.0,0.03,17.0,33.0,11.0,32.0,30.0,14.0,N
7.0,7.0,4.0,0.17,2.0,2.0,5.0,0.05,38.0,161.42,0.5,1.0,2.0,0.07,12.0,26.0,7.0,27.0,68.75,12.0,Y
4.0,1.0,4.0,0.22,2.0,2.0,8.0,0.04,28.0,114.45,0.5,1.0,2.0,0.13,11.0,17.0,6.0,16.0,20.0,9.0,N
21.0,7.0,22.0,0.21,10.0,2.2,26.0,0.31,178.0,920.25,0.14,6.0,11.0,0.1,66.0,112.0,20.0,67.0,40.91,33.0,Y
9.0,0.0,22.0,0.29,10.0,2.2,21.0,0.12,77.0,357.58,0.17,6.0,11.0,0.17,31.0,46.0,10.0,35.0,12.5,21.0,N
17.0,2.0,20.0,0.25,10.0,2.0,22.0,0.17,102.0,523.19,0.17,5.0,10.0,0.11,53.0,49.0,23.0,57.0,31.25,24.0,N
4.0,1.0,4.0,0.2,2.0,2.0,9.0,0.03,25.0,89.62,0.5,1.0,2.0,0.12,8.0,17.0,4.0,17.0,18.18,10.0,Y
27.0,10.0,28.0,0.12,14.0,2.0,56.0,0.52,290.0,1553.69,0.13,7.0,14.0,0.07,139.0,151.0,25.0,112.0,29.11,66.0,Y
22.0,1.0,4.0,0.08,2.0,2.0,23.0,0.14,96.0,421.66,0.5,1.0,2.0,0.03,38.0,58.0,11.0,67.0,46.51,24.0,N
11.0,0.0,16.0,0.31,8.0,2.0,16.0,0.16,99.0,470.73,0.2,4.0,8.0,0.13,51.0,48.0,14.0,40.0,30.43,16.0,N
6.0,1.0,4.0,0.15,2.0,2.0,12.0,0.06,41.0,174.17,0.5,1.0,2.0,0.08,14.0,27.0,8.0,25.0,29.41,13.0,Y
34.0,4.0,8.0,0.05,4.0,2.0,58.0,1.29,702.0,3855.28,0.33,2.0,4.0,0.03,302.0,400.0,29.0,117.0,28.4,62.0,N
2.0,0.0,4.0,0.5,2.0,2.0,2.0,0.02,19.0,70.31,1.0,1.0,2.0,0.14,5.0,14.0,4.0,7.0,0.0,2.0,N
11.0,1.0,12.0,0.17,6.0,2.0,23.0,0.18,108.0,549.45,0.25,3.0,6.0,0.09,46.0,62.0,17.0,45.0,28.13,24.0,Y
6.0,8.0,4.0,0.07,2.0,2.0,20.0,0.49,282.0,1469.07,0.5,1.0,2.0,0.05,113.0,169.0,22.0,41.0,39.39,28.0,Y
27.0,68.0,70.0,0.12,34.0,2.06,92.0,2.4,1094.0,7187.42,0.16,18.0,35.0,0.09,500.0,594.0,71.0,217.0,51.06,160.0,Y
3.0,2.0,20.0,0.21,10.0,2.0,26.0,0.38,215.0,1128.3,0.17,5.0,10.0,0.16,92.0,123.0,21.0,38.0,21.21,28.0,N
16.0,12.0,4.0,0.1,2.0,2.0,9.0,0.13,74.0,385.5,0.5,1.0,2.0,0.04,28.0,46.0,25.0,51.0,72.73,21.0,Y
38.0,19.0,12.0,0.09,6.0,2.0,24.0,0.31,157.0,923.57,0.25,3.0,6.0,0.03,68.0,89.0,44.0,117.0,68.83,43.0,Y
17.0,13.0,16.0,0.17,6.0,2.67,23.0,0.17,103.0,524.01,0.83,5.0,8.0,0.1,38.0,65.0,16.0,61.0,45.24,36.0,Y
9.0,5.0,12.0,0.22,6.0,2.0,13.0,0.11,67.0,318.58,0.25,3.0,6.0,0.12,29.0,38.0,14.0,33.0,40.91,18.0,Y
9.0,16.0,20.0,0.13,10.0,2.0,31.0,0.27,148.0,808.0,0.17,5.0,10.0,0.09,58.0,90.0,24.0,65.0,42.59,47.0,Y
24.0,52.0,52.0,0.15,22.0,2.36,52.0,0.65,339.0,1959.88,0.56,15.0,26.0,0.11,121.0,218.0,32.0,151.0,58.4,104.0,Y
15.0,22.0,32.0,0.24,14.0,2.29,19.0,0.34,203.0,1015.0,0.6,9.0,16.0,0.13,68.0,135.0,11.0,76.0,67.8,41.0,Y
8.0,2.0,0.0,0.25,0.0,0.0,18.0,0.08,53.0,246.12,0.2,0.0,0.0,0.17,17.0,36.0,12.0,30.0,10.0,20.0,Y
23.0,13.0,40.0,0.14,20.0,2.0,66.0,0.54,321.0,1619.25,0.09,10.0,20.0,0.09,99.0,222.0,19.0,119.0,29.79,79.0,Y
7.0,0.0,0.0,0.21,0.0,0.0,19.0,0.07,51.0,220.42,0.25,0.0,0.0,0.13,16.0,35.0,9.0,30.0,9.52,19.0,N
7.0,6.0,14.0,0.15,6.0,2.33,28.0,0.16,101.0,480.24,0.8,4.0,7.0,0.11,33.0,68.0,13.0,46.0,22.22,34.0,Y
16.0,9.0,20.0,0.15,10.0,2.0,31.0,0.21,121.0,625.56,0.17,5.0,10.0,0.09,40.0,81.0,20.0,67.0,36.73,40.0,Y
12.0,13.0,40.0,0.22,18.0,2.22,41.0,0.46,250.0,1388.65,0.25,11.0,20.0,0.15,81.0,169.0,30.0,79.0,36.92,54.0,Y
21.0,14.0,28.0,0.17,14.0,2.0,33.0,0.5,265.0,1510.62,0.13,7.0,14.0,0.1,92.0,173.0,35.0,84.0,45.9,47.0,Y
4.0,2.0,8.0,0.15,4.0,2.0,18.0,0.08,61.0,249.34,0.33,2.0,4.0,0.11,17.0,44.0,7.0,28.0,18.18,20.0,Y
14.0,6.0,16.0,0.13,8.0,2.0,32.0,0.25,152.0,753.04,0.2,4.0,8.0,0.08,49.0,103.0,11.0,66.0,36.0,38.0,Y
10.0,3.0,20.0,0.19,8.0,2.5,33.0,0.22,135.0,648.99,0.14,6.0,10.0,0.13,44.0,91.0,9.0,55.0,23.26,36.0,Y
2.0,0.0,0.0,0.17,0.0,0.0,6.0,0.03,27.0,89.69,1.0,0.0,0.0,0.1,8.0,19.0,5.0,10.0,0.0,6.0,N
18.0,7.0,26.0,0.14,12.0,2.17,51.0,0.44,245.0,1321.12,0.13,7.0,13.0,0.09,85.0,160.0,20.0,89.0,26.09,58.0,Y
17.0,1.0,4.0,0.05,2.0,2.0,41.0,0.37,229.0,1112.48,0.5,1.0,2.0,0.03,80.0,149.0,16.0,65.0,10.87,42.0,N
3.0,2.0,10.0,0.5,2.0,5.0,8.0,0.05,38.0,161.42,1.0,4.0,5.0,0.33,13.0,25.0,8.0,15.0,20.0,10.0,Y
18.0,10.0,26.0,0.11,12.0,2.17,60.0,0.71,358.0,2131.6,0.38,7.0,13.0,0.08,144.0,214.0,41.0,99.0,24.05,70.0,Y
18.0,5.0,16.0,0.17,8.0,2.0,25.0,0.14,86.0,426.06,0.2,4.0,8.0,0.09,35.0,51.0,14.0,58.0,34.21,30.0,Y
9.0,0.0,0.0,0.13,0.0,0.0,8.0,0.05,39.0,159.41,1.0,0.0,0.0,0.04,16.0,23.0,11.0,23.0,33.33,8.0,N
15.0,8.0,12.0,0.15,6.0,2.0,19.0,0.16,93.0,484.48,0.25,3.0,6.0,0.08,40.0,53.0,21.0,50.0,42.42,27.0,Y
3.0,3.0,4.0,0.17,2.0,2.0,9.0,0.03,27.0,96.79,0.5,1.0,2.0,0.11,10.0,17.0,5.0,19.0,30.77,12.0,Y
11.0,3.0,10.0,0.18,4.0,2.5,19.0,0.11,67.0,318.58,0.75,3.0,5.0,0.1,26.0,41.0,11.0,42.0,32.14,22.0,Y
3.0,0.0,4.0,0.15,2.0,2.0,13.0,0.04,30.0,111.01,0.5,1.0,2.0,0.11,11.0,19.0,5.0,19.0,0.0,13.0,N
3.0,1.0,0.0,0.25,0.0,0.0,3.0,0.01,11.0,30.88,1.0,0.0,0.0,0.1,4.0,7.0,3.0,10.0,25.0,4.0,Y
3.0,1.0,0.0,0.25,0.0,0.0,3.0,0.01,11.0,33.0,1.0,0.0,0.0,0.1,4.0,7.0,4.0,10.0,25.0,4.0,Y
2.0,1.0,0.0,0.25,0.0,0.0,3.0,0.01,11.0,30.88,1.0,0.0,0.0,0.11,4.0,7.0,3.0,9.0,25.0,4.0,Y
3.0,0.0,4.0,0.15,2.0,2.0,13.0,0.04,30.0,111.01,0.5,1.0,2.0,0.11,11.0,19.0,5.0,19.0,0.0,13.0,N
8.0,3.0,8.0,0.07,4.0,2.0,40.0,0.28,174.0,827.35,0.33,2.0,4.0,0.05,83.0,91.0,16.0,59.0,16.67,43.0,Y
1.0,0.0,0.0,0.13,0.0,0.0,8.0,0.02,21.0,69.76,1.0,0.0,0.0,0.09,6.0,15.0,6.0,11.0,0.0,8.0,N
11.0,15.0,12.0,0.16,6.0,2.0,10.0,0.22,136.0,646.66,0.25,3.0,6.0,0.09,47.0,89.0,13.0,46.0,69.7,25.0,Y
2.0,0.0,4.0,0.29,2.0,2.0,7.0,0.03,24.0,88.81,0.5,1.0,2.0,0.18,9.0,15.0,5.0,11.0,0.0,7.0,N
5.0,0.0,0.0,0.17,0.0,0.0,6.0,0.05,41.0,141.84,1.0,0.0,0.0,0.08,11.0,30.0,5.0,13.0,0.0,6.0,N
3.0,0.0,4.0,0.29,2.0,2.0,7.0,0.03,24.0,88.81,0.5,1.0,2.0,0.17,9.0,15.0,5.0,12.0,0.0,7.0,N
3.0,0.0,4.0,0.29,2.0,2.0,7.0,0.03,24.0,88.81,0.5,1.0,2.0,0.17,9.0,15.0,5.0,12.0,0.0,7.0,N
1.0,0.0,4.0,0.29,2.0,2.0,7.0,0.03,24.0,88.81,0.5,1.0,2.0,0.2,9.0,15.0,5.0,10.0,0.0,7.0,N
3.0,0.0,4.0,0.33,2.0,2.0,6.0,0.01,11.0,34.87,0.5,1.0,2.0,0.18,3.0,8.0,3.0,11.0,0.0,6.0,N
5.0,0.0,0.0,0.11,0.0,0.0,9.0,0.05,38.0,148.46,1.0,0.0,0.0,0.06,12.0,26.0,8.0,18.0,0.0,9.0,N
4.0,0.0,0.0,0.25,0.0,0.0,4.0,0.01,11.0,33.0,1.0,0.0,0.0,0.1,4.0,7.0,4.0,10.0,0.0,4.0,N
21.0,5.0,12.0,0.12,6.0,2.0,28.0,0.22,121.0,652.47,0.25,3.0,6.0,0.06,51.0,70.0,32.0,65.0,33.33,33.0,Y
23.0,0.0,4.0,0.06,2.0,2.0,31.0,0.2,112.0,600.05,0.5,1.0,2.0,0.03,54.0,58.0,29.0,67.0,26.19,31.0,Y
25.0,9.0,26.0,0.1,12.0,2.17,73.0,0.82,398.0,2455.63,0.5,7.0,13.0,0.07,178.0,220.0,53.0,115.0,16.09,82.0,Y
12.0,15.0,40.0,0.16,20.0,2.0,53.0,0.66,355.0,1982.66,0.09,10.0,20.0,0.11,168.0,187.0,27.0,97.0,32.04,68.0,Y
12.0,2.0,8.0,0.06,4.0,2.0,51.0,1.17,545.0,3502.31,0.33,2.0,4.0,0.04,253.0,292.0,68.0,83.0,22.73,53.0,Y
7.0,0.0,0.0,0.17,0.0,0.0,6.0,0.02,18.0,59.79,1.0,0.0,0.0,0.06,6.0,12.0,5.0,18.0,33.33,6.0,N
3.0,0.0,4.0,0.25,2.0,2.0,8.0,0.03,27.0,102.8,0.5,1.0,2.0,0.15,11.0,16.0,5.0,13.0,0.0,8.0,N
3.0,0.0,4.0,0.29,2.0,2.0,7.0,0.02,16.0,55.35,0.5,1.0,2.0,0.15,7.0,9.0,4.0,13.0,12.5,7.0,N
11.0,3.0,4.0,0.08,2.0,2.0,21.0,0.15,101.0,463.08,0.5,1.0,2.0,0.04,39.0,62.0,12.0,47.0,38.24,24.0,Y
9.0,0.0,0.0,0.1,0.0,0.0,10.0,0.07,52.0,220.89,1.0,0.0,0.0,0.04,20.0,32.0,9.0,26.0,33.33,10.0,N
2.0,0.0,0.0,0.17,0.0,0.0,6.0,0.03,26.0,101.58,1.0,0.0,0.0,0.1,9.0,17.0,5.0,10.0,0.0,6.0,N
24.0,25.0,54.0,0.18,24.0,2.25,64.0,0.59,316.0,1755.25,0.25,15.0,27.0,0.12,108.0,208.0,26.0,137.0,42.34,89.0,Y
2.0,1.0,0.0,0.2,0.0,0.0,4.0,0.04,35.0,116.27,1.0,0.0,0.0,0.1,10.0,25.0,4.0,10.0,33.33,5.0,Y
3.0,0.0,4.0,0.33,2.0,2.0,6.0,0.03,23.0,89.86,0.5,1.0,2.0,0.18,9.0,14.0,6.0,11.0,0.0,6.0,N
13.0,18.0,26.0,0.16,12.0,2.17,44.0,0.4,215.0,1213.43,0.1,7.0,13.0,0.12,75.0,140.0,28.0,84.0,36.23,62.0,Y
11.0,0.0,0.0,0.06,0.0,0.0,17.0,0.12,83.0,346.1,1.0,0.0,0.0,0.03,40.0,43.0,10.0,34.0,19.05,17.0,N
15.0,40.0,22.0,0.1,10.0,2.2,27.0,0.47,257.0,1419.56,0.71,6.0,11.0,0.08,105.0,152.0,26.0,93.0,64.47,67.0,Y
9.0,10.0,4.0,0.07,2.0,2.0,20.0,0.17,110.0,523.03,0.5,1.0,2.0,0.04,50.0,60.0,16.0,46.0,42.86,30.0,Y
11.0,1.0,4.0,0.1,2.0,2.0,20.0,0.14,95.0,423.65,0.5,1.0,2.0,0.05,46.0,49.0,12.0,38.0,20.0,21.0,N
11.0,0.0,4.0,0.1,2.0,2.0,21.0,0.14,95.0,423.65,0.5,1.0,2.0,0.05,46.0,49.0,12.0,38.0,16.0,21.0,N
9.0,1.0,0.0,0.06,0.0,0.0,15.0,0.11,79.0,322.91,1.0,0.0,0.0,0.03,38.0,41.0,9.0,30.0,21.05,16.0,N
12.0,25.0,12.0,0.09,6.0,2.0,20.0,0.23,141.0,698.54,0.25,3.0,6.0,0.06,61.0,80.0,20.0,67.0,62.26,45.0,Y
17.0,9.0,14.0,0.11,6.0,2.33,38.0,0.36,207.0,1086.32,0.6,4.0,7.0,0.07,97.0,110.0,21.0,74.0,30.91,47.0,Y
9.0,3.0,20.0,0.16,10.0,2.0,35.0,0.34,201.0,1013.92,0.17,5.0,10.0,0.1,63.0,138.0,17.0,59.0,27.08,38.0,Y
22.0,38.0,40.0,0.12,20.0,2.0,51.0,0.65,328.0,1945.28,0.09,10.0,20.0,0.09,136.0,192.0,42.0,128.0,49.5,89.0,Y
20.0,4.0,8.0,0.14,4.0,2.0,18.0,0.15,85.0,435.99,0.33,2.0,4.0,0.06,33.0,52.0,21.0,54.0,43.75,22.0,Y
16.0,4.0,24.0,0.18,10.0,2.4,41.0,0.37,203.0,1108.26,0.13,7.0,12.0,0.11,80.0,123.0,21.0,72.0,24.07,45.0,Y
32.0,45.0,54.0,0.14,26.0,2.08,65.0,0.86,420.0,2591.37,0.2,14.0,27.0,0.09,173.0,247.0,48.0,164.0,49.22,110.0,N
