@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_DENSITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
6.0,2.0,5.0,4.0,0.23,2.5,60.94,0.54,266.0,0.04,1613.58,46.0,0.2,116.0,150.0,46.0,21.0,93.0,10.47,82.0,N
31.0,2.0,3.0,26.0,0.32,2.58,69.45,0.54,258.0,0.04,1607.04,49.0,0.17,119.0,139.0,54.0,21.0,121.0,32.58,63.0,N
41.0,3.0,3.0,22.0,0.21,2.25,90.21,0.76,355.0,0.04,2269.27,51.0,0.11,161.0,194.0,64.0,20.0,140.0,25.51,76.0,N
45.0,2.0,4.0,38.0,0.29,2.36,126.88,1.13,497.0,0.04,3389.63,90.0,0.17,221.0,276.0,91.0,22.0,205.0,26.42,121.0,Y
6.0,3.0,3.0,5.0,0.5,2.0,23.69,0.04,28.0,0.22,106.61,11.0,0.2,12.0,16.0,8.0,6.0,20.0,61.54,8.0,N
50.0,2.0,15.0,13.0,0.19,2.56,144.78,1.63,666.0,0.03,4882.39,87.0,0.14,307.0,359.0,132.0,29.0,245.0,14.43,181.0,N
48.0,8.0,2.0,26.0,0.06,3.0,173.7,0.54,256.0,0.11,1632.01,15.0,0.02,123.0,133.0,72.0,11.0,128.0,35.44,53.0,Y
23.0,8.0,6.0,11.0,0.22,2.75,49.69,0.25,130.0,0.07,761.54,28.0,0.12,54.0,76.0,37.0,21.0,81.0,29.82,46.0,N
8.0,0.0,1.0,8.0,0.43,4.0,17.75,0.06,40.0,0.1,175.69,6.0,0.13,18.0,22.0,10.0,11.0,24.0,60.0,7.0,N
9.0,0.0,1.0,7.0,0.33,3.0,16.12,0.04,29.0,0.13,120.93,5.0,0.09,12.0,17.0,8.0,10.0,23.0,61.54,6.0,N
10.0,0.0,4.0,7.0,0.48,4.25,46.65,0.27,149.0,0.06,798.28,23.0,0.25,66.0,83.0,27.0,14.0,56.0,30.56,29.0,N
19.0,3.0,0.0,31.0,0.15,2.0,239.03,2.88,1172.0,0.03,8653.7,82.0,0.12,564.0,608.0,148.0,19.0,257.0,13.08,206.0,N
19.0,3.0,0.0,29.0,0.14,2.0,242.69,2.94,1190.0,0.03,8807.05,82.0,0.12,573.0,617.0,150.0,19.0,257.0,12.24,208.0,N
16.0,5.0,0.0,35.0,0.17,2.26,249.73,3.59,1405.0,0.02,10769.8,127.0,0.14,675.0,730.0,180.0,23.0,307.0,12.07,255.0,N
16.0,4.0,0.0,35.0,0.14,2.0,233.67,2.93,1182.0,0.03,8777.84,84.0,0.11,571.0,611.0,152.0,20.0,261.0,14.34,209.0,N
12.0,4.0,0.0,28.0,0.07,2.0,154.38,1.94,832.0,0.03,5814.59,37.0,0.05,403.0,429.0,107.0,20.0,178.0,16.97,137.0,N
1.0,3.0,0.0,0.0,0.24,2.33,24.76,0.2,114.0,0.04,606.7,20.0,0.22,49.0,65.0,20.0,20.0,23.0,0.0,21.0,N
1.0,3.0,0.0,0.0,0.25,2.0,18.39,0.12,70.0,0.05,353.11,10.0,0.21,32.0,38.0,15.0,18.0,14.0,0.0,12.0,N
1.0,1.0,0.0,0.0,0.25,2.0,14.6,0.06,36.0,0.09,169.22,7.0,0.2,17.0,19.0,11.0,15.0,10.0,0.0,8.0,N
2.0,8.0,2.0,0.0,0.21,2.0,38.0,0.26,137.0,0.05,792.05,27.0,0.19,58.0,79.0,32.0,23.0,42.0,5.13,39.0,N
5.0,5.0,0.0,3.0,0.21,2.0,39.25,0.33,175.0,0.04,977.37,36.0,0.17,83.0,92.0,30.0,18.0,48.0,7.14,39.0,N
3.0,8.0,0.0,0.0,0.28,2.14,54.39,0.3,160.0,0.06,907.59,45.0,0.25,73.0,87.0,35.0,16.0,40.0,0.0,36.0,N
1.0,10.0,0.0,0.0,0.3,2.0,47.44,0.37,185.0,0.04,1110.0,40.0,0.29,78.0,107.0,40.0,24.0,45.0,0.0,43.0,N
15.0,3.0,3.0,10.0,0.15,2.0,37.06,0.28,150.0,0.04,837.74,11.0,0.07,69.0,81.0,29.0,19.0,46.0,43.33,20.0,N
8.0,0.0,1.0,0.0,0.25,3.0,17.39,0.15,96.0,0.04,456.47,6.0,0.14,42.0,54.0,12.0,15.0,21.0,8.33,12.0,Y
14.0,1.0,3.0,0.0,0.21,2.33,56.3,0.21,118.0,0.09,619.26,15.0,0.13,54.0,64.0,27.0,11.0,39.0,12.5,24.0,N
29.0,2.0,10.0,11.0,0.27,2.11,51.67,0.37,187.0,0.05,1109.05,33.0,0.13,88.0,99.0,41.0,20.0,82.0,40.38,41.0,N
16.0,1.0,2.0,6.0,0.3,2.67,25.18,0.15,87.0,0.06,453.22,15.0,0.14,38.0,49.0,19.0,18.0,43.0,30.77,20.0,N
8.0,2.0,1.0,0.0,0.18,2.0,26.99,0.06,40.0,0.14,188.02,7.0,0.1,19.0,21.0,15.0,11.0,20.0,9.09,11.0,N
27.0,9.0,5.0,29.0,0.2,2.33,61.99,0.57,271.0,0.04,1698.3,35.0,0.08,121.0,150.0,53.0,24.0,97.0,49.28,40.0,Y
10.0,2.0,1.0,3.0,0.33,2.33,23.9,0.16,91.0,0.05,470.46,12.0,0.15,44.0,47.0,19.0,17.0,26.0,26.67,12.0,Y
26.0,7.0,5.0,26.0,0.18,2.4,60.18,0.55,270.0,0.04,1654.91,28.0,0.08,120.0,150.0,48.0,22.0,91.0,48.44,38.0,Y
20.0,1.0,5.0,12.0,0.36,2.14,32.02,0.29,152.0,0.04,862.21,23.0,0.16,71.0,81.0,29.0,22.0,58.0,45.95,25.0,N
10.0,1.0,2.0,7.0,0.23,3.0,22.96,0.1,62.0,0.07,310.0,7.0,0.1,27.0,35.0,16.0,16.0,31.0,45.0,13.0,N
10.0,1.0,2.0,7.0,0.21,3.0,23.74,0.08,51.0,0.1,242.5,7.0,0.09,22.0,29.0,14.0,13.0,32.0,42.86,14.0,N
20.0,1.0,5.0,12.0,0.35,2.14,33.47,0.27,146.0,0.04,824.0,23.0,0.15,68.0,78.0,29.0,21.0,59.0,44.74,26.0,Y
35.0,5.0,4.0,57.0,0.09,2.0,77.69,0.95,458.0,0.03,2861.55,23.0,0.03,221.0,237.0,57.0,19.0,139.0,59.22,46.0,Y
8.0,4.0,0.0,0.0,0.14,2.0,41.25,0.2,121.0,0.07,605.0,11.0,0.09,56.0,65.0,21.0,11.0,23.0,0.0,14.0,Y
4.0,1.0,0.0,0.0,0.29,2.0,10.34,0.03,22.0,0.12,83.76,6.0,0.17,9.0,13.0,5.0,9.0,12.0,0.0,7.0,N
6.0,1.0,1.0,0.0,0.21,2.0,18.91,0.07,45.0,0.1,197.65,10.0,0.14,19.0,26.0,10.0,11.0,21.0,7.14,14.0,N
2.0,0.0,0.0,0.0,0.4,2.0,6.5,0.01,13.0,0.17,39.0,6.0,0.25,4.0,9.0,2.0,6.0,8.0,0.0,5.0,N
11.0,2.0,4.0,2.0,0.29,2.08,16.05,0.29,163.0,0.02,867.47,47.0,0.23,72.0,91.0,16.0,24.0,66.0,11.11,52.0,N
9.0,10.0,0.0,1.0,0.28,2.0,57.88,0.61,293.0,0.03,1825.04,51.0,0.19,134.0,159.0,51.0,24.0,70.0,2.08,47.0,N
7.0,14.0,20.0,2.0,0.31,2.0,62.85,1.62,700.0,0.01,4851.52,97.0,0.28,305.0,395.0,81.0,41.0,130.0,18.03,120.0,N
1.0,3.0,0.0,0.0,0.45,2.33,25.83,0.1,62.0,0.08,310.0,18.0,0.38,24.0,38.0,16.0,16.0,13.0,0.0,11.0,N
1.0,3.0,3.0,0.0,0.22,2.0,23.86,0.37,201.0,0.02,1097.35,30.0,0.21,92.0,109.0,22.0,22.0,39.0,8.1,37.0,N
1.0,4.0,0.0,0.0,0.5,2.17,29.0,0.17,97.0,0.06,505.32,28.0,0.44,41.0,56.0,20.0,17.0,18.0,0.0,16.0,N
6.0,4.0,3.0,0.0,0.21,2.0,34.65,0.35,187.0,0.03,1044.39,26.0,0.18,92.0,95.0,29.0,19.0,40.0,9.09,33.0,N
2.0,4.0,1.0,0.0,0.33,2.0,36.89,0.12,70.0,0.1,364.66,22.0,0.29,29.0,41.0,22.0,15.0,21.0,5.56,18.0,N
1.0,0.0,0.0,0.0,0.17,2.0,16.65,0.03,21.0,0.21,77.71,6.0,0.14,8.0,13.0,6.0,7.0,14.0,0.0,12.0,N
1.0,2.0,0.0,0.0,0.26,2.2,18.92,0.12,73.0,0.05,371.38,19.0,0.24,31.0,42.0,15.0,19.0,29.0,0.0,27.0,N
1.0,0.0,0.0,0.0,0.29,2.0,14.51,0.02,17.0,0.24,60.94,5.0,0.22,6.0,11.0,5.0,7.0,9.0,0.0,7.0,N
11.0,12.0,0.0,4.0,0.1,2.0,59.96,0.4,197.0,0.05,1211.5,29.0,0.08,90.0,107.0,49.0,22.0,64.0,7.69,48.0,N
4.0,3.0,0.0,0.0,0.12,2.0,27.97,0.22,139.0,0.04,645.5,9.0,0.09,50.0,89.0,13.0,12.0,22.0,0.0,17.0,N
1.0,0.0,0.0,0.0,0.18,2.0,21.5,0.05,35.0,0.14,153.73,11.0,0.16,13.0,22.0,10.0,11.0,19.0,0.0,17.0,N
0.0,1.0,0.0,0.0,0.25,2.0,17.2,0.04,27.0,0.15,114.69,7.0,0.22,12.0,15.0,9.0,10.0,9.0,0.0,8.0,N
0.0,1.0,0.0,0.0,0.47,2.0,16.16,0.1,66.0,0.05,310.23,16.0,0.44,24.0,42.0,10.0,16.0,18.0,0.0,17.0,N
1.0,0.0,0.0,0.0,0.12,2.0,19.85,0.11,76.0,0.06,333.82,6.0,0.11,37.0,39.0,11.0,10.0,19.0,0.0,17.0,N
8.0,13.0,0.0,7.0,0.42,2.22,50.5,0.71,335.0,0.02,2141.43,82.0,0.34,145.0,190.0,53.0,31.0,82.0,9.59,66.0,N
1.0,4.0,0.0,0.0,0.33,2.0,18.68,0.08,51.0,0.08,239.72,18.0,0.29,22.0,29.0,12.0,14.0,14.0,0.0,12.0,N
16.0,13.0,3.0,6.0,0.1,2.0,66.95,0.57,268.0,0.04,1703.82,41.0,0.06,123.0,145.0,58.0,24.0,107.0,13.24,62.0,N
0.0,1.0,0.0,0.0,0.25,2.0,17.2,0.04,27.0,0.15,114.69,7.0,0.22,12.0,15.0,9.0,10.0,9.0,0.0,8.0,N
19.0,4.0,2.0,5.0,0.11,2.0,71.31,0.59,286.0,0.04,1758.83,20.0,0.07,135.0,151.0,52.0,19.0,72.0,13.46,47.0,N
20.0,3.0,8.0,11.0,0.18,2.0,56.27,0.38,189.0,0.05,1125.34,26.0,0.1,84.0,105.0,42.0,20.0,77.0,33.93,45.0,N
13.0,1.0,0.0,12.0,0.08,2.0,49.13,0.32,185.0,0.05,970.87,18.0,0.05,76.0,109.0,25.0,13.0,62.0,25.0,36.0,N
3.0,0.0,0.0,0.0,0.29,2.0,8.4,0.02,17.0,0.14,58.81,6.0,0.18,8.0,9.0,4.0,7.0,11.0,0.0,7.0,N
9.0,1.0,1.0,4.0,0.2,2.0,27.81,0.12,75.0,0.07,371.56,10.0,0.1,37.0,38.0,18.0,13.0,29.0,26.32,15.0,N
8.0,0.0,0.0,2.0,0.07,2.0,62.76,0.45,240.0,0.05,1340.39,6.0,0.05,115.0,125.0,35.0,13.0,40.0,6.45,29.0,N
8.0,0.0,0.0,0.0,0.13,2.0,39.81,0.18,119.0,0.07,552.62,7.0,0.08,59.0,60.0,17.0,8.0,25.0,0.0,16.0,N
6.0,0.0,0.0,0.0,0.17,2.0,26.25,0.12,83.0,0.07,358.72,7.0,0.11,41.0,42.0,12.0,8.0,19.0,0.0,12.0,N
6.0,0.0,0.0,1.0,0.17,2.0,29.04,0.09,59.0,0.11,259.14,7.0,0.1,29.0,30.0,13.0,8.0,20.0,7.69,12.0,N
6.0,0.0,1.0,2.0,0.14,2.0,51.47,0.24,143.0,0.07,715.0,12.0,0.1,71.0,72.0,23.0,9.0,30.0,13.04,21.0,N
28.0,16.0,3.0,15.0,0.11,2.0,88.1,0.26,134.0,0.11,778.19,28.0,0.05,53.0,81.0,42.0,14.0,81.0,34.62,37.0,N
25.0,3.0,2.0,11.0,0.23,2.27,95.22,1.03,474.0,0.03,3084.69,51.0,0.15,230.0,244.0,71.0,20.0,103.0,16.88,66.0,N
21.0,3.0,6.0,10.0,0.2,2.29,59.99,0.47,226.0,0.04,1412.03,31.0,0.12,102.0,124.0,52.0,24.0,83.0,26.23,51.0,N
32.0,12.0,6.0,21.0,0.21,2.64,103.85,1.07,471.0,0.03,3212.3,62.0,0.13,207.0,264.0,87.0,26.0,145.0,24.11,91.0,N
15.0,4.0,1.0,2.0,0.2,2.0,21.15,0.03,25.0,0.22,95.18,8.0,0.07,9.0,16.0,7.0,7.0,28.0,25.0,10.0,N
13.0,2.0,0.0,11.0,0.06,2.0,56.88,0.31,175.0,0.06,937.57,15.0,0.03,71.0,104.0,28.0,13.0,58.0,25.0,33.0,N
12.0,4.0,2.0,3.0,0.29,3.0,28.9,0.1,62.0,0.09,312.75,16.0,0.09,23.0,39.0,17.0,16.0,64.0,20.83,21.0,N
13.0,1.0,4.0,8.0,0.2,2.0,56.04,0.42,228.0,0.04,1252.14,19.0,0.12,110.0,118.0,32.0,13.0,52.0,31.58,30.0,N
16.0,1.0,6.0,11.0,0.24,2.5,36.88,0.28,149.0,0.04,849.37,17.0,0.12,68.0,81.0,31.0,21.0,57.0,42.5,29.0,N
16.0,3.0,0.0,10.0,0.17,2.0,59.59,0.45,232.0,0.04,1359.05,24.0,0.1,110.0,122.0,41.0,17.0,68.0,19.61,41.0,N
33.0,6.0,6.0,23.0,0.24,2.23,93.54,1.07,478.0,0.03,3222.42,59.0,0.13,226.0,252.0,82.0,25.0,128.0,30.85,71.0,Y
33.0,7.0,9.0,20.0,0.25,2.17,80.65,0.67,306.0,0.04,2024.1,52.0,0.13,139.0,167.0,72.0,26.0,115.0,35.8,61.0,N
24.0,1.0,2.0,20.0,0.16,2.29,86.23,0.92,430.0,0.03,2748.7,31.0,0.09,204.0,226.0,64.0,20.0,107.0,26.83,62.0,Y
13.0,1.0,4.0,8.0,0.22,2.0,34.49,0.43,241.0,0.03,1291.17,22.0,0.13,117.0,124.0,25.0,16.0,54.0,30.0,32.0,N
18.0,2.0,3.0,9.0,0.31,2.5,53.13,0.33,173.0,0.05,990.93,24.0,0.17,79.0,94.0,36.0,17.0,60.0,29.27,32.0,N
9.0,2.0,1.0,4.0,0.23,2.33,45.13,0.22,122.0,0.07,673.87,17.0,0.14,56.0,66.0,30.0,16.0,36.0,19.23,22.0,N
34.0,3.0,10.0,27.0,0.27,2.73,44.71,1.44,719.0,0.01,4314.0,52.0,0.15,344.0,375.0,41.0,23.0,136.0,36.63,74.0,N
15.0,2.0,2.0,12.0,0.31,2.75,29.28,0.26,143.0,0.04,780.7,18.0,0.15,64.0,79.0,24.0,20.0,54.0,36.84,26.0,N
7.0,1.0,2.0,3.0,0.31,2.5,19.24,0.11,70.0,0.06,340.06,9.0,0.17,33.0,37.0,14.0,15.0,24.0,31.25,13.0,N
7.0,1.0,2.0,2.0,0.25,2.0,17.16,0.09,60.0,0.06,271.41,8.0,0.14,29.0,31.0,11.0,12.0,22.0,28.57,12.0,N
13.0,3.0,1.0,5.0,0.21,2.4,59.63,0.5,252.0,0.04,1506.27,28.0,0.14,117.0,135.0,44.0,19.0,58.0,13.64,39.0,N
11.0,1.0,2.0,6.0,0.19,2.33,33.97,0.25,140.0,0.04,764.32,17.0,0.11,65.0,75.0,26.0,18.0,45.0,24.24,27.0,N
4.0,0.0,1.0,1.0,0.29,2.0,14.14,0.02,19.0,0.19,74.23,5.0,0.15,7.0,12.0,6.0,9.0,13.0,25.0,7.0,N
17.0,2.0,5.0,8.0,0.23,2.2,43.02,0.39,200.0,0.04,1176.53,21.0,0.12,92.0,108.0,37.0,22.0,57.0,33.33,31.0,N
10.0,2.0,1.0,6.0,0.26,3.0,36.97,0.19,106.0,0.07,567.9,14.0,0.14,48.0,58.0,25.0,16.0,36.0,28.0,19.0,N
18.0,4.0,2.0,6.0,0.17,2.17,63.61,0.59,289.0,0.04,1765.36,31.0,0.11,136.0,153.0,49.0,20.0,72.0,15.09,47.0,N
18.0,5.0,6.0,11.0,0.23,2.0,48.39,0.57,301.0,0.03,1715.83,28.0,0.13,146.0,155.0,35.0,17.0,69.0,34.0,39.0,N
9.0,3.0,3.0,6.0,0.31,2.0,29.06,0.06,42.0,0.15,189.99,12.0,0.14,17.0,25.0,13.0,10.0,29.0,47.37,13.0,N
6.0,2.0,1.0,1.0,0.13,2.0,23.73,0.17,115.0,0.05,520.21,10.0,0.09,57.0,58.0,13.0,10.0,23.0,12.5,15.0,N
24.0,4.0,7.0,14.0,0.13,2.17,75.27,0.56,274.0,0.04,1673.74,31.0,0.08,126.0,148.0,51.0,18.0,100.0,28.0,61.0,N
3.0,0.0,1.0,9.0,0.26,2.33,30.88,0.08,53.0,0.12,254.79,13.0,0.16,22.0,31.0,16.0,12.0,32.0,35.71,19.0,N
9.0,1.0,5.0,12.0,0.29,5.0,24.99,0.1,61.0,0.09,290.05,11.0,0.21,25.0,36.0,14.0,13.0,24.0,58.62,17.0,Y
3.0,0.0,2.0,2.0,0.15,2.0,45.06,0.19,110.0,0.08,564.22,10.0,0.12,48.0,62.0,23.0,12.0,26.0,18.18,20.0,Y
4.0,4.0,1.0,4.0,0.23,4.0,62.47,0.41,215.0,0.05,1242.99,17.0,0.18,97.0,118.0,39.0,16.0,39.0,14.71,30.0,Y
2.0,0.0,1.0,3.0,0.25,2.0,9.86,0.02,19.0,0.15,65.73,6.0,0.14,5.0,14.0,3.0,8.0,14.0,36.36,8.0,N
14.0,4.0,6.0,12.0,0.24,2.0,58.69,0.22,119.0,0.09,664.61,18.0,0.12,55.0,64.0,34.0,14.0,52.0,48.65,25.0,N
14.0,1.0,2.0,3.0,0.23,3.0,29.63,0.16,90.0,0.06,482.18,15.0,0.15,31.0,59.0,20.0,21.0,48.0,15.15,30.0,N
14.0,2.0,2.0,11.0,0.19,2.0,36.88,0.31,168.0,0.04,917.18,15.0,0.1,79.0,89.0,27.0,17.0,52.0,35.14,26.0,N
6.0,1.0,0.0,1.0,0.25,3.0,20.31,0.07,46.0,0.09,218.72,8.0,0.15,20.0,26.0,13.0,14.0,20.0,7.69,12.0,N
9.0,2.0,0.0,3.0,0.24,2.5,29.9,0.17,94.0,0.06,496.83,11.0,0.13,43.0,51.0,22.0,17.0,30.0,15.0,17.0,N
10.0,2.0,3.0,9.0,0.31,2.4,40.2,0.31,171.0,0.04,916.14,20.0,0.17,79.0,92.0,26.0,15.0,46.0,34.29,26.0,N
7.0,2.0,3.0,4.0,0.19,2.0,24.93,0.17,100.0,0.05,504.44,17.0,0.13,43.0,57.0,17.0,16.0,39.0,22.58,27.0,N
4.0,3.0,0.0,1.0,0.25,2.0,25.4,0.11,65.0,0.08,325.0,12.0,0.18,29.0,36.0,17.0,15.0,22.0,5.88,16.0,N
19.0,3.0,3.0,17.0,0.42,2.86,39.94,0.34,183.0,0.04,1016.49,28.0,0.2,82.0,101.0,29.0,18.0,70.0,40.0,33.0,N
9.0,2.0,2.0,6.0,0.2,2.0,27.86,0.13,75.0,0.07,390.71,9.0,0.1,33.0,42.0,20.0,17.0,31.0,38.1,15.0,Y
3.0,1.0,0.0,0.0,0.25,2.0,24.33,0.07,50.0,0.12,204.37,6.0,0.17,24.0,26.0,10.0,7.0,12.0,0.0,8.0,N
6.0,0.0,0.0,2.0,0.17,2.0,26.46,0.08,54.0,0.11,244.27,6.0,0.1,24.0,30.0,13.0,10.0,21.0,14.29,12.0,N
6.0,0.0,0.0,4.0,0.2,2.0,26.09,0.06,39.0,0.15,173.92,6.0,0.1,16.0,23.0,12.0,10.0,21.0,28.57,10.0,N
6.0,0.0,0.0,3.0,0.2,2.0,20.54,0.05,36.0,0.13,158.12,6.0,0.1,14.0,22.0,10.0,11.0,20.0,23.08,10.0,N
4.0,0.0,0.0,2.0,0.25,2.0,17.13,0.03,21.0,0.21,79.95,6.0,0.13,7.0,14.0,6.0,8.0,15.0,20.0,8.0,N
4.0,0.0,0.0,0.0,0.29,2.0,13.74,0.05,35.0,0.09,145.95,7.0,0.17,17.0,18.0,8.0,10.0,12.0,0.0,7.0,N
4.0,0.0,2.0,1.0,0.33,2.0,14.31,0.04,30.0,0.12,122.62,8.0,0.2,12.0,18.0,7.0,10.0,15.0,30.0,9.0,N
3.0,0.0,0.0,1.0,0.4,2.0,10.41,0.02,18.0,0.16,66.61,6.0,0.2,8.0,10.0,5.0,8.0,10.0,16.67,5.0,N
6.0,0.0,0.0,4.0,0.2,2.0,24.53,0.05,33.0,0.17,144.95,6.0,0.1,13.0,20.0,11.0,10.0,21.0,28.57,10.0,N
6.0,3.0,0.0,0.0,0.37,2.0,32.59,0.14,91.0,0.08,427.74,27.0,0.27,42.0,49.0,16.0,10.0,26.0,0.0,19.0,N
3.0,0.0,1.0,6.0,0.14,2.0,22.92,0.08,55.0,0.09,252.17,7.0,0.08,26.0,29.0,13.0,11.0,24.0,35.0,14.0,N
1.0,2.0,0.0,3.0,0.29,2.33,25.03,0.07,44.0,0.12,209.22,12.0,0.23,18.0,26.0,14.0,13.0,22.0,15.0,17.0,N
5.0,2.0,1.0,19.0,0.25,2.0,20.51,0.09,53.0,0.08,262.57,14.0,0.11,24.0,29.0,15.0,16.0,45.0,51.28,20.0,N
14.0,4.0,3.0,0.0,0.23,2.0,41.87,0.2,110.0,0.07,593.15,22.0,0.15,51.0,59.0,27.0,15.0,41.0,11.54,26.0,N
6.0,1.0,1.0,3.0,0.5,2.0,12.18,0.01,11.0,0.33,36.54,5.0,0.14,4.0,7.0,4.0,6.0,14.0,57.14,4.0,N
16.0,6.0,5.0,12.0,0.28,2.4,38.45,0.29,151.0,0.04,880.77,28.0,0.16,63.0,88.0,33.0,24.0,68.0,33.33,39.0,N
21.0,2.0,3.0,12.0,0.26,2.5,31.44,0.2,107.0,0.05,606.95,23.0,0.14,47.0,60.0,28.0,23.0,73.0,29.41,39.0,N
6.0,6.0,1.0,0.0,0.18,2.0,31.9,0.07,48.0,0.14,220.08,10.0,0.11,23.0,25.0,15.0,9.0,18.0,9.09,11.0,Y
8.0,3.0,1.0,1.0,0.2,2.0,24.89,0.06,38.0,0.14,174.23,7.0,0.1,14.0,24.0,12.0,12.0,20.0,18.18,10.0,N
12.0,5.0,0.0,6.0,0.25,2.67,34.84,0.23,121.0,0.05,689.75,16.0,0.14,54.0,67.0,30.0,22.0,43.0,20.0,24.0,N
19.0,6.0,2.0,13.0,0.1,2.0,33.66,0.5,278.0,0.02,1499.06,14.0,0.05,131.0,147.0,25.0,17.0,62.0,35.71,29.0,Y
18.0,5.0,0.0,4.0,0.32,2.67,28.88,0.29,171.0,0.03,877.11,23.0,0.14,81.0,90.0,20.0,15.0,42.0,17.39,19.0,Y
9.0,3.0,2.0,0.0,0.27,2.0,44.41,0.07,45.0,0.21,208.97,10.0,0.14,20.0,25.0,17.0,8.0,21.0,18.18,11.0,N
15.0,4.0,1.0,25.0,0.2,2.0,49.71,0.16,94.0,0.1,493.31,10.0,0.05,43.0,51.0,26.0,12.0,56.0,65.0,15.0,N
28.0,11.0,6.0,27.0,0.2,2.0,122.69,0.51,256.0,0.08,1541.73,32.0,0.08,111.0,145.0,53.0,12.0,97.0,48.53,41.0,Y
8.0,1.0,2.0,3.0,0.38,2.0,12.89,0.05,34.0,0.09,141.78,8.0,0.15,14.0,20.0,7.0,11.0,20.0,45.45,8.0,N
8.0,1.0,2.0,0.0,0.17,2.0,21.48,0.06,37.0,0.13,167.37,6.0,0.1,17.0,20.0,12.0,11.0,21.0,16.67,12.0,N
10.0,6.0,0.0,12.0,0.13,2.0,52.14,0.22,122.0,0.08,653.62,13.0,0.06,54.0,68.0,28.0,13.0,47.0,33.33,24.0,N
5.0,3.0,0.0,9.0,0.05,2.0,69.53,0.39,206.0,0.06,1162.63,9.0,0.03,86.0,120.0,36.0,14.0,34.0,32.14,19.0,N
4.0,1.0,1.0,9.0,0.29,2.0,15.02,0.03,21.0,0.18,85.84,5.0,0.1,8.0,13.0,7.0,10.0,21.0,62.5,7.0,N
11.0,6.0,2.0,8.0,0.14,2.0,40.92,0.09,57.0,0.15,264.7,10.0,0.06,23.0,34.0,16.0,9.0,34.0,45.45,14.0,N
5.0,3.0,1.0,5.0,0.2,2.0,19.66,0.05,32.0,0.14,140.55,8.0,0.1,13.0,19.0,10.0,11.0,21.0,40.0,10.0,N
5.0,2.0,1.0,6.0,0.22,2.0,19.72,0.03,22.0,0.25,78.87,8.0,0.1,8.0,14.0,6.0,6.0,21.0,46.67,9.0,N
6.0,6.0,2.0,9.0,0.17,2.0,40.52,0.08,49.0,0.17,232.99,11.0,0.07,23.0,26.0,18.0,9.0,28.0,52.38,12.0,Y
0.0,1.0,0.0,0.0,0.5,2.0,9.51,0.01,9.0,0.33,28.53,6.0,0.4,3.0,6.0,3.0,6.0,5.0,0.0,4.0,N
12.0,0.0,0.0,19.0,0.07,2.5,98.29,0.72,357.0,0.05,2149.99,9.0,0.04,175.0,182.0,52.0,13.0,91.0,24.36,59.0,N
6.0,2.0,0.0,11.0,0.06,2.0,47.82,0.88,457.0,0.02,2629.98,13.0,0.04,220.0,237.0,36.0,18.0,67.0,18.33,49.0,N
6.0,2.0,0.0,11.0,0.07,2.0,51.66,0.76,394.0,0.02,2288.1,13.0,0.05,187.0,207.0,38.0,18.0,61.0,20.37,43.0,N
19.0,2.0,4.0,0.0,0.17,2.0,34.63,0.24,127.0,0.05,734.23,14.0,0.09,59.0,68.0,32.0,23.0,44.0,16.67,24.0,N
21.0,1.0,5.0,0.0,0.27,2.17,31.29,0.25,132.0,0.04,763.14,24.0,0.15,63.0,69.0,31.0,24.0,52.0,16.67,30.0,N
12.0,3.0,2.0,8.0,0.23,2.0,31.59,0.12,68.0,0.09,361.89,12.0,0.09,28.0,40.0,22.0,18.0,34.0,47.62,13.0,N
9.0,2.0,1.0,7.0,0.25,2.0,24.81,0.07,46.0,0.12,210.91,7.0,0.08,17.0,29.0,12.0,12.0,25.0,53.33,8.0,N
13.0,0.0,3.0,0.0,0.31,2.0,22.96,0.1,63.0,0.07,312.11,10.0,0.15,29.0,34.0,16.0,15.0,27.0,23.08,13.0,N
0.0,1.0,0.0,0.0,0.5,2.0,12.17,0.03,25.0,0.12,102.19,6.0,0.4,7.0,18.0,5.0,12.0,5.0,0.0,4.0,N
1.0,1.0,0.0,1.0,0.43,2.0,16.12,0.12,74.0,0.04,366.61,17.0,0.35,25.0,49.0,11.0,20.0,17.0,6.67,14.0,N
0.0,1.0,0.0,0.0,0.29,2.0,8.41,0.03,23.0,0.1,85.11,7.0,0.25,9.0,14.0,4.0,9.0,8.0,0.0,7.0,N
1.0,2.0,0.0,2.0,0.29,2.0,15.23,0.03,20.0,0.2,76.15,8.0,0.18,10.0,10.0,7.0,7.0,11.0,22.22,7.0,N
