@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute CONDITION_COUNT numeric
@attribute DECISION_COUNT numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute EDGE_COUNT numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUMBER_OF_LINES numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
0.0,7.0,1.0,12.0,6.0,2.0,14.0,10.0,31.93,0.06,41.0,174.17,3.0,6.0,12.0,15.0,26.0,11.0,11.0,10.0,Y
5.0,7.0,4.0,10.0,4.0,4.0,14.0,13.0,51.04,0.1,59.0,292.3,3.0,5.0,12.0,28.0,31.0,22.0,22.0,13.0,N
3.0,3.0,5.0,4.0,2.0,2.0,11.0,11.0,33.46,0.03,28.0,100.38,1.0,2.0,11.0,12.0,16.0,8.0,17.0,11.0,N
4.0,3.0,6.0,4.0,2.0,2.0,12.0,13.0,46.71,0.06,44.0,190.16,1.0,2.0,12.0,19.0,25.0,14.0,20.0,13.0,N
6.0,13.0,8.0,20.0,8.0,7.0,34.0,19.0,55.38,0.12,76.0,369.21,6.0,10.0,29.0,35.0,41.0,21.0,30.0,19.0,N
0.0,11.0,9.0,14.0,4.0,6.0,23.0,10.0,51.96,0.07,49.0,224.66,5.0,7.0,19.0,21.0,28.0,17.0,13.0,10.0,N
4.0,11.0,4.0,16.0,6.0,4.0,20.0,20.0,29.7,0.11,67.0,335.0,5.0,8.0,16.0,29.0,38.0,18.0,27.0,20.0,N
2.0,7.0,4.0,12.0,6.0,3.0,15.0,12.0,25.93,0.05,33.0,142.62,3.0,6.0,13.0,11.0,22.0,10.0,15.0,12.0,N
2.0,7.0,4.0,12.0,6.0,3.0,15.0,12.0,27.49,0.06,39.0,176.42,3.0,6.0,13.0,14.0,25.0,12.0,15.0,12.0,N
6.0,5.0,6.0,8.0,4.0,3.0,19.0,30.0,44.88,0.22,117.0,646.26,2.0,4.0,18.0,54.0,63.0,30.0,40.0,30.0,N
2.0,7.0,5.0,8.0,2.0,2.0,16.0,9.0,29.41,0.07,47.0,223.48,3.0,4.0,14.0,19.0,28.0,15.0,13.0,9.0,N
2.0,7.0,5.0,8.0,2.0,2.0,16.0,9.0,27.77,0.06,41.0,187.98,3.0,4.0,14.0,16.0,25.0,13.0,13.0,9.0,N
2.0,7.0,5.0,8.0,2.0,2.0,16.0,9.0,29.41,0.07,47.0,223.48,3.0,4.0,14.0,19.0,28.0,15.0,13.0,9.0,Y
2.0,7.0,5.0,8.0,2.0,2.0,16.0,9.0,29.41,0.07,47.0,223.48,3.0,4.0,14.0,19.0,28.0,15.0,13.0,9.0,N
9.0,5.0,2.0,8.0,4.0,2.0,12.0,27.0,35.26,0.25,138.0,748.82,2.0,4.0,11.0,59.0,79.0,25.0,42.0,27.0,N
3.0,3.0,2.0,4.0,2.0,2.0,8.0,14.0,26.83,0.06,40.0,185.75,1.0,2.0,8.0,15.0,25.0,13.0,18.0,14.0,N
20.0,11.0,7.0,20.0,10.0,5.0,29.0,40.0,46.28,0.29,149.0,857.48,5.0,10.0,25.0,63.0,86.0,34.0,111.0,48.0,N
12.0,5.0,10.0,8.0,4.0,3.0,21.0,48.0,63.45,0.29,160.0,873.51,2.0,4.0,20.0,59.0,101.0,30.0,65.0,48.0,N
1.0,9.0,2.0,10.0,2.0,3.0,14.0,9.0,18.8,0.03,22.0,85.95,4.0,5.0,11.0,8.0,14.0,7.0,17.0,9.0,N
10.0,17.0,4.0,28.0,12.0,3.0,39.0,31.0,52.98,0.36,190.0,1088.3,8.0,15.0,32.0,87.0,103.0,36.0,52.0,31.0,N
16.0,20.0,7.0,12.0,6.0,5.0,46.0,50.0,60.97,0.52,243.0,1557.48,3.0,6.0,32.0,89.0,154.0,54.0,84.0,50.0,N
1.0,3.0,2.0,4.0,2.0,2.0,7.0,10.0,22.64,0.04,30.0,129.66,1.0,2.0,7.0,14.0,16.0,11.0,12.0,10.0,N
10.0,5.0,7.0,8.0,4.0,3.0,20.0,44.0,58.61,0.3,151.0,895.54,2.0,4.0,19.0,73.0,78.0,43.0,65.0,47.0,N
22.0,35.0,10.0,62.0,30.0,3.0,81.0,66.0,68.92,0.41,196.0,1231.94,16.0,31.0,65.0,91.0,105.0,56.0,101.0,66.0,N
5.0,3.0,3.0,4.0,2.0,2.0,9.0,9.0,58.69,0.17,105.0,504.77,1.0,2.0,9.0,43.0,62.0,20.0,23.0,9.0,N
8.0,17.0,5.0,32.0,16.0,5.0,40.0,35.0,55.05,0.24,133.0,726.1,8.0,16.0,33.0,51.0,82.0,29.0,54.0,35.0,N
0.0,3.0,1.0,4.0,2.0,2.0,6.0,6.0,12.26,0.03,22.0,89.92,1.0,2.0,6.0,8.0,14.0,6.0,8.0,6.0,N
6.0,24.0,2.0,16.0,8.0,3.0,51.0,43.0,49.79,0.45,216.0,1353.63,4.0,8.0,34.0,90.0,126.0,48.0,55.0,43.0,N
8.0,16.0,3.0,24.0,12.0,1.0,43.0,40.0,54.41,0.46,245.0,1382.74,6.0,12.0,36.0,108.0,137.0,34.0,54.0,40.0,N
2.0,3.0,4.0,4.0,2.0,2.0,8.0,14.0,44.39,0.07,45.0,211.52,1.0,2.0,8.0,18.0,27.0,17.0,21.0,14.0,N
0.0,3.0,0.0,4.0,2.0,1.0,5.0,4.0,8.43,0.01,13.0,44.97,1.0,2.0,5.0,4.0,9.0,3.0,5.0,4.0,N
11.0,17.0,12.0,26.0,12.0,7.0,55.0,50.0,66.78,0.47,233.0,1398.0,7.0,13.0,48.0,107.0,126.0,46.0,78.0,50.0,N
3.0,9.0,3.0,12.0,4.0,3.0,16.0,18.0,21.66,0.13,76.0,389.83,4.0,6.0,13.0,34.0,42.0,17.0,33.0,18.0,N
1.0,3.0,1.0,4.0,2.0,2.0,7.0,5.0,9.25,0.02,18.0,66.61,1.0,2.0,7.0,9.0,9.0,5.0,7.0,5.0,N
1.0,3.0,1.0,4.0,2.0,2.0,8.0,9.0,15.29,0.04,26.0,110.45,1.0,2.0,8.0,13.0,13.0,9.0,13.0,9.0,N
14.0,23.0,11.0,38.0,18.0,9.0,58.0,58.0,52.09,0.41,202.0,1225.35,10.0,19.0,48.0,90.0,112.0,44.0,86.0,58.0,N
2.0,5.0,1.0,8.0,4.0,2.0,11.0,13.0,11.63,0.07,45.0,197.65,2.0,4.0,10.0,17.0,28.0,7.0,20.0,13.0,N
10.0,11.0,14.0,16.0,8.0,6.0,38.0,40.0,51.19,0.29,147.0,857.43,4.0,8.0,34.0,67.0,80.0,38.0,63.0,40.0,N
10.0,19.0,8.0,28.0,12.0,7.0,43.0,42.0,45.15,0.32,162.0,952.99,8.0,14.0,35.0,71.0,91.0,37.0,66.0,42.0,N
6.0,5.0,6.0,8.0,4.0,3.0,19.0,23.0,34.08,0.13,77.0,381.47,2.0,4.0,18.0,31.0,46.0,18.0,48.0,23.0,N
0.0,3.0,0.0,4.0,2.0,1.0,7.0,10.0,16.37,0.06,43.0,172.0,1.0,2.0,7.0,21.0,22.0,8.0,12.0,10.0,N
11.0,3.0,3.0,4.0,2.0,2.0,18.0,24.0,47.29,0.27,164.0,812.49,1.0,2.0,18.0,84.0,80.0,22.0,39.0,24.0,N
5.0,3.0,1.0,4.0,2.0,2.0,17.0,19.0,51.65,0.26,162.0,786.99,1.0,2.0,17.0,80.0,82.0,21.0,25.0,19.0,N
5.0,3.0,3.0,4.0,2.0,2.0,7.0,21.0,35.54,0.12,73.0,361.66,1.0,2.0,7.0,37.0,36.0,20.0,30.0,21.0,N
4.0,5.0,0.0,8.0,4.0,1.0,9.0,9.0,10.63,0.04,31.0,126.71,2.0,4.0,8.0,13.0,18.0,6.0,20.0,9.0,N
9.0,7.0,6.0,12.0,6.0,4.0,19.0,17.0,76.51,0.13,74.0,382.57,3.0,6.0,17.0,35.0,39.0,28.0,34.0,17.0,N
1.0,5.0,5.0,8.0,4.0,3.0,13.0,12.0,30.84,0.05,36.0,152.93,2.0,4.0,12.0,17.0,19.0,12.0,15.0,12.0,N
11.0,17.0,7.0,24.0,8.0,4.0,41.0,25.0,47.24,0.19,111.0,578.25,8.0,12.0,34.0,51.0,60.0,25.0,45.0,25.0,N
8.0,29.0,5.0,56.0,28.0,15.0,75.0,31.0,116.24,0.55,276.0,1636.88,14.0,28.0,62.0,115.0,161.0,49.0,42.0,31.0,N
10.0,7.0,7.0,12.0,6.0,2.0,23.0,26.0,44.19,0.15,85.0,442.8,3.0,6.0,21.0,37.0,48.0,24.0,51.0,26.0,N
3.0,5.0,4.0,8.0,4.0,3.0,12.0,8.0,34.55,0.04,29.0,120.93,2.0,4.0,11.0,14.0,15.0,12.0,12.0,8.0,N
4.0,3.0,6.0,4.0,2.0,2.0,12.0,11.0,56.19,0.06,39.0,168.56,1.0,2.0,12.0,18.0,21.0,15.0,17.0,11.0,N
5.0,3.0,5.0,4.0,2.0,2.0,10.0,10.0,58.84,0.08,51.0,245.18,1.0,2.0,10.0,25.0,26.0,21.0,18.0,10.0,N
0.0,3.0,2.0,4.0,2.0,2.0,6.0,4.0,14.62,0.01,11.0,36.54,1.0,2.0,6.0,5.0,6.0,5.0,5.0,4.0,N
30.0,50.0,17.0,82.0,36.0,20.0,134.0,112.0,95.37,1.1,483.0,3306.37,23.0,41.0,110.0,226.0,257.0,88.0,168.0,112.0,Y
3.0,5.0,4.0,8.0,4.0,3.0,13.0,9.0,36.11,0.05,37.0,162.52,2.0,4.0,12.0,18.0,19.0,14.0,13.0,9.0,N
3.0,3.0,4.0,4.0,2.0,2.0,9.0,9.0,26.74,0.05,33.0,142.62,1.0,2.0,9.0,16.0,17.0,12.0,15.0,9.0,N
3.0,5.0,4.0,8.0,4.0,3.0,13.0,17.0,39.99,0.07,47.0,223.48,2.0,4.0,12.0,19.0,28.0,17.0,27.0,17.0,N
0.0,3.0,2.0,4.0,2.0,2.0,7.0,9.0,21.51,0.02,18.0,64.53,1.0,2.0,7.0,6.0,12.0,6.0,10.0,9.0,N
7.0,5.0,5.0,8.0,4.0,3.0,15.0,16.0,43.23,0.08,50.0,237.74,2.0,4.0,14.0,22.0,28.0,18.0,26.0,16.0,N
1.0,5.0,3.0,8.0,4.0,3.0,13.0,20.0,42.85,0.08,52.0,249.98,2.0,4.0,12.0,21.0,31.0,18.0,22.0,20.0,N
0.0,3.0,1.0,4.0,2.0,2.0,5.0,7.0,8.64,0.01,12.0,36.0,1.0,2.0,5.0,5.0,7.0,3.0,8.0,7.0,N
4.0,9.0,14.0,12.0,6.0,5.0,32.0,24.0,94.27,0.16,93.0,494.94,3.0,6.0,29.0,42.0,51.0,32.0,31.0,24.0,N
6.0,15.0,11.0,26.0,12.0,7.0,37.0,34.0,47.8,0.26,131.0,767.4,7.0,13.0,31.0,61.0,70.0,38.0,43.0,34.0,N
3.0,6.0,5.0,4.0,2.0,4.0,15.0,20.0,31.73,0.08,51.0,236.84,1.0,2.0,13.0,19.0,32.0,14.0,24.0,20.0,N
0.0,3.0,1.0,4.0,2.0,2.0,5.0,7.0,8.64,0.01,12.0,36.0,1.0,2.0,5.0,5.0,7.0,3.0,8.0,7.0,N
4.0,7.0,14.0,8.0,4.0,4.0,30.0,24.0,103.04,0.18,102.0,553.48,2.0,4.0,28.0,47.0,55.0,35.0,31.0,24.0,N
1.0,3.0,3.0,4.0,2.0,2.0,8.0,13.0,27.15,0.04,29.0,120.93,1.0,2.0,8.0,14.0,15.0,11.0,15.0,13.0,N
3.0,6.0,5.0,4.0,2.0,4.0,15.0,20.0,31.73,0.08,51.0,236.84,1.0,2.0,13.0,19.0,32.0,14.0,24.0,20.0,N
3.0,39.0,3.0,40.0,4.0,20.0,63.0,37.0,97.07,0.2,112.0,600.05,18.0,20.0,45.0,51.0,61.0,33.0,45.0,38.0,N
5.0,45.0,3.0,46.0,4.0,23.0,72.0,41.0,104.29,0.22,123.0,667.43,21.0,23.0,51.0,56.0,67.0,35.0,54.0,42.0,N
0.0,3.0,3.0,4.0,2.0,2.0,7.0,7.0,24.0,0.03,21.0,84.0,1.0,2.0,7.0,9.0,12.0,9.0,8.0,7.0,N
5.0,5.0,13.0,4.0,2.0,3.0,24.0,23.0,88.98,0.18,102.0,553.48,1.0,2.0,23.0,47.0,55.0,34.0,32.0,23.0,N
4.0,9.0,3.0,16.0,6.0,4.0,18.0,10.0,18.99,0.07,43.0,204.46,5.0,8.0,15.0,20.0,23.0,13.0,20.0,10.0,N
6.0,15.0,7.0,14.0,6.0,6.0,32.0,31.0,35.72,0.17,94.0,496.83,4.0,7.0,25.0,36.0,58.0,22.0,43.0,31.0,N
3.0,3.0,5.0,4.0,2.0,2.0,11.0,17.0,39.07,0.09,58.0,275.78,1.0,2.0,11.0,24.0,34.0,17.0,26.0,18.0,N
9.0,11.0,8.0,22.0,10.0,5.0,27.0,28.0,43.07,0.25,133.0,754.43,6.0,11.0,23.0,59.0,74.0,32.0,54.0,28.0,N
3.0,7.0,3.0,12.0,6.0,3.0,16.0,16.0,28.82,0.06,43.0,194.51,3.0,6.0,14.0,21.0,22.0,14.0,24.0,16.0,N
2.0,7.0,4.0,12.0,6.0,4.0,19.0,16.0,42.95,0.06,42.0,178.41,3.0,6.0,17.0,18.0,24.0,13.0,20.0,16.0,N
4.0,13.0,4.0,22.0,10.0,6.0,32.0,25.0,35.89,0.12,74.0,373.29,6.0,11.0,27.0,32.0,42.0,20.0,31.0,25.0,N
9.0,7.0,6.0,12.0,6.0,3.0,22.0,29.0,48.34,0.18,96.0,539.01,3.0,6.0,20.0,46.0,50.0,33.0,47.0,29.0,Y
2.0,3.0,4.0,4.0,2.0,2.0,10.0,10.0,24.36,0.09,55.0,267.19,1.0,2.0,10.0,27.0,28.0,16.0,13.0,10.0,N
9.0,9.0,17.0,12.0,6.0,5.0,34.0,32.0,104.23,0.23,121.0,686.36,3.0,6.0,31.0,54.0,67.0,41.0,46.0,32.0,Y
4.0,3.0,3.0,4.0,2.0,2.0,8.0,20.0,48.42,0.12,68.0,351.55,1.0,2.0,8.0,33.0,35.0,25.0,27.0,20.0,Y
4.0,7.0,6.0,4.0,2.0,5.0,17.0,22.0,36.22,0.11,66.0,326.98,1.0,2.0,14.0,25.0,41.0,18.0,27.0,22.0,N
5.0,13.0,7.0,22.0,10.0,7.0,31.0,39.0,93.84,0.2,106.0,604.25,6.0,11.0,26.0,48.0,58.0,41.0,48.0,39.0,N
3.0,5.0,2.0,8.0,4.0,3.0,10.0,13.0,22.48,0.06,42.0,187.3,2.0,4.0,9.0,20.0,22.0,12.0,17.0,13.0,N
11.0,19.0,2.0,24.0,10.0,6.0,35.0,49.0,37.25,0.4,201.0,1201.43,7.0,12.0,26.0,86.0,115.0,36.0,61.0,49.0,N
3.0,7.0,5.0,4.0,2.0,5.0,20.0,37.0,52.8,0.24,127.0,730.87,1.0,2.0,17.0,51.0,76.0,35.0,45.0,37.0,N
2.0,3.0,1.0,4.0,2.0,2.0,7.0,8.0,10.38,0.04,29.0,125.34,1.0,2.0,7.0,13.0,16.0,7.0,11.0,8.0,N
34.0,27.0,4.0,52.0,26.0,8.0,71.0,110.0,59.32,0.72,345.0,2168.46,13.0,26.0,59.0,155.0,190.0,53.0,171.0,111.0,N
3.0,5.0,0.0,8.0,4.0,1.0,10.0,12.0,27.78,0.04,30.0,129.66,2.0,4.0,9.0,14.0,16.0,12.0,18.0,12.0,N
3.0,5.0,0.0,8.0,4.0,1.0,10.0,12.0,27.78,0.04,30.0,129.66,2.0,4.0,9.0,14.0,16.0,12.0,18.0,12.0,N
5.0,7.0,0.0,10.0,4.0,1.0,12.0,14.0,20.31,0.07,46.0,218.72,3.0,5.0,10.0,20.0,26.0,13.0,27.0,14.0,N
3.0,3.0,2.0,4.0,2.0,2.0,8.0,9.0,13.59,0.05,33.0,144.95,1.0,2.0,8.0,16.0,17.0,9.0,22.0,9.0,N
2.0,3.0,1.0,4.0,2.0,2.0,7.0,5.0,10.24,0.02,14.0,50.19,1.0,2.0,7.0,7.0,7.0,5.0,10.0,5.0,N
3.0,8.0,3.0,4.0,2.0,2.0,20.0,21.0,28.09,0.2,117.0,614.01,1.0,2.0,16.0,54.0,63.0,21.0,28.0,21.0,N
10.0,13.0,14.0,20.0,10.0,7.0,53.0,52.0,138.63,0.38,193.0,1135.35,5.0,10.0,48.0,91.0,102.0,50.0,68.0,52.0,N
4.0,6.0,6.0,4.0,2.0,4.0,17.0,27.0,35.47,0.14,80.0,434.1,1.0,2.0,15.0,34.0,46.0,25.0,34.0,27.0,N
7.0,11.0,4.0,20.0,10.0,5.0,28.0,37.0,40.77,0.36,181.0,1073.46,5.0,10.0,24.0,87.0,94.0,38.0,53.0,37.0,N
1.0,11.0,2.0,20.0,10.0,6.0,21.0,16.0,40.18,0.09,57.0,264.7,5.0,10.0,17.0,28.0,29.0,17.0,18.0,16.0,N
3.0,3.0,0.0,4.0,2.0,1.0,6.0,8.0,14.09,0.04,32.0,130.8,1.0,2.0,6.0,13.0,19.0,7.0,15.0,8.0,N
3.0,3.0,0.0,4.0,2.0,1.0,6.0,9.0,13.02,0.03,25.0,97.67,1.0,2.0,6.0,10.0,15.0,6.0,17.0,9.0,N
3.0,3.0,4.0,4.0,2.0,2.0,11.0,11.0,30.55,0.07,53.0,216.64,1.0,2.0,11.0,26.0,27.0,11.0,16.0,11.0,N
