@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute Defective {Y,N}

@data
6.0,3.0,1.0,5.0,4.0,4.0,2.0,0.13,2.0,2.0,1.0,0.5,6.0,1.0,0.0,10.0,4.0,21.05,9.8,N
7.0,5.0,1.0,4.0,8.0,8.0,3.0,0.17,4.0,2.0,2.0,0.67,12.0,1.0,0.0,14.0,1.0,30.91,8.62,N
20.0,11.0,4.0,4.0,16.0,18.0,6.0,0.19,8.0,2.25,5.0,0.83,22.0,3.0,0.4,27.0,4.0,53.81,14.9,N
14.0,7.0,3.0,3.0,12.0,12.0,4.0,0.17,6.0,2.0,4.0,1.0,16.0,1.0,0.0,20.0,0.0,47.35,11.12,N
19.0,13.0,4.0,4.0,18.0,20.0,7.0,0.22,8.0,2.5,5.0,0.71,24.0,5.0,0.67,28.0,4.0,55.58,14.56,N
36.0,23.0,8.0,21.0,29.0,40.0,12.0,0.18,18.0,2.22,8.0,0.67,48.0,5.0,0.36,45.0,4.0,68.78,26.32,N
3.0,3.0,0.0,2.0,2.0,4.0,2.0,0.15,2.0,2.0,1.0,0.5,5.0,1.0,0.0,11.0,2.0,10.9,12.0,N
3.0,3.0,0.0,2.0,2.0,4.0,2.0,0.15,2.0,2.0,1.0,0.5,5.0,1.0,0.0,11.0,2.0,17.29,12.0,N
9.0,15.0,4.0,14.0,22.0,28.0,8.0,0.2,14.0,2.0,6.0,0.75,30.0,4.0,0.43,27.0,6.0,35.27,13.74,N
5.0,3.0,1.0,4.0,12.0,4.0,2.0,0.14,2.0,2.0,2.0,1.0,5.0,1.0,0.0,10.0,3.0,15.6,6.67,N
1.0,3.0,0.0,3.0,3.0,4.0,2.0,0.17,2.0,2.0,1.0,0.5,5.0,1.0,0.0,9.0,3.0,13.38,8.25,N
1.0,3.0,0.0,3.0,3.0,4.0,2.0,0.17,2.0,2.0,1.0,0.5,5.0,1.0,0.0,9.0,3.0,20.27,9.17,N
49.0,19.0,8.0,6.0,57.0,30.0,10.0,0.1,12.0,2.5,7.0,0.7,60.0,10.0,1.0,98.0,1.0,125.84,27.25,N
77.0,49.0,9.0,20.0,56.0,94.0,25.0,0.13,46.0,2.04,24.0,0.96,137.0,15.0,0.58,172.0,4.0,243.12,22.99,N
40.0,5.0,3.0,2.0,11.0,8.0,3.0,0.1,4.0,2.0,3.0,1.0,16.0,1.0,0.0,28.0,1.0,44.75,18.67,Y
31.0,7.0,7.0,1.0,29.0,12.0,4.0,0.09,6.0,2.0,4.0,1.0,33.0,1.0,0.0,43.0,0.0,84.37,19.2,N
34.0,3.0,4.0,11.0,31.0,4.0,2.0,0.04,2.0,2.0,2.0,1.0,11.0,1.0,0.0,36.0,5.0,37.89,24.18,N
14.0,7.0,2.0,11.0,5.0,12.0,4.0,0.13,6.0,2.0,3.0,0.75,15.0,1.0,0.0,21.0,5.0,49.79,9.48,N
5.0,7.0,1.0,1.0,1.0,12.0,4.0,0.24,6.0,2.0,2.0,0.5,15.0,1.0,0.0,16.0,1.0,24.97,20.38,N
4.0,5.0,2.0,0.0,7.0,8.0,3.0,0.21,4.0,2.0,3.0,1.0,12.0,1.0,0.0,14.0,1.0,16.78,11.2,N
39.0,37.0,6.0,6.0,51.0,66.0,19.0,0.2,30.0,2.2,9.0,0.47,77.0,9.0,0.44,88.0,1.0,66.11,50.27,N
18.0,6.0,6.0,7.0,6.0,4.0,4.0,0.11,2.0,2.0,3.0,0.75,16.0,1.0,0.0,29.0,3.0,49.27,18.53,N
49.0,41.0,14.0,16.0,37.0,78.0,21.0,0.28,38.0,2.05,15.0,0.71,104.0,5.0,0.2,60.0,3.0,78.4,74.77,N
31.0,19.0,5.0,12.0,25.0,34.0,10.0,0.16,16.0,2.13,6.0,0.6,41.0,3.0,0.22,52.0,2.0,47.49,47.96,N
84.0,37.0,10.0,44.0,76.0,66.0,19.0,0.13,32.0,2.06,8.0,0.42,82.0,9.0,0.44,101.0,9.0,75.03,66.0,N
17.0,15.0,3.0,28.0,6.0,28.0,8.0,0.14,14.0,2.0,6.0,0.75,37.0,1.0,0.0,29.0,0.0,78.29,48.05,N
16.0,11.0,5.0,3.0,8.0,18.0,6.0,0.24,8.0,2.25,4.0,0.67,28.0,5.0,0.8,22.0,0.0,37.5,29.45,N
5.0,8.0,3.0,7.0,3.0,4.0,6.0,0.17,2.0,2.0,6.0,1.0,17.0,1.0,0.0,29.0,1.0,29.49,24.0,N
1.0,7.0,1.0,1.0,0.0,8.0,4.0,0.25,2.0,4.0,2.0,0.5,11.0,4.0,1.0,15.0,1.0,22.03,12.0,N
7.0,3.0,3.0,2.0,7.0,4.0,2.0,0.13,2.0,2.0,1.0,0.5,8.0,1.0,0.0,14.0,2.0,25.23,9.5,N
17.0,20.0,3.0,5.0,0.0,14.0,15.0,0.22,6.0,2.33,3.0,0.2,40.0,4.0,0.21,63.0,3.0,45.89,35.45,N
3.0,3.0,0.0,2.0,1.0,8.0,2.0,0.18,4.0,2.0,1.0,0.5,5.0,1.0,0.0,9.0,2.0,24.7,7.22,N
3.0,3.0,0.0,2.0,0.0,8.0,2.0,0.18,4.0,2.0,1.0,0.5,5.0,1.0,0.0,9.0,2.0,24.08,7.22,N
6.0,7.0,3.0,1.0,1.0,8.0,4.0,0.22,2.0,4.0,2.0,0.5,12.0,1.0,0.0,17.0,1.0,25.0,13.6,N
25.0,9.0,8.0,7.0,0.0,12.0,5.0,0.15,6.0,2.0,5.0,1.0,32.0,1.0,0.0,27.0,0.0,50.43,10.62,N
13.0,17.0,5.0,2.0,0.0,32.0,9.0,0.14,16.0,2.0,9.0,1.0,59.0,1.0,0.0,62.0,0.0,183.65,7.02,N
7.0,3.0,3.0,0.0,9.0,4.0,2.0,0.17,2.0,2.0,2.0,1.0,7.0,1.0,0.0,12.0,1.0,22.78,2.33,N
2.0,7.0,1.0,0.0,0.0,12.0,4.0,0.17,6.0,2.0,2.0,0.5,14.0,1.0,0.0,24.0,2.0,20.18,16.36,N
5.0,5.0,2.0,4.0,0.0,8.0,3.0,0.18,4.0,2.0,3.0,1.0,16.0,1.0,0.0,13.0,0.0,25.58,13.2,N
22.0,5.0,0.0,3.0,13.0,16.0,3.0,0.09,8.0,2.0,1.0,0.33,12.0,1.0,0.0,32.0,1.0,58.73,53.2,N
1.0,3.0,4.0,0.0,0.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,9.0,1.0,0.0,10.0,0.0,22.35,7.27,N
9.0,5.0,2.0,4.0,3.0,8.0,3.0,0.14,4.0,2.0,3.0,1.0,14.0,1.0,0.0,17.0,0.0,29.6,24.29,N
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,1.0,0.5,5.0,1.0,0.0,7.0,1.0,8.79,12.0,N
1.0,5.0,0.0,0.0,0.0,8.0,3.0,0.33,4.0,2.0,1.0,0.33,9.0,1.0,0.0,9.0,1.0,12.09,14.14,N
1.0,5.0,0.0,0.0,0.0,8.0,3.0,0.27,4.0,2.0,1.0,0.33,9.0,1.0,0.0,11.0,2.0,14.67,14.67,N
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,1.0,0.5,5.0,1.0,0.0,7.0,1.0,8.79,12.0,N
1.0,5.0,0.0,0.0,0.0,8.0,3.0,0.33,4.0,2.0,1.0,0.33,9.0,1.0,0.0,9.0,1.0,12.09,14.14,N
1.0,5.0,0.0,0.0,0.0,8.0,3.0,0.27,4.0,2.0,1.0,0.33,9.0,1.0,0.0,11.0,2.0,14.67,14.67,N
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,1.0,0.5,5.0,1.0,0.0,7.0,1.0,8.79,12.0,N
1.0,5.0,0.0,0.0,0.0,8.0,3.0,0.33,4.0,2.0,1.0,0.33,9.0,1.0,0.0,9.0,1.0,12.09,14.14,N
1.0,5.0,0.0,0.0,0.0,8.0,3.0,0.27,4.0,2.0,1.0,0.33,9.0,1.0,0.0,11.0,2.0,14.67,14.67,N
40.0,11.0,4.0,25.0,13.0,16.0,6.0,0.08,8.0,2.0,4.0,0.67,27.0,5.0,0.8,48.0,1.0,71.01,24.77,N
2.0,3.0,2.0,0.0,2.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,6.0,1.0,0.0,7.0,0.0,16.52,6.19,N
2.0,3.0,2.0,0.0,2.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,6.0,1.0,0.0,7.0,0.0,16.52,6.19,N
2.0,3.0,2.0,0.0,2.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,6.0,1.0,0.0,7.0,0.0,16.52,6.19,N
2.0,3.0,2.0,0.0,2.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,6.0,1.0,0.0,7.0,0.0,16.52,6.19,N
2.0,3.0,2.0,0.0,2.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,6.0,1.0,0.0,7.0,0.0,16.52,6.19,N
2.0,3.0,2.0,0.0,2.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,6.0,1.0,0.0,7.0,0.0,16.52,6.19,N
2.0,3.0,2.0,0.0,2.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,6.0,1.0,0.0,7.0,0.0,16.52,6.19,N
8.0,7.0,0.0,2.0,14.0,10.0,4.0,0.24,4.0,2.5,1.0,0.25,11.0,3.0,0.67,15.0,0.0,17.03,14.68,N
2.0,3.0,0.0,0.0,8.0,4.0,2.0,0.22,2.0,2.0,1.0,0.5,6.0,1.0,0.0,9.0,0.0,11.86,4.38,N
4.0,3.0,0.0,0.0,10.0,4.0,2.0,0.25,2.0,2.0,1.0,0.5,5.0,1.0,0.0,8.0,0.0,11.07,4.38,N
3.0,3.0,0.0,0.0,5.0,4.0,2.0,0.25,2.0,2.0,1.0,0.5,5.0,1.0,0.0,8.0,0.0,17.16,6.19,N
4.0,3.0,0.0,0.0,10.0,4.0,2.0,0.25,2.0,2.0,1.0,0.5,5.0,1.0,0.0,8.0,0.0,11.07,4.38,N
3.0,3.0,2.0,0.0,2.0,4.0,2.0,0.22,2.0,2.0,2.0,1.0,6.0,1.0,0.0,9.0,0.0,19.71,5.5,N
13.0,5.0,3.0,4.0,19.0,8.0,3.0,0.18,4.0,2.0,2.0,0.67,17.0,1.0,0.0,13.0,0.0,22.53,13.93,N
9.0,17.0,4.0,0.0,0.0,32.0,9.0,0.38,16.0,2.0,8.0,0.89,34.0,1.0,0.0,24.0,0.0,30.54,11.65,N
16.0,7.0,3.0,0.0,15.0,12.0,4.0,0.16,6.0,2.0,3.0,0.75,15.0,1.0,0.0,25.0,0.0,21.39,22.46,N
82.0,43.0,12.0,6.0,100.0,74.0,23.0,0.13,36.0,2.06,17.0,0.74,117.0,15.0,0.64,176.0,5.0,140.31,37.2,N
22.0,7.0,4.0,9.0,31.0,12.0,4.0,0.1,6.0,2.0,3.0,0.75,19.0,1.0,0.0,32.0,6.0,45.51,16.36,N
9.0,3.0,5.0,0.0,12.0,4.0,2.0,0.11,2.0,2.0,2.0,1.0,10.0,1.0,0.0,18.0,1.0,35.45,10.29,N
12.0,5.0,1.0,3.0,4.0,8.0,3.0,0.18,4.0,2.0,2.0,0.67,10.0,3.0,1.0,14.0,0.0,15.83,13.82,N
14.0,7.0,4.0,4.0,21.0,10.0,4.0,0.12,4.0,2.5,3.0,0.75,16.0,3.0,0.67,29.0,2.0,39.73,19.35,N
38.0,35.0,4.0,5.0,70.0,58.0,18.0,0.17,24.0,2.42,7.0,0.39,67.0,13.0,0.71,104.0,2.0,58.36,41.38,N
39.0,23.0,10.0,4.0,58.0,40.0,12.0,0.17,18.0,2.22,7.0,0.58,49.0,5.0,0.36,68.0,5.0,52.05,21.71,N
19.0,7.0,3.0,4.0,16.0,12.0,4.0,0.16,6.0,2.0,4.0,1.0,16.0,1.0,0.0,21.0,0.0,31.79,17.86,N
25.0,15.0,7.0,6.0,39.0,28.0,8.0,0.1,14.0,2.0,7.0,0.88,46.0,1.0,0.0,71.0,6.0,90.85,21.94,Y
27.0,3.0,2.0,1.0,19.0,4.0,2.0,0.09,2.0,2.0,2.0,1.0,7.0,1.0,0.0,22.0,1.0,37.27,15.43,Y
1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,6.0,1.0,0.0,10.0,0.0,10.75,7.0,N
34.0,17.0,9.0,5.0,26.0,30.0,9.0,0.13,14.0,2.14,7.0,0.78,44.0,4.0,0.38,66.0,5.0,76.03,28.98,N
9.0,9.0,1.0,0.0,17.0,12.0,5.0,0.23,4.0,3.0,3.0,0.6,13.0,5.0,1.0,22.0,2.0,35.13,12.55,Y
32.0,13.0,13.0,16.0,23.0,24.0,7.0,0.09,12.0,2.0,7.0,1.0,38.0,1.0,0.0,59.0,9.0,104.75,22.14,Y
13.0,5.0,2.0,9.0,7.0,8.0,3.0,0.11,4.0,2.0,3.0,1.0,10.0,1.0,0.0,19.0,0.0,37.6,9.75,N
3.0,3.0,2.0,0.0,0.0,4.0,2.0,0.11,2.0,2.0,1.0,0.5,8.0,1.0,0.0,19.0,2.0,24.71,10.58,N
6.0,3.0,1.0,1.0,6.0,4.0,2.0,0.18,2.0,2.0,1.0,0.5,6.0,1.0,0.0,10.0,1.0,16.21,5.4,N
3.0,3.0,0.0,0.0,0.0,4.0,2.0,0.13,2.0,2.0,1.0,0.5,6.0,1.0,0.0,15.0,2.0,18.54,9.63,N
30.0,32.0,19.0,4.0,62.0,16.0,24.0,0.26,4.0,4.0,19.0,0.79,55.0,9.0,0.35,89.0,3.0,54.69,47.6,Y
6.0,3.0,3.0,4.0,15.0,4.0,2.0,0.14,2.0,2.0,2.0,1.0,8.0,1.0,0.0,10.0,3.0,16.21,10.56,N
13.0,7.0,3.0,3.0,24.0,12.0,4.0,0.11,6.0,2.0,4.0,1.0,16.0,1.0,0.0,32.0,1.0,34.91,18.57,Y
31.0,21.0,5.0,7.0,28.0,34.0,11.0,0.14,14.0,2.43,9.0,0.82,46.0,11.0,1.0,74.0,1.0,61.92,36.74,Y
12.0,11.0,5.0,1.0,16.0,20.0,6.0,0.13,10.0,2.0,6.0,1.0,30.0,1.0,0.0,44.0,3.0,46.89,18.91,N
0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.13,2.0,2.0,1.0,0.5,6.0,1.0,0.0,15.0,2.0,42.88,6.87,N
51.0,35.0,10.0,9.0,73.0,62.0,18.0,0.16,28.0,2.21,10.0,0.56,75.0,9.0,0.47,107.0,1.0,51.85,64.92,Y
2.0,3.0,1.0,2.0,0.0,4.0,2.0,0.14,2.0,2.0,2.0,1.0,6.0,1.0,0.0,12.0,2.0,20.76,2.5,N
4.0,5.0,1.0,4.0,0.0,8.0,3.0,0.14,4.0,2.0,3.0,1.0,10.0,1.0,0.0,17.0,2.0,34.27,2.78,N
0.0,7.0,0.0,0.0,0.0,12.0,4.0,0.24,6.0,2.0,1.0,0.25,14.0,3.0,0.67,17.0,2.0,10.6,10.13,N
3.0,11.0,0.0,0.0,0.0,16.0,6.0,0.4,6.0,2.67,1.0,0.17,18.0,4.0,0.6,15.0,2.0,7.45,30.8,N
3.0,3.0,0.0,0.0,0.0,4.0,2.0,0.14,2.0,2.0,1.0,0.5,5.0,1.0,0.0,14.0,2.0,11.85,9.0,N
2.0,3.0,0.0,0.0,0.0,4.0,2.0,0.2,2.0,2.0,1.0,0.5,5.0,1.0,0.0,10.0,1.0,6.92,8.0,N
25.0,25.0,6.0,6.0,15.0,42.0,13.0,0.17,18.0,2.33,9.0,0.69,59.0,7.0,0.5,70.0,1.0,80.81,26.6,N
5.0,7.0,3.0,3.0,2.0,12.0,4.0,0.15,6.0,2.0,4.0,1.0,17.0,1.0,0.0,24.0,2.0,26.32,16.0,N
15.0,5.0,1.0,7.0,9.0,8.0,3.0,0.16,4.0,2.0,2.0,0.67,10.0,1.0,0.0,12.0,1.0,28.99,18.12,N
6.0,3.0,0.0,2.0,2.0,4.0,2.0,0.18,2.0,2.0,1.0,0.5,5.0,1.0,0.0,9.0,1.0,13.77,13.5,N
5.0,3.0,0.0,2.0,2.0,4.0,2.0,0.18,2.0,2.0,1.0,0.5,5.0,1.0,0.0,9.0,2.0,13.64,17.06,N
10.0,13.0,0.0,15.0,2.0,22.0,7.0,0.3,10.0,2.2,1.0,0.14,23.0,1.0,0.0,8.0,4.0,21.3,16.32,N
14.0,5.0,4.0,1.0,9.0,8.0,3.0,0.15,4.0,2.0,3.0,1.0,13.0,1.0,0.0,19.0,1.0,35.6,10.11,N
35.0,31.0,9.0,28.0,17.0,52.0,16.0,0.15,22.0,2.36,11.0,0.69,68.0,10.0,0.6,76.0,5.0,108.35,33.87,N
6.0,5.0,1.0,7.0,2.0,8.0,3.0,0.2,4.0,2.0,2.0,0.67,11.0,1.0,0.0,8.0,0.0,17.71,10.67,N
17.0,9.0,4.0,8.0,19.0,16.0,5.0,0.14,8.0,2.0,4.0,0.8,23.0,1.0,0.0,27.0,0.0,42.9,20.7,N
16.0,5.0,1.0,10.0,7.0,8.0,3.0,0.1,4.0,2.0,2.0,0.67,11.0,1.0,0.0,20.0,1.0,37.71,30.2,N
11.0,11.0,1.0,14.0,5.0,20.0,6.0,0.15,10.0,2.0,2.0,0.33,26.0,1.0,0.0,27.0,1.0,48.56,33.51,N
81.0,162.0,8.0,80.0,165.0,248.0,96.0,0.19,118.0,2.1,63.0,0.66,345.0,27.0,0.27,423.0,3.0,131.72,126.56,N
20.0,7.0,2.0,2.0,2.0,12.0,4.0,0.33,6.0,2.0,3.0,0.75,12.0,1.0,0.0,10.0,1.0,19.23,5.69,N
115.0,31.0,3.0,35.0,12.0,60.0,16.0,0.19,30.0,2.0,3.0,0.19,67.0,10.0,0.6,49.0,1.0,83.81,31.06,N
156.0,63.0,5.0,53.0,27.0,116.0,32.0,0.23,54.0,2.15,10.0,0.31,129.0,12.0,0.35,85.0,1.0,78.34,51.47,N
48.0,57.0,11.0,61.0,32.0,106.0,29.0,0.13,50.0,2.12,22.0,0.76,161.0,27.0,0.93,165.0,3.0,204.29,41.72,N
17.0,21.0,5.0,6.0,8.0,38.0,11.0,0.16,18.0,2.11,10.0,0.91,44.0,7.0,0.6,61.0,3.0,87.92,17.2,N
74.0,23.0,10.0,30.0,18.0,42.0,12.0,0.13,20.0,2.1,10.0,0.83,64.0,3.0,0.18,63.0,3.0,85.71,38.23,N
33.0,5.0,4.0,8.0,4.0,8.0,3.0,0.13,4.0,2.0,3.0,1.0,14.0,1.0,0.0,16.0,3.0,28.18,15.16,N
4.0,7.0,1.0,3.0,0.0,12.0,4.0,0.18,6.0,2.0,4.0,1.0,25.0,1.0,0.0,19.0,2.0,40.01,18.29,N
4.0,11.0,1.0,3.0,0.0,20.0,6.0,0.21,10.0,2.0,6.0,1.0,38.0,1.0,0.0,25.0,2.0,42.36,23.73,N
1.0,9.0,1.0,1.0,0.0,16.0,5.0,0.14,8.0,2.0,5.0,1.0,32.0,1.0,0.0,35.0,1.0,110.24,10.11,N
5.0,9.0,1.0,2.0,0.0,16.0,5.0,0.19,8.0,2.0,4.0,0.8,24.0,1.0,0.0,25.0,1.0,27.4,20.16,N
2.0,9.0,2.0,1.0,0.0,16.0,5.0,0.16,8.0,2.0,5.0,1.0,41.0,1.0,0.0,30.0,1.0,78.0,13.61,N
1.0,3.0,1.0,1.0,0.0,4.0,2.0,0.11,2.0,2.0,2.0,1.0,16.0,1.0,0.0,17.0,1.0,54.5,9.27,N
1.0,7.0,1.0,1.0,0.0,12.0,4.0,0.25,6.0,2.0,4.0,1.0,20.0,1.0,0.0,15.0,1.0,20.45,13.07,N
1.0,16.0,1.0,1.0,0.0,8.0,13.0,0.26,4.0,2.0,13.0,1.0,36.0,1.0,0.0,49.0,1.0,35.91,21.53,N
1.0,18.0,1.0,1.0,0.0,12.0,14.0,0.26,6.0,2.0,14.0,1.0,39.0,1.0,0.0,52.0,1.0,36.57,23.03,N
4.0,13.0,2.0,1.0,0.0,24.0,7.0,0.16,12.0,2.0,7.0,1.0,47.0,1.0,0.0,42.0,1.0,160.8,10.16,N
16.0,25.0,5.0,5.0,8.0,42.0,13.0,0.19,18.0,2.33,10.0,0.77,48.0,9.0,0.67,62.0,3.0,84.92,18.79,N
40.0,25.0,10.0,30.0,19.0,46.0,13.0,0.14,22.0,2.09,10.0,0.77,69.0,3.0,0.17,65.0,3.0,83.84,41.66,N
77.0,33.0,9.0,25.0,15.0,62.0,17.0,0.17,30.0,2.07,11.0,0.65,87.0,9.0,0.5,75.0,3.0,88.15,36.04,N
4.0,3.0,1.0,4.0,0.0,4.0,2.0,0.14,2.0,2.0,1.0,0.5,6.0,1.0,0.0,10.0,0.0,23.58,12.5,N
4.0,3.0,1.0,2.0,6.0,4.0,2.0,0.25,2.0,2.0,2.0,1.0,5.0,1.0,0.0,6.0,0.0,17.91,6.29,N
4.0,3.0,1.0,2.0,6.0,4.0,2.0,0.25,2.0,2.0,2.0,1.0,5.0,1.0,0.0,6.0,0.0,17.91,6.29,N
7.0,3.0,1.0,0.0,7.0,4.0,2.0,0.13,2.0,2.0,1.0,0.5,7.0,1.0,0.0,15.0,1.0,17.24,10.64,N
3.0,3.0,1.0,2.0,5.0,4.0,2.0,0.18,2.0,2.0,1.0,0.5,7.0,1.0,0.0,9.0,1.0,17.13,10.0,N
27.0,13.0,4.0,4.0,33.0,6.0,10.0,0.24,2.0,3.0,4.0,0.4,25.0,4.0,0.33,38.0,3.0,32.0,26.1,N
6.0,11.0,0.0,2.0,2.0,16.0,6.0,0.38,6.0,2.67,1.0,0.17,18.0,5.0,0.8,14.0,2.0,15.76,17.6,N
20.0,21.0,2.0,7.0,14.0,22.0,13.0,0.24,10.0,2.2,2.0,0.15,44.0,3.0,0.17,47.0,2.0,30.99,27.86,N
4.0,3.0,0.0,0.0,1.0,4.0,2.0,0.18,2.0,2.0,1.0,0.5,5.0,1.0,0.0,11.0,2.0,20.51,6.11,N
5.0,3.0,0.0,0.0,2.0,4.0,2.0,0.18,2.0,2.0,1.0,0.5,5.0,1.0,0.0,11.0,2.0,19.8,6.11,N
3.0,3.0,1.0,1.0,2.0,4.0,2.0,0.17,2.0,2.0,1.0,0.5,6.0,1.0,0.0,11.0,1.0,14.83,9.63,N
7.0,7.0,1.0,3.0,7.0,12.0,4.0,0.17,6.0,2.0,4.0,1.0,14.0,4.0,1.0,21.0,1.0,46.9,10.5,N
12.0,5.0,3.0,2.0,22.0,8.0,3.0,0.14,4.0,2.0,1.0,0.33,12.0,1.0,0.0,19.0,2.0,45.57,9.64,Y
7.0,7.0,1.0,1.0,5.0,12.0,4.0,0.17,6.0,2.0,4.0,1.0,14.0,4.0,1.0,23.0,1.0,46.9,10.5,N
14.0,5.0,1.0,3.0,34.0,8.0,3.0,0.14,4.0,2.0,3.0,1.0,11.0,1.0,0.0,18.0,2.0,31.39,9.47,Y
10.0,5.0,2.0,3.0,11.0,8.0,3.0,0.12,4.0,2.0,3.0,1.0,10.0,1.0,0.0,22.0,2.0,39.66,11.08,Y
8.0,5.0,2.0,2.0,19.0,8.0,3.0,0.14,4.0,2.0,3.0,1.0,10.0,1.0,0.0,20.0,1.0,31.51,10.5,Y
0.0,5.0,2.0,2.0,0.0,8.0,3.0,0.2,4.0,2.0,3.0,1.0,12.0,1.0,0.0,13.0,2.0,22.4,7.33,Y
0.0,5.0,2.0,0.0,0.0,8.0,3.0,0.23,4.0,2.0,3.0,1.0,10.0,1.0,0.0,13.0,1.0,33.1,7.26,N
0.0,5.0,2.0,0.0,0.0,8.0,3.0,0.14,4.0,2.0,3.0,1.0,12.0,1.0,0.0,21.0,1.0,34.57,10.93,N
10.0,15.0,6.0,2.0,31.0,26.0,8.0,0.17,12.0,2.17,7.0,0.88,32.0,4.0,0.43,44.0,1.0,74.36,13.06,Y
4.0,35.0,5.0,4.0,18.0,64.0,18.0,0.19,30.0,2.13,16.0,0.89,80.0,7.0,0.35,91.0,2.0,195.05,21.41,Y
0.0,5.0,2.0,0.0,0.0,8.0,3.0,0.14,4.0,2.0,3.0,1.0,12.0,1.0,0.0,21.0,1.0,36.48,10.43,N
0.0,7.0,3.0,0.0,0.0,10.0,4.0,0.18,4.0,2.5,3.0,0.75,15.0,4.0,1.0,22.0,1.0,41.71,12.75,N
2.0,15.0,2.0,1.0,9.0,24.0,8.0,0.19,10.0,2.4,6.0,0.75,24.0,6.0,0.71,41.0,4.0,75.22,14.8,N
2.0,5.0,2.0,2.0,13.0,8.0,3.0,0.06,4.0,2.0,3.0,1.0,14.0,1.0,0.0,47.0,1.0,55.85,28.0,Y
5.0,7.0,1.0,0.0,0.0,10.0,4.0,0.18,4.0,2.5,2.0,0.5,12.0,3.0,0.67,22.0,0.0,21.05,14.77,N
4.0,7.0,2.0,1.0,7.0,10.0,4.0,0.16,4.0,2.5,3.0,0.75,14.0,3.0,0.67,24.0,1.0,30.72,19.13,Y
35.0,21.0,9.0,9.0,59.0,36.0,11.0,0.12,16.0,2.25,10.0,0.91,64.0,3.0,0.2,82.0,3.0,70.59,44.71,Y
4.0,3.0,2.0,1.0,12.0,4.0,2.0,0.18,2.0,2.0,1.0,0.5,7.0,1.0,0.0,10.0,1.0,23.14,6.5,Y
0.0,11.0,3.0,2.0,7.0,18.0,6.0,0.2,8.0,2.25,5.0,0.83,20.0,5.0,0.8,28.0,1.0,33.22,15.91,Y
14.0,9.0,2.0,5.0,1.0,16.0,5.0,0.15,8.0,2.0,5.0,1.0,21.0,4.0,0.75,28.0,2.0,18.72,21.54,N
5.0,3.0,1.0,0.0,0.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,7.0,1.0,0.0,10.0,1.0,10.42,6.75,N
12.0,19.0,2.0,0.0,0.0,36.0,10.0,0.2,18.0,2.0,9.0,0.9,47.0,10.0,1.0,50.0,2.0,65.44,11.21,N
8.0,19.0,6.0,1.0,0.0,32.0,10.0,0.33,14.0,2.29,8.0,0.8,40.0,10.0,1.0,29.0,2.0,31.33,20.43,N
12.0,19.0,2.0,0.0,0.0,36.0,10.0,0.2,18.0,2.0,9.0,0.9,47.0,10.0,1.0,50.0,2.0,74.62,10.16,N
7.0,5.0,1.0,2.0,0.0,8.0,3.0,0.13,4.0,2.0,2.0,0.67,10.0,1.0,0.0,22.0,2.0,55.95,7.24,N
5.0,11.0,3.0,2.0,3.0,18.0,6.0,0.3,8.0,2.25,5.0,0.83,21.0,4.0,0.6,18.0,1.0,26.39,12.07,N
3.0,5.0,1.0,0.0,0.0,8.0,3.0,0.25,4.0,2.0,2.0,0.67,10.0,1.0,0.0,12.0,2.0,15.22,12.0,N
17.0,21.0,4.0,1.0,8.0,36.0,11.0,0.26,16.0,2.25,5.0,0.45,43.0,7.0,0.6,41.0,5.0,42.16,35.93,N
16.0,13.0,6.0,0.0,5.0,24.0,7.0,0.12,12.0,2.0,6.0,0.86,31.0,1.0,0.0,59.0,4.0,95.6,31.4,N
