@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute Defective {Y,N}

@data
4.0,11.0,6.0,0.0,3.0,12.0,7.0,0.25,6.0,2.0,7.0,1.0,26.0,1.0,0.0,28.0,0.0,37.56,11.33,4824.95,0.14,83.0,0.09,268.05,425.73,0.14,3.0,6.0,N
2.0,7.0,0.0,0.0,0.0,12.0,4.0,0.36,6.0,2.0,1.0,0.25,16.0,1.0,0.0,11.0,0.0,12.76,29.25,10920.4,0.12,85.0,0.03,606.69,373.35,0.25,3.0,6.0,N
2.0,5.0,1.0,0.0,5.0,6.0,3.0,0.6,2.0,3.0,2.0,0.67,8.0,3.0,1.0,5.0,1.0,6.37,9.0,516.23,0.02,16.0,0.11,28.68,57.36,1.0,2.0,3.0,N
3.0,3.0,2.0,0.0,3.0,4.0,2.0,0.29,2.0,2.0,1.0,0.5,7.0,1.0,0.0,7.0,3.0,13.45,9.0,1089.13,0.04,28.0,0.11,60.51,121.01,0.5,1.0,2.0,N
3.0,3.0,1.0,0.0,2.0,4.0,2.0,0.29,2.0,2.0,1.0,0.5,7.0,1.0,0.0,7.0,1.0,11.47,5.0,286.8,0.02,16.0,0.2,15.93,57.36,0.5,1.0,2.0,N
3.0,7.0,3.0,0.0,1.0,12.0,4.0,0.27,6.0,2.0,3.0,0.75,16.0,3.0,0.0,15.0,1.0,18.89,9.82,1820.94,0.06,41.0,0.1,101.16,185.47,0.75,3.0,6.0,N
9.0,5.0,7.0,0.0,6.0,8.0,3.0,0.18,4.0,2.0,3.0,1.0,16.0,1.0,0.0,17.0,2.0,38.07,9.14,3182.29,0.12,69.0,0.11,176.79,348.06,0.33,2.0,4.0,N
3.0,5.0,4.0,0.0,4.0,8.0,3.0,0.25,4.0,2.0,3.0,1.0,11.0,1.0,0.0,12.0,2.0,42.23,6.94,2036.45,0.1,61.0,0.14,113.14,293.25,0.33,2.0,4.0,N
1.0,3.0,0.0,0.0,1.0,4.0,2.0,0.22,2.0,2.0,1.0,0.5,6.0,1.0,0.0,9.0,0.0,14.17,3.75,199.32,0.02,16.0,0.27,11.07,53.15,0.5,1.0,2.0,N
1.0,3.0,0.0,0.0,1.0,4.0,2.0,0.22,2.0,2.0,1.0,0.5,6.0,1.0,0.0,9.0,0.0,14.17,3.75,199.32,0.02,16.0,0.27,11.07,53.15,0.5,1.0,2.0,N
3.0,3.0,4.0,0.0,3.0,4.0,2.0,0.15,2.0,2.0,2.0,1.0,9.0,1.0,0.0,13.0,2.0,25.81,7.08,1295.09,0.06,41.0,0.14,71.95,182.84,0.5,1.0,2.0,N
1.0,3.0,0.0,0.0,1.0,4.0,2.0,0.22,2.0,2.0,1.0,0.5,6.0,1.0,0.0,9.0,0.0,14.17,3.75,199.32,0.02,16.0,0.27,11.07,53.15,0.5,1.0,2.0,N
1.0,3.0,0.0,0.0,1.0,4.0,2.0,0.22,2.0,2.0,1.0,0.5,6.0,1.0,0.0,9.0,0.0,14.17,3.75,199.32,0.02,16.0,0.27,11.07,53.15,0.5,1.0,2.0,N
3.0,7.0,3.0,0.0,4.0,12.0,4.0,0.31,6.0,2.0,4.0,1.0,15.0,3.0,0.0,13.0,2.0,21.23,5.5,642.17,0.04,28.0,0.18,35.68,116.76,0.75,3.0,6.0,N
7.0,3.0,3.0,0.0,21.0,4.0,2.0,0.18,2.0,2.0,1.0,0.5,10.0,1.0,0.0,11.0,4.0,23.74,8.88,1873.84,0.07,46.0,0.11,104.1,210.91,0.5,1.0,2.0,N
6.0,7.0,3.0,0.0,4.0,12.0,4.0,0.25,6.0,2.0,2.0,0.5,15.0,1.0,0.0,16.0,3.0,33.33,7.33,1792.43,0.08,52.0,0.14,99.58,244.42,0.25,3.0,6.0,N
14.0,31.0,6.0,0.0,8.0,48.0,16.0,0.3,18.0,2.67,9.0,0.56,53.0,7.0,0.0,54.0,0.0,80.38,11.1,9899.11,0.3,155.0,0.09,549.95,892.01,0.44,15.0,26.0,N
9.0,17.0,4.0,0.0,5.0,32.0,9.0,0.24,14.0,2.29,5.0,0.56,42.0,5.0,0.0,37.0,0.0,58.47,12.71,9443.41,0.25,131.0,0.08,524.63,743.09,0.56,9.0,16.0,N
4.0,9.0,2.0,0.0,5.0,18.0,5.0,0.26,8.0,2.25,3.0,0.6,19.0,4.0,0.0,19.0,0.0,16.09,18.42,5457.54,0.1,61.0,0.05,303.2,296.34,0.8,5.0,9.0,N
10.0,7.0,8.0,0.0,14.0,12.0,4.0,0.12,6.0,2.0,4.0,1.0,30.0,1.0,0.0,33.0,0.0,83.78,8.05,5422.96,0.22,125.0,0.12,301.28,674.04,0.25,3.0,6.0,N
4.0,9.0,5.0,0.0,4.0,14.0,5.0,0.33,6.0,2.33,4.0,0.8,18.0,3.0,0.0,15.0,1.0,40.48,7.2,2098.65,0.1,60.0,0.14,116.59,291.48,0.6,4.0,7.0,N
15.0,31.0,10.0,0.0,11.0,50.0,16.0,0.27,20.0,2.5,10.0,0.63,70.0,13.0,0.0,59.0,0.0,71.74,17.83,22807.44,0.43,206.0,0.06,1267.08,1279.15,0.81,15.0,25.0,Y
20.0,31.0,11.0,0.0,33.0,46.0,16.0,0.24,16.0,2.88,8.0,0.5,75.0,6.0,0.0,66.0,0.0,74.18,20.79,32071.97,0.51,250.0,0.05,1781.78,1542.48,0.38,15.0,24.0,Y
3.0,7.0,2.0,0.0,6.0,8.0,4.0,0.33,2.0,4.0,2.0,0.5,13.0,4.0,1.0,12.0,0.0,24.24,11.7,3318.52,0.09,59.0,0.09,184.36,283.63,1.0,3.0,4.0,N
16.0,33.0,14.0,0.0,4.0,56.0,17.0,0.27,24.0,2.33,11.0,0.65,93.0,7.0,0.0,64.0,0.0,122.45,14.22,24755.65,0.58,277.0,0.07,1375.31,1741.06,0.41,16.0,28.0,Y
6.0,6.0,6.0,0.0,5.0,4.0,4.0,0.17,2.0,2.0,4.0,1.0,17.0,1.0,0.0,24.0,0.0,39.16,9.04,3202.49,0.12,67.0,0.11,177.92,354.12,0.25,1.0,2.0,N
23.0,31.0,9.0,1.0,32.0,52.0,16.0,0.24,20.0,2.6,8.0,0.5,67.0,12.0,0.0,66.0,3.0,72.95,17.37,22006.83,0.42,201.0,0.06,1222.6,1267.06,0.75,16.0,26.0,Y
22.0,22.0,12.0,0.0,17.0,30.0,12.0,0.21,12.0,2.5,7.0,0.58,59.0,10.0,0.0,57.0,0.0,55.49,25.96,37407.34,0.48,226.0,0.04,2078.19,1440.76,0.83,9.0,15.0,Y
10.0,5.0,7.0,0.0,7.0,12.0,3.0,0.12,6.0,2.0,3.0,1.0,19.0,3.0,1.0,26.0,0.0,63.77,9.82,6146.88,0.21,114.0,0.1,341.49,626.07,1.0,3.0,6.0,N
26.0,24.0,13.0,1.0,16.0,32.0,14.0,0.17,14.0,2.29,11.0,0.79,88.0,7.0,0.0,82.0,0.0,99.15,21.29,44929.28,0.7,322.0,0.05,2496.07,2110.58,0.5,9.0,16.0,N
11.0,5.0,10.0,0.0,6.0,8.0,3.0,0.15,4.0,2.0,3.0,1.0,20.0,1.0,0.0,20.0,0.0,88.39,4.9,2125.07,0.14,82.0,0.2,118.06,433.4,0.33,2.0,4.0,N
8.0,16.0,4.0,0.0,5.0,24.0,9.0,0.31,10.0,2.4,4.0,0.44,33.0,4.0,0.0,29.0,0.0,18.35,26.0,12402.61,0.16,93.0,0.04,689.03,477.02,0.44,7.0,12.0,N
11.0,16.0,2.0,0.0,3.0,24.0,9.0,0.26,12.0,2.0,3.0,0.33,34.0,1.0,0.0,35.0,0.0,17.38,36.0,22527.81,0.21,122.0,0.03,1251.55,625.77,0.11,6.0,12.0,N
4.0,5.0,1.0,0.0,11.0,8.0,3.0,0.17,4.0,2.0,1.0,0.33,12.0,1.0,0.0,18.0,0.0,27.93,10.5,3079.11,0.1,61.0,0.1,171.06,293.25,0.33,2.0,4.0,N
7.0,3.0,5.0,0.0,2.0,4.0,2.0,0.11,2.0,2.0,2.0,1.0,13.0,1.0,0.0,19.0,0.0,64.34,4.45,1276.77,0.1,59.0,0.22,70.93,286.62,0.5,1.0,2.0,N
2.0,5.0,2.0,0.0,1.0,6.0,3.0,0.18,2.0,3.0,2.0,0.67,10.0,3.0,1.0,17.0,0.0,35.86,9.9,3514.5,0.12,71.0,0.1,195.25,355.0,1.0,2.0,3.0,N
3.0,7.0,3.0,0.0,0.0,12.0,4.0,0.19,6.0,2.0,4.0,1.0,19.0,1.0,0.0,21.0,0.0,55.61,6.0,2002.01,0.11,68.0,0.17,111.22,333.67,0.25,3.0,6.0,N
2.0,7.0,4.0,0.0,0.0,12.0,4.0,0.33,6.0,2.0,3.0,0.75,15.0,1.0,0.0,12.0,0.0,30.19,5.92,1059.13,0.06,39.0,0.17,58.84,178.81,0.25,3.0,6.0,N
2.0,7.0,4.0,0.0,0.0,12.0,4.0,0.33,6.0,2.0,3.0,0.75,15.0,1.0,0.0,12.0,0.0,30.19,5.92,1059.13,0.06,39.0,0.17,58.84,178.81,0.25,3.0,6.0,Y
17.0,15.0,7.0,0.0,19.0,28.0,8.0,0.15,14.0,2.0,7.0,0.88,37.0,1.0,0.0,52.0,0.0,45.71,22.46,23055.47,0.34,176.0,0.04,1280.86,1026.58,0.13,7.0,14.0,N
11.0,5.0,4.0,0.0,10.0,6.0,3.0,0.18,2.0,3.0,2.0,0.67,18.0,3.0,1.0,17.0,0.0,61.4,11.09,7552.8,0.23,124.0,0.09,419.6,680.99,1.0,2.0,3.0,N
25.0,25.0,9.0,0.0,18.0,38.0,14.0,0.22,18.0,2.11,12.0,0.86,77.0,1.0,0.0,63.0,1.0,81.53,17.98,26360.63,0.49,240.0,0.06,1464.48,1466.05,0.07,10.0,19.0,Y
13.0,25.0,14.0,0.0,11.0,40.0,13.0,0.25,16.0,2.5,10.0,0.77,69.0,7.0,0.0,52.0,0.0,95.37,13.19,16603.31,0.42,206.0,0.08,922.41,1258.36,0.54,12.0,20.0,Y
15.0,11.0,10.0,0.0,13.0,16.0,6.0,0.14,6.0,2.67,5.0,0.83,50.0,4.0,0.0,44.0,0.0,67.17,16.45,18176.24,0.37,192.0,0.06,1009.79,1104.94,0.67,5.0,8.0,N
0.0,7.0,2.0,0.0,0.0,12.0,4.0,0.4,6.0,2.0,2.0,0.5,14.0,1.0,0.0,10.0,0.0,37.82,4.0,605.07,0.05,35.0,0.25,33.61,151.27,0.25,3.0,6.0,N
12.0,23.0,14.0,0.0,11.0,38.0,12.0,0.27,16.0,2.38,9.0,0.75,58.0,6.0,0.0,45.0,0.0,91.36,12.65,14630.58,0.39,188.0,0.08,812.81,1156.15,0.5,11.0,19.0,Y
2.0,13.0,6.0,0.0,3.0,20.0,7.0,0.41,8.0,2.5,6.0,0.86,26.0,1.0,0.0,17.0,0.0,35.25,8.8,2730.02,0.1,66.0,0.11,151.67,310.23,0.14,6.0,10.0,N
2.0,13.0,6.0,0.0,3.0,20.0,7.0,0.39,8.0,2.5,6.0,0.86,27.0,1.0,0.0,18.0,0.0,35.45,11.0,4288.91,0.13,82.0,0.09,238.27,389.9,0.14,6.0,10.0,N
5.0,9.0,2.0,0.0,0.0,14.0,5.0,0.29,6.0,2.33,3.0,0.6,16.0,1.0,0.0,17.0,0.0,27.02,8.8,2092.15,0.08,50.0,0.11,116.23,237.74,0.2,4.0,7.0,N
0.0,7.0,1.0,0.0,0.0,12.0,4.0,0.4,6.0,2.0,2.0,0.5,14.0,1.0,0.0,10.0,0.0,31.93,5.45,949.99,0.06,41.0,0.18,52.78,174.17,0.25,3.0,6.0,Y
5.0,7.0,4.0,0.0,3.0,10.0,4.0,0.31,4.0,2.5,4.0,1.0,14.0,1.0,0.0,13.0,0.0,51.04,5.73,1674.07,0.1,59.0,0.17,93.0,292.3,0.25,3.0,5.0,N
3.0,3.0,5.0,0.0,2.0,4.0,2.0,0.18,2.0,2.0,2.0,1.0,11.0,1.0,0.0,11.0,1.0,33.46,3.0,301.14,0.03,28.0,0.33,16.73,100.38,0.5,1.0,2.0,N
4.0,3.0,6.0,0.0,2.0,4.0,2.0,0.15,2.0,2.0,2.0,1.0,12.0,1.0,0.0,13.0,1.0,46.71,4.07,774.24,0.06,44.0,0.25,43.01,190.16,0.5,1.0,2.0,N
6.0,13.0,8.0,0.0,4.0,20.0,7.0,0.37,8.0,2.5,7.0,1.0,34.0,1.0,0.0,19.0,0.0,55.38,6.67,2461.38,0.12,76.0,0.15,136.74,369.21,0.14,6.0,10.0,N
0.0,11.0,9.0,0.0,2.0,14.0,6.0,0.6,4.0,3.5,6.0,1.0,23.0,1.0,0.0,10.0,0.0,51.96,4.32,971.34,0.07,49.0,0.23,53.96,224.66,0.17,5.0,7.0,N
4.0,11.0,4.0,0.0,2.0,16.0,6.0,0.3,6.0,2.67,4.0,0.67,20.0,5.0,0.0,20.0,0.0,29.7,11.28,3778.06,0.11,67.0,0.09,209.89,335.0,0.83,5.0,8.0,N
2.0,7.0,4.0,0.0,0.0,12.0,4.0,0.33,6.0,2.0,3.0,0.75,15.0,1.0,0.0,12.0,0.0,25.93,5.5,784.43,0.05,33.0,0.18,43.58,142.62,0.25,3.0,6.0,N
2.0,7.0,4.0,0.0,0.0,12.0,4.0,0.33,6.0,2.0,3.0,0.75,15.0,1.0,0.0,12.0,0.0,27.49,6.42,1132.02,0.06,39.0,0.16,62.89,176.42,0.25,3.0,6.0,N
6.0,5.0,6.0,0.0,3.0,8.0,3.0,0.1,4.0,2.0,3.0,1.0,19.0,1.0,0.0,30.0,1.0,44.88,14.4,9306.1,0.22,117.0,0.07,517.01,646.26,0.33,2.0,4.0,N
2.0,7.0,5.0,0.0,1.0,8.0,4.0,0.44,2.0,4.0,2.0,0.5,16.0,4.0,1.0,9.0,0.0,29.41,7.6,1698.45,0.07,47.0,0.13,94.36,223.48,1.0,3.0,4.0,N
2.0,7.0,5.0,0.0,1.0,8.0,4.0,0.44,2.0,4.0,2.0,0.5,16.0,4.0,1.0,9.0,0.0,27.77,6.77,1272.5,0.06,41.0,0.15,70.69,187.98,1.0,3.0,4.0,N
2.0,7.0,5.0,0.0,1.0,8.0,4.0,0.44,2.0,4.0,2.0,0.5,16.0,4.0,1.0,9.0,0.0,29.41,7.6,1698.45,0.07,47.0,0.13,94.36,223.48,1.0,3.0,4.0,Y
2.0,7.0,5.0,0.0,1.0,8.0,4.0,0.44,2.0,4.0,2.0,0.5,16.0,4.0,1.0,9.0,0.0,29.41,7.6,1698.45,0.07,47.0,0.13,94.36,223.48,1.0,3.0,4.0,N
9.0,5.0,2.0,0.0,5.0,8.0,3.0,0.11,4.0,2.0,2.0,0.67,12.0,3.0,1.0,27.0,2.0,35.26,21.24,15905.03,0.25,138.0,0.05,883.61,748.82,1.0,2.0,4.0,N
3.0,3.0,2.0,0.0,0.0,4.0,2.0,0.14,2.0,2.0,2.0,1.0,8.0,1.0,0.0,14.0,0.0,26.83,6.92,1285.99,0.06,40.0,0.14,71.44,185.75,0.5,1.0,2.0,N
20.0,11.0,7.0,8.0,42.0,20.0,6.0,0.13,10.0,2.0,5.0,0.83,29.0,1.0,0.0,40.0,1.0,46.28,18.53,15888.57,0.29,149.0,0.05,882.7,857.48,0.17,5.0,10.0,N
12.0,5.0,10.0,0.0,4.0,8.0,3.0,0.06,4.0,2.0,3.0,1.0,21.0,1.0,0.0,48.0,1.0,63.45,13.77,12025.31,0.29,160.0,0.07,668.07,873.51,0.33,2.0,4.0,N
1.0,9.0,2.0,0.0,6.0,10.0,5.0,0.56,2.0,5.0,3.0,0.6,14.0,5.0,1.0,9.0,1.0,18.8,4.57,392.92,0.03,22.0,0.22,21.83,85.95,1.0,4.0,5.0,N
10.0,17.0,4.0,0.0,10.0,28.0,9.0,0.29,12.0,2.33,3.0,0.33,39.0,5.0,0.0,31.0,0.0,52.98,20.54,22355.6,0.36,190.0,0.05,1241.98,1088.3,0.56,8.0,15.0,N
16.0,20.0,7.0,0.0,17.0,12.0,16.0,0.32,6.0,2.0,5.0,0.31,46.0,1.0,0.0,50.0,1.0,60.97,25.55,39787.9,0.52,243.0,0.04,2210.44,1557.48,0.06,3.0,6.0,N
1.0,3.0,2.0,0.0,0.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,7.0,1.0,0.0,10.0,3.0,22.64,5.73,742.59,0.04,30.0,0.17,41.25,129.66,0.5,1.0,2.0,N
10.0,5.0,7.0,3.0,7.0,8.0,3.0,0.06,4.0,2.0,3.0,1.0,20.0,1.0,0.0,44.0,2.0,58.61,15.28,13683.04,0.3,151.0,0.07,760.17,895.54,0.33,2.0,4.0,N
22.0,35.0,10.0,0.0,12.0,62.0,18.0,0.27,30.0,2.07,3.0,0.17,81.0,4.0,0.0,66.0,0.0,68.92,17.87,22020.91,0.41,196.0,0.06,1223.38,1231.94,0.22,16.0,31.0,N
5.0,3.0,3.0,0.0,8.0,4.0,2.0,0.22,2.0,2.0,2.0,1.0,9.0,1.0,0.0,9.0,0.0,58.69,8.6,4341.04,0.17,105.0,0.12,241.17,504.77,0.5,1.0,2.0,N
8.0,17.0,5.0,0.0,10.0,32.0,9.0,0.26,16.0,2.0,5.0,0.56,40.0,1.0,0.0,35.0,6.0,55.05,13.19,9577.07,0.24,133.0,0.08,532.06,726.1,0.11,8.0,16.0,N
0.0,3.0,1.0,0.0,1.0,4.0,2.0,0.33,2.0,2.0,2.0,1.0,6.0,1.0,0.0,6.0,3.0,12.26,7.33,659.44,0.03,22.0,0.14,36.64,89.92,0.5,1.0,2.0,N
6.0,24.0,2.0,0.0,5.0,16.0,19.0,0.44,8.0,2.0,3.0,0.16,51.0,4.0,0.0,43.0,1.0,49.79,27.19,36801.7,0.45,216.0,0.04,2044.54,1353.63,0.21,4.0,8.0,N
8.0,16.0,3.0,0.0,5.0,24.0,9.0,0.23,12.0,2.0,1.0,0.11,43.0,1.0,0.0,40.0,2.0,54.41,25.41,35137.98,0.46,245.0,0.04,1952.11,1382.74,0.11,6.0,12.0,N
2.0,3.0,4.0,0.0,4.0,4.0,2.0,0.14,2.0,2.0,2.0,1.0,8.0,1.0,0.0,14.0,0.0,44.39,4.76,1007.83,0.07,45.0,0.21,55.99,211.52,0.5,1.0,2.0,N
0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.5,2.0,2.0,1.0,0.5,5.0,1.0,0.0,4.0,1.0,8.43,5.33,239.85,0.01,13.0,0.19,13.33,44.97,0.5,1.0,2.0,N
11.0,17.0,12.0,0.0,16.0,26.0,9.0,0.18,12.0,2.17,7.0,0.78,55.0,3.0,0.0,50.0,2.0,66.78,20.93,29266.83,0.47,233.0,0.05,1625.93,1398.0,0.33,7.0,13.0,N
3.0,9.0,3.0,0.0,11.0,12.0,5.0,0.28,4.0,3.0,3.0,0.6,16.0,4.0,0.0,18.0,2.0,21.66,18.0,7016.86,0.13,76.0,0.06,389.83,389.83,0.8,4.0,6.0,N
1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.4,2.0,2.0,2.0,1.0,7.0,1.0,0.0,5.0,2.0,9.25,7.2,479.58,0.02,18.0,0.14,26.64,66.61,0.5,1.0,2.0,N
1.0,3.0,1.0,0.0,2.0,4.0,2.0,0.22,2.0,2.0,2.0,1.0,8.0,1.0,0.0,9.0,1.0,15.29,7.22,797.67,0.04,26.0,0.14,44.31,110.45,0.5,1.0,2.0,N
14.0,23.0,11.0,0.0,13.0,38.0,12.0,0.21,18.0,2.11,9.0,0.75,58.0,4.0,0.0,58.0,2.0,52.09,23.52,28823.57,0.41,202.0,0.04,1601.31,1225.35,0.33,10.0,19.0,N
2.0,5.0,1.0,0.0,4.0,8.0,3.0,0.23,4.0,2.0,2.0,0.67,11.0,1.0,0.0,13.0,3.0,11.63,17.0,3360.12,0.07,45.0,0.06,186.67,197.65,0.33,2.0,4.0,N
10.0,11.0,14.0,0.0,12.0,16.0,6.0,0.15,8.0,2.0,6.0,1.0,38.0,1.0,0.0,40.0,2.0,51.19,16.75,14362.03,0.29,147.0,0.06,797.89,857.43,0.17,4.0,8.0,N
10.0,19.0,8.0,0.0,13.0,28.0,10.0,0.24,12.0,2.33,7.0,0.7,43.0,7.0,0.0,42.0,2.0,45.15,21.11,20115.78,0.32,162.0,0.05,1117.54,952.99,0.7,8.0,14.0,N
6.0,5.0,6.0,0.0,18.0,8.0,3.0,0.13,4.0,2.0,3.0,1.0,19.0,1.0,0.0,23.0,2.0,34.08,11.19,4270.38,0.13,77.0,0.09,237.24,381.47,0.33,2.0,4.0,N
0.0,3.0,0.0,0.0,1.0,4.0,2.0,0.2,2.0,2.0,1.0,0.5,7.0,1.0,0.0,10.0,0.0,16.37,10.5,1806.0,0.06,43.0,0.1,100.33,172.0,0.5,1.0,2.0,N
11.0,3.0,3.0,0.0,3.0,4.0,2.0,0.08,2.0,2.0,2.0,1.0,18.0,1.0,0.0,24.0,0.0,47.29,17.18,13960.02,0.27,164.0,0.06,775.56,812.49,0.5,1.0,2.0,N
5.0,3.0,1.0,0.0,0.0,4.0,2.0,0.11,2.0,2.0,2.0,1.0,17.0,1.0,0.0,19.0,1.0,51.65,15.24,11992.27,0.26,162.0,0.07,666.24,786.99,0.5,1.0,2.0,N
5.0,3.0,3.0,0.0,3.0,4.0,2.0,0.1,2.0,2.0,2.0,1.0,7.0,1.0,0.0,21.0,2.0,35.54,10.17,3679.85,0.12,73.0,0.1,204.44,361.66,0.5,1.0,2.0,N
4.0,5.0,0.0,0.0,6.0,8.0,3.0,0.33,4.0,2.0,1.0,0.33,9.0,1.0,0.0,9.0,2.0,10.63,11.92,1509.98,0.04,31.0,0.08,83.89,126.71,0.33,2.0,4.0,N
9.0,7.0,6.0,0.0,7.0,12.0,4.0,0.24,6.0,2.0,4.0,1.0,19.0,1.0,0.0,17.0,2.0,76.51,5.0,1912.87,0.13,74.0,0.2,106.27,382.57,0.25,3.0,6.0,N
1.0,5.0,5.0,0.0,1.0,8.0,3.0,0.25,4.0,2.0,3.0,1.0,13.0,1.0,0.0,12.0,0.0,30.84,4.96,758.26,0.05,36.0,0.2,42.13,152.93,0.33,2.0,4.0,N
11.0,17.0,7.0,0.0,8.0,24.0,9.0,0.36,8.0,3.0,4.0,0.44,41.0,7.0,0.0,25.0,0.0,47.24,12.24,7077.77,0.19,111.0,0.08,393.21,578.25,0.78,8.0,12.0,N
8.0,29.0,5.0,0.0,2.0,56.0,15.0,0.48,28.0,2.0,15.0,1.0,75.0,15.0,1.0,31.0,0.0,116.24,14.08,23049.99,0.55,276.0,0.07,1280.56,1636.88,1.0,14.0,28.0,N
10.0,7.0,7.0,0.0,14.0,12.0,4.0,0.15,6.0,2.0,2.0,0.5,23.0,3.0,0.0,26.0,0.0,44.19,10.02,4437.26,0.15,85.0,0.1,246.51,442.8,0.75,3.0,6.0,N
3.0,5.0,4.0,0.0,0.0,8.0,3.0,0.38,4.0,2.0,3.0,1.0,12.0,1.0,0.0,8.0,0.0,34.55,3.5,423.25,0.04,29.0,0.29,23.51,120.93,0.33,2.0,4.0,N
4.0,3.0,6.0,0.0,1.0,4.0,2.0,0.18,2.0,2.0,2.0,1.0,12.0,1.0,0.0,11.0,0.0,56.19,3.0,505.67,0.06,39.0,0.33,28.09,168.56,0.5,1.0,2.0,N
5.0,3.0,5.0,0.0,2.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,10.0,1.0,0.0,10.0,0.0,58.84,4.17,1021.56,0.08,51.0,0.24,56.75,245.18,0.5,1.0,2.0,N
0.0,3.0,2.0,0.0,0.0,4.0,2.0,0.5,2.0,2.0,2.0,1.0,6.0,1.0,0.0,4.0,0.0,14.62,2.5,91.35,0.01,11.0,0.4,5.08,36.54,0.5,1.0,2.0,N
30.0,50.0,17.0,0.0,25.0,82.0,26.0,0.23,36.0,2.28,20.0,0.77,134.0,9.0,0.0,112.0,0.0,95.37,34.67,114633.41,1.1,483.0,0.03,6368.52,3306.37,0.35,23.0,41.0,Y
3.0,5.0,4.0,0.0,0.0,8.0,3.0,0.33,4.0,2.0,3.0,1.0,13.0,1.0,0.0,9.0,0.0,36.11,4.5,731.32,0.05,37.0,0.22,40.63,162.52,0.33,2.0,4.0,N
3.0,3.0,4.0,0.0,2.0,4.0,2.0,0.22,2.0,2.0,2.0,1.0,9.0,1.0,0.0,9.0,1.0,26.74,5.33,760.66,0.05,33.0,0.19,42.26,142.62,0.5,1.0,2.0,N
3.0,5.0,4.0,0.0,6.0,8.0,3.0,0.18,4.0,2.0,3.0,1.0,13.0,1.0,0.0,17.0,1.0,39.99,5.59,1248.86,0.07,47.0,0.18,69.38,223.48,0.33,2.0,4.0,N
0.0,3.0,2.0,0.0,0.0,4.0,2.0,0.22,2.0,2.0,2.0,1.0,7.0,1.0,0.0,9.0,2.0,21.51,3.0,193.59,0.02,18.0,0.33,10.75,64.53,0.5,1.0,2.0,N
7.0,5.0,5.0,0.0,2.0,8.0,3.0,0.19,4.0,2.0,3.0,1.0,15.0,1.0,0.0,16.0,0.0,43.23,5.5,1307.59,0.08,50.0,0.18,72.64,237.74,0.33,2.0,4.0,N
1.0,5.0,3.0,0.0,0.0,8.0,3.0,0.15,4.0,2.0,3.0,1.0,13.0,1.0,0.0,20.0,0.0,42.85,5.83,1458.23,0.08,52.0,0.17,81.01,249.98,0.33,2.0,4.0,N
0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,5.0,1.0,0.0,7.0,0.0,8.64,4.17,150.0,0.01,12.0,0.24,8.33,36.0,0.5,1.0,2.0,N
4.0,9.0,14.0,0.0,2.0,12.0,5.0,0.21,6.0,2.0,5.0,1.0,32.0,1.0,0.0,24.0,2.0,94.27,5.25,2598.43,0.16,93.0,0.19,144.36,494.94,0.2,3.0,6.0,N
6.0,15.0,11.0,0.0,2.0,26.0,8.0,0.24,12.0,2.17,7.0,0.88,37.0,7.0,0.0,34.0,0.0,47.8,16.05,12318.72,0.26,131.0,0.06,684.37,767.4,0.88,7.0,13.0,N
3.0,6.0,5.0,0.0,0.0,4.0,4.0,0.2,2.0,2.0,4.0,1.0,15.0,1.0,0.0,20.0,0.0,31.73,7.46,1767.82,0.08,51.0,0.13,98.21,236.84,0.25,1.0,2.0,N
0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,5.0,1.0,0.0,7.0,0.0,8.64,4.17,150.0,0.01,12.0,0.24,8.33,36.0,0.5,1.0,2.0,N
4.0,7.0,14.0,0.0,2.0,8.0,4.0,0.17,4.0,2.0,4.0,1.0,30.0,1.0,0.0,24.0,2.0,103.04,5.37,2972.97,0.18,102.0,0.19,165.17,553.48,0.25,2.0,4.0,N
