@relation SelectedFeatures
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
1.0,0.0,0.5,1.0,2.0,20.97,3.0,188.72,0.02,17.0,10.48,62.91,3.0,0.2,7.0,10.0,7.0,5.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,20.97,3.0,188.72,0.02,17.0,10.48,62.91,3.0,0.17,7.0,10.0,7.0,6.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,17.92,3.0,161.32,0.02,15.0,8.96,53.77,3.0,0.17,6.0,9.0,6.0,6.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,17.92,3.0,161.32,0.02,15.0,8.96,53.77,3.0,0.13,6.0,9.0,6.0,8.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,14.99,3.0,134.92,0.01,13.0,7.5,44.97,3.0,0.25,5.0,8.0,5.0,4.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,14.99,3.0,134.92,0.01,13.0,7.5,44.97,3.0,0.2,5.0,8.0,5.0,5.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,14.99,3.0,134.92,0.01,13.0,7.5,44.97,3.0,0.25,5.0,8.0,5.0,4.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,14.99,3.0,134.92,0.01,13.0,7.5,44.97,3.0,0.25,5.0,8.0,5.0,4.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,14.99,3.0,134.92,0.01,13.0,7.5,44.97,3.0,0.14,5.0,8.0,5.0,7.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,17.92,3.0,161.32,0.02,15.0,8.96,53.77,3.0,0.2,6.0,9.0,6.0,5.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,17.92,3.0,161.32,0.02,15.0,8.96,53.77,3.0,0.2,6.0,9.0,6.0,5.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,20.97,3.0,188.72,0.02,17.0,10.48,62.91,3.0,0.13,7.0,10.0,7.0,8.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,20.97,3.0,188.72,0.02,17.0,10.48,62.91,3.0,0.13,7.0,10.0,7.0,8.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,9.0,0.09,1.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.08,9.0,0.0,1.0,12.0,81.82,11.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.25,1.0,4.0,18.49,2.4,106.51,0.01,14.0,5.92,44.38,2.0,0.17,6.0,8.0,5.0,6.0,0.0,4.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.2,1.0,5.0,8.45,0.75,4.75,0.0,4.0,0.26,6.34,2.0,0.17,3.0,1.0,2.0,6.0,0.0,5.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
1.0,0.0,0.33,1.0,3.0,10.8,2.5,67.5,0.01,9.0,3.75,27.0,3.0,0.2,3.0,6.0,3.0,5.0,0.0,3.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,6.2,2.5,38.77,0.01,6.0,2.15,15.51,3.0,0.25,1.0,5.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.25,1.0,4.0,9.51,0.5,2.38,0.0,3.0,0.13,4.75,2.0,0.2,2.0,1.0,2.0,5.0,0.0,4.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,2.0,0.25,0.0,4.0,0.0,4.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,11.61,2.0,0.2,0.0,5.0,0.0,5.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.33,1.0,3.0,11.63,2.0,46.53,0.01,9.0,2.58,23.26,2.0,0.2,4.0,5.0,3.0,5.0,0.0,3.0,N
0.0,0.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.5,1.0,3.0,1.0,2.0,0.0,0.0,N
0.0,0.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.5,1.0,3.0,1.0,2.0,0.0,0.0,N
0.0,0.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.5,1.0,3.0,1.0,2.0,0.0,0.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.2,0.0,3.0,0.0,5.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.2,1.0,3.0,1.0,5.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,1.0,1.0,0.0,7.74,1.5,17.41,0.0,5.0,0.97,11.61,2.0,0.5,2.0,3.0,2.0,2.0,0.0,0.0,N
0.0,0.0,1.0,1.0,0.0,7.74,1.5,17.41,0.0,5.0,0.97,11.61,2.0,0.33,2.0,3.0,2.0,3.0,0.0,0.0,N
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.33,0.0,3.0,0.0,3.0,0.0,0.0,N
0.0,0.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.5,1.0,3.0,1.0,2.0,0.0,0.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
6.0,17.0,0.13,37.0,447.0,115.56,124.26,1784483.62,4.79,2072.0,99137.98,14360.49,265.0,0.1,797.0,1275.0,93.0,641.0,21.85,464.0,Y
0.0,4.0,0.18,1.0,58.0,19.48,39.6,30550.67,0.26,173.0,1697.26,771.48,38.0,0.13,66.0,107.0,10.0,85.0,23.68,62.0,Y
1.0,0.0,0.11,1.0,9.0,7.4,1.5,16.64,0.0,7.0,0.92,11.09,3.0,0.1,6.0,1.0,2.0,10.0,0.0,9.0,N
3.0,3.0,0.25,8.0,37.0,40.14,17.65,12506.31,0.24,136.0,694.8,708.49,26.0,0.18,58.0,78.0,23.0,56.0,24.49,40.0,N
3.0,1.0,0.22,6.0,26.0,35.77,12.22,5343.78,0.15,90.0,296.88,437.22,18.0,0.16,40.0,50.0,18.0,38.0,21.21,27.0,N
1.0,0.0,0.08,1.0,13.0,47.31,9.14,3954.88,0.14,97.0,219.72,432.56,12.0,0.06,32.0,65.0,14.0,18.0,7.14,13.0,Y
10.0,1.0,0.01,7.0,794.0,607.16,62.62,2380904.39,12.67,4780.0,132272.48,38021.06,221.0,0.01,1816.0,2964.0,232.0,1208.0,21.93,795.0,N
6.0,3.0,0.16,53.0,360.0,57.65,113.07,737097.31,2.17,903.0,40949.85,6518.91,92.0,0.13,365.0,538.0,92.0,449.0,18.18,363.0,N
0.0,0.0,0.43,1.0,7.0,13.32,13.71,2505.06,0.06,43.0,139.17,182.66,8.0,0.14,16.0,27.0,7.0,22.0,41.67,7.0,N
0.0,0.0,0.43,1.0,7.0,13.32,13.71,2505.06,0.06,43.0,139.17,182.66,8.0,0.14,16.0,27.0,7.0,22.0,41.67,7.0,N
0.0,2.0,0.28,1.0,27.0,34.09,9.88,3329.22,0.11,68.0,184.96,336.89,12.0,0.24,24.0,44.0,17.0,33.0,10.0,29.0,N
0.0,0.0,1.0,1.0,2.0,12.09,6.3,479.73,0.03,20.0,26.65,76.15,6.0,0.4,7.0,13.0,5.0,5.0,33.33,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,2.0,0.25,0.0,4.0,0.0,4.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,11.61,2.0,0.2,0.0,5.0,0.0,5.0,0.0,2.0,N
0.0,1.0,0.27,1.0,21.0,13.86,22.5,7014.99,0.1,68.0,389.72,311.78,16.0,0.19,27.0,41.0,9.0,31.0,19.23,22.0,N
1.0,0.0,0.5,1.0,2.0,20.97,3.0,188.72,0.02,17.0,10.48,62.91,3.0,0.14,7.0,10.0,7.0,7.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,20.97,3.0,188.72,0.02,17.0,10.48,62.91,3.0,0.17,7.0,10.0,7.0,6.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,27.35,3.0,246.13,0.03,21.0,13.67,82.04,3.0,0.17,9.0,12.0,9.0,6.0,0.0,2.0,N
1.0,0.0,0.33,1.0,3.0,30.67,3.0,276.0,0.03,23.0,15.33,92.0,3.0,0.14,10.0,13.0,10.0,7.0,0.0,3.0,N
1.0,0.0,0.33,1.0,3.0,30.67,3.0,276.0,0.03,23.0,15.33,92.0,3.0,0.14,10.0,13.0,10.0,7.0,0.0,3.0,N
1.0,0.0,0.33,1.0,3.0,30.67,3.0,276.0,0.03,23.0,15.33,92.0,3.0,0.13,10.0,13.0,10.0,8.0,0.0,3.0,N
1.0,0.0,0.5,1.0,2.0,27.35,3.0,246.13,0.03,21.0,13.67,82.04,3.0,0.17,9.0,12.0,9.0,6.0,0.0,2.0,N
1.0,0.0,0.33,1.0,3.0,27.35,3.0,246.13,0.03,21.0,13.67,82.04,3.0,0.13,9.0,12.0,9.0,8.0,0.0,3.0,N
1.0,0.0,0.5,1.0,2.0,20.97,3.0,188.72,0.02,17.0,10.48,62.91,3.0,0.2,7.0,10.0,7.0,5.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,20.97,3.0,188.72,0.02,17.0,10.48,62.91,3.0,0.2,7.0,10.0,7.0,5.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,20.97,3.0,188.72,0.02,17.0,10.48,62.91,3.0,0.17,7.0,10.0,7.0,6.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,17.92,3.0,161.32,0.02,15.0,8.96,53.77,3.0,0.17,6.0,9.0,6.0,6.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,17.92,3.0,161.32,0.02,15.0,8.96,53.77,3.0,0.13,6.0,9.0,6.0,8.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,14.99,3.0,134.92,0.01,13.0,7.5,44.97,3.0,0.25,5.0,8.0,5.0,4.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,14.99,3.0,134.92,0.01,13.0,7.5,44.97,3.0,0.2,5.0,8.0,5.0,5.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,14.99,3.0,134.92,0.01,13.0,7.5,44.97,3.0,0.25,5.0,8.0,5.0,4.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,14.99,3.0,134.92,0.01,13.0,7.5,44.97,3.0,0.25,5.0,8.0,5.0,4.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,14.99,3.0,134.92,0.01,13.0,7.5,44.97,3.0,0.14,5.0,8.0,5.0,7.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,17.92,3.0,161.32,0.02,15.0,8.96,53.77,3.0,0.2,6.0,9.0,6.0,5.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,17.92,3.0,161.32,0.02,15.0,8.96,53.77,3.0,0.2,6.0,9.0,6.0,5.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,20.97,3.0,188.72,0.02,17.0,10.48,62.91,3.0,0.13,7.0,10.0,7.0,8.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,20.97,3.0,188.72,0.02,17.0,10.48,62.91,3.0,0.13,7.0,10.0,7.0,8.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,9.0,0.09,1.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.08,9.0,0.0,1.0,12.0,81.82,11.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.25,1.0,4.0,18.49,2.4,106.51,0.01,14.0,5.92,44.38,2.0,0.17,6.0,8.0,5.0,6.0,0.0,4.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.2,1.0,5.0,8.45,0.75,4.75,0.0,4.0,0.26,6.34,2.0,0.17,3.0,1.0,2.0,6.0,0.0,5.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
1.0,0.0,0.33,1.0,3.0,10.8,2.5,67.5,0.01,9.0,3.75,27.0,3.0,0.2,3.0,6.0,3.0,5.0,0.0,3.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,6.2,2.5,38.77,0.01,6.0,2.15,15.51,3.0,0.25,1.0,5.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.25,1.0,4.0,9.51,0.5,2.38,0.0,3.0,0.13,4.75,2.0,0.2,2.0,1.0,2.0,5.0,0.0,4.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,2.0,0.25,0.0,4.0,0.0,4.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,11.61,2.0,0.2,0.0,5.0,0.0,5.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
