@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
3.0,0.0,0.0,0.0,0.25,2.0,4.0,11.23,2.0,44.92,8.0,2.5,22.46,0.0,0.11,3.0,5.0,9.0,0.0,4.0,N
3.0,1.0,0.0,8.0,0.27,8.0,10.0,22.99,4.44,454.16,25.0,25.23,102.19,4.0,0.19,10.0,15.0,16.0,9.09,11.0,Y
3.0,0.0,0.0,4.0,0.25,5.0,8.0,17.09,4.57,357.2,20.0,19.84,78.14,2.0,0.15,8.0,12.0,13.0,0.0,8.0,N
4.0,0.0,0.0,8.0,0.21,10.0,14.0,23.96,9.69,2250.48,50.0,125.03,232.19,4.0,0.15,21.0,29.0,20.0,0.0,14.0,N
3.0,4.0,0.0,8.0,0.27,9.0,7.0,20.85,5.0,521.24,25.0,28.96,104.25,4.0,0.19,10.0,15.0,16.0,36.36,11.0,Y
4.0,0.0,0.0,8.0,0.21,10.0,14.0,23.96,9.69,2250.48,50.0,125.03,232.19,4.0,0.15,21.0,29.0,20.0,0.0,14.0,N
4.0,1.0,0.0,4.0,0.17,6.0,11.0,21.93,8.25,1492.78,40.0,82.93,180.94,2.0,0.11,18.0,22.0,18.0,8.33,12.0,N
3.0,0.0,0.0,4.0,0.25,6.0,8.0,20.15,6.0,725.57,29.0,40.31,120.93,2.0,0.15,12.0,17.0,13.0,0.0,8.0,N
3.0,0.0,0.0,4.0,0.25,7.0,8.0,18.89,5.63,597.79,26.0,33.21,106.27,2.0,0.15,10.0,16.0,13.0,0.0,8.0,N
3.0,0.0,0.0,4.0,0.13,6.0,15.0,27.64,7.69,1635.44,47.0,90.86,212.61,2.0,0.1,20.0,27.0,20.0,0.0,15.0,N
3.0,0.0,0.0,4.0,0.25,5.0,8.0,16.23,4.57,339.34,19.0,18.85,74.23,2.0,0.15,8.0,11.0,13.0,0.0,8.0,N
3.0,0.0,0.0,10.0,0.45,11.0,11.0,18.96,10.11,1938.86,43.0,107.71,191.76,7.0,0.31,14.0,29.0,16.0,0.0,11.0,N
4.0,1.0,0.0,4.0,0.17,6.0,11.0,25.6,6.54,1094.35,37.0,60.8,167.37,2.0,0.11,17.0,20.0,18.0,8.33,12.0,N
3.0,0.0,0.0,0.0,0.33,2.0,3.0,9.05,2.0,36.19,7.0,2.0,18.09,0.0,0.13,2.0,5.0,8.0,0.0,3.0,N
4.0,1.0,2.0,8.0,0.19,12.0,15.0,24.04,10.4,2599.82,52.0,144.43,249.98,4.0,0.13,24.0,28.0,24.0,16.67,16.0,Y
3.0,0.0,1.0,8.0,0.25,12.0,12.0,26.42,6.77,1210.43,39.0,67.25,178.81,4.0,0.17,16.0,23.0,18.0,7.69,12.0,N
3.0,1.0,0.0,8.0,0.25,9.0,11.0,15.97,11.05,1949.43,39.0,108.3,176.42,4.0,0.18,17.0,22.0,17.0,8.33,12.0,Y
19.0,6.0,21.0,76.0,0.2,93.0,96.0,29.39,91.11,243939.5,472.0,13552.19,2677.38,38.0,0.14,205.0,267.0,144.0,21.95,102.0,Y
4.0,0.0,7.0,0.0,0.33,1.0,3.0,11.0,3.0,99.0,11.0,5.5,33.0,0.0,0.06,2.0,9.0,16.0,70.0,3.0,N
23.0,5.0,11.0,16.0,0.12,24.0,36.0,30.9,39.09,47217.09,224.0,2623.17,1207.88,8.0,0.06,86.0,138.0,77.0,30.77,41.0,Y
25.0,5.0,13.0,12.0,0.11,23.0,31.0,32.79,29.64,28803.52,178.0,1600.2,971.78,6.0,0.05,78.0,100.0,76.0,36.73,36.0,N
19.0,20.0,20.0,54.0,0.15,62.0,82.0,23.98,98.43,232360.35,425.0,12908.91,2360.7,27.0,0.1,159.0,266.0,143.0,32.79,102.0,Y
4.0,1.0,3.0,12.0,0.21,14.0,18.0,10.95,15.79,2728.99,40.0,151.61,172.88,6.0,0.14,17.0,23.0,28.0,18.18,19.0,Y
8.0,4.0,4.0,4.0,0.13,8.0,11.0,30.01,11.76,4154.21,70.0,230.79,353.11,2.0,0.07,25.0,45.0,29.0,42.11,15.0,N
18.0,2.0,7.0,16.0,0.1,18.0,49.0,30.75,35.76,39329.66,218.0,2184.98,1099.68,8.0,0.06,76.0,142.0,78.0,15.52,51.0,Y
10.0,1.0,2.0,4.0,0.19,15.0,26.0,27.87,12.27,4193.22,69.0,232.96,341.84,2.0,0.12,23.0,46.0,41.0,10.34,27.0,Y
2.0,0.0,0.0,0.0,0.25,2.0,4.0,15.5,4.5,313.92,21.0,17.44,69.76,0.0,0.13,6.0,15.0,8.0,0.0,4.0,N
14.0,11.0,16.0,44.0,0.21,54.0,52.0,27.67,49.46,67672.14,245.0,3759.56,1368.32,22.0,0.14,91.0,154.0,95.0,34.18,63.0,Y
20.0,9.0,14.0,14.0,0.11,18.0,36.0,36.38,29.0,30595.0,211.0,1699.72,1055.0,7.0,0.06,58.0,153.0,81.0,38.98,45.0,Y
7.0,3.0,2.0,4.0,0.17,8.0,9.0,18.89,9.82,1820.94,41.0,101.16,185.47,2.0,0.09,18.0,23.0,23.0,35.71,12.0,Y
5.0,1.0,0.0,8.0,0.21,10.0,13.0,19.01,14.67,4089.46,58.0,227.19,278.83,4.0,0.14,22.0,36.0,21.0,7.14,14.0,Y
5.0,21.0,1.0,12.0,0.1,15.0,20.0,42.54,15.53,10260.06,136.0,570.0,660.69,6.0,0.08,44.0,92.0,49.0,52.38,41.0,Y
3.0,0.0,0.0,0.0,0.33,1.0,3.0,9.0,3.0,81.0,9.0,4.5,27.0,0.0,0.13,2.0,7.0,8.0,0.0,3.0,N
7.0,9.0,9.0,24.0,0.22,30.0,23.0,33.28,16.03,8555.65,111.0,475.31,533.62,12.0,0.14,37.0,74.0,50.0,43.9,32.0,Y
6.0,4.0,5.0,26.0,0.27,29.0,29.0,20.17,30.46,18713.14,124.0,1039.61,614.32,13.0,0.2,44.0,80.0,46.0,23.68,33.0,Y
6.0,1.0,6.0,22.0,0.31,25.0,28.0,13.48,33.0,14676.46,97.0,815.36,444.74,11.0,0.21,33.0,64.0,43.0,20.0,29.0,Y
4.0,1.0,0.0,4.0,0.2,6.0,9.0,15.16,15.0,3411.47,51.0,189.53,227.43,2.0,0.13,14.0,37.0,16.0,10.0,10.0,Y
5.0,0.0,6.0,10.0,0.31,10.0,13.0,14.41,10.5,1588.31,35.0,88.24,151.27,5.0,0.15,14.0,21.0,26.0,31.58,13.0,N
2.0,1.0,0.0,4.0,0.25,6.0,7.0,9.09,11.0,1100.0,25.0,61.11,100.0,2.0,0.17,10.0,15.0,12.0,12.5,8.0,N
2.0,14.0,4.0,8.0,0.17,11.0,4.0,12.12,13.2,2112.0,40.0,117.33,160.0,4.0,0.12,12.0,28.0,26.0,81.82,18.0,Y
3.0,0.0,2.0,18.0,0.5,15.0,10.0,12.2,18.0,3953.09,50.0,219.62,219.62,9.0,0.29,18.0,32.0,17.0,16.67,10.0,N
2.0,3.0,0.0,0.0,0.17,1.0,3.0,17.58,6.0,632.92,27.0,35.16,105.49,0.0,0.1,8.0,19.0,10.0,50.0,6.0,Y
4.0,0.0,0.0,4.0,0.13,9.0,15.0,15.71,19.38,5897.84,73.0,327.66,304.4,2.0,0.1,31.0,42.0,21.0,0.0,15.0,N
8.0,0.0,3.0,8.0,0.16,13.0,19.0,18.18,20.68,7775.68,82.0,431.98,375.97,4.0,0.09,35.0,47.0,32.0,13.64,19.0,N
54.0,12.0,27.0,28.0,0.07,54.0,105.0,108.11,36.96,147695.29,666.0,8205.29,3996.0,14.0,0.04,290.0,376.0,200.0,27.08,117.0,Y
8.0,0.0,4.0,0.0,0.17,5.0,6.0,22.5,2.0,90.0,15.0,5.0,45.0,0.0,0.05,4.0,11.0,20.0,40.0,6.0,N
3.0,2.0,0.0,4.0,0.25,6.0,6.0,10.38,9.9,1017.71,27.0,56.54,102.8,2.0,0.15,11.0,16.0,13.0,25.0,8.0,Y
15.0,6.0,8.0,4.0,0.05,7.0,31.0,36.01,29.66,31674.07,205.0,1759.67,1067.94,2.0,0.03,87.0,118.0,62.0,31.11,37.0,N
26.0,10.0,7.0,8.0,0.06,17.0,38.0,30.09,43.27,56334.14,277.0,3129.67,1302.02,4.0,0.04,118.0,159.0,83.0,30.91,48.0,Y
14.0,10.0,5.0,8.0,0.12,13.0,16.0,34.59,16.0,8854.91,126.0,491.94,553.43,4.0,0.06,52.0,74.0,47.0,48.39,26.0,Y
50.0,37.0,18.0,16.0,0.03,27.0,155.0,132.94,61.45,501990.12,1235.0,27888.34,8169.17,8.0,0.02,511.0,724.0,262.0,26.19,192.0,Y
8.0,0.0,3.0,4.0,0.11,7.0,19.0,59.53,8.08,3883.41,93.0,215.74,480.8,2.0,0.06,42.0,51.0,32.0,13.64,19.0,Y
14.0,3.0,2.0,8.0,0.04,10.0,64.0,44.68,37.34,62299.43,340.0,3461.08,1668.34,4.0,0.04,129.0,211.0,85.0,7.25,67.0,Y
23.0,24.0,19.0,8.0,0.04,11.0,55.0,74.79,38.6,111439.21,483.0,6191.07,2887.03,4.0,0.02,193.0,290.0,123.0,43.88,79.0,Y
8.0,0.0,8.0,4.0,0.15,11.0,13.0,35.04,3.85,519.3,33.0,28.85,134.89,2.0,0.06,11.0,22.0,31.0,38.1,13.0,Y
8.0,4.0,1.0,0.0,0.05,1.0,18.0,17.87,28.58,14596.38,138.0,810.91,510.66,0.0,0.03,49.0,89.0,33.0,21.74,22.0,Y
1.0,6.0,0.0,0.0,0.03,1.0,34.0,132.54,12.21,19761.56,293.0,1097.86,1618.4,0.0,0.02,116.0,177.0,43.0,15.0,40.0,N
2.0,0.0,2.0,0.0,0.02,1.0,54.0,215.91,13.45,39084.89,486.0,2171.38,2904.96,0.0,0.02,185.0,301.0,60.0,3.57,54.0,N
3.0,1.0,1.0,0.0,0.04,1.0,23.0,52.34,13.11,8997.69,146.0,499.87,686.26,0.0,0.03,59.0,87.0,30.0,8.0,24.0,Y
1.0,6.0,1.0,0.0,0.13,1.0,2.0,25.9,5.14,685.11,36.0,38.06,133.22,0.0,0.08,12.0,24.0,12.0,77.78,8.0,N
2.0,13.0,0.0,0.0,0.06,1.0,5.0,61.05,10.0,6105.34,127.0,339.19,610.53,0.0,0.05,50.0,77.0,22.0,72.22,18.0,N
15.0,0.0,6.0,0.0,0.11,8.0,9.0,36.46,3.0,328.18,28.0,18.23,109.39,0.0,0.03,9.0,19.0,32.0,40.0,9.0,N
16.0,0.0,7.0,4.0,0.13,12.0,15.0,35.9,9.47,3221.11,70.0,178.95,340.06,2.0,0.05,31.0,39.0,40.0,31.82,15.0,N
6.0,0.0,2.0,4.0,0.22,7.0,9.0,13.68,9.63,1267.48,31.0,70.42,131.69,2.0,0.11,14.0,17.0,19.0,18.18,9.0,N
6.0,0.0,0.0,8.0,0.19,13.0,16.0,35.26,7.71,2098.48,61.0,116.58,272.03,4.0,0.13,27.0,34.0,24.0,0.0,16.0,N
13.0,1.0,6.0,8.0,0.19,14.0,15.0,32.92,10.73,3787.08,70.0,210.39,353.11,4.0,0.08,33.0,37.0,37.0,31.82,16.0,N
2.0,0.0,0.0,0.0,0.2,1.0,5.0,18.32,4.5,371.04,23.0,20.61,82.45,0.0,0.11,9.0,14.0,9.0,0.0,5.0,N
5.0,0.0,0.0,4.0,0.15,8.0,13.0,37.27,5.54,1143.35,47.0,63.52,206.44,2.0,0.1,18.0,29.0,20.0,0.0,13.0,N
8.0,0.0,5.0,18.0,0.17,28.0,35.0,32.04,22.26,15883.78,135.0,882.43,713.53,9.0,0.12,64.0,71.0,50.0,12.5,35.0,N
6.0,0.0,0.0,0.0,0.07,6.0,14.0,25.09,9.82,2418.71,57.0,134.37,246.35,0.0,0.04,24.0,33.0,23.0,0.0,14.0,N
9.0,0.0,5.0,18.0,0.16,27.0,37.0,32.64,23.38,17851.06,139.0,991.73,763.37,9.0,0.11,64.0,75.0,53.0,11.9,37.0,N
19.0,9.0,17.0,20.0,0.15,27.0,32.0,32.58,28.39,26259.72,185.0,1458.87,925.0,10.0,0.08,73.0,112.0,79.0,44.83,41.0,N
41.0,9.0,10.0,0.0,0.01,1.0,96.0,372.88,16.94,107059.51,918.0,5947.75,6318.27,0.0,0.01,366.0,552.0,158.0,16.52,105.0,N
14.0,3.0,7.0,0.0,0.07,11.0,11.0,59.86,4.16,1034.06,55.0,57.45,248.8,0.0,0.03,19.0,36.0,37.0,47.62,14.0,Y
20.0,1.0,10.0,4.0,0.07,16.0,28.0,49.24,12.67,7899.91,118.0,438.88,623.68,2.0,0.03,57.0,61.0,61.0,28.21,29.0,Y
17.0,6.0,10.0,20.0,0.14,24.0,37.0,51.72,17.7,16202.08,172.0,900.12,915.37,10.0,0.08,59.0,113.0,72.0,30.19,43.0,Y
14.0,2.0,2.0,8.0,0.02,11.0,196.0,201.95,50.69,518878.57,1472.0,28826.59,10236.58,4.0,0.01,597.0,875.0,216.0,2.0,198.0,Y
10.0,0.0,6.0,0.0,0.07,6.0,14.0,38.55,5.41,1127.78,50.0,62.65,208.5,0.0,0.03,17.0,33.0,32.0,30.0,14.0,N
7.0,7.0,4.0,4.0,0.17,6.0,5.0,15.69,10.29,1660.33,38.0,92.24,161.42,2.0,0.07,12.0,26.0,27.0,68.75,12.0,Y
4.0,1.0,1.0,4.0,0.22,7.0,8.0,11.35,10.08,1154.03,28.0,64.11,114.45,2.0,0.13,11.0,17.0,16.0,20.0,9.0,N
21.0,7.0,11.0,22.0,0.21,30.0,26.0,34.86,26.4,24294.51,178.0,1349.7,920.25,11.0,0.1,66.0,112.0,67.0,40.91,33.0,Y
9.0,0.0,3.0,22.0,0.29,23.0,21.0,15.38,23.25,8313.66,77.0,461.87,357.58,11.0,0.17,31.0,46.0,35.0,12.5,21.0,N
17.0,2.0,8.0,20.0,0.25,29.0,22.0,37.84,13.83,7233.63,102.0,401.87,523.19,10.0,0.11,53.0,49.0,57.0,31.25,24.0,N
4.0,1.0,1.0,4.0,0.2,5.0,9.0,11.2,8.0,716.99,25.0,39.83,89.62,2.0,0.12,8.0,17.0,17.0,18.18,10.0,Y
27.0,10.0,13.0,28.0,0.12,39.0,56.0,34.93,44.48,69108.13,290.0,3839.34,1553.69,14.0,0.07,139.0,151.0,112.0,29.11,66.0,Y
22.0,1.0,19.0,4.0,0.08,13.0,23.0,24.41,17.27,7283.26,96.0,404.63,421.66,2.0,0.03,38.0,58.0,67.0,46.51,24.0,N
11.0,0.0,7.0,16.0,0.31,22.0,16.0,19.88,23.68,11146.31,99.0,619.24,470.73,8.0,0.13,51.0,48.0,40.0,30.43,16.0,N
6.0,1.0,4.0,4.0,0.15,5.0,12.0,18.1,9.63,1676.34,41.0,93.13,174.17,2.0,0.08,14.0,27.0,25.0,29.41,13.0,Y
34.0,4.0,19.0,8.0,0.05,16.0,58.0,46.28,83.31,321184.78,702.0,17843.6,3855.28,4.0,0.03,302.0,400.0,117.0,28.4,62.0,N
2.0,0.0,0.0,4.0,0.5,1.0,2.0,12.5,5.63,395.48,19.0,21.97,70.31,2.0,0.14,5.0,14.0,7.0,0.0,2.0,N
11.0,1.0,8.0,12.0,0.17,17.0,23.0,23.89,23.0,12637.26,108.0,702.07,549.45,6.0,0.09,46.0,62.0,45.0,28.13,24.0,Y
6.0,8.0,5.0,4.0,0.07,24.0,20.0,38.14,38.52,56592.42,282.0,3144.02,1469.07,2.0,0.05,113.0,169.0,41.0,39.39,28.0,Y
27.0,68.0,28.0,70.0,0.12,114.0,92.0,85.05,84.51,607387.78,1094.0,33743.77,7187.42,35.0,0.09,500.0,594.0,217.0,51.06,160.0,Y
3.0,2.0,5.0,20.0,0.21,25.0,26.0,30.3,37.24,42015.91,215.0,2334.22,1128.3,10.0,0.16,92.0,123.0,38.0,21.21,28.0,N
16.0,12.0,12.0,4.0,0.1,19.0,9.0,57.37,6.72,2590.56,74.0,143.92,385.5,2.0,0.04,28.0,46.0,51.0,72.73,21.0,Y
38.0,19.0,34.0,12.0,0.09,29.0,24.0,79.68,11.59,10705.07,157.0,594.73,923.57,6.0,0.03,68.0,89.0,117.0,68.83,43.0,Y
17.0,13.0,6.0,16.0,0.17,21.0,23.0,24.52,21.38,11200.69,103.0,622.26,524.01,8.0,0.1,38.0,65.0,61.0,45.24,36.0,Y
9.0,5.0,4.0,12.0,0.22,18.0,13.0,23.66,13.46,4289.42,67.0,238.3,318.58,6.0,0.12,29.0,38.0,33.0,40.91,18.0,Y
9.0,16.0,7.0,20.0,0.13,25.0,31.0,33.43,24.17,19526.57,148.0,1084.81,808.0,10.0,0.09,58.0,90.0,65.0,42.59,47.0,Y
24.0,52.0,21.0,52.0,0.15,61.0,52.0,45.07,43.48,85224.2,339.0,4734.68,1959.88,26.0,0.11,121.0,218.0,151.0,58.4,104.0,Y
15.0,22.0,18.0,32.0,0.24,38.0,19.0,15.64,64.91,65882.72,203.0,3660.15,1015.0,16.0,0.13,68.0,135.0,76.0,67.8,41.0,Y
8.0,2.0,0.0,0.0,0.25,12.0,18.0,26.73,9.21,2266.4,53.0,125.91,246.12,0.0,0.17,17.0,36.0,30.0,10.0,20.0,Y
23.0,13.0,15.0,40.0,0.14,44.0,66.0,44.4,36.47,59060.03,321.0,3281.11,1619.25,20.0,0.09,99.0,222.0,119.0,29.79,79.0,Y
7.0,0.0,2.0,0.0,0.21,10.0,19.0,22.54,9.78,2155.2,51.0,119.73,220.42,0.0,0.13,16.0,35.0,30.0,9.52,19.0,N
7.0,6.0,2.0,14.0,0.15,18.0,28.0,27.03,17.77,8533.56,101.0,474.09,480.24,7.0,0.11,33.0,68.0,46.0,22.22,34.0,Y
16.0,9.0,9.0,20.0,0.15,29.0,31.0,39.1,16.0,10008.97,121.0,556.05,625.56,10.0,0.09,40.0,81.0,67.0,36.73,40.0,Y
12.0,13.0,11.0,40.0,0.22,47.0,41.0,60.51,22.95,31869.45,250.0,1770.53,1388.65,20.0,0.15,81.0,169.0,79.0,36.92,54.0,Y
21.0,14.0,14.0,28.0,0.17,36.0,33.0,67.61,22.34,33751.49,265.0,1875.08,1510.62,14.0,0.1,92.0,173.0,84.0,45.9,47.0,Y
4.0,2.0,2.0,8.0,0.15,10.0,18.0,20.53,12.14,3027.64,61.0,168.2,249.34,4.0,0.11,17.0,44.0,28.0,18.18,20.0,Y
14.0,6.0,12.0,16.0,0.13,18.0,32.0,16.9,44.55,33544.41,152.0,1863.58,753.04,8.0,0.08,49.0,103.0,66.0,36.0,38.0,Y
10.0,3.0,7.0,20.0,0.19,22.0,33.0,13.97,46.44,30142.12,135.0,1674.56,648.99,10.0,0.13,44.0,91.0,55.0,23.26,36.0,Y
2.0,0.0,0.0,0.0,0.17,1.0,6.0,22.42,4.0,358.77,27.0,19.93,89.69,0.0,0.1,8.0,19.0,10.0,0.0,6.0,N
18.0,7.0,11.0,26.0,0.14,33.0,51.0,28.26,46.75,61762.26,245.0,3431.24,1321.12,13.0,0.09,85.0,160.0,89.0,26.09,58.0,Y
17.0,1.0,4.0,4.0,0.05,5.0,41.0,34.23,32.5,36155.52,229.0,2008.64,1112.48,2.0,0.03,80.0,149.0,65.0,10.87,42.0,N
3.0,2.0,0.0,10.0,0.5,11.0,8.0,18.06,8.94,1442.7,38.0,80.15,161.42,5.0,0.33,13.0,25.0,15.0,20.0,10.0,Y
18.0,10.0,9.0,26.0,0.11,43.0,60.0,57.8,36.88,78609.33,358.0,4367.19,2131.6,13.0,0.08,144.0,214.0,99.0,24.05,70.0,Y
18.0,5.0,8.0,16.0,0.17,19.0,25.0,20.05,21.25,9053.79,86.0,502.99,426.06,8.0,0.09,35.0,51.0,58.0,34.21,30.0,Y
9.0,0.0,4.0,0.0,0.13,5.0,8.0,36.53,4.36,695.61,39.0,38.65,159.41,0.0,0.04,16.0,23.0,23.0,33.33,8.0,N
15.0,8.0,6.0,12.0,0.15,18.0,19.0,31.79,15.24,7382.54,93.0,410.14,484.48,6.0,0.08,40.0,53.0,50.0,42.42,27.0,Y
3.0,3.0,1.0,4.0,0.17,6.0,9.0,13.83,7.0,677.56,27.0,37.64,96.79,2.0,0.11,10.0,17.0,19.0,30.77,12.0,Y
11.0,3.0,6.0,10.0,0.18,12.0,19.0,16.85,18.91,6024.01,67.0,334.67,318.58,5.0,0.1,26.0,41.0,42.0,32.14,22.0,Y
3.0,0.0,0.0,4.0,0.15,6.0,13.0,12.62,8.8,976.92,30.0,54.27,111.01,2.0,0.11,11.0,19.0,19.0,0.0,13.0,N
3.0,1.0,0.0,0.0,0.25,1.0,3.0,11.58,2.67,82.35,11.0,4.57,30.88,0.0,0.1,4.0,7.0,10.0,25.0,4.0,Y
3.0,1.0,0.0,0.0,0.25,1.0,3.0,16.5,2.0,66.0,11.0,3.67,33.0,0.0,0.1,4.0,7.0,10.0,25.0,4.0,Y
2.0,1.0,0.0,0.0,0.25,1.0,3.0,11.58,2.67,82.35,11.0,4.57,30.88,0.0,0.11,4.0,7.0,9.0,25.0,4.0,Y
3.0,0.0,0.0,4.0,0.15,6.0,13.0,12.62,8.8,976.92,30.0,54.27,111.01,2.0,0.11,11.0,19.0,19.0,0.0,13.0,N
8.0,3.0,5.0,8.0,0.07,14.0,40.0,29.0,28.53,23605.34,174.0,1311.41,827.35,4.0,0.05,83.0,91.0,59.0,16.67,43.0,Y
1.0,0.0,0.0,0.0,0.13,7.0,8.0,34.88,2.0,139.52,21.0,7.75,69.76,0.0,0.09,6.0,15.0,11.0,0.0,8.0,N
11.0,15.0,8.0,12.0,0.16,16.0,10.0,25.55,25.31,16365.59,136.0,909.2,646.66,6.0,0.09,47.0,89.0,46.0,69.7,25.0,Y
2.0,0.0,0.0,4.0,0.29,6.0,7.0,12.33,7.2,639.44,24.0,35.52,88.81,2.0,0.18,9.0,15.0,11.0,0.0,7.0,N
5.0,0.0,0.0,0.0,0.17,1.0,6.0,21.49,6.6,936.12,41.0,52.01,141.84,0.0,0.08,11.0,30.0,13.0,0.0,6.0,N
3.0,0.0,0.0,4.0,0.29,6.0,7.0,12.33,7.2,639.44,24.0,35.52,88.81,2.0,0.17,9.0,15.0,12.0,0.0,7.0,N
3.0,0.0,0.0,4.0,0.29,6.0,7.0,12.33,7.2,639.44,24.0,35.52,88.81,2.0,0.17,9.0,15.0,12.0,0.0,7.0,N
1.0,0.0,0.0,4.0,0.29,6.0,7.0,12.33,7.2,639.44,24.0,35.52,88.81,2.0,0.2,9.0,15.0,10.0,0.0,7.0,N
3.0,0.0,0.0,4.0,0.33,5.0,6.0,11.62,3.0,104.61,11.0,5.81,34.87,2.0,0.18,3.0,8.0,11.0,0.0,6.0,N
5.0,0.0,0.0,0.0,0.11,3.0,9.0,28.28,5.25,779.42,38.0,43.3,148.46,0.0,0.06,12.0,26.0,18.0,0.0,9.0,N
4.0,0.0,0.0,0.0,0.25,3.0,4.0,16.5,2.0,66.0,11.0,3.67,33.0,0.0,0.1,4.0,7.0,10.0,0.0,4.0,N
21.0,5.0,9.0,12.0,0.12,26.0,28.0,81.88,7.97,5199.37,121.0,288.85,652.47,6.0,0.06,51.0,70.0,65.0,33.33,33.0,Y
23.0,0.0,11.0,4.0,0.06,15.0,31.0,53.71,11.17,6703.96,112.0,372.44,600.05,2.0,0.03,54.0,58.0,67.0,26.19,31.0,Y
25.0,9.0,5.0,26.0,0.1,47.0,73.0,76.97,31.91,78348.5,398.0,4352.69,2455.63,13.0,0.07,178.0,220.0,115.0,16.09,82.0,Y
12.0,15.0,10.0,40.0,0.16,59.0,53.0,30.35,65.33,129533.9,355.0,7196.33,1982.66,20.0,0.11,168.0,187.0,97.0,32.04,68.0,Y
12.0,2.0,13.0,8.0,0.06,13.0,51.0,104.59,33.49,117276.02,545.0,6515.33,3502.31,4.0,0.04,253.0,292.0,83.0,22.73,53.0,Y
7.0,0.0,3.0,0.0,0.17,4.0,6.0,19.93,3.0,179.38,18.0,9.97,59.79,0.0,0.06,6.0,12.0,18.0,33.33,6.0,N
3.0,0.0,0.0,4.0,0.25,6.0,8.0,10.38,9.9,1017.71,27.0,56.54,102.8,2.0,0.15,11.0,16.0,13.0,0.0,8.0,N
3.0,0.0,1.0,4.0,0.29,7.0,7.0,9.04,6.13,339.02,16.0,18.83,55.35,2.0,0.15,7.0,9.0,13.0,12.5,7.0,N
11.0,3.0,10.0,4.0,0.08,8.0,21.0,23.75,19.5,9030.08,101.0,501.67,463.08,2.0,0.04,39.0,62.0,47.0,38.24,24.0,Y
9.0,0.0,5.0,0.0,0.1,4.0,10.0,19.88,11.11,2454.36,52.0,136.35,220.89,0.0,0.04,20.0,32.0,26.0,33.33,10.0,N
2.0,0.0,0.0,0.0,0.17,1.0,6.0,11.29,9.0,914.21,26.0,50.79,101.58,0.0,0.1,9.0,17.0,10.0,0.0,6.0,N
24.0,25.0,22.0,54.0,0.18,62.0,64.0,40.24,43.62,76555.91,316.0,4253.11,1755.25,27.0,0.12,108.0,208.0,137.0,42.34,89.0,Y
2.0,1.0,1.0,0.0,0.2,1.0,4.0,15.5,7.5,872.01,35.0,48.44,116.27,0.0,0.1,10.0,25.0,10.0,33.33,5.0,Y
3.0,0.0,0.0,4.0,0.33,6.0,6.0,13.31,6.75,606.54,23.0,33.7,89.86,2.0,0.18,9.0,14.0,11.0,0.0,6.0,N
13.0,18.0,7.0,26.0,0.16,43.0,44.0,41.18,29.46,35752.82,215.0,1986.27,1213.43,13.0,0.12,75.0,140.0,84.0,36.23,62.0,Y
11.0,0.0,4.0,0.0,0.06,2.0,17.0,21.63,16.0,5537.66,83.0,307.65,346.1,0.0,0.03,40.0,43.0,34.0,19.05,17.0,N
15.0,40.0,9.0,22.0,0.1,30.0,27.0,35.15,40.38,57328.2,257.0,3184.9,1419.56,11.0,0.08,105.0,152.0,93.0,64.47,67.0,Y
9.0,10.0,5.0,4.0,0.07,9.0,20.0,30.43,17.19,8989.71,110.0,499.43,523.03,2.0,0.04,50.0,60.0,46.0,42.86,30.0,Y
11.0,1.0,4.0,4.0,0.1,7.0,20.0,22.1,19.17,8119.88,95.0,451.1,423.65,2.0,0.05,46.0,49.0,38.0,20.0,21.0,N
11.0,0.0,4.0,4.0,0.1,7.0,21.0,22.1,19.17,8119.88,95.0,451.1,423.65,2.0,0.05,46.0,49.0,38.0,16.0,21.0,N
9.0,1.0,3.0,0.0,0.06,2.0,15.0,19.12,16.89,5453.58,79.0,302.98,322.91,0.0,0.03,38.0,41.0,30.0,21.05,16.0,N
12.0,25.0,8.0,12.0,0.09,18.0,20.0,41.64,16.78,11718.04,141.0,651.0,698.54,6.0,0.06,61.0,80.0,67.0,62.26,45.0,Y
17.0,9.0,8.0,14.0,0.11,21.0,38.0,27.67,39.26,42651.03,207.0,2369.5,1086.32,7.0,0.07,97.0,110.0,74.0,30.91,47.0,Y
9.0,3.0,10.0,20.0,0.16,24.0,35.0,34.2,29.65,30059.84,201.0,1669.99,1013.92,10.0,0.1,63.0,138.0,59.0,27.08,38.0,Y
