@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute Defective {Y,N}

@data
5.0,0.0,0.4,2.5,0.25,10.0,6.98,22.1,3409.75,37.0,189.43,154.29,0.25,0.25,17.0,20.0,5.0,13.0,16.0,0.0,N
23.0,7.0,0.17,2.0,0.63,45.0,42.42,24.2,24843.45,176.0,1380.19,1026.58,0.13,0.1,77.0,99.0,35.0,22.0,77.0,15.09,Y
6.0,4.0,0.23,2.5,0.11,77.0,60.94,26.48,42724.78,266.0,2373.6,1613.58,0.95,0.2,116.0,150.0,46.0,21.0,93.0,10.47,N
31.0,26.0,0.32,2.58,0.2,60.0,69.45,23.14,37185.01,258.0,2065.83,1607.04,0.65,0.17,119.0,139.0,54.0,21.0,121.0,32.58,N
41.0,22.0,0.21,2.25,0.38,73.0,90.21,25.16,57086.39,355.0,3171.47,2269.27,0.19,0.11,161.0,194.0,64.0,20.0,140.0,25.51,N
45.0,38.0,0.29,2.36,0.11,117.0,126.88,26.71,90551.52,497.0,5030.64,3389.63,0.09,0.17,221.0,276.0,91.0,22.0,205.0,26.42,Y
6.0,5.0,0.5,2.0,1.0,5.0,23.69,4.5,479.73,28.0,26.65,106.61,0.25,0.2,12.0,16.0,8.0,6.0,20.0,61.54,N
50.0,13.0,0.19,2.56,0.49,166.0,144.78,33.72,164651.23,666.0,9147.29,4882.39,0.63,0.14,307.0,359.0,132.0,29.0,245.0,14.43,N
48.0,26.0,0.06,3.0,0.67,51.0,173.7,9.4,15334.09,256.0,851.89,1632.01,1.0,0.02,123.0,133.0,72.0,11.0,128.0,35.44,Y
23.0,11.0,0.22,2.75,0.7,40.0,49.69,15.32,11670.05,130.0,648.34,761.54,0.7,0.12,54.0,76.0,37.0,21.0,81.0,29.82,N
8.0,8.0,0.43,4.0,0.33,6.0,17.75,9.9,1739.36,40.0,96.63,175.69,0.33,0.13,18.0,22.0,10.0,11.0,24.0,60.0,N
9.0,7.0,0.33,3.0,0.5,5.0,16.12,7.5,906.96,29.0,50.39,120.93,0.5,0.09,12.0,17.0,8.0,10.0,23.0,61.54,N
10.0,7.0,0.48,4.25,0.07,25.0,46.65,17.11,13659.38,149.0,758.85,798.28,1.0,0.25,66.0,83.0,27.0,14.0,56.0,30.56,N
19.0,31.0,0.15,2.0,0.1,206.0,239.03,36.2,313287.38,1172.0,17404.85,8653.7,0.03,0.12,564.0,608.0,148.0,19.0,257.0,13.08,N
19.0,29.0,0.14,2.0,0.1,208.0,242.69,36.29,319607.72,1190.0,17755.98,8807.05,0.03,0.12,573.0,617.0,150.0,19.0,257.0,12.24,N
16.0,35.0,0.17,2.26,0.32,255.0,249.73,43.13,464447.49,1405.0,25802.64,10769.8,0.3,0.14,675.0,730.0,180.0,23.0,307.0,12.07,N
16.0,35.0,0.14,2.0,0.07,209.0,233.67,37.57,329746.68,1182.0,18319.26,8777.84,0.03,0.11,571.0,611.0,152.0,20.0,261.0,14.34,N
12.0,28.0,0.07,2.0,0.22,137.0,154.38,37.66,218997.95,832.0,12166.55,5814.59,0.11,0.05,403.0,429.0,107.0,20.0,178.0,16.97,N
1.0,0.0,0.24,2.33,0.6,21.0,24.76,24.5,14864.15,114.0,825.79,606.7,1.0,0.22,49.0,65.0,20.0,20.0,23.0,0.0,N
1.0,0.0,0.25,2.0,1.0,12.0,18.39,19.2,6779.67,70.0,376.65,353.11,0.33,0.21,32.0,38.0,15.0,18.0,14.0,0.0,N
1.0,0.0,0.25,2.0,1.0,8.0,14.6,11.59,1961.37,36.0,108.96,169.22,0.5,0.2,17.0,19.0,11.0,15.0,10.0,0.0,N
2.0,0.0,0.21,2.0,1.0,37.0,38.0,20.84,16509.21,137.0,917.18,792.05,0.63,0.19,58.0,79.0,32.0,23.0,42.0,5.13,N
5.0,3.0,0.21,2.0,1.0,39.0,39.25,24.9,24336.47,175.0,1352.03,977.37,0.13,0.17,83.0,92.0,30.0,18.0,48.0,7.14,N
3.0,0.0,0.28,2.14,0.6,36.0,54.39,16.69,15143.75,160.0,841.32,907.59,0.1,0.25,73.0,87.0,35.0,16.0,40.0,0.0,N
1.0,0.0,0.3,2.0,0.69,43.0,47.44,23.4,25974.0,185.0,1443.0,1110.0,0.23,0.29,78.0,107.0,40.0,24.0,45.0,0.0,N
15.0,10.0,0.15,2.0,0.67,17.0,37.06,22.6,18935.91,150.0,1052.0,837.74,0.33,0.07,69.0,81.0,29.0,19.0,46.0,43.33,N
8.0,0.0,0.25,3.0,0.33,11.0,17.39,26.25,11982.32,96.0,665.68,456.47,0.33,0.14,42.0,54.0,12.0,15.0,21.0,8.33,Y
14.0,0.0,0.21,2.33,0.8,21.0,56.3,11.0,6811.81,118.0,378.43,619.26,0.6,0.13,54.0,64.0,27.0,11.0,39.0,12.5,N
29.0,11.0,0.27,2.11,0.27,31.0,51.67,21.46,23803.95,187.0,1322.44,1109.05,0.09,0.13,88.0,99.0,41.0,20.0,82.0,40.38,N
16.0,6.0,0.3,2.67,0.33,18.0,25.18,18.0,8158.0,87.0,453.22,453.22,0.83,0.14,38.0,49.0,19.0,18.0,43.0,30.77,N
8.0,0.0,0.18,2.0,1.0,10.0,26.99,6.97,1309.86,40.0,72.77,188.02,0.5,0.1,19.0,21.0,15.0,11.0,20.0,9.09,N
27.0,29.0,0.2,2.33,0.88,35.0,61.99,27.4,46526.99,271.0,2584.83,1698.3,0.13,0.08,121.0,150.0,53.0,24.0,97.0,49.28,Y
10.0,3.0,0.33,2.33,0.75,11.0,23.9,19.68,9260.7,91.0,514.48,470.46,0.25,0.15,44.0,47.0,19.0,17.0,26.0,26.67,Y
26.0,26.0,0.18,2.4,1.0,33.0,60.18,27.5,45509.93,270.0,2528.33,1654.91,0.14,0.08,120.0,150.0,48.0,22.0,91.0,48.44,Y
20.0,12.0,0.36,2.14,0.22,20.0,32.02,26.93,23220.17,152.0,1290.01,862.21,0.11,0.16,71.0,81.0,29.0,22.0,58.0,45.95,N
10.0,7.0,0.23,3.0,0.67,11.0,22.96,13.5,4185.0,62.0,232.5,310.0,1.0,0.1,27.0,35.0,16.0,16.0,31.0,45.0,N
10.0,7.0,0.21,3.0,0.67,12.0,23.74,10.21,2476.96,51.0,137.61,242.5,1.0,0.09,22.0,29.0,14.0,13.0,32.0,42.86,N
20.0,12.0,0.35,2.14,0.22,21.0,33.47,24.62,20287.52,146.0,1127.08,824.0,0.11,0.15,68.0,78.0,29.0,21.0,59.0,44.74,Y
35.0,57.0,0.09,2.0,0.5,42.0,77.69,36.83,105400.45,458.0,5855.58,2861.55,0.25,0.03,221.0,237.0,57.0,19.0,139.0,59.22,Y
8.0,0.0,0.14,2.0,0.5,14.0,41.25,14.67,8873.33,121.0,492.96,605.0,0.5,0.09,56.0,65.0,21.0,11.0,23.0,0.0,Y
4.0,0.0,0.29,2.0,1.0,7.0,10.34,8.1,678.47,22.0,37.69,83.76,0.5,0.17,9.0,13.0,5.0,9.0,12.0,0.0,N
6.0,0.0,0.21,2.0,0.33,13.0,18.91,10.45,2065.48,45.0,114.75,197.65,0.33,0.14,19.0,26.0,10.0,11.0,21.0,7.14,N
2.0,0.0,0.4,2.0,0.5,5.0,6.5,6.0,234.0,13.0,13.0,39.0,0.5,0.25,4.0,9.0,2.0,6.0,8.0,0.0,N
11.0,2.0,0.29,2.08,0.13,48.0,16.05,54.0,46843.61,163.0,2602.42,867.47,0.53,0.23,72.0,91.0,16.0,24.0,66.0,11.11,N
9.0,1.0,0.28,2.0,0.69,47.0,57.88,31.53,57542.56,293.0,3196.81,1825.04,0.62,0.19,134.0,159.0,51.0,24.0,70.0,2.08,N
7.0,2.0,0.31,2.0,0.46,100.0,62.85,77.19,374495.12,700.0,20805.28,4851.52,0.03,0.28,305.0,395.0,81.0,41.0,130.0,18.03,N
1.0,0.0,0.45,2.33,0.6,11.0,25.83,12.0,3720.0,62.0,206.67,310.0,0.6,0.38,24.0,38.0,16.0,16.0,13.0,0.0,N
1.0,0.0,0.22,2.0,0.5,34.0,23.86,46.0,50477.9,201.0,2804.33,1097.35,0.13,0.21,92.0,109.0,22.0,22.0,39.0,8.1,N
1.0,0.0,0.5,2.17,0.63,16.0,29.0,17.43,8805.15,97.0,489.17,505.32,0.38,0.44,41.0,56.0,20.0,17.0,18.0,0.0,N
6.0,0.0,0.21,2.0,0.57,30.0,34.65,30.14,31475.69,187.0,1748.65,1044.39,0.14,0.18,92.0,95.0,29.0,19.0,40.0,9.09,N
2.0,0.0,0.33,2.0,0.83,17.0,36.89,9.89,3605.18,70.0,200.29,364.66,0.5,0.29,29.0,41.0,22.0,15.0,21.0,5.56,N
1.0,0.0,0.17,2.0,0.5,12.0,16.65,4.67,362.64,21.0,20.15,77.71,0.5,0.14,8.0,13.0,6.0,7.0,14.0,0.0,N
1.0,0.0,0.26,2.2,0.43,27.0,18.92,19.63,7291.52,73.0,405.08,371.38,0.14,0.24,31.0,42.0,15.0,19.0,29.0,0.0,N
1.0,0.0,0.29,2.0,0.5,7.0,14.51,4.2,255.97,17.0,14.22,60.94,0.5,0.22,6.0,11.0,5.0,7.0,9.0,0.0,N
11.0,4.0,0.1,2.0,1.0,48.0,59.96,20.2,24477.25,197.0,1359.85,1211.5,0.2,0.08,90.0,107.0,49.0,22.0,64.0,7.69,N
4.0,0.0,0.12,2.0,1.0,17.0,27.97,23.08,14896.06,139.0,827.56,645.5,0.5,0.09,50.0,89.0,13.0,12.0,22.0,0.0,N
1.0,0.0,0.18,2.0,0.33,17.0,21.5,7.15,1099.18,35.0,61.07,153.73,0.33,0.16,13.0,22.0,10.0,11.0,19.0,0.0,N
0.0,0.0,0.25,2.0,0.5,8.0,17.2,6.67,764.63,27.0,42.48,114.69,0.5,0.22,12.0,15.0,9.0,10.0,9.0,0.0,N
0.0,0.0,0.47,2.0,0.13,17.0,16.16,19.2,5956.4,66.0,330.91,310.23,0.13,0.44,24.0,42.0,10.0,16.0,18.0,0.0,N
1.0,0.0,0.12,2.0,0.5,17.0,19.85,16.82,5614.18,76.0,311.9,333.82,0.5,0.11,37.0,39.0,11.0,10.0,19.0,0.0,N
8.0,7.0,0.42,2.22,0.61,66.0,50.5,42.41,90808.6,335.0,5044.92,2141.43,0.79,0.34,145.0,190.0,53.0,31.0,82.0,9.59,N
1.0,0.0,0.33,2.0,0.75,12.0,18.68,12.83,3076.44,51.0,170.91,239.72,0.75,0.29,22.0,29.0,12.0,14.0,14.0,0.0,N
16.0,6.0,0.1,2.0,0.83,59.0,66.95,25.45,43359.38,268.0,2408.85,1703.82,0.17,0.06,123.0,145.0,58.0,24.0,107.0,13.24,N
0.0,0.0,0.25,2.0,0.5,8.0,17.2,6.67,764.63,27.0,42.48,114.69,0.5,0.22,12.0,15.0,9.0,10.0,9.0,0.0,N
19.0,5.0,0.11,2.0,1.0,45.0,71.31,24.66,43378.78,286.0,2409.93,1758.83,0.2,0.07,135.0,151.0,52.0,19.0,72.0,13.46,N
20.0,11.0,0.18,2.0,0.38,37.0,56.27,20.0,22506.86,189.0,1250.38,1125.34,0.13,0.1,84.0,105.0,42.0,20.0,77.0,33.93,N
13.0,12.0,0.08,2.0,0.33,36.0,49.13,19.76,19184.32,185.0,1065.8,970.87,0.33,0.05,76.0,109.0,25.0,13.0,62.0,25.0,N
3.0,0.0,0.29,2.0,0.5,7.0,8.4,7.0,411.67,17.0,22.87,58.81,0.5,0.18,8.0,9.0,4.0,7.0,11.0,0.0,N
9.0,4.0,0.2,2.0,0.67,14.0,27.81,13.36,4964.52,75.0,275.81,371.56,0.33,0.1,37.0,38.0,18.0,13.0,29.0,26.32,N
8.0,2.0,0.07,2.0,0.5,29.0,62.76,21.36,28626.92,240.0,1590.38,1340.39,0.5,0.05,115.0,125.0,35.0,13.0,40.0,6.45,N
8.0,0.0,0.13,2.0,0.5,16.0,39.81,13.88,7671.65,119.0,426.2,552.62,0.5,0.08,59.0,60.0,17.0,8.0,25.0,0.0,N
6.0,0.0,0.17,2.0,0.5,12.0,26.25,13.67,4902.51,83.0,272.36,358.72,0.5,0.11,41.0,42.0,12.0,8.0,19.0,0.0,N
6.0,1.0,0.17,2.0,0.5,12.0,29.04,8.92,2312.39,59.0,128.47,259.14,0.5,0.1,29.0,30.0,13.0,8.0,20.0,7.69,N
6.0,2.0,0.14,2.0,0.33,20.0,51.47,13.89,9932.28,143.0,551.79,715.0,0.33,0.1,71.0,72.0,23.0,9.0,30.0,13.04,N
28.0,15.0,0.11,2.0,0.75,34.0,88.1,8.83,6873.97,134.0,381.89,778.19,0.25,0.05,53.0,81.0,42.0,14.0,81.0,34.62,N
25.0,11.0,0.23,2.27,0.2,64.0,95.22,32.39,99926.73,474.0,5551.48,3084.69,0.53,0.15,230.0,244.0,71.0,20.0,103.0,16.88,N
21.0,10.0,0.2,2.29,0.5,45.0,59.99,23.54,33237.05,226.0,1846.5,1412.03,0.3,0.12,102.0,124.0,52.0,24.0,83.0,26.23,N
32.0,21.0,0.21,2.64,0.53,85.0,103.85,30.93,99359.89,471.0,5519.99,3212.3,0.68,0.13,207.0,264.0,87.0,26.0,145.0,24.11,N
15.0,2.0,0.2,2.0,1.0,9.0,21.15,4.5,428.33,25.0,23.8,95.18,0.5,0.07,9.0,16.0,7.0,7.0,28.0,25.0,N
13.0,11.0,0.06,2.0,0.5,33.0,56.88,16.48,15453.19,175.0,858.51,937.57,0.5,0.03,71.0,104.0,28.0,13.0,58.0,25.0,N
12.0,3.0,0.29,3.0,0.67,19.0,28.9,10.82,3385.09,62.0,188.06,312.75,0.83,0.09,23.0,39.0,17.0,16.0,64.0,20.83,N
13.0,8.0,0.2,2.0,0.33,26.0,56.04,22.34,27977.56,228.0,1554.31,1252.14,0.17,0.12,110.0,118.0,32.0,13.0,52.0,31.58,N
16.0,11.0,0.24,2.5,0.43,23.0,36.88,23.03,19562.81,149.0,1086.82,849.37,0.86,0.12,68.0,81.0,31.0,21.0,57.0,42.5,N
16.0,10.0,0.17,2.0,0.57,41.0,59.59,22.8,30993.01,232.0,1721.83,1359.05,0.14,0.1,110.0,122.0,41.0,17.0,68.0,19.61,N
33.0,23.0,0.24,2.23,0.53,65.0,93.54,34.45,111016.34,478.0,6167.57,3222.42,0.29,0.13,226.0,252.0,82.0,25.0,128.0,30.85,Y
33.0,20.0,0.25,2.17,0.53,52.0,80.65,25.1,50799.32,306.0,2822.18,2024.1,0.2,0.13,139.0,167.0,72.0,26.0,115.0,35.8,N
24.0,20.0,0.16,2.29,0.5,60.0,86.23,31.88,87614.7,430.0,4867.48,2748.7,0.6,0.09,204.0,226.0,64.0,20.0,107.0,26.83,Y
13.0,8.0,0.22,2.0,0.43,28.0,34.49,37.44,48341.41,241.0,2685.63,1291.17,0.14,0.13,117.0,124.0,25.0,16.0,54.0,30.0,N
18.0,9.0,0.31,2.5,0.5,29.0,53.13,18.65,18483.6,173.0,1026.86,990.93,0.7,0.17,79.0,94.0,36.0,17.0,60.0,29.27,N
9.0,4.0,0.23,2.33,0.8,21.0,45.13,14.93,10063.19,122.0,559.07,673.87,0.6,0.14,56.0,66.0,30.0,16.0,36.0,19.23,N
34.0,27.0,0.27,2.73,0.25,64.0,44.71,96.49,416248.39,719.0,23124.91,4314.0,0.9,0.15,344.0,375.0,41.0,23.0,136.0,36.63,N
15.0,12.0,0.31,2.75,0.38,24.0,29.28,26.67,20818.63,143.0,1156.59,780.7,0.63,0.15,64.0,79.0,24.0,20.0,54.0,36.84,N
7.0,3.0,0.31,2.5,0.5,11.0,19.24,17.68,6011.75,70.0,333.99,340.06,0.25,0.17,33.0,37.0,14.0,15.0,24.0,31.25,N
7.0,2.0,0.25,2.0,0.67,10.0,17.16,15.82,4293.27,60.0,238.52,271.41,0.33,0.14,29.0,31.0,11.0,12.0,22.0,28.57,N
13.0,5.0,0.21,2.4,0.75,38.0,59.63,25.26,38050.55,252.0,2113.92,1506.27,0.63,0.14,117.0,135.0,44.0,19.0,58.0,13.64,N
11.0,6.0,0.19,2.33,0.6,25.0,33.97,22.5,17197.21,140.0,955.4,764.32,0.8,0.11,65.0,75.0,26.0,18.0,45.0,24.24,N
4.0,1.0,0.29,2.0,0.5,6.0,14.14,5.25,389.71,19.0,21.65,74.23,0.5,0.15,7.0,12.0,6.0,9.0,13.0,25.0,N
17.0,8.0,0.23,2.2,0.43,26.0,43.02,27.35,32179.65,200.0,1787.76,1176.53,0.86,0.12,92.0,108.0,37.0,22.0,57.0,33.33,N
10.0,6.0,0.26,3.0,0.6,18.0,36.97,15.36,8722.95,106.0,484.61,567.9,1.0,0.14,48.0,58.0,25.0,16.0,36.0,28.0,N
18.0,6.0,0.17,2.17,0.88,45.0,63.61,27.76,48997.85,289.0,2722.1,1765.36,0.38,0.11,136.0,153.0,49.0,20.0,72.0,15.09,N
18.0,11.0,0.23,2.0,0.67,33.0,48.39,35.46,60838.51,301.0,3379.92,1715.83,0.11,0.13,146.0,155.0,35.0,17.0,69.0,34.0,N
9.0,6.0,0.31,2.0,1.0,10.0,29.06,6.54,1242.24,42.0,69.01,189.99,0.25,0.14,17.0,25.0,13.0,10.0,29.0,47.37,N
6.0,1.0,0.13,2.0,1.0,14.0,23.73,21.92,11404.6,115.0,633.59,520.21,0.5,0.09,57.0,58.0,13.0,10.0,23.0,12.5,N
24.0,14.0,0.13,2.17,0.88,54.0,75.27,22.24,37216.01,274.0,2067.56,1673.74,0.5,0.08,126.0,148.0,51.0,18.0,100.0,28.0,N
3.0,9.0,0.26,2.33,0.2,18.0,30.88,8.25,2102.02,53.0,116.78,254.79,0.8,0.16,22.0,31.0,16.0,12.0,32.0,35.71,N
9.0,12.0,0.29,5.0,0.4,12.0,24.99,11.61,3366.63,61.0,187.04,290.05,1.0,0.21,25.0,36.0,14.0,13.0,24.0,58.62,Y
3.0,2.0,0.15,2.0,0.33,18.0,45.06,12.52,7065.03,110.0,392.5,564.22,0.33,0.12,48.0,62.0,23.0,12.0,26.0,18.18,Y
4.0,4.0,0.23,4.0,0.29,29.0,62.47,19.9,24732.36,215.0,1374.02,1242.99,0.86,0.18,97.0,118.0,39.0,16.0,39.0,14.71,Y
2.0,3.0,0.25,2.0,0.5,7.0,9.86,6.67,438.19,19.0,24.34,65.73,0.5,0.14,5.0,14.0,3.0,8.0,14.0,36.36,N
14.0,12.0,0.24,2.0,1.0,19.0,58.69,11.32,7525.74,119.0,418.1,664.61,0.17,0.12,55.0,64.0,34.0,14.0,52.0,48.65,N
14.0,3.0,0.23,3.0,0.29,28.0,29.63,16.28,7847.47,90.0,435.97,482.18,0.43,0.15,31.0,59.0,20.0,21.0,48.0,15.15,N
14.0,11.0,0.19,2.0,0.4,24.0,36.88,24.87,22810.72,168.0,1267.26,917.18,0.2,0.1,79.0,89.0,27.0,17.0,52.0,35.14,N
6.0,1.0,0.25,3.0,0.67,12.0,20.31,10.77,2355.5,46.0,130.86,218.72,1.0,0.15,20.0,26.0,13.0,14.0,20.0,7.69,N
9.0,3.0,0.24,2.5,0.75,17.0,29.9,16.61,8254.12,94.0,458.56,496.83,0.75,0.13,43.0,51.0,22.0,17.0,30.0,15.0,N
10.0,9.0,0.31,2.4,0.5,23.0,40.2,22.79,20877.45,171.0,1159.86,916.14,0.13,0.17,79.0,92.0,26.0,15.0,46.0,34.29,N
7.0,4.0,0.19,2.0,0.8,24.0,24.93,20.24,10207.48,100.0,567.08,504.44,0.2,0.13,43.0,57.0,17.0,16.0,39.0,22.58,N
4.0,1.0,0.25,2.0,1.0,16.0,25.4,12.79,4158.09,65.0,231.0,325.0,0.25,0.18,29.0,36.0,17.0,15.0,22.0,5.88,N
19.0,17.0,0.42,2.86,0.36,30.0,39.94,25.45,25867.91,183.0,1437.11,1016.49,0.43,0.2,82.0,101.0,29.0,18.0,70.0,40.0,N
9.0,6.0,0.2,2.0,0.67,13.0,27.86,14.03,5479.69,75.0,304.43,390.71,1.0,0.1,33.0,42.0,20.0,17.0,31.0,38.1,Y
3.0,0.0,0.25,2.0,0.5,8.0,24.33,8.4,1716.73,50.0,95.37,204.37,0.5,0.17,24.0,26.0,10.0,7.0,12.0,0.0,N
6.0,2.0,0.17,2.0,0.5,12.0,26.46,9.23,2254.82,54.0,125.27,244.27,0.5,0.1,24.0,30.0,13.0,10.0,21.0,14.29,N
6.0,4.0,0.2,2.0,0.5,10.0,26.09,6.67,1159.45,39.0,64.41,173.92,0.5,0.1,16.0,23.0,12.0,10.0,21.0,28.57,N
6.0,3.0,0.2,2.0,0.5,10.0,20.54,7.7,1217.55,36.0,67.64,158.12,0.5,0.1,14.0,22.0,10.0,11.0,20.0,23.08,N
4.0,2.0,0.25,2.0,0.5,8.0,17.13,4.67,373.12,21.0,20.73,79.95,0.5,0.13,7.0,14.0,6.0,8.0,15.0,20.0,N
4.0,0.0,0.29,2.0,0.5,7.0,13.74,10.63,1550.69,35.0,86.15,145.95,0.5,0.17,17.0,18.0,8.0,10.0,12.0,0.0,N
4.0,1.0,0.33,2.0,0.33,7.0,14.31,8.57,1051.06,30.0,58.39,122.62,1.0,0.2,12.0,18.0,7.0,10.0,15.0,30.0,N
3.0,1.0,0.4,2.0,0.5,5.0,10.41,6.4,426.29,18.0,23.68,66.61,0.5,0.2,8.0,10.0,5.0,8.0,10.0,16.67,N
6.0,4.0,0.2,2.0,0.5,10.0,24.53,5.91,856.5,33.0,47.58,144.95,0.5,0.1,13.0,20.0,11.0,10.0,21.0,28.57,N
6.0,0.0,0.37,2.0,0.57,19.0,32.59,13.12,5614.09,91.0,311.89,427.74,0.14,0.27,42.0,49.0,16.0,10.0,26.0,0.0,N
3.0,6.0,0.14,2.0,0.5,13.0,22.92,11.0,2773.9,55.0,154.11,252.17,0.5,0.08,26.0,29.0,13.0,11.0,24.0,35.0,N
1.0,3.0,0.29,2.33,0.8,17.0,25.03,8.36,1748.44,44.0,97.14,209.22,1.0,0.23,18.0,26.0,14.0,13.0,22.0,15.0,N
5.0,19.0,0.25,2.0,0.8,19.0,20.51,12.8,3360.93,53.0,186.72,262.57,0.2,0.11,24.0,29.0,15.0,16.0,45.0,51.28,N
14.0,0.0,0.23,2.0,0.5,23.0,41.87,14.17,8403.03,110.0,466.83,593.15,0.17,0.15,51.0,59.0,27.0,15.0,41.0,11.54,N
6.0,3.0,0.5,2.0,1.0,3.0,12.18,3.0,109.62,11.0,6.09,36.54,0.5,0.14,4.0,7.0,4.0,6.0,14.0,57.14,N
16.0,12.0,0.28,2.4,0.82,34.0,38.45,22.91,20177.56,151.0,1120.98,880.77,0.27,0.16,63.0,88.0,33.0,24.0,68.0,33.33,N
21.0,12.0,0.26,2.5,0.3,36.0,31.44,19.3,11716.29,107.0,650.91,606.95,0.3,0.14,47.0,60.0,28.0,23.0,73.0,29.41,N
6.0,0.0,0.18,2.0,1.0,10.0,31.9,6.9,1518.54,48.0,84.36,220.08,0.5,0.11,23.0,25.0,15.0,9.0,18.0,9.09,Y
8.0,1.0,0.2,2.0,1.0,9.0,24.89,7.0,1219.6,38.0,67.76,174.23,0.5,0.1,14.0,24.0,12.0,12.0,20.0,18.18,N
12.0,6.0,0.25,2.67,0.67,24.0,34.84,19.8,13657.11,121.0,758.73,689.75,0.83,0.14,54.0,67.0,30.0,22.0,43.0,20.0,N
19.0,13.0,0.1,2.0,0.67,27.0,33.66,44.54,66768.32,278.0,3709.35,1499.06,0.33,0.05,131.0,147.0,25.0,17.0,62.0,35.71,Y
18.0,4.0,0.32,2.67,1.0,19.0,28.88,30.38,26642.14,171.0,1480.12,877.11,0.83,0.14,81.0,90.0,20.0,15.0,42.0,17.39,Y
9.0,0.0,0.27,2.0,1.0,9.0,44.41,4.71,983.4,45.0,54.63,208.97,0.33,0.14,20.0,25.0,17.0,8.0,21.0,18.18,N
15.0,25.0,0.2,2.0,1.0,14.0,49.71,9.92,4895.11,94.0,271.95,493.31,0.33,0.05,43.0,51.0,26.0,12.0,56.0,65.0,N
28.0,27.0,0.2,2.0,1.0,35.0,122.69,12.57,19373.39,256.0,1076.3,1541.73,0.13,0.08,111.0,145.0,53.0,12.0,97.0,48.53,Y
8.0,3.0,0.38,2.0,0.67,6.0,12.89,11.0,1559.55,34.0,86.64,141.78,0.33,0.15,14.0,20.0,7.0,11.0,20.0,45.45,N
8.0,0.0,0.17,2.0,1.0,10.0,21.48,7.79,1304.11,37.0,72.45,167.37,0.5,0.1,17.0,20.0,12.0,11.0,21.0,16.67,N
10.0,12.0,0.13,2.0,1.0,24.0,52.14,12.54,8193.61,122.0,455.2,653.62,0.33,0.06,54.0,68.0,28.0,13.0,47.0,33.33,N
5.0,9.0,0.05,2.0,1.0,19.0,69.53,16.72,19441.83,206.0,1080.1,1162.63,1.0,0.03,86.0,120.0,36.0,14.0,34.0,32.14,N
4.0,9.0,0.29,2.0,1.0,6.0,15.02,5.71,490.5,21.0,27.25,85.84,0.5,0.1,8.0,13.0,7.0,10.0,21.0,62.5,N
11.0,8.0,0.14,2.0,1.0,12.0,40.92,6.47,1712.28,57.0,95.13,264.7,0.5,0.06,23.0,34.0,16.0,9.0,34.0,45.45,N
5.0,5.0,0.2,2.0,1.0,9.0,19.66,7.15,1004.96,32.0,55.83,140.55,0.5,0.1,13.0,19.0,10.0,11.0,21.0,40.0,N
5.0,6.0,0.22,2.0,1.0,8.0,19.72,4.0,315.48,22.0,17.53,78.87,0.5,0.1,8.0,14.0,6.0,6.0,21.0,46.67,N
6.0,9.0,0.17,2.0,1.0,10.0,40.52,5.75,1339.69,49.0,74.43,232.99,0.5,0.07,23.0,26.0,18.0,9.0,28.0,52.38,Y
0.0,0.0,0.5,2.0,1.0,4.0,9.51,3.0,85.59,9.0,4.75,28.53,0.5,0.4,3.0,6.0,3.0,6.0,5.0,0.0,N
12.0,19.0,0.07,2.5,0.25,59.0,98.29,21.87,47030.93,357.0,2612.83,2149.99,0.25,0.04,175.0,182.0,52.0,13.0,91.0,24.36,N
6.0,11.0,0.06,2.0,0.33,49.0,47.82,55.0,144649.1,457.0,8036.06,2629.98,0.33,0.04,220.0,237.0,36.0,18.0,67.0,18.33,N
6.0,11.0,0.07,2.0,0.33,43.0,51.66,44.29,101338.65,394.0,5629.92,2288.1,0.33,0.05,187.0,207.0,38.0,18.0,61.0,20.37,N
19.0,0.0,0.17,2.0,0.75,20.0,34.63,21.2,15568.03,127.0,864.89,734.23,0.25,0.09,59.0,68.0,32.0,23.0,44.0,16.67,N
21.0,0.0,0.27,2.17,0.38,25.0,31.29,24.39,18610.76,132.0,1033.93,763.14,0.38,0.15,63.0,69.0,31.0,24.0,52.0,16.67,N
12.0,8.0,0.23,2.0,0.67,11.0,31.59,11.45,4145.3,68.0,230.29,361.89,0.33,0.09,28.0,40.0,22.0,18.0,34.0,47.62,N
9.0,7.0,0.25,2.0,1.0,7.0,24.81,8.5,1792.72,46.0,99.6,210.91,0.5,0.08,17.0,29.0,12.0,12.0,25.0,53.33,N
